Jules Verne	JULES VERNE	0.3
- Phải đấy, – Pencroff xác nhận – Một cái tên thích hợp.	- Annyit azonban el kell ismernie, hogy az én ötletem volt az egész! ~~~ - jelentette ki Pencroff elégedetten.	0.375714
	- Pompás ötlet volt, Pencroff, mondhatom!	-0.3
Vậy ta dành cái tên “Hang ngụ cư” cho nơi trú chân đầu tiên của chúng ta nhé, ngài Cyrus Smith đồng ý không?	- kacagott föl Gedeon Spilett. ~~~ - Annak köszön­hetjük, hogy ide jutottunk! ~~~ - Ami engem illet, szívesebben vagyok itt, mint a déliek fogságában!	-0.108491
- Tất nhiên, Pencroff, một khi anh đã tán dương việc đặt cho nó tên như vậy rồi mà.	- kiáltotta a tengerész. ~~~ - Különösen, mióta Cyrus úr ismét velünk van!	0.128638
- Vâng, tất nhiên rồi, nghĩ ra tên để đặt cho một địa danh cũng chẳng khó gì.	- Szó, ami szó, én is! ~~~ - ismerte el az újságíró. ~~~ - Mert miben látunk itt szükséget?	0.00119048
– chàng thuỷ thủ nói vẻ thích thú.	Semmiben! ~~~ - Vagyis inkább: mindenben!	-0.0121622
- Theo tôi, nên tìm những cái tên nào thường xuyên nhắc nhở chúng ta nhớ đến Tổ quốc ấy, – Gédéon Spilett góp ý.	- felelte a tengerész, és araszos vállát csak úgy rengette a kacagás. ~~~ - No de előbb-utóbb majd csak kitaláljuk a módját, hogyan álljunk tovább innen!	0.0851916
	- Talán hamarább is, mint remélitek, barátaim - jegyezte meg a mérnök -, amennyiben a Lincoln-sziget nem esik túlságosan távol egyik vagy másik szárazföldtől vagy sziget­csoport­tól.	-0.6
Đề nghị của kỹ sư được nhẩt trí thông qua.	Délután egy órakor majd megtudjuk ezt is.	0.2
Gédéon Spilett ghi lại những cái tên ấy, và danh mục địa lý của đảo đã được quy định xong xuôi: vịnh Hợp chủng, vũng Washington, núi Franklin, bán đảo Uốn khúc, mũi Rắn, vịnh Cá mập, mũi Xương hàm…	Nincs ugyan térképem a Csendes-óceánról, a déli részére azonban eléggé tisztán emlékezem. ~~~ A sziget, mint azt már tegnap megállapí­tottam, a nyugatra levő Új-Zélanddal és a keletre levő Chilével egy szélességi fokon fekszik.	-0.000684932
	Ezt a két országot azonban legalább hatezer mérföld választja el egymástól, és közbül óceán terül el.	-0.3
	Meg kell hát tudnunk, hogy e roppant vízfelület melyik részén van a sziget; mihelyt meghatároztuk legalább megközelítőleges pontossággal tartózkodási helyünk földrajzi hosszú­ságát, remélem, ez is kiderül...	-0.3
	- Ugye, a földrajzi szélességet tekintve a Pomotu-szigetcsoporthoz vagyunk legközelebb?	-0.3
	- kérdezte Harbert. ~~~ - Igen - felelte a mérnök -, de ez a távolság akár ezerkétszáz mérföldnél is nagyobb lehet! ~~~ - Hát arrafelé mi van?	-0.3
	- kérdezte Nab, aki mindeddig feszült érdeklődéssel figyelte a társalgást, és most déli irányba mutatott.	-0.6
- Còn hòn đảo nữa, ta đã đặt tên cho hòn đảo đâu!	- Arrafelé? ~~~ - legyintett Pencroff. ~~~ - Semmi. ~~~ - Valóban, semmi - bólintott a mérnök.	-0.0132353
	- És mi történik, Cyrus - érdeklődött az újságíró -, ha a Lincoln-sziget Új-Zélandtól vagy Chilétől nem esik távolabb két-háromszáz mérföldnél...?	-0.3
	- Nos - válaszolta a mérnök -, akkor nem házat építünk, hanem hajót, és Pencroff mester elkápráztathat bennünket hajózási tudományával... ~~~ - Ezen ne múljék! ~~~ - kiáltott föl a tengerész.	-0.3
Harbert đề nghị lấy tên của Cyrus Smith đặt cho hòn đảo, nhưng viên kỹ sư đã vượt lên trước chú.	- Szíves örömest elvállalom a parancsnokságot... csak Cyrus úr találja meg a módját, hogy viharálló hajót építsünk!	0.450153
	- Az is meglesz, ha eljön az ideje!	-0.3
- Các bạn, – ông nói chân tình – chúng ta sẽ lấy tên tổng thống kính yêu đặt tên cho hòn đảo của chúng ta để vinh danh vị công dân cao thượng nhất của nước Mỹ cộng hoà, vinh danh con người đang đấu tranh để bảo vệ sự thống nhất của đất nước.	- felelte Cyrus Smith. ~~~ Ezek a férfiak csakugyan nem riadtak vissza semmitől, de amíg így elbeszélgettek, telt-múlt az idő, és közeledett a megfigyelés pillanata! ~~~ Vajon hogyan akarja a mérnök minden műszer híján megállapítani a nap delelésének időpontját?	-0.121525
Hãy đặt tên cho mảnh đất này là đảo “Lincoln”!	Harbert hasztalanul törte a fejét, nem tudta kitalálni.	0.271154
	A fölfedezők ekkor hatmérföldnyire jártak a Kéménytől, közel azokhoz a homokbuckákhoz, amelyek közt a rejtélyes körülmények közt megmenekült mérnököt annak idején megtalálták.	-0.3
	Az óra fél tizenkettőt mutatott, ideje, hogy megebédeljenek; letelepedtek hát, és kicsoma­golták az elemózsiájukat.	-0.3
	Nab útifölszereléséből a korsó sem hiányzott; Harbert most fogta az agyagedényt, és a közeli patakra szaladt ivóvízért.	-0.3
Đáp lại lời đề nghị của Cyrus Smith là sự phấn khởi của mọi người.	Amíg ebédjüket tálalták, Cyrus Smith is fölkészült a csillagászati megfigyelésre.	0.834205
	Kiválasztotta a fövénypart egyik sík szakaszát, amelyet az apadó tengervíz tökéletesen simára mosott.	-0.3
	Olyan egyenletes lett ott a fövény, akár az üveglap, még csak egy homokszemcse sem ágaskodott rajta.	-0.3
	Egyébként: sem annak nem volt különösebb jelentősége, hogy a talaj vízszintes legyen, sem annak, hogy az a hat láb magas karó, amelyet a mérnök a fövénybe szúrt, teljesen függő­legesen álljon.	-0.3
	Sőt: a mérnök szándékosan is kissé délnek döntötte a rudat, a nap állásával ellenkező irányba; ugyanis ne feledjük, hogy a déli féltekén fekvő sziget telepeseinek a szemében a sugárzó égitest nem a déli, hanem az északi égbolton futotta be mindennapos körívű pályáját.	-0.3
	Harbert csak most értette meg, mire készül a mérnök: Cyrus Smith a fövénybe tűzött karó árnyéka segítségével szándékozik megállapítani a nap delelési idejét, vagyis meglesi azt a pillanatot, amelyben a nap éppen a sziget délkörén halad át, azaz más szóval: az árnyék hosszából akarja kiszámítani a helyi időt.	-0.3
	És valóban, egyéb műszer híján ezzel a módszerrel is megközelítette a kívánt eredményt.	-0.3
	Csakugyan, mivel az árnyék délig folytonosan rövidül, dél múltával pedig ismét fokozatosan növekszik, aki arra kíváncsi, hogy mikor van dél, az egyszerűen meglesi azt a pillanatot, amikor legkurtább az árnyék.	-0.3
	Cyrus Smith azért döntötte a nap állásával ellentétes irányba a póznát, hogy az hosszabb árnyékot vessen, s ezáltal pontosabban megfigyelhesse az árnyék válto­zásait.	-0.3
	Valóban, mennél hosszabb a napóra mutatója, annál könnyebben követhető szem­mel árnyékának az elmozdulása.	-0.3
	A karó árnyéka ezúttal ugyanazt a célt szolgálta, mint a napóra mutatója.	-0.3
	Amikor Cyrus Smith elérkezettnek látta az időt, letérdepelt a földre, arasznyi gallydarabokat tűzött a fövénybe, azokkal jelölte meg a rúd lassan fogyatkozó árnyékának útját.	-0.3
	Társai szintén odahajoltak, és fölcsigázott érdeklődéssel figyelték a mérnök tevékenységét.	-0.3
	Az újságíró tenyerében szorongatta rendkívül pontos zsebóráját, hogy megállapítsa, mikor csökken legkurtábbra az árnyék.	-0.3
	Cyrus Smith, mint tudjuk, április 16-án végezte el a mérést, tehát azon a napon, amelyen a valódi idő egybeesik a középidővel; mivel pedig Gedeon Spilett órája még mindig a washingtoni időt mutatta, nyilvánvaló volt, hogy a megfigyelők a sziget valódi idején, a helyi időn kívül egyszersmind a washingtoni időt is megtudják, ami igencsak egyszerűsíti a későbbi számításokat.	-0.3
	Eközben a nap lassan haladt pályáján a delelőpont felé; a pózna árnyéka fokozatosan rövidült, s amikor a mérnöknek egyszer csak úgy tetszett, mintha az árnyék ismét növekedne, gyorsan megkérdezte: ~~~ - Hány óra?	-0.3
	- Öt óra múlt egy perccel - vágta rá azonnal Gedeon Spilett.	-0.3
	Most már csak egy-két számítás maradt hátra.	-0.3
Đó là ngày 30 tháng ba năm 1865.	Ez azonban már gyerekjáték volt.	0.3
Họ đâu có biết được rằng mười sáu ngày sau ở Washington đã xảy ra một tội ác dã man: vào hôm thứ sáu tai hại, Abraham Lincoln đã ngã xuống do bàn tay của một kẻ cuồng tín ám sát.	A washingtoni és a Lincoln-szigeti helyi idő közt, mint láttuk, kerek számban kifejezve öt óra különbség mutatkozott: amikor tehát a Lincoln-szigeten dél van, a washingtoni órák már délután ötöt mutattak.	0.296891
	Mivel pedig a nap látszólagos föld körüli útján egy-egy földrajzi fokot négy perc alatt jár be, világos, hogy óránként tizenöt-tizenöt földrajzi fokon halad át.	-0.3
	Elég tehát az órák számát, azaz ötöt a fokok számával, vagyis tizenöttel megszorozniok, hogy a végeredményhez jussanak: s ez hetvenöt fok.	-0.3
	A mérnök tudta, hogy Washington a 77. hosszúsági fok percének 11. másodpercén, azaz - az Angliában és Amerikában alapul vett greenwichi délkörtől számítva - kereken a hetvenhetedik hosszúsági fokon fekszik; a Washington helyzetét kifejező hetvenhetedik fokhoz most már csak az imént kiszámított hetvenöt fokot kell hozzáadni, hogy nyilvánvalóvá legyen: a sziget a nyugati hosszúság 152. foka tájékán található.	-0.3
	Cyrus Smith azonban - éppen úgy, mint a szélességi fokok kiszámításakor - gondolt a hibalehetőségekre is; társaival tehát azt közölte, hogy a sziget földrajzi helye minden való­színűség szerint a déli szélesség harmincötödik és negyvenedik foka, valamint a nyugati hosszúság százötvenedik és százötvenötödik foka közt elterülő óceáni vidék.	-0.3
	A mérnök, mint látjuk, figyelembe vette a mérés föltételezhető hibáit, és minden irányban öt-öt foknyi eltéréssel számolt; márpedig egy földrajzi fok hatvan mérföldnek felel meg, vagyis az öt-öt foknyi ingadozás szélességben is, hosszúságban is háromszáz mérföldnyi különbséget jelenthetett a pontos helymeghatározáshoz képest.	-0.3
	Ám ez a hibalehetőség már semmiképpen sem módosíthatta a telepesek elhatározását.	-0.3
	Napnál világosabban látták ugyanis, hogy a Lincoln-sziget igencsak távol esik valamennyi száraz­föld­től és szigetcsoporttól, márpedig holmi törékeny, maguk ácsolta lélekvesztőn semmi esetre sem kockáztathatták meg az átkelést akkora távon.	-0.3
	Legközelebb Tahiti és a Pomotu-szigetcsoport feküdt: ezerkétszáz mérföldnyire, de Új-Zéland­tól már ezernyolcszáz mérföld, az amerikai partoktól pedig négyezerötszáz mérföld válasz­totta el a szigetet.	-0.3
Pencroff tuyên bố đã đến lúc ăn sáng và tiện dịp Cyrus Smith và nhà báo quyết định kiểm tra lại đồng hồ của mình.	Cyrus Smith sokáig vallatta emlékezetét, de sehogy sem tudta fölidézni magában, hogy a Lincoln-sziget helyén bármely térkép is egyebet jelzett volna, mint puszta óceánt. ~~~ TIZENÖTÖDIK FEJEZET	0.0807143
	A telepesek végleg elhatározzák: a szigeten telelnek - Fémkohászati feladatok -	-0.3
	Kirándulás a Menedék-zátonyra - Fókavadászat - Sündisznófogás - A „kula” -	-0.3
Cần nói rằng, chiếc đồng hồ của Gédéon Spilett không bị vô nước, bởi anh không bị rơi xuống biển.	Milyen az a katalán módszer? ~~~ - Vasolvasztás - Hogyan edzik az acélt? ~~~ Másnap, április 17-én reggel a tengerész ezzel a kérdéssel fordult Gedeon Spiletthez:	-0.105357
Đó là loại đồng hồ bỏ túi xinh xắn, được nhà báo hàng ngày lên dây rất cẩn thận.	- Nos, uram, ma melyik mesterségbe fogunk? ~~~ - Abba, amelyik Cyrusnak tetszik - felelte az újságíró.	-0.00494505
	Miután vályogvetői és gölöncséri feladataikkal teljesen végeztek, a mérnök társainak a fémkohászatot kellett kitanulniuk.	-0.3
	Előző délutáni fölfedező útjukon csaknem hétmérföldnyire vetődtek a Kéménytől, eljutottak egészen az Állkapocs-fokig.	-0.3
	Ott megszakadt a fövényhalmok hosszú láncolata, és a talaj vulkáni jellegűvé vált.	-0.3
	Furcsa, szeszélyes alakú, tűzhányóműködés során keletkezett kövületek szegélyezték a két szirtfok közé szorult keskeny öblöt, ez a sziklatömeg azonban korántsem közelítette meg a Kilátó-fennsík gránitfalának magasságát.	-0.3
	A szirtfoknál a telepesek visszafordultak, és estére már haza is értek a Kéménybe; addig azonban nem tudtak elaludni, míg el nem döntötték véglegesen a kérdést: szabad-e még egyáltalán a Lincoln-sziget elhagyá­sára gondolniuk.	-0.3
	A szigetet ezerkétszáz mérföld választja el a Pomotu-szigetcsoporttól, márpedig ez igen tekintélyes távolság.	-0.3
	Közönséges bárka - különösen a tengeri viharok közelgő évadján - semmiképpen sem bírhatja az átkelést.	-0.3
	Ezt Pencroff kereken kijelentette. ~~~ Még holmi egyszerű csónak ácsolása is kényes munka, akkor is, ha minden hozzá való szérszám rendelkezésre áll, márpedig a telepesek híján vannak minden ilyesminek, s azon kellene kezdeniök a hajóépítést, hogy fejszét, szekercét, fűrészt, kalapácsot, fúrót, gyalut, miegyebet barkácsolnak, ami szerfölött időigényes.	-0.3
	Elhatározták hát, hogy a szigeten töltik a telet, és a Kéménynél lakályosabb otthont keresnek a téli hónapokra.	-0.3
	Mindenekelőtt hasznosítaniok kell azt a néhány vasérctelért - vagyis vasérccel teli kőzet­hasadékot -, amelyet a mérnök a minap fedezett föl a sziget északnyugati részén; az a feladatuk, hogy a vasércből vasat olvasszanak, a vasból pedig acélt öntsenek. ~~~ A fémek általában ritkán fordulnak elő tiszta állapotban. ~~~ Többnyire oxigénes vagy kénes vegyületekben találhatók lelőhelyükön.	-0.3
Cyrus Smith tất nhiên không thể lên dây cho chiếc đồng hồ của mình trong khi ông nằm bất tỉnh ở đụn cát.	Cyrus Smith mintaként hozott két ércdarabja közül is az egyik magnetit volt, vagyis oxigéntartalmú mágnesvaskő, a másik pedig pirit, azaz vas-diszulfid.	0.496411
	Ha az elsőt, vagyis a mágnesvaskövet akarják megmunkálni, akkor mindenekelőtt redukálniuk kell, hogy az oxigén eltávozzék belőle, és színvassá váljék a vasérc.	-0.3
	A redukció pedig úgy történik, hogy a vasércet szén jelenlétében magas hőfokra hevítik; ebben több módszer ismeretes, de a legegyszerűbb és leggyorsabb az úgynevezett katalán eljárás; ennek az az előnye, hogy a vasércet közvetlenül változtatja színvassá, egyetlen művelet során; de gyakoribb ennél a kohó, vagyis az olvasztó kemence használata: ebben a vasérc előbb nyers­vassá válik, és csak később - három-négy százaléknyi széntartalmát is elvesztve - alakul át színvassá.	-0.3
