ĐỎ VÀ ĐEN (Tập 1)	Vörös és fekete	0.229412
Bà de Rênal có đủ lương tri để quên nhanh chóng, cho là vô nghĩa lý, tất cả những điều học được ở nhà tu kín nhưng bà chẳng có gì để thay thế vào đó, và rút cục là chẳng biết gì hết.	De Rênal-né elég eszes volt, hogy hamarosan elfeledje, mint képtelenségeket, a mit a zárdában tanult; de helyökbe nem juttatott semmit és végeredményben nem tudott semmit.	0.334253
Những lời nịnh nọt mà bà được nghe quá sớm vì là kẻ kế thừa một gia tài lớn và một khuynh hướng nhất quyết sùng đạo say mê đã làm cho bà có một nếp sống hoàn toàn nội tâm.	A korai hízelgések, melyekkel, mint nagy vagyon örökösnőjét, elárasztották és határozott hajlama a szenvedélyes ájtatosságra, kiválóan belső életre szoktatták.	0.240373
Với vẻ ngoài tuyệt đối khiêm nhường và hoàn toàn chiều theo ý muốn của chồng, mà các ông chồng ở Verrières vẫn kể làm gương cho vợ và ông de Rênal lấy làm hãnh diện, cái nết na của bà thật là kết quả của một thứ tính tình rất mực kiêu ngạo.	A legteljesebb engedékenység látszata és az önálló akaratról való lemondás mellett, a mit a verrières-i férjek példakép gyanánt idéztek asszonyaiknak és a mire de Rênal úr oly büszke volt, lelki élete valójában a legfölényesebb érzés műve volt.	0.418654
Bà hoàng nào đó, được người ta kể chuyện vì tính kiêu căng lại còn để ý đến hành vi của những vương tôn công tử quanh mình nhiều hơn vô cùng so với người đàn bà vẻ ngoài rất dịu dàng, rất khiêm tốn này đối với lời nói và việc làm của chồng.	Akárhány herczegnő, a ki híres a kevélységéről, hasonlíthatatlanul több figyelmet fordít reá, hogy mit csinálnak a körülötte levő udvaronczok, mint a mennyire ez az oly szelid, látszólag oly szerény asszony törődött vele, hogy mit mond, vagy mit tesz a férje.	0.266939
Khi Julien chưa đến, bà thực sự chỉ để ý đến lũ con thôi.	Julien belépéséig igazában csak gyermekei érdekelték.	0.674026
Những cơn đau yếu lặt vặt của chúng, những nỗi đau đớn, những niềm vui bé nhỏ của chúng chiếm tất cả cảm xúc của cái tâm hồn kia, xưa nay trong đời sống chỉ thờ phụng có Chúa, khi còn ở tu viện Thánh – tâm ở Besancon.	Kis betegségeik, fájdalmaik, apró örömeik töltötték be minden érzését e léleknek, mely egyébként csak Istent imádta, miként akkor, a mikor még a besançon-i Szent szív-zárdában volt.	0.19382
Một thằng con của bà lên con sốt làm cho bà đau khổ như tuồng nó đã chết mất rồi không bằng, nhưng bà chẳng thèm nói với ai.	Egyízben, a nélkül, hogy bárkit is vallomására méltatott volna, mikor egyik fia lázban feküdt, majdnem olyan érzése volt, mintha a gyermek meghalt volna.	0.282222
Những năm đầu của cuộc hôn nhân, do nhu cầu thổ lộ tâm tình, bà có ngỏ với chồng những loại phiền muộn đó, thì lời tâm sự của bà thường xuyên được đón tiếp bằng một trận bật cười thô bỉ, môt cái nhún vai, kèm theo một câu cách ngôn dung tục về tính điên cuồng của đàn bà.	Durva hahotázás, vállvonogatás, melyet néhány lapos megjegyzés követett az asszonyi butaságról - ez fogadta, ha házasságuk első éveiben, szükségét érezve, hogy könnyítsen a szívén, ilyenféle gyötrelmeit föltárta férje előtt.	0.189333
Những loại bông đùa đó, nhất là khi đùa về bệnh não của những đứa con bà, làm cho bà de Rênal đau đớn như ai ngoáy mũi dao nhọn trong trái tim bà vậy.	Az ily tréfábavétel, főként ha gyermekeinek betegségére vonatkozott, mindmegannyi tőrszúrás volt de Rênal-né szívének.	0.4
Đáng lẽ là những lời nựng nọt vồn vã ngọt ngào của nhà tu kín dòng Jésuites, mà bà đã ở suốt thời trẻ, thì bà lại gặp phải những trò như thế.	Ime, mi következett a jezsuita kolostor mohó és mézes hízelgései után, a melyek között ifjúságát töltötte.	0.14434
Nỗi đau đớn rèn luyện bà.	Nevelését a fájdalom végezte be.	0.280645
Kiêu hãnh không muốn nói đến những nỗi phiền muộn đó, dù với bạn thân là bà Derville đi nữa, bà hình dung rằng tất cả mọi người đàn ông đều cũng như chồng bà, như ông Valenod và ông quận trưởng Charcot de Maugiron.	Nagyon is büszke lévén, semhogy még csak barátnője, Derville-né előtt is szóba hozza efféle bánatait, úgy képzelte, hogy minden férfi olyan, a milyen férje, Valenod úr, vagy Charcot de Maugiron, az al-préfet.	0.512727
Tính thô bỉ, và sự vô tình hết sức phũ phàng đối với tất cả cái gì không phải là chuyện tài lợi, địa vị hoặc huân chương; sự thù ghét mù quáng đối với tất cả những cách lập luận nào trái ý họ, bà cho là những cái tự nhiên của nam giới, cũng như việc đi giày ủng và đội mũ dạ vậy.	A bárdolatlanság és a legdurvább érzéketlenség minden iránt, a mi nem volt pénzérdek, elsőbbségi kérdés vagy rendjel-ügy, a vak gyűlölet minden ellenkező véleménynyel szemben a férfiak oly természetes tulajdonságának tűnt föl előtte, mint hogy csizmában járnak és nemez-kalapot viselnek.	0.261429
Đã bao nhiêu năm rồi, mà bà de Rênal vẫn chưa quen được với những con người lý tài mà bà phải sống giữa bọn họ.	De Rênal-né még hosszú évek után sem tudott hozzátörődni e pénzhajhászó emberekhez, a kik között élnie kellett.	0.264865
Do đó mà cậu bé nhà quê Julien được quý mến.	Ez volt a nyitja a kis paraszt Julien sikerének.	0.542857
Bà tìm thấy những niềm vui dịu dàng, lại rực rỡ thêm hương vị của cái mới mẻ, trong mối cảm tình của cái tâm hồn cao thượng và kiêu hãnh kia.	De Rênal-né édes és az ujdonság varázsától tündöklő élvezetet talált e nemes és büszke lélek iránt való rokonszenvében.	0.213934
Chỉ ít lâu, bà de Rênal đã tha thứ cho anh sự bỡ ngỡ cùng cực, nó lại là một cái duyên thêm, và sự cộc cằn trong phong cách của anh, mà bà đã cố công sửa chữa được.	Rövidesen elnézte volna neki a legnagyobb járatlanságot is, a miben csak újabb kellemet fedezett volna föl és modorának érdességét, a mit lassanként kicsiszolt.	0.244371
Bà thấy rằng nghe anh nói chuyện thật là bõ công, dù chỉ nói những chuyện thông thường nhất, dù chỉ là chuyện một con chó khốn khổ chạy ngang qua đường, bị chẹt dưới bánh xe ngựa phóng nước kiệu của một gã nông dân.	Úgy találta, hogy érdemes őt meghallgatni, még ha a legközönségesebb dolgokról beszélnek is, még ha csak egy szegény kutyáról van is szó, melyet az utczán átmenőben egy paraszt szekere elgázolt.	0.210811
Thấy cảnh đau đớn ấy, chồng bà cười ha hả, trong khi bà thấy đôi hàng lông mày đẹp đen nhánh và cong vành vạnh của Julien nhíu lại.	A szenvedés e látványa harsogó nevetésre fakasztotta férjét, Julien-nél ellenben azt látta, hogy összehúzza koromfekete és szépen ívelt szemöldökeit.	0.291667
Tính hào sảng, tâm hồn cao thượng, lòng nhân đạo, dần dần bà thấy như chỉ có ở nơi anh chàng thầy tu trẻ tuổi kia.	Lassankint úgy tetszett előtte, hogy nagylelkűség, a szív nemessége, emberies érzés csak ebben a fiatal abbéban található.	0.279661
Bà dành cho riêng mình anh tất cả mối thiện cảm và cả đến lòng thán phục mà những đức tính kia kích động ở những tâm hồn cao quý.	Neki juttatta mindazt a rokonszenvet, sőt csodálatot, a mit ez erények az előkelő lelkekben ébresztenek.	0.154639
Nếu là ở Paris, thì cái tình thế của Julien đối với bà de Rênal sẽ được đơn giản hóa rất nhanh chóng; ở Paris tình yêu là con đẻ của tiểu thuyết.	Párisban Juliennek de Rênal-néhez való viszonya hamar egyszerűsödött volna; de hát Párisban a szerelem a regények gyermeke.	0.357345
Anh chàng gia sư trẻ tuổi và bà chủ nhà e lệ nhút nhát sẽ tìm thấy trong ba bốn cuốn tiểu thuyết, và cả trong những khúc hát ở rạp Gymnase , sự soi sáng cho tình thế của họ.	A fiatal nevelő és félénk úrnője három-négy regényben, sőt a Gymnase couplet-iben is megtalálták volna helyzetük megvilágítását.	0.344359
Các tiểu thuyết sẽ vạch cho họ vai trò phải đóng, sẽ chỉ cho họ cái mẫu mực phải bắt chước; và cái mẫu mực đó, sớm hay muộn, và mặc dầu không thấy thú vị gì, và có lẽ vẫn cứ càu nhàu không thích, nhưng rồi lòng hãnh diện sẽ bắt buộc Julien phải theo.	A regények kijelölték volna nekik a szerepet, a mit játszszanak, megmutatták volna a mintát, melyet utánozzanak és a hiúság előbb-utóbb reákényszerítette volna Julient, hogy akár minden élvezet nélkül is vagy éppen kedve ellenére kövesse a mintát.	0.244068
Nếu là ở một thành phố nhỏ miền Aveyron hoặc miền Pyrénée , thì một sự đột biến nhỏ bé nhất cũng trở thành quyết liệt do sự nồng nhiệt của khí hậu.	Aveyron vagy a Pyreneusok valamelyik kis falvában az éghajlat tüze döntő befolyást juttatott volna a legkisebb eseménynek is.	0.31824
Dưới bầu trời âm u của chúng ta đây, một chàng thanh niên nghèo, bất quá chỉ có tham vọng vì tâm hồn kiều mỵ của anh làm cho anh cần phải có một vài thứ lạc thú mà đồng tiền cho được hưởng, anh hằng ngày trông thấy một người đàn bà ba mươi tuổi nết na một cách chân thực, bận bịu về con cái, và không hề tìm những gương mẫu xử sự trong tiểu thuyết.	A mi borúsabb égboltunk alatt egy szegénysorsú fiatal ember, a ki csak azért nagyravágyó, mert szívének emelkedettsége szükségét érezteti vele némely oly élvezetnek, a mit csak pénzzel lehet megszerezni, nap-nap után láthat egy harmincz éves, igazán eszes asszonyt, a ki gyermekeivel van elfoglalva és a legkevésbbé sem választja regényekből a követendő mintaképet.	0.264348
Ở các tỉnh lẻ, mọi chuyện đều chậm chạp, tất cả mọi thứ đều tiến hành dần dần tí một, sự việc có tính cách tự nhiên hơn.	A vidéken minden lassabban, apránként halad; több a természetesség.	-0.0545455
Nhiều khi, nghĩ đến nỗi nghèo của anh chàng gia sư trẻ tuổi, bà de Rênal cảm động ứa nước mắt.	De Rênal-né gyakran a könnyekig megindult, ha a fiatal nevelő szegénységére gondolt.	0.207407
Một hôm, Julien bắt chợt thấy bà khóc hẳn hoi.	Julien egyízben valósággal sírva találta. ~~~ - Mi történt, asszonyom?	0.222093
— Kìa!	Valami baj van?	0.133333
Thưa bà, hay là bà gặp tai họa gì chăng!	- Nem, barátom - felelt de Rênal-né.	0.229412
— Không, ông bạn ạ, - bà trả lời anh; - ông hãy gọi lũ trẻ, chúng ta đi dạo chơi nào.	- Szólítsa a gyermekeket, menjünk sétálni.	0.393688
Bà khoác cánh tay anh và vịn vào một cách Julien thấy lạ lùng đặc biệt.	Karját karjába öltötte és oly módon támaszkodott reá, hogy Julien-nek föltűnt.	0.292208
Đây là lần đầu tiên bà gọi anh là ông bạn.	Ezúttal történt először, hogy barátjának szólította.	0.25102
Lúc gần cuối cuộc dạo chơi, Julien nhận thấy mặt bà đỏ bừng.	A séta vége felé Julien észrevette, hogy de Rênal-né nagyon pirúl.	0.517188
Bà bước chậm lại.	Az asszony meglassította lépteit.	0.169565
— Chắc ông đã được nghe, - bà nói mà không nhìn anh, - rằng tôi là người thừa kế duy nhất của một bà cô rất giàu có ở Besancon.	- Bizonyára tudja, - szólt Julienhez, a nélkül, hogy reánézne, - hogy egyetlen örököse vagyok egy nagyon gazdag nénémnek, a ki Besançon-ban lakik.	0.54562
Bà cụ cho tôi rất nhiều quà cáp. ~~~ Lũ con tôi có những tiến bộ rất lạ lùng, nên tôi muốn xin ông nhận cho món quà mọn biểu lộ lòng biết ơn của tôi.	Igen sok ajándékot kapok tőle... Gyermekeim fényesen haladnak... oly csodálatosan... hogy szeretném megkérni önt, fogadjon el tőlem hálám jeléül egy kis ajándékot.	-0.00189873
Chỉ là vài đồng louis để ông may áo lót mình.	Mindössze csak néhány aranyról van szó, a min fehérneműt vehetne.	0.216
Nhưng... - bà nói thêm, mặt càng đỏ dừ hơn, và thôi không nói nữa.	Csakhogy... tette hozzá még jobban elpirúlva és elhallgatott.	0.233898
— Thưa bà, sao ạ?	- Nos, asszonyom?	0.225
- Julien hỏi.	- kérdé Julien.	1.00714
— Có lẽ, - bà cúi đầu nói tiếp, - ông chả cần nói chuyện này với nhà tôi.	- Férjemnek, - folytatá fejét lehajtva, - nem szükséges róla szólnia.	0.732836
— Tôi bé mọn, thưa bà, nhưng tôi không thấp hèn, - Julien vừa đáp vừa dừng bước, và vươn thẳng người lên, - điều đó bà chưa nghĩ kỹ.	- Alacsony termetü vagyok, asszonyom, de nem alávaló! ~~~ - fakadt ki Julien megállva, haragtól villogó szemekkel és egész testében kiegyenesedve. ~~~ - Ezt ön figyelmen kívül hagyta.	0.0152709
Tôi sẽ không bằng một tên đày tớ nếu tôi tự đặt vào cái thế phải giấu giếm ông de Rênal bất cứ đều gì có liên quan đến đồng tiền của tôi.	Rosszabb volnék egy lakájnál, ha beleegyezném, hogy bármit is rejtegessek de Rênal úr elől, a mi pénzemre vonatkozik.	0.479426
Bà de Rênal rụng rời hồn vía.	De Rênal-né mintegy megkövűlve állott.	0.236364
— Ông thị trưởng, - Julien nói tiếp, - đã đưa cho tôi năm lần ba mươi sáu quan từ ngày tôi ở nhà ông, tôi sẵn sàng đưa xem sổ chi tiêu của tôi cho ông de Rênal và cho bất kỳ ai, cho cả ông Valenod là người thù ghét tôi.	- A polgármester úrtól, - folytatá Julien, - a mióta házában lakom, öt izben kaptam harminczhat francot. ~~~ Bármikor kész vagyok megmutatni kiadásaim jegyzékét de Rênal úrnak vagy akárki másnak, még Valenod úrnak is, a ki gyűlöl.	0.158295
