JULES VERNE	JULES VERNE	2.3
Cuối cùng, Ilya Bruso không nén được.	Borus Demeter végül nem tudta már megállni, hogy meg ne kérdezze:	0.153659
- Ngài Yêge có nhiều người que ở khắp nơi - Một buổi kia anh lên tiếng hỏi.	- Hát magának mindenütt vannak barátai, Jäger úr?	0.437415
- Đúng vậy, anh Bruso ạ - Caclo Dragoso đáp - Tôi vẫn thường tới lui những vùng này mà.	- Bizony vannak - bólintott Dragos.	0.613393
- Làm người du lịch, hở ngài Yêge?	- De hát sokat jártam ezen a vidéken.	0.598039
- Không, không làm người du lịch đâu anh Bruso.	- Kedvtelésből utazgatott, Jäger úr? ~~~ - Nem, nem.	0.246875
Lúc ấy, tôi đi công cán cho một nhà buôn ở Budapest, thêm nữa, công việc đòi hỏi phải quen biết nhiều nơi, nhiều chỗ, chứ không chỉ trong nước.	Egy budapesti cég utazója voltam, és tudja, ez olyan mesterség, hogy az ember sokfelé megfordul, és sok személyes kapcsolatot épít ki.	0.220161
Có thể gọi chúng là những sự biến - đánh dấu hành trình từ ngày 18 đến ngày 21 tháng 8.	Augusztus 18. és 24. között más esemény nem is történt, ha ezt egyáltalán eseménynek lehet nevezni.	0.3
Vào ngày đó, khi màn đêm phủ xuống con sống, xa xa những căn nhà ở, mạn dướ thị trấn Tanno, Ilya Bruso đã nhổ neo vào rạng tảng sáng, như lệ thường.	Az augusztus 24-ére virradó éjszakát távol minden lakott helytől, a kis Tulln városa alatti partszakaszon töltötték, s másnap Borus Demeter - szokásához híven - még napfölkelte előtt útnak indult.	0.251553
Thật vậy, chiều xuống họ có mặt ở thành Viên, và đây là lần đầu tiên trong một tuần lễ, Ilya Bruso có ý định câu cá để không làm những kẻ sùng bái phải thất vọng - những người mà chắc chắn sẽ gặp trong thủ đô, họ sẽ biết đến tin anh qua báo chí.	Ez a nap mozgalmasabbnak ígérkezett. ~~~ Estére kellett ugyanis Bécsbe érkezniök, és Borus Demeternek egy hét szünet után ismét horgásznia kellett. ~~~ Nem okozhatott csalódást bámulóinak, akik minden bizonnyal nagy számban várakoznak majd rá az osztrák fővárosban, melynek sajtója - erre gondja volt hősünknek - már jó előre beharangozta érkezését.	-0.106522
Nhưng chẳng lẽ anh không cần nghĩ đến những quyền lợi của ngài Yêge đã bị quên lãng trong suốt tuần lễ chạy đua ráo riết này hay sao?	Gondolnia kellett azután Jäger érdekeire is, amelyeket az egyhetes erőltetett, szüntelen evezés miatt nagyon elhanyagolt.	0.213158
Cho dù người ấy đã không kêu ca gì hết - vì giao ước, nhưng ông ta không thể hài lòng, Ilya Bruso rất hiểu điều này.	Jäger állta a szavát, és nem panaszkodott, de aligha lehetett megelégedve.	0.0728571
Anh đã định mang lại niềm phấn khởi cho ngài Yêge dù chẳng là bao, và anh đã quyết không chèo thuyền đi hơn 30km trong ngày sau cùng này.	Ezzel Borus Demeter is tisztában volt, és hogy legalább valamelyest kedvében járjon, úgy intézte a dolgot, hogy ezen az utolsó napon csak harminc kilométert kellett megtenniök.	0.257746
Lúc đó họ sẽ đến Viên được sớm và sẽ bán được cá.	De ilyen lassított ütem mellett is idejekorán beérhetnek még Bécsbe, hogy a napközben kifogott halakon túladhasson.	0.0890625
Vừa lúc ngài Yêge bước ra khỏi khoang tàu, số cá câu được rất dồi dào, song người câu cá đã không được yên tâm.	Mire Dragos kibújt a hálókalyibából, útitársa már bőséges zsákmányt fogott ki - de ez még nem volt elég.	0.229412
Khoảng, anh câu được con cá măng nặng hai mươi fun.	Tizenegy óra tájt egy húszfontos csukát emelt ki a vízből.	0.294545
Đây là một chiến lợi phẩm quý báu mà những kẻ ái mộ của thành Viên chắc chắn sẽ ra giá cao.	Ez bizony felséges fogás volt, és a bécsi sporthorgászok jó árat adnak majd érte.	0.198701
Sảng khoái vì thành tích, Ilya Bruso quyết định thử vận may lần cuối, nhưng lần này anh mắc phải sai lầm.	A sikertől nekibuzdulva, Borus Demeter még egyszer szerencsét próbált, de bárcsak ne tette volna!	0.224176
Nó đã xảy đến như thế nào? ~~~ Anh không thể nói được.	Maga sem tudná megmondani, hogyan történhetett a dolog.	-0.0288462
vấn đề nằm ở chỗ là anh, một người luôn khéo léo, đã ném một lưỡi câu không may.	Annyi bizonyos, hogy az ügyes horgászt ez egyszer cserbenhagyta a jó szerencse.	0.2125
Đây có lẽ là hậu quả của sự bối rối nhất thời, hay là do một nguyên nhân khác: sợi chỉ câu anh đã nhận một hướng không chính xác, và sau động tác vung tay lưỡi câu đã cắm vào mặt anh và rạch một vết túa máu.	Talán pillanatnyi szórakozottság volt az oka, talán valami más, de a zsineget rosszul dobta ki, és a horog, amint villámgyorsan visszalendült, arcába csapódott, és ott vérző barázdát szántott.	0.220879
Ilya Bruso kêu thét lên.	Borus Demeter feljajdult a fájdalomtól.	0.125
Sau khi cào một đường trên má của Ilya Bruso, lưỡi câu đi tiếp con đường của nó, móc vào cặp kính râm lớn mà người câu cá mang nó cả ngày lẫn đêm và thứ đồ dùng ấy đã vạch một đường vòng cung nguy hiểm cách mặt nước vài cm.	A horog, miután az élő húsba belekapott, még tovább perdült, és beleakaszkodott a nagy fekete üveges pápaszembe, amelyet a horgász éjjel-nappal a szemén viselt. ~~~ A szemüveget, mint a pelyhet, magával rántotta, és az most ott pergett néhány centiméterrel a víz tükre fölött.	-0.00542169
Nén tiếng ho bực bội, Ilya Bruso ném cái nhìn lo lắng về phía ngài Yêge, rồi anh lẹ làng kéo cặp kính râm đang chu du trong quãng không lại gần mình và vội mang nó lên mắt.	Borus Demeter visszafojtotta bosszús kitörését, nyugtalanul pillantott Jäger felé, majd vissza­rántotta elrepült szemüvegét, és pillanat alatt ismét szemére illesztette.	0.28012
Sau việc đó, anh bình tĩnh trở lại.	Csak ekkor nyugodott meg kissé.	0.196552
Vụ rắc rối này chỉ kéo dài trong một vài giây, song trong một vài giây ngắn ngủi ấy, Caclo Dragoso đã kịp nhận thấy chủ nhân của mình có đôi mắt xanh tuyệt đẹp, cái nhìn sinh động của đôi mắt xanh này làm sao nói lên được sức nhìn kém cỏi?		-0.3
Nhà thám tử không thể không suy nghĩ về sự lạ lùng này, vì ông đã quen suy nghẫm tất cả những việc gì lôi cuốn sự chú ý của ông.	Mindez pár pillanat műve volt, de ez is elég volt Dragosnak arra, hogy megállapítsa, útitár­sának milyen gyönyörű kék szeme van, s oly villogó tekintete, hogy aligha lehetett rossz a látása.	0.221277
Những suy nghĩ của Dragoso chưa được tròn trịa thì đôi mắt xanh ấy đã lại biến mất dưới vòm mắt màu sẫm đã quen che đậy nó.	A nyomozó - mi mást tehetett - eltűnődött ezen a furcsaságon, mert természetéből követ­kezett, hogy minden szokatlan jelenség szöget ütött a fejébe.	0.291429
Thật là vô ích để nói rằng ngày đó Ilya Bruso đã không câu được con cá nào nữa.	Még akkor is tovább töprengett, amikor a kék szempár már ismét eltűnt a fekete pápaszem álcája mögött.	0.259091
Sau khi băng bó vết thương một cách chu đáo, Ilya Bruso xếp cần câu lại.	Mondanunk sem kell, hogy Borus Demeter aznapra befejezte a horgászást.	0.24375
Hiện thời con thuyền đang lướt theo dòng nước xuống mạn dưới, hai người đang ăn bữa sáng. ~~~ Trước đó một chốc, thuyền họ đã lướt ngang chân núi Calembec, khối núi cao 350m, phần đỉnh của nó khống chế cả thành Viên.	Sérülését, amely inkább fájdalmas volt, mint súlyos, úgy-ahogy betapasztották, ő azután gondosan elrakta horgászszerszámait, majd ebédhez láttak, mialatt a csónak magától siklott lefelé a vízen.	-0.039267
Bây giờ, càng đi sâu xuống dần, hai bên bờ sông càng sôi động hơn - điều này báo rằng họ sắp đến một thành phố lớn.	Pár perccel előbb elhaladtak a négyszáznyolcvan méter magas Kahl-Berg lábánál, amelynek csúcsáról szép kilátás nyílik Bécs városára.	0.29084
an đầu làng mạc nằm rải rác, thưa thớt, nhưng cang đi tới thì làng mạc càng sít lại gần nhau.		-0.3
Sau đó là những ống khói nhà máy nhả khói làm bẩn bầu trời.	A megélénkülő partvidék is mutatta, hogy nagy városhoz közelednek.	0.295455
Chẳng mấy đỗi, Ilya Bruso và người bạn đường của anh đã thấy thấp thoáng trên bờ vài cỗ xe ngựa thuê chúng mang lại cho vùng ngoại ô này dáng vẻ thành phố.	A parton egyre több villa tünedezett fel szemük előtt, majd gyárak következtek, melyeknek magas kéményeiből sűrű füst gomolygott az ég felé.	0.217778
Xế chiều, chiếc sà lan đã bỏ lại phía sau vùng Nuxdop - một điểm đỗ lại của các con tàu hơi nước bị mắc cạn.	Kisvártatva fiákereket pillantottak meg, amelyek már határozottan városi jelleget vittek a kültelki házsorok közé.	0.267568
Với chiếc thuyền con khiêm tốn, người câu cá đã không gặp một rở ngại nào.	A kora délutáni órákban már maguk mögött hagyták Nussdorfot, ahol a mély járatú gőzhajók kikötnek.	0.254651
Tuy nhiên, nó không phải chở nhiều hành khách như các tàu thủy lớn vào trung tâm thành phố. ~~~ Hoàn toàn không gặp khó khăn trong các chuyển động của mình, Ilya Bruso chèo thuyền đi trên nhánh chính của sông Danube.	A kis halászbárkának nem volt szüksége ilyen kikötőre, és különben sem voltak rajta olyan utasok, akik - mint a gőzösök utasai - megkövetelték volna, hogy a csatornán át egészen a város szívébe szállítsák őket.	-0.0147783
Khoảng 4g, anh dừng lại bên bờ và thả neo tại một trong những cây Prater, khu công viên nổi tiếng dành cho thành Viên, cũng như rừng Bulonho dành cho thành Paris.	Borus Demeter nyugodtan tovább hajókázott a fő Duna-ágban, és valamivel négy óra előtt a part mellett megállapodott, s ladikját kikötötte a Práternek, a párizsi Bois de Boulogne-hoz hasonló nagy bécsi ligetnek egyik fájához.	0.214545
- Đôi mắt của anh bị sao thế?	- Mi a csoda van a maga szemével, Borus úr?	0.59697
- lúc ấy Caclo Dragoso lên tiếng hỏi.	- kérdezte ekkor Dragos, aki a szemüveggel történt baleset óta alig szólt egy szót is.	0.317949
Sau sự biến xảy ra với cặp kính ấy, ông đã không nói một lời nào.	Borus Demeter abbahagyta a kötéllel való bíbelődést, és útitársa felé fordult.	0.27973
Ilya Bruso ngưng việc và quay sang người hành khách.		-0.3
- Đôi mắt!	- A szememmel?	1.05
- anh lặp lại bằng giọng thắc mắc.	- kérdezte meglepetten.	0.828261
- Vâng. ~~~ Đôi mắt bị gì?	- Igen, a szemével - szólt Jäger.	0.06875
- Ngài Yêge nói - Tôi thì cho là anh không khoái lắm khi phải mang cặp kính râm này?	- Nem hiszem, hogy passzióból viselné ezt a fekete szem­üveget.	0.457727
- À - Ilya Bruso thốt lên - Cặp kính của tôi?...	- Á, a szemüvegem miatt kérdi? ~~~ - vetette oda Borus.	0.214286
Mắt tôi nhìn kèm, và ánh nắng có hại cho mắt tôi, có thế thôi.	- Gyengén látok, és bántja a fény a szememet. ~~~ Csak azért viselem.	-0.0119048
- Mắt nhìn kèm?...	- Gyengén lát?	0.95
Đôi mắt đó mà nhìn kém sao?...	Ilyen szemekkel?!...	0.09
Giải thích xong, Ilya Bruso đã chấm dứt công việc neo thuyền. ~~~ Người hành khách của anh nhìn anh có vẻ đăm chiêu.	A magyarázat után Borus Demeter meghúzta a kötelet, mialatt társa elgondolkozva nézte ezt a műveletet.	-0.0390625
CHƯƠNG 7	HETEDIK FEJEZET	0.15
THỢ SĂN VÀ THÚ SĂN	A VADÁSZOK ÉS A VAD	0.25
Dưới trời chiều của tháng tám này, vài hành khách đi dạo đã làm sinh động hẳn lên con đường bờ sông Danube với khu công viên Prater ở ở đầu mút phía đông bắc con sông.	Ezen az augusztusi délutánon néhány járókelő tartózkodott a Duna-partnak azon a részén, amely északkelet felől lezárja a Práter sétányt.	0.191111
Chẳng lẽ những hành khách nhà cư này đang chờ Ilya Bruso?	Vajon Borus Demetert várták?	-0.0535714
Chắc có lẽ thế, vì tin tức mới nhất của báo chí đã đưa tin về địa điểm cũng như giờ giấc anh đến.	Valószínűleg, hisz a horgász már előre közölte a lapok útján, hogy mikor érkezik, és majdnem egész pontosan megadta az időpontot.	0.271053
Nhưng làm sao những con người hiếu kỳ ở tản mạn khắp trong khoảng không gian rộng lớn này nhận biết được chiếc sà lan không có gì lôi cuốn sự chú ý của họ?	De hogyan fogják az érdeklődők ilyen nagy területen meg­találni a kis ladikot, ha semmivel sem hívják fel rá a figyelmüket?	0.15
Ilya Bruso đã thấy trước sự khó khăn này.	Borus Demeter erre is gondolt.	0.0888889
Thuyền vừa ghé bến, anh đã vội găm vào cột buồm tấm biển lớn "Ilya Bruso, người trúng giải của Hội Vùng sông Danube".	Mihelyt csónakját kikötötte, sietve felállított egy árbocot, rajta egy széles szalaggal, amelyen ez állt: Borus Demeter, a sigmaringeni horgászverseny győztese.	0.246923
Sau đó anh để lên khoang thuyền những con cá câu được vào buổi sáng, như một cuộc triễn lãm, và con cá măng được nằm ở một vị trí danh dự.	Azután a kis hálórekesz tetejére szépen kirakta a délelőtt fogott halakat, legfelülre téve a hatalmas csukát.	0.16
Sự quảng cao theo kiểu Mỹ này đã nhanh chóng có hiệu quả.	Ez az amerikai ízű reklám igazán eredményes volt.	0.20625
Vài kẻ nhàn hạ đã dừng lại trước chiếc sà lan và dòm ngó con cá mà chẳng biết làm gì.	Néhány őgyelgő mindjárt megállt a csónak előtt, és más dolguk nem lévén, bámulni kezdték.	0.286813
Những người nhàn hạ đầu tiên này đã thu hút nhiều người khác đến.	Példájukat más járókelők is követték, s percek alatt olyan csődület támadt, hogy az igazi érdeklődők figyelmét sem kerülhette el.	0.107692
