Ivan S.Turgenev.	﻿Turgenyev	0.230769
"Bán vé của cậu cho tôi," Byelovzorov thình lình gầm gừ vào tai tôi.	- Adja el nekem a jegyét - csattant hirtelen Belovzorov hangja közvetlenül a fülem mellett.	0.253521
"Tôi sẽ trả một trăm đồng."	- Adok érte száz rubelt.	0.156522
Để trả lời, tôi nhìn chàng kỵ binh bực bội đến nỗi Zinaida vỗ tay, trong khi Lushin kêu, "Cậu ấy là một cậu bé ngoan."	Olyan méltatlankodó tekintettel feleltem a huszárnak, hogy Zinaida tapsolni kezdett, Lusin pedig felkiáltott: ez már legény a talpán!	0.448217
"Nhưng, với tư cách là người điều khiển chương trình, " ông ta tiếp tục, "bổn phận của tôi là bảo đảm các luật lệ được thi hành.	- No, de nekem, mint szertartásmesternek, kötelességem vigyázni az összes szabály betartására.	0.120652
M'sieu Voldemar, quỳ một chân.	Mszjő Voldemar ereszkedjék le fél térdre.	0.215625
Đó là quy luật."	Nálunk ez a szabály.	0.284211
Zinaida đứng trước tôi, đầu hơi nghiêng một bên như thể để nhìn tôi rõ hơn; trịnh trọng đưa một tay ra .	Zinaida előttem állt, kissé oldalra billent fejjel, úgy látszik azért, hogy jobban figyelhessen engem, s nagy komolyan kinyújtotta a kezét.	0.409236
Mắt tôi mờ lệ; đáng lẽ chỉ quỳ một chân, tôi lại quỳ cả hai chân, và ép môi mình một cách vụng về lên những ngón tay của Zinaida khiến môi tôi bị sướt bởi đầu móng tay nhọn của nàng.	Elhomályosult a szemem, féltérdre akartam ereszkedni, de két térdre buktam - s olyan ügyetlenül érintettem meg Zinaida ujjait a számmal, hogy az orrom hegyét kissé megkarcolta a körme.	0.341684
"Giỏi lắm!"	- Rendben van!	0.253846
Lushin kêu, và giúp tôi đứng dậy.	- kiáltotta Lusin, és segített a felállásban.	0.235135
Trò chơi Nộp Phạt lại tiếp tục.	A zálogosdi játékot folytatták.	0.254545
Zinaida bắt tôi ngồi bên cạnh.	Zinaida maga mellé ültetett.	0.835714
Nàng phát minh ra đủ trò Nộp Phạt xuất sắc!	Milyen büntetéseket ki nem eszelt!	0.154545
Một trong những trò ấy là nàng giả làm "pho tượng"; nàng chọn Nirmatsy khủng khiếp làm bệ tượng, bảo ông ta uốn cong người, gập đầu vào ngực.	Többek között "szobrot" kellett állnia - s a csúnya Nyirmackijt választotta talapzatnak, meg­parancsolta, hogy feküdjék hasra, s húzza maga alá fejét, a mellére.	0.290196
Không một giây phút nào thưa vắng tiếng cười.	A nevetés egy pillanatig sem szűnt meg.	0.166667
Đối với tôi, một đứa con trai lớn lên trong sự cô lập của một dinh thư uy nghi, tất cả những tiếng động xô bồ này, những niềm vui ngoài khuôn khổ gần như hỗn loạn này, các mối liên hệ với những người không quen này, làm tôi choáng váng.	Nekem, a józanul és társtalanul nevelt fiúnak, aki komoly nagyúri házban serdültem fel, ez az egész zaj és zsivaj, ez a szabados, majdnem szertelen jókedv, ez a szokatlan kapcsolat ismeretlen emberekkel, a fejembe szállt.	0.21
Đầu óc tôi quay cuồng, như đang say rượu.	Egyszerűen megrészegedtem tőle, mintha bort ittam volna.	0.247826
Tôi bắt đầu cười và nói to hơn những người khác, đến nỗi bà công chúa, ngồi ở phòng bên với mấy người thơ ký ở Cổng Tversky mà bà mời đến tham khảo công việc, đã qua phòng này, tất nhiên để nhìn tôi .Nhưng tôi cảm thấy hạnh phúc đến nỗi tôi không quan tâm đến chuyện gì khác, tôi không thèm để ý mảy may đến những cái nhìn thô lỗ hay ngờ hoặc của một ai.	Elkezdtem a többieknél hangosabban nevetni és beszélni, úgy­hogy az öreg hercegasszony is, aki az Iveri-kaputól jött egy hivatalnokkal, kit tanácskozásra hívatott - átjött a szomszéd szobából, hogy megnézzen. ~~~ De olyan rendkívül boldognak éreztem magam, hogy rá sem hederítettem, és senkinek a csúfolkodásával meg sanda pillantásaival nem törődtem.	-0.0278443
Zinaida tiếp tục tỏ ra ưa chuộng tôi, và cho tôi ở gần bên.	Zinaida továbbra is előnyben részesített, s nem engedett el maga mellől.	0.53125
Trong một trò chơi Nộp Phạt khác, tôi phải ngồi cạnh nàng, hai chúng tôi nấp dưới một chiếc khăn lụa: tôi phải nói cho nàng nghe điều bí mật của tôi.	Egyik büntetés az volt, hogy mellette kellett ülnöm közös selyemkendővel leborítva: úgy kellett elmondanom a "titkomat".	0.172174
Tôi nhớ hai mái đầu kề sát nhau trong bóng tối ấm áp, trong mờ, thoang thoảng hương, đôi mắt nàng long lanh, mờ ảo cận kề trong bóng tối, và hơi thở nóng bỏng từ đôi môi hé mở của nàng, và hàm răng sáng bóng và những đuôi tóc của nàng làm tôi nhột nhạt và phát cuồng.	Jól emlékszem, hogy került egyszerre egymás mellé a fejünk, a fülledt, illatos homályban, milyen közelről, s milyen gyengéden fénylett a szeme, s milyen forró lélegzet áradt nyitott ajkai közül, a foga is látszott, s hajszálai csiklandoztak és égettek.	0.234177
Tôi nín thinh.	Hallgattam.	0.225
Nàng mĩm cười láu lỉnh và bí ẩn, rồi cuối cùng thì thào, "Này, kể đi?" ~~~ nhưng tôi chỉ đỏ mặt và cười to, quay sang phía khác, lấy lại hơi thở.	Ő titokzatosan és huncutul mosolygott, aztán ennyit súgott nekem: "No, mi az?", s én csak elpirultam, nevettem, félrefordultam, s akadozott a lélegzetem.	-0.0192857
Chúng tôi chán chơi trò Nộp Phạt -- chúng tôi bắt đầu trò chơi với dây.	Beleuntunk a zálogosdiba - madzagosdit kezdtünk játszani.	0.174545
Trời ơi!	Úristen!	0.27
Tôi mừng rỡ biết bao khi, vì thiếu chú ý, tôi bị nàng đánh vào ngón tay, và sau đó tôi đã giả vờ đảng trí, và nàng chỉ trêu tôi mà không đụng đến bàn tay tôi chìa sẳn!	milyen gyönyörűséget éreztem, mikor elbámészko­dásom miatt erős, éles ütést kaptam tőle az ujjaimra, s aztán hogy igyekeztem színlelni az elbámészkodást - de Zinaida, csak hogy bosszantson vele, nem érintette meg kinyújtott kezemet.	0.232418
Có trò gì mà chúng tôi chưa làm vào buổi tối hôm ấy!	Mi mindent el nem követtünk ezen az estén!	0.161538
Chúng tôi đàn dương cầm, hát và khiêu vũ và giả làm trại du mục gypsy.	Zongoráztunk is, daloltunk, táncoltunk, cigány­karavánt játszottunk.	0.274286
Nirmatsky cải trang thành con gấu, và bị uống nước muối.	Nyirmackijt felöltöztették medvének, s megitatták sós vízzel.	0.295161
Bá tước Malevsky trình diễn nhiều mánh lới với bộ bài tây, và kết thúc bằng cách, sau khi xào bài, đã phát cho mình tất cả những con bài chủ, nhờ thế Lushin có "vinh dự được chúc mừng."	Malevszkij gróf különböző kártyakunsztokat mutatott be, s befejezésül úgy keverte össze a kártyát, hogy whistjátékra az összes adut magának osztotta ki, amihez Lusinnak "volt szerencséje gratulálni".	0.287565
Meidanov đọc vài đoạn trong quyển thơ "The Manslayer" ( vào thời đó chủ nghĩa lãng mạn đang ở cao điểm), ông dự định sẽ in bìa đen với tựa đề bằng chữ màu đỏ như máu; chúng tôi dấu cái nón ông đặt trên đầu gối, bắt ông nhảy một bản nhạc Cossack để chuộc lại; chúng tôi bắt lão bộc Vonifaty đội nón đàn bà, và công chúa đội nón đàn ông... Tôi không thể kể đủ mọi thứ chúng tôi đã làm.	Majdanov részleteket szavalt "A gyilkos" című elbeszélő költeményéből (benne voltunk még a romanticizmus fénykorában) - melyet vérszínű címbetűkkel szándékozott megjelentetni fekete fedőlapon; az Iveri-kaputól jött hivatalnoknak a térdéről ellopták a sapkát, s kényszerítették, hogy kozáktánccal váltsa ki; az öreg Vonyifatyijnak főkötőt tettek a fejére, a hercegkisasszony meg férfikalapot tett fel... Lehetetlen minden játékot felsorolni.	0.299301
Chỉ một mình Byelovzorov càng lúc càng thu mình trong hậu trường, cầu nhầu và giận dữ...Có những lúc mắt ông nổi vằn gân máu đỏ, mặt tím phừng, và dường như lúc nào, ông cũng có thể nhào ra, đuổi chúng tôi chạy tứ tung; nhưng công chúa chỉ cần liếc mắt nhìn ông, và đưa một ngón tay lắc nhẹ, thế là ông ta lại rút vào cái góc riêng của mình.	Csak Belovzorov húzódott vissza a sarokba, mogorván és haragosan... Néha vérben forgott a szeme, egészen elvörösödött, s már-már azt vártuk, hogy mindjárt reánk rohan, s szétszór minket, mint a pelyvát, de a hercegkisasszony ránézett, megfenyegette az ujjával, s megint visszabújt a szögletébe.	0.2
Sau cùng chúng tôi cũng kiệt sức.	Végre belefáradtunk.	0.109091
Ngay cả bà công chúa, mặc dầu không e sợ bất kỳ thứ gì, như đã tuyên bố, và không tiếng ồn nào làm phiền bà, cuối cùng cũng thấm mệt và muốn yên tỉnh.	A hercegasszony is, bár, ahogy ő szokta mondani, izgő-mozgó nő volt - semmiféle kiabálás nem zavarta -, fáradtságot érzett, s szeretett volna lepihenni.	0.247183
Vào mười hai giờ khuya, cơm tối được dọn ra, gồm một miếng phó mát khô và ỉu, mấy miếng bánh turnovers nhân thịt ham xắt mỏng, đối với tôi ngon ngọt hơn bất kỳ loại bánh nào tôi đã nếm qua; chỉ có một chai rượu vang duy nhật, và là thứ rượu kỳ cục; chai sẩm màu, cổ rộng, và rượu ửng ánh hồng; tuy nhiên không ai uống rượu.. Mệt mỏi và yếu ớt với niềm hạnh phúc, tôi đi về, khi chia tay, Zinaida xiết tay tôi nồng nhiệt, và một lần nữa mĩm cười đầy bí ẩn.	Éjfélkor vacsorát tálaltak: régi száraz sajtszeleteket, hideg pirogot, vagdalt sonkával, mely nekem minden pástétomnál jobban ízlett; bor csak egyetlen palackkal volt, s az is elég különös: a palack sötét színű, felfújt nyakú, bora rózsaszínű, festék szagú; különben senki sem ivott belőle. ~~~ Az elernyedésig fáradtan és boldogan hagytam el az épületet: búcsúzáskor Zinaida erősen megszorította a kezemet, s megint rejtélyesen mosolygott.	-0.03
Khí trời ban đêm nặng nề, ẩm thấp trên mặt tôi nóng hực; một cơn bảo dường như sắp tụ; mây đen lớn dần và từ từ bò lan trên bầu trời, những viền mây xám khói biến đổi rõ rệt.	Párás súllyal legyezte az éjszaka kigyulladt arcomat, mintha vihar közeledett volna; növekedő fekete felhők kúsztak fel az égre, szüntelenül változtatva füstszerű körvonalaikat.	0.253179
Một cơn gió run rẫy không ngừng trong đám cây sẫm màu, và ở một nơi nào đó, tận phía chân trời, tiếng sấm nén ầm ì như đang giận dữ nói thầm.	A sötét fák között szellő nyugtalan­kodott, s valahol messze, túl a látóhatáron, tompán és haragosan morgott az ég.	0.183186
Tôi đi lên phòng mình bằng cầu thang sau nhà.	A hátsó feljárón mentem fel szobámba.	0.228947
Ông bỏ già ngủ trên sàn, tôi phải bước qua; ông tỉnh dậy, thấy tôi, và bảo tôi rằng mẹ tôi một lần nữa đã nổi giận, và muốn gọi tôi về, nhưng cha tôi ngăn lại.	Az öreg inas a padlón feküdt, s át kellett lépnem rajta; felébredt, meglátott, és jelentette, hogy anyám megint haragszik rám, s megint utánam akart küldeni, de apám lebeszélte róla.	0.282353
( Tôi chưa bao giờ lên giường mà không chào mẹ tôi.	(Sohasem feküdtem le úgy, hogy el ne köszönjek anyámtól, s áldását ne kérjem.)	0.18
Giờ thì đã muộn!)	De mit tehettem!	0.16
Tôi nói với lão bộc là tôi sẽ tự thay quần áo và đi ngủ, và tôi thổi tắt nến.	Megmondtam az öregnek, hogy magam vetkőzöm le, s lefekszem: eloltottam a gyertyát.	0.256579
Nhưng tôi không thay quần áo, và tôi không lên giường.	De nem vetkőztem s nem feküdtem le.	0.05625
Tôi ngồi trên ghế, và ngồi thật lâu, như bị một lời nguyền.	Leültem egy székre, és sokáig ültem ott megbabonázottan.	0.230357
Những gì tôi cảm thấy thật mới mẻ và ngọt ngào...Tôi ngồi im, không nhìn chung quanh và không cử động, thở rất chậm, và chỉ thỉnh thoảng cười lặng lẽ khi nhớ lại vài kỷ niệm, hay chợt lạnh người khi nghĩ rằng tôi đang yêu, rằng đó là nàng, rằng đó là tình yêu.	Amit éreztem, olyan új és olyan édes volt... Alig nézve körül, s meg sem mozdulva, lassan lélegzettem, s időnként hol nevet­tem magamban visszaemlékezés közben, hol elhűltem a gondolatra, hogy szerelmes vagyok, hogy itt van, ez a szerelem.	0.20137
Gương mặt Zinaida bềnh bồng trước mắt tôi trong bóng tối -- bềnh bồng, và không trôi đi; đôi môi nàng vẫn nở một nụ cười huyền hoặc, đôi mắt quan sát, nghiêng nghiêng với cái nhìn dò hỏi, mộng mơ, dịu dàng.. y như giây phút chia tay.	Zinaida arca ott lebegett előttem a homályban, ott lebegett s nem illant el; ajkai most is rejtélyesen mosolyogtak, kissé oldalról reám irányított tekintete kérdő volt, gyengéd és tűnődő... mint abban a pillanatban, mikor elváltam tőle.	0.338333
Cuối cùng tôi đứng dậy, nhón chân đi về giường, và không cởi bỏ quần áo, ngã đầu xuống gối cẩn thận, e như một cử động mạnh sẽ khuyấy động những thứ đang chiếm ngự linh hồn...Tôi nằm xuống, nhưng vẫn không khép mắt.	Végre felálltam, lábujjhegyen odamentem az ágyamhoz, s óvatosan, le nem vetkőzve, letettem a fejem a pár­nára, mintha attól félnék, hogy egy hirtelen mozdulattal elriasztom azt, amivel tele vagyok... ~~~ Feküdtem, de be sem hunytam a szemem.	-0.0212329
Chẳng mấy chốc tôi để ý thấy một luồng ánh sáng yếu ớt nào đó tràn vào liên tục...Tôi ngồi dậy và nhìn ra cửa sổ.	Nagy sokára észrevettem, hogy szakadatlanul megújuló, gyenge fény hull a szobámba... Felemelkedtem és kinéztem az ablakon.	0.261207
Có thể phân biệt rõ ràng khung cửa với các cánh cửa chiếu mờ mờ, huyền bí.	Keresztfája élesen kivált a titokzatosan és homályosan derengő üvegtáblák között.	0.3
Một cơn bảo, tôi nghĩ vậy; và đúng là một cơn bảo, nhưng nó đang thổi cuồng nộn ở một nơi xa xăm nên ta không nghe tiếng sấm; chỉ có những tia chớp mù mịt, dài ngoằng, như chia nhánh, những chùm ánh sáng đang liên tục chớp trên bầu trời; tuy vậy chúng không lóe sáng mà giẫy dụa, co giật giống như một cánh chim hấp hối.. Tôi ngồi lên, đi lại cửa sổ, và đứng đó cho tới rạng đông...Các tia chớp không ngừng dù chỉ trong giây lát; người dân quê gọi đó là đêm chim sẽ.	"Vihar" - gondoltam, s csakugyan vihar volt, de olyan távoli, hogy a mennydörgését sem lehetett hallani; de az égen szüntelenül lobbantak a halovány fényű, hosszú, szinte szétágazó villámok: nem is annyira lobbantak, mint inkább remegtek és meg-megrándultak, mint egy haldokló madár szárnya. ~~~ Felálltam, odamentem az ablakhoz, s ott maradtam állva hajnalig.	-0.0790663
