Homer	HOMÉROSZ	0.1
"Rạng Đông non trẻ ngón tay ửng hồng vừa xuất hiện, ngô bối rảo quanh quan sát hòn đảo, thích thú đến ngây ngất trước những gì nhìn thấy.	szárazföldi lakók, jól értik a harciszekérről ~~~ vívni a küzdelmet, s értik gyalog is, ha gyalog kell.	-0.0881443
Đúng lúc đó dường như muốn cho đồng đội tiện nhân món ăn, nữ thần sơn lâm, ái nữ Chúa tể mang khiên thần, thả dê ăn cỏ khắp dãy núi.	Jöttek ezek, mint jő a levél, a virág, ha tavasz kél, ~~~ hajnalban: s ekkor Zeusz csúfos végzete sujtott	-0.0893617
Vừa nom thấy, nhanh như chớp, ra ngay thuyền lấy cung cánh cong, thương cán dài, chia thành ba nhóm, ngô bối bắt đầu bắn hạ.	bennünket, nyomorultakat, és nagy bajba jutottunk. ~~~ Rendbe fölállva, csatát ott vívtak a fürge hajóknál;	-0.0411765
Chỉ một lúc thần linh đã cung cấp cho ngô bối khá nhiều.	egymást érchegyü lándzsákkal hajigáltuk erősen.	0.235294
Chia ra mười hai thuyền mỗi thuyền được chín dê, riêng thuyền tiện nhân họ dành mười dê.	Míg reggel volt még és nőtt szent fénye a napnak, ~~~ védve magunkat, a többség ellen is álltuk a harcot.	-0.00789474
Do vậy suốt hôm đó tới lúc mặt trời chìm xuống biển ngô bối ngồi nhâm nhi vang dịu ngọt, nhấm nháp thịt nướng ê hề!	Ám mikor Éeliosz hajlott a tulok-kifogásra, ~~~ megtörték az akhájokat ők és hátra is űzték.	-0.0707865
Dưới thuyền còn vang ngô bối uống chưa hết.	Bárkánként hat jólábvértes társam esett el,	0.273913
Bởi lúc chiếm thành của dân Kikon, đồng đội nào cũng đổ đầy bình dự trữ để trên giá.	míg mi a rossz sorstól s a haláltól megmenekültünk. ~~~ Onnan előrehajóztunk hát, keseregve szivünkben,	-0.00151515
Ngồi đó để mắt nhìn đất người Cyclop gần kề ngô bối thấy ánh lửa, khói bếp; ngô bối nghe tiếng người, tiếng cừu, tiếng dê.	mert örömest éltünk, de derék fiakat veszitettünk. ~~~ Mégis, arányos bárkáim nem szálltak előbb, míg	-0.066
Mặt trời lặn, màn đêm buông, ngô bối ngả lưng nằm ngủ trên bờ biển sóng vỗ dạt dào.	háromszor néven nem szólítottuk a társak ~~~ mindegyikét, aki ott elesett a kikón csatasíkon.	-0.0153409
Rạng Đông non trẻ, ngón tay ửng hồng vừa xuất hiện, tiện nhân tập họp đồng đội.	S küldte reánk Boreászt felhőket-torlaszoló Zeusz, ~~~ vészes szörnyü viharral, a felhőkkel betakarta	-0.00638298
Tiện nhân nói với mọi người: ‘Quý hữu, bây giờ tất cả ở đây, ta xuống thuyền với mấy tay chèo xem dân đằng kia thế nào, hung dữ, dã man, táo tợn, hiền lành, hiếu khách hay tôn kính thần linh.’	együtt a földeket és vizeket; s éj szállt le az égből. ~~~ Orral-dőlve haladtak a bárkák, és a vitorlák ~~~ három meg négy részre szakadtak a szél erejétől.	-0.219588
"Dứt lời tiện nhân bảo tay chèo lên boong, tháo cáp, nhổ neo.	Hát a hajókba behúztuk a vásznakat; és a hajókat,	0.19375
Họ lên thuyền tức thì, ngồi vào chỗ cầm chèo, cùng nhau khua mái chém nước xanh lơ.	félve halálunktól, sebesen húztuk ki a partra. ~~~ Ott két éjjelen és napon egyfolytába maradtunk,	-0.00333333
Đảo không xa đất liền bao nhiêu.	míg lelkünket a fáradság meg a fájdalom ette.	0.243243
Tới mỏm cực xa, gần ngay mặt biển, ngô bối thấy hang cao, cửa vào phía trên treo vòng nguyệt quế.	Ám hogy a harmadikat meghozta a széphaju Hajnal, ~~~ árbocot állítottunk és fölvontuk a vásznat,	-0.025
Chỗ này là chỗ ban đêm dùng nhốt cừu và dê.	ültünk: szél és kormányos vitték csak a bárkát.	0.3
Quanh miệng là sân rộng với tường cao bằng đá tảng to lớn đào sâu xuống đất, hàng thông đỉnh chót vót, dãy sồi cành rậm rạp.	Most azután sértetlenül értem volna hazámba; ~~~ csakhogy amint fordultam ez útra Maleia fokánál, ~~~ messze Küthérétől űzött Boreász meg a hullám.	-0.148421
Đó là hang của tên khổng lồ, một mình thả đàn ăn cỏ, xa cách đồng loại, không liên hệ với ai, sống riêng biệt, coi thường luật pháp, đầu óc chỉ nghĩ tới chuyện bất lương.	Hosszu kilenc napon át hányódtam a szörnyü viharban ~~~ sokhalu tengeren át; tizedik nap végre elértünk	-0.148454
Quái vật khủng khiếp!	partja elé a virágot-rágó lótuszevőknek.	0.103846
Y không giống người ăn bánh mì hằng ngày, mà giống đỉnh núi đầy cây cao, đứng trơ trụi một mình tách biệt tất cả."	Ott szárazra kiléptünk és vizet is meritettünk, ~~~ majd lakomához láttak a társak a fürge hajóknál.	-0.053125
"Tới đây tiện nhân bảo đồng đội gan dạ ở lại canh thuyền, không rời bãi cát, nhưng tiện nhân chọn mười hai tay xuất sắc tiếp tục hành trình.	És miután jóllaktunk mind étellel-itallal, ~~~ akkor a társaimat küldtem, hogy megtudakolják, ~~~ hogy míly búzafogyasztó férfiak élnek e földön;	-0.167368
Tiện nhân mang theo túi da dê đựng rượu vang đen đậm, dịu ngọt Maron công tử Euanthes thân tặng.	két embert kiszemeltem, a hírnök harmadikul ment. ~~~ Mentek, s elkeveredtek azonnal a lótuszevőkkel,	-0.016129
Lão nhân là tu sĩ thờ phụng Apollo, thần linh thủ hộ Ismaros, do kính trọng chức vị, ngô bối tha mạng bản thân, quý tử và phu nhân.	kik nem terveztek számukra gonosz veszedelmet, ~~~ ámde megízleltették vélük a jóizü lótuszt. ~~~ És közülük ki a mézédes termést meg is ette,	-0.151648
Lão nhân sống giữa rừng cây um tùm dâng hiến Phoibos Apollo.	már nem akart hírt adni nekünk, nem akart hazatérni,	0.214286
Lão nhân cho tiện nhân nhiều phẩm vật quý giá: bảy ta-lăng vàng ròng, chiếc liễn pha rượu bằng bạc, và còn chiết ra mười hai bình rượu vang dịu ngọt, nguyên chất, uống vào thú vị đáo để.	ott kívánt az örökre maradni a lótuszevőknél, ~~~ egyre a lótuszt szedni, feledve a szép hazatérést. ~~~ Őket, sírtak bár, a hajóra vezettem erővel,	-0.215625
Giữ kín từ lâu gia nhân, tỳ nữ không biết, ngay cả người trong nhà, trừ lão nhân, hiền thê và quản gia.	és evezőpad alá lekötöztem a görbe hajókon; ~~~ többi derék társamnak utána parancsomat adtam,	-0.0326087
Thưởng thức vang đỏ pha mật ong lão nhân thường pha một cúp vang với hai mươi cúp nước, mùi thơm bốc lên từ liễn đựng tuyệt vời không sao tả xiết, những lúc như thế không ai có thể nín lòng nhịn nổi!	hogy mind szálljon a fürge hajókra sietve, nehogy még ~~~ más is egyék közülük lótuszt s hazatérni feledjen.	-0.173529
Tiện nhân đổ vang đầy túi da dê, đồng thời mang theo túi thức ăn.	Fölszálltak szaporán, evezők mellé telepedtek, ~~~ sorba leülve, az ősz tengert evezőkkel ütötték.	-0.0520833
Vì lòng nổi máu anh hùng tiện nhân chỉ muốn trực diện sinh vật man rợ, to lớn, hung dữ, coi thường luật lệ đối với thế nhân và thần linh.	Onnan előrehajóztunk hát, keseregve szivünkben; ~~~ s törvénynélküli dölyfös Küklópsz-nép mezejére	-0.0720588
Chẳng mấy chốc ngô bối tới hang, nhưng ngô bối không thấy y ở nhà; y chăn cừu, dê ngoài bãi cỏ.	ért a hajónk, kik a nemmúló örök égilakókban ~~~ bízva, kezükkel nem szoktak soha szántani-vetni,	-0.0159574
Ngô bối cứ thế đi vào, nhìn cái gì cũng thấy lạ mắt.	s minden megterem ott, noha földbe nem ülteti senki:	0.217021
Rổ đầy phô-mai, chuồng đầy cừu, đầy dê, mỗi nhóm theo tuổi nhốt riêng, nhóm lớn chỗ này, nhóm nhỏ đằng kia, nhóm mới sinh xa nữa.	búza meg árpa, s a szőlő is, mely a nagyszemü fürtből ~~~ adja a bort és Zeusz zivatarja növeszti a termést.	-0.0734694
Bình, chậu, xô lớn nhỏ bằng kim loại lõng bõng sữa tươi.	Megszentelt törvényük nincs, gyűlésbe se járnak;	0.216
Tay chèo hấp tấp năn nỉ tiện nhân trước hết cho phép lấy ít phô-mai mang đi, tiếp theo trở lại lùa thật nhanh cừu, dê ra khỏi chuồng đưa xuống thuyền, sau hết dong buồm đè sóng ra đi.	laknak az égbenyuló ormok meredek tetejében, ~~~ mélyölü barlangban, s törvényt maga lát kiki sarja	-0.164362
Tiện nhân không đồng ý mặc dù làm vậy là hay.	és felesége fölött, egymással mitse törődnek.	0.28125
Tiện nhân muốn thấy chủ hang và hy vọng do hiếu khách y sẽ thân thiện cho ít quà làm duyên.	Elterül egy csalitos sziget ott, épp szemben a küklópsz- ~~~ föld kikötőjével, nem távol s nem közelében;	-0.00625
Nào ngờ lúc y xuất hiện, đồng đội tiện nhân thấy ghê tởm quá chừng!"	erdős; vadkecskék lakják azt sűrü sereggel; ~~~ mert hiszen emberi járkálás soha nem riogatja	-0.015
"Ngô bối nhóm lửa, làm lễ dâng thần linh, nhấm nháp chút phô-mai.	és sosem űzi vadász őket, ki a rengeteg erdőn ~~~ tűri a fáradságot, a hegy tetejét kikutatva.	-0.0338028
Ăn xong ngô bối ngồi trong hang chờ y trở về.	Nincs e szigetnek szántóföldje se, nincs legelője;	0.29375
Mãi mới thấy y xuất hiện, vừa xua đàn vừa mang bó củi tổ chảng để nấu bữa chiều.	szántatlan, bevetetlen fekszik minden időben; ~~~ embertől özvegy, mekegő kecskéket etet csak.	-0.00842697
Vào trong hang y buông bó củi xuống đất rầm rầm.	Mert hisz a küklópszoknak nincs vörösarcu hajójuk,	0.282
	és ácsmestereik sem akadnak jóevezőjű	-0.3
Nghe hết hồn ngô bối vội vàng lui vào hốc kín.	gályát elkészíteni, mellyel az ő ügyeikben	0.252273
Sau đó y lùa cừu nái, dê nái nùng nục vào khu rộng trong hang, y sẽ vắt sữa, còn cừu đực, dê đực y để ngoài sân tường vây xung quanh.	más városba elérjenek, úgy, mint szoktak a népek ~~~ járni a tengeren át egymáshoz a fürge hajókkal,	-0.0765957
Tiếp theo y nhấc tảng đá khổng lồ để đứng thẳng chặn cửa.	kik mívelhetnék e sziget mezejét virulóra. ~~~ Mert hisz nem hitvány, mindent meghozna időben:	-0.0364286
Tảng đá khủng khiếp hai mươi hai xe bốn bánh chắc nịch cũng không thể xê dịch thế mà y bít kín lối vào.	ott a fehérhabu víz partjára simulnak a rétek, ~~~ nedvesek és lágyak, sose fogyna ki onnan a szőlő. ~~~ Van sima föld, szántásra való: hol a nagyszemü termés	-0.114141
Tiếp đến y ngồi vắt sữa hết cừu đến dê thi nhau be be, y vắt có phương pháp, xong con nào trả lại mẹ con nấy.	érne időben, hisz nagyonis termékeny a földje. ~~~ Jó kikötő is akad, hol nincs kötelékre se szükség,	-0.034375
Việc đâu ra đó, y hãm đông một nửa, vớt váng sữa để vào rổ mây đựng phô-mai; phần còn lại y giữ nguyên trong thùng để sẵn sàng tới bữa ăn nếu muốn là uống.	s dobni koloncot, tatkötelet lekötözni sosem kell: ~~~ partnak ütődve, maradni lehet, míg kedv a hajósban	-0.123711
Việc hoàn tất chu đáo, thời gian không lâu, dáng vẻ thận trọng y nhóm lửa.	nem kél útnakeredni, s a jó szél újra nem indul. ~~~ Ott az öböl partján szép tisztán csurran a forrás;	-0.0259259
Nhìn thấy ngô bối y hét thất thanh: ‘Khách lạ!	barlangból fut a víz; körülötte virulnak a nyárfák.	0.3
Các người là ai?	Hát oda ért a hajónk, valamely isten vezetett tán	-0.126316
Từ đâu theo đường sóng nước tới?	át a sötét éjen, hisz nem láthattuk a földet:	0.278049
Tìm lối buôn bán hay lang thang trên biển rình mò như hải tặc liều mạng hãm hại người khác?’"	mert a hajót mély köd burkolta körül, s odaföntről ~~~ nem ragyogott le a hold, betakarta egészen a felhő.	-0.00927835
"Ngô bối bủn rủn chân tay.	Ott e sziget földjét nem pillantotta meg egy sem	0.17
Nghe tiếng nói oang oang, nhìn thân hình đồ sộ, ngô bối hoảng hồn.	- észre se vettük a part fele hömpölygő sok igen nagy ~~~ hullámot -, míg bárkáink nem ütődtek a partnak.	-0.0520833
Dẫu vậy tiện nhân vẫn bình tĩnh tìm lời đối đáp: ‘Ngô bối là người Achaian từ đất Troad trở về, gió ngược chiều thổi mạnh, lênh đênh trên biển bao la, muốn hồi hương, song chọn sai hướng, lầm đường tới đây.	Bárkáink kiszaladtak a partra, bevontuk a vásznat, ~~~ és mi magunk léptünk ki a tenger torlata mellett;	-0.231383
Nào ngờ Chúa tể muốn vậy.	elszunnyadtunk, s így vártuk be az isteni Hajnalt.	0.154839
Ngô bối hãnh diện là chiến binh phục vụ Agamemnon, công tử Atreus cướp phá thành Troa vĩ đại, tiêu diệt hàng quân bảo vệ, biến bản thân thành nổi tiếng lừng danh khắp vòm trời.	És hogy a rózsásujjú Hajnal kélt ki a ködből, ~~~ szerte a szép szigeten jártunk, bámulva bolyongtunk.	-0.151562
Ngô bối trân trọng ôm đầu gối van xin, hy vọng đại nhân tỏ lòng hiếu khách hoặc cởi dạ bặt thiệp cho phẩm vật theo phong tục chủ nhà đãi ngộ khách lạ.	S nimfák, pajzsos Zeusz lánysarjai, sok hegyi kecskét ~~~ űztek elénk, hogy a társak tudjanak ott lakomázni.	-0.104545
Thưa, rất mong đại nhân đừng quên bổn phận đối với thần linh!	Hosszunyelű dárdát hoztunk hamarost a hajókról ~~~ s hajlott íjat, s három részre oszolva vadásztunk	-0.0479167
Ngô bối là kẻ van xin; Chúa tể bênh vực, bao che khách lạ cùng kẻ van xin.	rájuk: a bőséges zsákmányt meg is adta az isten. ~~~ Bárka tizenkettő követett, és mindegyiküknek	-0.0335526
Người là thần linh đề cao lòng hiếu khách; người luôn luôn ở bên khách lạ; với người khách lạ thuộc hàng khả kính!’"	osztva kilenc kecskét, nékem tizet is kiszemeltek. ~~~ Akkor egész napon át ott ültünk napnyugovásig	-0.066129
"Tiện nhân nói thế, nhưng trái tim tàn nhẫn, y thốt lời không chút đắn đo: ‘Khách lạ, chắc hẳn ngươi rồ dại hay tới từ nơi xa xôi hẻo lánh ra lệnh bắt ta nể sợ, tôn kính thần linh!	és lakomáztuk a sok-sok húst meg a mézizü színbort: ~~~ mert a hajókról nem fogyván ki a drága vörösbor	-0.156186
Nên nhớ người Cyclop không hề sợ Chúa tể mang khiên thần, kể cả đám thần linh hạnh phúc, vì bọn ta khỏe hơn chúng nó một trời một vực.	bőven akadt: hisz a korsókban tettünk elegendőt ~~~ félre, kikónok szent várát mikor elfoglaltuk.	-0.0945652
Ta không bao giờ, vì sợ làm Chúa tể bất bình, tha mạng sống cho ngươi, đồng hành của ngươi, trừ phi tự mình thấy thích.	S átláttunk a közel küklópsz-földekre, a füstre, ~~~ hangjukat és a juhok, kecskék hangját idehallva.	-0.0510309
Nhưng nói ta hay khi tới đây ngươi đậu thuyền ở đâu?	Végre mikor lebukott a nap és eljött a sötétség,	0.223404
Mũi đảo hay gần bờ?	mind lepihentünk sorban a tenger torlata mellett.	0.0375
