Charles Dickens	﻿Charles Dickens	1.24
- Scrooge gợi ý. ~~~ – Hy vọng là cuộc thứ hai vào đêm hôm sau, cũng vào giờ ấy.	A szellem most elhallgatott, az asztalhoz lépett, felkapta kendőjét és ismét felkötötte vele az állát.	-0.0209302
Cuộc thứ ba, vào đêm tiếp theo khi tiếng chuông cuối cùng của Mười hai giờ ngừng ngân.	A néma csendben tisztán hallotta Scrooge, amint ennél a műveletnél a kísértet foga összekoccant.	0.290217
Ông sẽ không gặp tôi nữa; vì ích lợi của ông, hãy nhớ lại những gì đã qua giữa chúng ta!	Félénken felpillantott és látta, hogy a túlvilági látogató egyenesen áll előtte, karjára fűzve hosszú láncának lecsüngő végét.	0.202041
	Majd kimért léptekkel megindul az ablak irányában.	-0.3
Nói xong những lời này, bóng ma cầm dải băng trên bàn và quấn quanh đầu như trước.	A csukott ablak, amint a szellem közeledett felé, önmagától fokról-fokra kitárult.	0.2625
Scrooge biết dải băng dùng để khép hai hàm lại với nhau.	Mire odaért, az ablaktáblák tárva-nyitva voltak.	0.21875
Ông ta đánh bạo ngước mắt lên lần nữa và thấy vị khách siêu nhiên đối diện mình trong tư thế thẳng đứng, sợi xích quấn quanh cánh tay.	Most intett Scrooge-nak, hogy jöjjön köze­lebb. ~~~ Az megindult, de mikor mintegy két lépésnyire volt tőle, a kísértet megállította.	-0.0271654
Con ma đi giật lùi tách khỏi Scrooge; cứ mỗi bước, cánh cửa sổ lại nhấc lên một chút, và khi con ma đến sát đó, cửa sổ mở toang.	A félelemtől és iszonyattól elcsigázott Scrooge a szellem minden mozdulatára vakon engedel­meskedett.	0.171429
Nó ra hiệu cho Scrooge đến gần.	A nyitott ablakon keresztül különös hangok hallatszottak.	0.105882
Lúc hai người chỉ cách nhau hai bước chân, bóng ma Marley giơ tay, không cho Scrooge đến gần hơn. ~~~ Scrooge đứng lại.	Olyan volt ez a hang­zavar, mint egy szaggatott, végtelenül szomorú sirató ének, amelynek hangjából a bűnbánat és az önvád csendül ki.	-0.00991736
Không phải vì nghe theo mà vì ngạc nhiên và sợ hãi; vì, lúc bàn tay giơ lên, Scrooge có thể nhận ra nhiều âm thanh lộn xộn trong không khí; những tiếng than van, khóc lóc rời rạc; những tiếng than vãn buồn rầu và tự buộc tội mình không tả xiết.	A kísértet egy percig némán hallgatta, azután csatlakozva a gyászos karénekhez, az ablakon át kiröppent a sötét, hideg éjszakába.	-0.0168
Sau khi lắng nghe một lát, con ma hòa với bài hát buồn và trôi vào bóng đêm tối tăm, lạnh lẽo.	Scrooge, bármily megrendült volt is, nem tudta fékezni kiváncsiságát: hirtelen az ablakhoz lépett és kitekintett.	0.272727
Scrooge đi theo đến cửa sổ: ông ta tò mò ghê gớm. ~~~ Ông ta nhìn ra ngoài.	Ide s tova lebbenő, szüntelenül zajongó, kavargó szellemek nyüzsgő csapat­ját látta.	-0.02
Không khí đầy những bóng ma, vội vàng lang thang đây đó và than van rền rĩ lúc đi.	Valamennyi meg volt láncolva, akárcsak Marley szelleme.	0.103846
Con ma nào cũng đeo xiềng y như Marley; một vài con (chắc là nặng tội) bị xích liền với nhau, không con nào được tự do.	Voltak olyanok is, akik egymáshoz voltak bilincselve; ezek életükben cinkosok lehettek.	0.137037
Nhiều con ma Scrooge biết khi sinh thời.	Jobban szemügyre véve őket, Scrooge egy csomó ismerőst látott a szellemek között.	0.340833
Ông ta rất quen biết một con ma già mặc gilê trắng, một cái két sắt khổng lồ gắn vào mắt cá chân, lão khóc lóc thảm thiết vì không thể giúp một người đàn bà bất hạnh bế đứa trẻ sơ sinh ngay dưới ngưỡng cửa.	Egy öregúr fehér mellényben, kabátjával hatalmas pénzszekrényhez láncolva, régi ismerőse volt. ~~~ Az öreg rettenetesen sírán­kozott és szemmelláthatóan azon igyekezett, hogy valamiképpen segítsen egy asszonyon és egy kis gyermeken, akik mélyen alatta, egy kapualjban lapultak.	-0.0220779
Cảnh khốn khổ của họ hiển hiện rõ ràng, vì họ cố tìm cách giúp đỡ những việc có tình người, song họ đã mất sức mạnh vĩnh viễn.	De a többiek is, valahányan csak voltak, mind azt panaszolták, hogy nem tehetnek jót embertársaikkal; most már késő, amit életükben elmulasztottak, azt pótolni nem képesek többé.	0.259459
Scrooge không thể nói những người này tan vào sương mù hay sương mù che lấp họ.	Scrooge még mindig az ablaknál állott, de mind homályosabban látta a kísérteties csapatot.	0.510756
Nhưng họ và những tiếng nói của vong hồn họ cùng nhạt nhòa dần, và màn đêm lại y như lúc ông về nhà.	Miközben azon tűnődött, vajon a köd sűrűsödik-e, vagy talán maguk az imbolygó alakok válnak-e köddé, a zaj mindjobban elült és már nem látott semmi mást, mint a néma, hideg és ködös éjszakát.	0.1
Scrooge đóng cửa sổ, kiểm tra cái cửa con ma đã lọt vào.	Becsukta az ablakot és gondosan megvizsgálta az ajtót, amin a kísértet a szobába lépett.	0.191803
Nó khóa hai lần, do chính tay ông khóa, các then không hề suy suyển.	Az ajtó kulcsra volt zárva és két tolóretesszel; pontosan úgy, amint este, amikor hazajött, maga zárta be.	0.163235
Ông định nói: "Bịp bợm!" nhưng dừng lại ngay ở âm tiết đầu tiên.	- Szamárság - gondolta és már a nyelvén volt, hogy ki is mondja, de idejében elharapta.	0.284
Hoặc vì những cảm xúc ông vừa trải qua, hoặc vì sự mệt nhọc ban ngày, hoặc vì ông ta đã hé thấy Thế giới Vô hình, hoặc vì câu chuyện chán ngắt của hồn ma, hoặc vì sự muộn màng của thời khắc, lại quá thiếu nghỉ ngơi, ông ta đi thẳng đến giường, không cởi quần áo và thiếp đi ngay lập tức.	Rettentő fáradtnak és álmosnak érezte magát. ~~~ Vajon az izgalom, a napi munka vagy az, amit látott, a szellemvilág, a kísértettel való társalgás vagy a késői óra okozta-e, ki tudná megmondani? ~~~ Ágyához támolygott s úgy, ahogy volt, teljesen felöltözötten, nyomban mély álomba merült.	-0.143304
Hồn Ma Đầu Tiên	Az első számu kísértet	0.221053
Khi Scrooge thức giấc, trời tối đến mức ông chỉ phân biệt được cửa sổ trong suốt với các bức tường mờ đục trong phòng ngủ.	Amikor Scrooge felébredt, oly sötét volt, hogy az ágyával éppen szemközt fekvő ablak négyszögét sem tudta kivenni.	0.376667
Ông đang cố đưa mắt tìm kiếm xuyên bóng đêm thì các chùm chuông của nhà thờ gần đó điểm bốn lần mười lăm phút.	Épp azon iparkodott, hogy valamiképp mégis tájékozódjék, amikor a közeli templomtorony órája ütni kezdett.	0.237143
Ông lắng nghe tiếng điểm giờ. ~~~ Ông vô cùng sửng sốt khi cái chuông nặng trịch đánh suốt từ sáu đến bảy, từ bảy đến tám và đều đặn đến mười hai tiếng rồi ngừng.	Figyelmesen, majd növekvő csodálkozással hallgatta, amint az óra hatot, hetet, nyolcat, majd mind-mind tovább és tovább végül is tizenkettőt ütött.	-0.0116197
Mười hai!	Tizenkét óra!	0.225
Khi ông đi nằm là quá hai giờ.	Hiszen két óra elmúlt, amikor nyugovóra tért.	0.178125
Đồng hồ hỏng rồi.	Az óra bizonyára elromlott, talán egy jégcsap hullott a szerkezetbe.	-0.2
	Szerencsére, zsebórájának is volt ütőszer­kezete, amivel a zagyva toronyórát sötétben is ellenőrizhette.	-0.3
Ắt là một cột băng đã lọt vào bên trong nó. ~~~ Mười hai giờ!	Ám a zsebóra is csak szaporán elütötte a tizenkettőt és elhallgatott.	0
Ông chạm vào lò xo chiếc đồng hồ treo tường, hiệu chỉnh cái đồng hồ phi lý nhất trên đời này.	- Ez lehetetlenség, csak nem aludtam át a napot és tetejébe a rákövetkező éj felét is! ~~~ Vagy talán az öreg Nap megúnta, hogy ránk világítson és most déli tizenkét óra van?	-0.0481481
Nó đánh mười hai tiếng nhỏ và ngừng.	Erre az ijesztő ötletre menten kiugrott az ágyból és az ablakhoz tapogatódzott.	0.0767442
– Ơ kìa, mình không thể ngủ suốt một ngày thẳng đến đêm.	A befagyott ablaktáblán kis lyukat dörzsölt a jégrétegbe és azon át kipillantott.	0.261429
- Scrooge nói.	Vajmi keveset látott!	0.15
- Không thể có chuyện gì đó xảy ra với mặt trời, và bây giờ chắc là mười hai giờ trưa!	Annyit mégis meg tudott állapítani, hogy künn derekasan fagy és sűrű köd van.	0.206757
Hoảng hốt vì ý nghĩ ấy, ông lồm cồm xuống giường và dò dẫm đến cửa sổ.	Járókelőket nem látott; ezek szerint éjszaka volt, mert délben okvetlen lett volna forgalom az utcán.	0.264706
Ông phải dùng cánh tay áo choàng ngủ lau lớp sương giá rồi mới nhìn thấy mọi thứ; mà chỉ có thể nhìn thấy rất ít.	Kissé megkönnyebült. ~~~ És elhessegette magától azt a riasztó gondolatot, ami néhány perce motosz­kált már álomittas fejében.	-0.00241935
Ông thấy trời còn rất tối và rét buốt, không hề có tiếng người đi lại tạo ra chuyển động đáng kể, và không còn nghi ngờ gì nữa, ban ngày sáng sủa đã bị bóng đêm đánh bật và chiếm lĩnh toàn thế giới.	Hogy is szólt a szöveg? ~~~ "Fizessen Ön ezen első váltónál fogva Scrooge Ebenezár úrnak vagy rendeletére három nappal a bemutatás után, stb., stb." De ha nem volna többé nappal? ~~~ Mi lenne akkor? ~~~ Mit jelenthet akkor a kifejezés, hogy "három nappal"?	-0.177439
Nhẹ cả người, vì "Ba ngày sau cuộc thăm viếng đầu tiên dành cho ông Ebenezer Scrooge hoặc thứ tự của lão ta", vân vân sẽ là sự an ninh kiểu Mỹ nếu không có ngày để đếm.	Ki fogja tudni kiszámítani? ~~~ A legszörnyűbb jogbizonytalanság állhatna elő! ~~~ Visszabújt az ágyba és újból meg újból átgondolta zavaros emlékeit, de nem lett semmivel sem okosabb.	-0.126207
Scrooge lại lên giường và nghĩ, nghĩ mãi mà chẳng nghĩ ra được gì.	Minél inkább törte a fejét, annál jobban belezavarodott.	0.201818
Càng nghĩ, ông ta càng bối rối; và càng cố không nghĩ, ông ta càng phải nghĩ.	Nem tudott szabadulni kínzó gondolataitól.	0.0214286
Bóng ma của Marley quấy rầy ông ta quá thể.	Marley szellemének rejtélye szüntelenül gyötörte.	0.76087
Mỗi lần tự phân tích, sau khi thẩm tra kỹ lưỡng, ông lại thầm nhủ tất cả chỉ là một giấc mơ, đầu óc ông lại bật như một cái lò xo khỏe về vị trí đầu tiên và tự hỏi: "Đây là mơ hay thực?"	Valahányszor gondos megfontolás után megállapította, hogy csupán álmodott, villámgyorsan tért vissza gondolata a kiindulási pontra, arra ösztönözve, hogy más irányban próbálja végiggondolni a történteket, hogy ismét felvesse a kérdést: álom vagy valóság?	0.246226
Scrooge cứ nằm trong tình trạng này cho đến lúc chùm chuông báo ba lần mười lăm phút nữa, ông chợt nhớ ra bóng ma đã báo trước cuộc đến thăm ông vào lúc chuông điểm một giờ.	Már vagy háromnegyedórája hevert így gondolatokba merülten, amikor hirtelen eszébe jutott, hogy Marley szelleme éjfélután egy órára jelezte az első számú kísértet jövetelét.	0.266667
Ông quyết nằm yên cho giờ ấy qua đi; và cho rằng không ngủ thêm còn hơn là chết, và có lẽ đây là giải pháp khôn ngoan nhất trong khả năng của ông.	Elhatározta, hogy ezt az időpontot mindenesetre ébren fogja bevárni. ~~~ Ez annál is inkább bölcs elhatározás volt, mert aludni úgysem tudott volna.	-0.0208029
Mười lăm phút sao dài đến thế, hơn một lần ông tưởng mình đã chìm vào giấc ngủ lơ mơ và bỏ lỡ tiếng chuông đồng hồ.	Az utolsó negyedóra oly rettentő hosszúnak tűnt, hogy többször is arra kellett már gondolnia, vajjon nem bóbiskolt-e el és talán elmulasztotta az óraütést.	0.268657
Cuối cùng, nó đập vào cái tai đang lắng nghe của ông:	De nem! ~~~ Most mély zengéssel megszólalt az óra.	-0.0391304
– Bính, boong!	- Bim-bam.	0.03
– Mười lăm phút qua rồi, - Scrooge nói lúc đếm.	- Egynegyed biztosan elmúlt, - mondta Scrooge. ~~~ - Bim-bam.	0.18184
– Bính, boong!	Fél is elmúlt.	0.22
– Nửa giờ đã qua, - Scrooge nói.	- Bim-bam.	0.46
– Bính, boong!	Háromnegyed is.	0.24375
– Thêm mười lăm phút nữa, - Scrooge nói.	- Bim-bam.	0.19
– Bính, boong!	- Egy óra - és sehol semmi!	0.221053
– Một giờ nữa, - Scrooge nói, hoan hỉ, - và chẳng có gì nữa!	- kiáltott fel diadalmasan.	0.415385
Ông nói trước khi tiếng chuông đồng hồ ngân vang, lúc này là MỘT tiếng trầm, đục, giả dối, u uất.	Ám öröme korai volt, mert még ott vibrált az óraütés hangja a levegőben, és csak lassankint, halk zümmögéssel halt el.	0.291818
Ngọn đèn trong phòng lóe sáng ngay lập tức, và rèm giường ông cuốn lên.	Abban a pillanatban, amikor végképp elhangzott, hirtelen világos lett a szobában és ágyának kárpitja félre­libbent.	0.169231
Một bàn tay kéo rèm giường ông sang bên.	Egy kéz libbentette félre.	0.103846
Không phải rèm dưới chân giường, cũng không phải ở sau lưng, mà là những tấm rèm ngay trước mặt ông.	Nem a lábtól eső kárpitot, nem is a hátamögött levőt, hanem éppen azt húzták félre, ami szemtől-szembe, fejtől esett.	0.294643
Những tấm rèm của giường ông bị kéo sang một bên, và Scrooge bật dậy trong tư thế nửa nằm, thấy mình mặt đối mặt với vị khách đáng sợ đã kéo chúng: lúc này gần như tôi đứng ngay sát bên khuỷu tay bạn.	A félrevont kárpit mögül félig ülve, félig fekve bámult Scrooge a földöntúli jelenségre, aki a kárpitot félrevonta és most ott állt, oly közel hozzá, hogy kinyújtott kézzel elérhette volna.	0.332787
Đó là một hình dáng kỳ dị, giống như một đứa trẻ; nom không như một đứa trẻ mà như một ông già, nhìn qua môi trường siêu nhiên khiến diện mạo của nó mờ khỏi tầm nhìn và thu nhỏ theo tỉ lệ một đứa trẻ.	Különös alak volt - gyermek és aggastyán egy személyben, vagy még inkább úgy tűnt, mintha valami torzító tükör kicsinyített volna egy aggot kis gyermekké.	0.137838
Tóc nó phất phơ trên cổ và rủ xuống lưng, bạc trắng có lẽ vì tuổi tác; song bộ mặt không hề có một nếp nhăn, nước da hồng hào tươi tắn, mịn màng bậc nhất.	Válláig érő haja hófehér, mintha ősz volna, de az arcán egyetlen ránc nyoma sincs és bőre oly hamvas és üde, mint egy barack.	0.151282
