Quo Vadis	QUO VADIS?	0.266667
Chàng đã nói với nàng trong cơn say rằng chiều sẽ phái nô lệ tới đón nàng.	Hiszen az utóbbi, borközi állapotában, elárulta neki, hogy másnap, este felé, rab­szol­gáival elviteti őt.	0.215854
Hẳn là chàng nói thật, điều mà nếu tỉnh táo chắc chàng đã không hở ra.	Kétségtelenül igazat beszélt, amit soha se tett volna, ha józan.	0.206557
Chắc là chàng hoặc chàng cùng ông Petronius đã gặp Hoàng thượng trước bữa tiệc và xin được Hoàng thượng hứa rằng chiều hôm sau sẽ cho phép đón nàng.	Valószínűleg ő maga, vagy Petroniusszal együtt a lakoma előtt Nerónál volt és tőle azt a biztosítást nyerte, hogy másnap a leányt kiszolgáltatják neki.	0.258904
Nhưng bác Urxux sẽ cứu nàng.	És ha Vinicius azt első nap elfelejti is, elviteti őt másnap.	0.0580645
Bác sẽ xông đến, bế nàng ra khỏi kiểu, như đã bế nàng ra khỏi phòng tiệc và họ sẽ đi vào cuộc đời.		-0.3
Không kẻ nào có thể địch nổi bác Urxux.	De Ursus megmenti őt.	-0.075
Ngay cả tay đô vật đáng sợ vừa múa võ tối qua trong phòng tiệc cũng chẳng thể đương đầu được với bác.	Majd eljön és kiveszi őt a gyaloghintóból, amint a trikliniumból kivitte és aztán együtt neki mennek a nagy világnak.	0.280909
Song, vì Vinixius có thể sẽ phái tới rất nhiều nô lệ, nên ngay lát nữa đây, bác Urxux sẽ tới gặp giám mục Linux để xin được khuyên và trợ giúp.	Hiszen senki se bír Ursusnak ellenállni, még az a hatalmas bajvívó sem, aki a trikliniumban győzött.	0.0935484
Rủ lòng thương nàng, đức giám mục sẽ không để cho nàng lọt vào tay Vinixius và sẽ báo cho các tín đồ Thiên chúa giáo cùng bác Urxux đến cứu nàng.	De mivel Vinicius talán nagyszámú rabszolgát küld, menjen Ursus Linus püspökhöz, hogy attól tanácsot és segítséget kérjen.	0.210744
Họ sẽ đánh tháo nàng và đưa nàng đi, rồi sau đó tự bác Urxux sẽ biết cách mang nàng ra khỏi thành phố và giấu nàng vào nơi nào đó để tránh bạo lực của La Mã.	A püspök, aki bizonynyal szánalmat érez iránta és nem akarja őt Vinicius kezére bízni, minden esetre megparancsolja a keresztényeknek, hogy Ursusnak segédkezet nyujtsanak.	0.279503
Nét mặt nàng bắt đầu ửng hổng và thoáng những nét tươi cười. ~~~ Niềm cổ vũ lại đến với lòng nàng, dường như cái hy vọng được cứu thoát đã được biến ngay thành sự thật.	Felbuzdulásában kipirultak Ligia orcái és csaknem derült mosoly vonult át ábrázatán, mert keblében újfent bátorság és bizalom ébredt és nem kételkedett többé megmentésében.	-0.0209302
Nàng bỗng ôm choàng lấy cổ Akte rồi kề đôi môi tuyệt vời của mình mà Akte, nàng thì thầm hỏi:	Hirtelen ösztönzéstől indíttatva, Acte nyakába borult, remek száját Acte arcára nyomta és azt sugá neki:	0.294118
- Chị Akte, chị không phản chúng em chứ, phải không chị?	- Nem, Acte, nem árulsz el bennünket!	0.436765
- Thề có hương hồn mẫu thân chị - người nô tỳ được giải phóng đáp - chị sẽ không phản bội các em, em hãy cầu Đức Chúa của em sao cho bác Urxux cứu thoát được em.	- Anyám árnyékára - viszonzá a szabados - nem árullak el benneteket!	0.457933
Còn đôi mắt màu thanh thiên đầy vẻ trẻ thơ của người khổng lồ nọ thì sáng ngời lên vì hạnh phúc.	Csak kérd Istenedet, hogy sikerüljön Ursusnak megszabadításod.	0.0629032
Bác không thể nghĩ ra một điều gì cả, dù có vặn gãy cái đầu đáng thương của mình đi chăng nữa, nhưng việc kia thì bác làm được.		-0.3
Dù ngày hay đêm đối với bác cũng vậy thôi!...	Az óriási ligiainak kék gyermekszemei boldogságtól ragyogtak.	0.241176
Bác sẽ tới gặp đức giám mục, bởi người biết đọc từ trời cao xem cái gì là cần thiết và cái gì không cần.	Neki nem jutott eszébe semmi menekvés, akárhogy törte is szegény fejét, de ilyen vakmerőségre bátorkodott vállalkozni.	0.281579
Song tự bác, bác cũng có thể tụ tập được các tín đồ Thiên chúa.	Kijelenté, hogy akár nappal, akár éjjel, bármikor kész úrnőjeért síkra szállani.	0.263014
Bác quen biết vô số nô lệ, đấu sĩ, những người tự do, cả ở khu Xubur lẫn khu bên kia cầu.	Azonnal elmegy a püspökhöz, mert a püspök az égről olvassa le, mi szükséges és mi nem szükséges.	0.283871
Bác có thể tập hợp được một ngàn người hay đến cả hai ngàn người ấy chứ!	Kereszté­nyeket pedig ő maga is elegendő számban össze tud szedni, hiszen nem keveset ismer a rab­szolgák, a gladiátorok és a szabadosok közt, úgy a Suburában, mint a hidakon túl.	0.0340909
	Ezret, igen, kétezret is képes összehívni.	-0.3
Bác sẽ đánh tháo cho cô chủ của bác, còn chuyện đưa cô chủ ra khỏi thành phố, đi cùng với cô chủ thì bác thừa sức làm được!	És úrnőjét kivágni, erre képesnek tartja magát és abban is bízik, hogy kivezeti őt a városból és vele a nagy világba menni, az van még csak igazán kedvére.	0.284892
Họ sẽ đi, dẫu tới tận cùng thế giới, dẫu tới tận quê hương xứ sở, nơi chẳng hề có ai nghe nói gì về La Mã nữa cả!	A világ végére is elmegy vele, ha meg kell lenni, elviszi oda, ha kivánja, ahonnét jött, ahol egy ember se tud Rómáról semmit.	0.257895
Nói đến đây, bác nhìn thẳng về phía trước mặt, dường như muốn trông thấu điều gì đó trong quá khứ, đã vô cùng xa xôi, rồi bác reo lên:	És merően maga elé nézve, mintha valami réges-régen elfelejtett dolog jutna ismét az eszébe, hozzá tette:	0.147
- Vào rừng?	- Az erdőkbe megyek vele!	0.819231
Hây, rừng ra rừng, rừng ra rừng nhá!...	Hej! ~~~ Milyen erdők vannak ott.	-0.0724138
Song chỉ giây lâu, bác chợt tỉnh khỏi hồi ức.	Erdők, semmi más, mint erdők!	0.062069
Ồ, bác sẽ đi ngay tới gặp đức giám mục, và đến chiều tối thể nào bác cũng có trong tay chừng trăm người chực sẵn chờ kiệu.	De újra összeszedte magát és erélyesen kijelenté, hogy azonnal megy a püspökhöz, de estére mintegy száz szövetségessel lesbe áll a gyaloghintóra.	0.297857
Và cầu sao cho không chỉ riêng bọn nô lệ đến đón nàng đi, mà cả bọn lính cấm vệ nữa.	Megszabadítja királyi gyermekét, akár rabszolgák, akár praetoriánusok kisérjék őt.	0.261176
Tốt nhất là chớ có kẻ nào dại dột lăn vào nắm đấm của bác, dù hắn có mặc giáp sắt đi chăng nữa!...	De senkinek se tanácsolja, hogy ökle ügyébe kerüljön, még a vasfegyverzet se védi meg őt.	0.197647
Sắt mà đã chắc chắn lắm à!	Mintha a vas olyan erős volna!	0.233333
Cứ nện thật lực vào sắt thì cả cái đầu bên dưới lớp sắt cũng đừng hòng chịu đựng nổi!		-0.3
Song Ligia, với vẻ nghiêm nghị vừa trang trọng, vừa trẻ thơ giơ một ngón tay lên:	Csak istenigazá­ban vágjon reá az ember, a fej nem sokáig birja ki alatta.	0.216176
- Bác Urxux!	- Ursus!	1.15
Bác chớ có "giết chóc" đấy nhé! ~~~ - Nàng bảo.	- kiáltá most Ligia, ujját figyelmeztetőleg fölemelve, mély és mégis gyermeki komoly­sággal - Ursus, ne ölj.	-0.158824
Bác già người Ligi cong cánh tay giống như một chiếc trùy gai của mình xoa xoa gáy với vẻ vô cùng bối rối.	A ligiai a legnagyobb zavarban dörzsölte nyakát hatalmas jobbjával.	0.075
Bác nhất thiết phải cứu bằng được nàng kia mà - "ánh sáng của bác".	Mitévő legyen, dörmögé, hiszen csak meg kell mentenie szőke királyi gyermekét!	0.296053
Chính nàng chả bảo là bây giờ đến lượt bác ra tay đấy ư?	Hiszen ő maga, az ő úrnője, egyetlen védőjének nevezte őt.	0.263793
Bác sẽ cố gắng hết sức. ~~~ Nhưng ngộ bác nhỡ tay thì sao?	Majd igyekszik, amennyire csak lehet, magát féken tartani, de ha akarata ellenére elragadja őt az indulat, mi lesz akkor?	-0.107143
Bác phải cứu nàng kia mà.	Az már szent, hogy meg kell őt mentenie.	0.214286
Thôi, nếu có chuyện gì, bác sẽ sám hối và cầu xin Con Chiên Vô Tội tha thứ cho bác, cho tới khi nào Con Chiên Bị Đóng Đinh Câu Rút mủi lòng thương một kẻ tội nghiệp như bác mới thôi… ~~~ Bởi bác đâu có muốn xúc phạm tới Con Chiên, có điều tay bác hơi nặng.	És ha valami bűnt követ el, majd bűnbánatot tart és az ártatlan Báránykához addig esedezik bocsánatért, míg a keresztre feszített Bárányka megkönyörül rajta, a bűnösön... Csak azt kivánja, bár keze kevésbbé súlyos volna, mert Isten mentsen, hogy a Báránykát megszomorítsa.	-0.00509434
Và để che giấu một nỗi xúc động sâu xa đang hiện lên trên gương mặt của bác, bác bèn cúi chào và nói:	- Most megyek a szent püspökhöz - végzé szavait, mélyen a föld felé hajolva, hogy meg­hatottságát elrejtse.	0.273786
- Tôi xin đi gặp Đức giám mục thiêng liêng. ~~~ Akte ôm ghì lấy cổ Ligia nấc lên.	Acte pedig átölelte Ligia nyakát és sirásra fakadt.	0.108333
Một lần nữa nàng hiểu ra rằng, có một thế giới nơi mà trong nỗi xót đau cũng vẫn còn nhiều hạnh phúc hơn so với trong tất thảy xa hoa và lạc thú ở cung Hoàng đế, một lần nữa hé ra trước mắt nàng một cách cửa mở về nơi ánh sáng, song đồng thời nàng lại cảm thấy rằng, nàng không còn xứng đáng được bước qua cánh cửa ấy nữa rồi.	Ismét föltámadt benne az a sejtelem, hogy van egy világ, mely minden fájdalom ellenére nagyobb boldogságot képes nyujtani, mint a császári palota az ő bőségével, pompájával, még egyszer föltárult előtte a kapu, mely az üdvösségre vezet, de egyúttal érezte, nem méltó arra, hogy a küszöböt átlépje.	0.215789
Henryk Sienkiewicz	KILENCEDIK FEJEZET.	0.283333
Quo Vadis ~~~ Dịch và giới thiệu: Nguyễn Hữu Dũng		-0.3
T1 -Chương 9 ~~~ Ligia thương bà Pomponia Grexyna, người mà nàng yêu thương bằng cả tâm hồn, nàng nhớ thương cả gia đình ông Aulux, song cơn tuyệt vọng của nàng đã qua đi.		-0.3
Thậm chí nàng còn cảm thấy một sự dịu ngọt nào đó trong ý nghĩ rằng chính vì Chân lý của mình mà nàng hy sinh sự giàu sang, tiện nghi để dấn thân vào một cuộc sống lang thang và mới lạ. ~~~ Trong đó có lẽ có một chút tò mò trẻ thơ muốn được biết cuộc sống ở những vùng xa xôi giữa những người man rợ và dã thú kia sẽ ra sao?	Mikor Ligia a mindenek fölött szeretett Pomponia Graecinára gondolt, mikor Aulus egész házára gondolt, akkor bizonynyal mély fájdalom lopódzott szivébe, de nemcsak a kétségbeesés tünt el belőle, nem, még gyönyört is érezett, hogy vallásának tanításáért föláldoz jólétet és kényelmet és bizonytalan, kóbor életet vállal magára.	-0.0145768
Song nhiều hơn vẫn là một lòng tin sâu sắc và chân thành rằng làm như thế nàng đã làm đúng theo những lời răn dạy của Thánh sư và rằng từ phút này trở đi, chính Người sẽ che chở cho nàng như che chở cho một đứa con trung hiếu biết và biết vâng lời. ~~~ Vậy thì làm sao còn có thể có điều dữ xảy ra với nàng được?	Ebben egy kissé talán a gyermeki kiváncsiság is közreműködött, hogy miképp alakul élete messze országokban, vad állatok között és a barbároknál, de az a meleg és mély meggyőződés, hogy cselekvésében az "isteni Mester" parancsai szerint jár el és hogy "Ő" fog ezentúl fölötte őrködni, mint egy jó, enge­delmes gyermek fölött, mindent legyőzött.	-0.00317221
Nếu khổ đau có tới chăng nữa thì nàng sẽ chịu đựng được vì sáng danh Người.		-0.3
Cái chết bất thần mà đến ư?	És akkor mi baj érheti őt?	0.192
Thì người sẽ mang nàng đi và một ngày kia khi bà Pomponia qua đời họ sẽ lại được cùng đoàn tụ mãi mãi, vĩnh hằng.	Az ő nevében akarja a reá mért szenvedést elviselni és ha hirtelen halála volna elvégezve, Ő fogja őt magához hívni és Pomponia halála után örökre egyesül majd vele.	0.334311
Hồi còn ở nhà ông bà Aulux, hơn một lần nàng từng dày vò trí óc trẻ thơ của mình bởi ý nghĩ rằng nàng - một tín đồ Thiên chúa giáo - lại không thể làm được điều gì đó cho Đấng Bị Đóng Đanh Câu Rút, người mà bác Urxux vừa nhắc đến với sự xúc động nhường kia.	Mily gyakran búslakodott már Aulus házában amiatt, hogy ő a keresztény, mit se tehetett a keresztre feszítettért, akiről Ursus mindig olyan meghatottsággal beszélt. ~~~ De most elérkezett reá nézve az a pillanat és szinte örömtől sugá­roz­va önté ki lelkét Acte előtt, mintha valami nagy szerencse érte volna őt.	-0.00155709
Song giờ phút ấy đã tới.	De ez nem volt képes az ilyen gerjedelmet megérteni.	0.113793
Ligia gần như cảm thấy sung sướng và nàng bắt đầu thổ lộ với Akte niềm hạnh phúc của mình, song Akte không tài nào hiểu nổi nàng.		-0.3
Từ bỏ tất cả, bỏ cả nhà cửa, sự no ấm, thành phố, vườn tược, đền đài, những hàng hiên, tất cả những gì đẹp đẽ nhất, từ bỏ đất nước ngập nắng mặt trời và những người thân thích ư?	Mily okból akar Ligia az élet minden kelleméről lemondani, - kérdé - a várost és a kerteket, a templomokat és oszlopcsarnokokat és mindazt elhagyni, ami előtte szép és drága volt, elhagyni a napfényes országot és a hozzá közelálló embereket?	0.290367
