Alexandre Dumas	﻿ALEXANDRE DUMAS	0.24
Rồi họ gióng chuông, mang theo bốn trong số năm thanh gươm, họ đi về phía dinh quán ngài De Treville, lòng lâng lâng tràn trề vui sướng.	Azután meghúzták a csengőt, és a négy épségben maradt kardot összeszedve örömittasan indultak Tréville úr palotája felé.	0.25
Người ta thấy họ giăng tay nhau chiếm hết lòng đường, ghé sát mỗi người lính ngự lâm họ gặp, đến nỗi lúc cuối làm thành một cuộc khải hoàn.	Egymás derekára fonták karjukat, teljes szélességében elfoglalták az utcát, megszólítottak minden testőrt, aki csak útjukba akadt, és felvonulásuk végül is igazi diadalmenet lett.	0.27375
Trái tim D artagnan như bơi trong men say, chàng đi giữa Athos và Porthos, trìu mến ôm chặt lấy họ, rồi nói với các bạn mới của mình khi bước qua cổng dinh ông De Treville:	D’Artagnan szíve megrészegülten dobogott; Athos és Porthos között haladt, és rajongva ölelte át őket.	0.283168
- Nếu như tôi còn chưa phải là lính ngự lâm, ít ra thế là tôi cũng được nhận như người tập việc.	- Ha testőr még nem is vagyok - szólt új barátaihoz, amint beléptek a Tréville-palota kapuján ‑, inasnak azért már jó leszek, nem igaz? ~~~ ŐFELSÉGE XIII.	0.0375
Chương 6	LAJOS KIRÁLY	0.21
Nhà vua Louis thứ mười ba	Az esemény nagy port vert föl.	0.288889
Câu chuyện lan ra ầm ĩ. Ông De Treville to tiếng quát mắng rất lớn tiếng những lính ngự lâm của mình nhưng lại thấp giọng khen ngợi họ.	Tréville úr szemtől szembe lehordta, a hátuk mögött megdicsérte testőreit; mivel azonban percet sem veszíthetett, és nyomban értesítenie kellett a királyt, halogatás nélkül a Louvre-ba ment.	0.226027
Nhưng vì không thể để chậm mới tâu lên nhà Vua, ông vội đi đến điện Louvre. ~~~ Lúc ấy đã quá muộn.	De túl későn érkezett, a király már bezárkózott a bíborossal; Tréville úrral közölték hogy XIII.	-0.0201031
Nhà Vua đóng kín cửa với Giáo chủ.	Lajos dolgozik, és pillanatnyilag senkit nem fogad.	0.238462
Người ta bảo ông Treville là nhà Vua đang làm việc và không tiếp ai trong lúc này.	Este újabb kísérletet tett: kártyaparti közben kereste fel a királyt.	0.223881
Buổi tối ông De Treville tới đám bạc của nhà Vua. ~~~ Nhà Vua thắng và vì Đấng chí tôn rất keo kiệt, ngài rất hồ hởi.	Őfelsége éppen nyerésben volt, s ez igen jólesett kapzsi természetének: madarat lehetett volna fogatni vele.	-0.0352941
Vì vậy từ rất xa, nhà Vua đã nhận ra ông Treville.	Alighogy megpillantotta Tréville urat, tüstént feléje kiáltott:	0.243396
- Lại đây, ông đại úy. ~~~ Lại đây để ta quở trách ông.	- Jöjjön csak, jöjjön, kapitány uram: hadd mossam meg a fejét.	0.0365079
Ông có biết Đức Giáo chủ đã đến khiếu nại với ta về các ngự lâm quân của ông, và xúc động đến mức tối nay Đức Giáo chủ đổ bệnh không?	Bizonyára tudja már, hogy Őeminenciája bepanaszolta a testőreit, méghozzá oly elkeseredetten, hogy szinte beteg tőle.	0.176786
À thế đấy?	Teringettét!	0.278571
Nhưng cái lũ ngự lâm của ông, đúng là lũ trời đánh, thánh vật, đáng đem treo cổ!	szép kis fenegyerekek az úr testőrei; mind egy szálig kötnivaló gazember!	0.218571
- Không, tâu Bệ hạ - Ông Treville đáp, khi thoạt nhìn ông đã biết sự việc sắp xoay chuyển - không, hoàn toàn ngược lại. ~~~ Đó là những sinh linh lương thiện, hiền như cừu non và chỉ có mỗi một ước vọng, thần xin bảo đảm, đó là gươm của họ chỉ tuốt ra khỏi vỏ để phục vụ Hoàng thượng.	- A világért sem, felség - felelte Tréville, mert az első szempillantásra fölmérte, milyen fordulatot vesz a dolog -, világért sem; sőt ellenkezőleg: mind olyan, akár egy falat kenyér; mind csupa ma született bárány, és a fejem teszem rá, hogy egyetlen kívánságuk van csupán: felségedet szolgálni, valahányszor kardot rántanak.	-0.00439739
Nhưng Bệ hạ muốn sao, lũ cận vệ của Giáo chủ không ngừng tìm cớ gây sự với họ, và cũng vì danh dự của toàn đội, những con người trẻ tuổi đáng thương đó buộc phải tự vệ.	De sajna, mindig beléjük kötnek a bíboros úr gárdistái, és ők, szegények, már csak a zászló becsületéért is kénytelenek védekezni.	0.15
- Nghe đã, ông De Treville! ~~~ - Nhà Vua nói - Nghe đã!	- Figyeljék csak, figyeljék, mit mond a derék Tréville!	0.1815
Khanh không đang nói về một giáo đoàn đấy chứ?	- szólt a király -; azt hihetné az ember, hogy valamelyik apácakolostorról beszél!	0.164151
Đại úy thân mến của ta này, thực tế, ta muốn tước bỏ chức vụ của khanh và trao cho cô De Kêmơrôn, người mà ta hứa chức tu viện trưởng.	Szavamra, kapitány, nem is tudom, miért nem kérem vissza a megbízatását: legszívesebben átadnám Chemerault kisasszonynak: úgyis éppen most kérte, hogy zárdafőnöknő lehessen.	0.262
Nhưng đừng nghĩ ta tin như vậy ở lời khanh đâu.	De téved, ha azt hiszi, hogy minden szavát elhiszem.	0.268085
Người ta gọi là Louis chí công, ông De Treville ạ, và lát nữa, lát nữa chúng ta sẽ thấy.	Tudja, Tréville úr, hogy Igazságos Lajos a nevem; várjon csak, mindjárt minden kiderül.	0.259756
- À chính vì thần tin ở công lý đó, tâu Hoàng thượng, mà thần sẽ kiên nhẫn và bình tĩnh chờ đợi thánh ý.	- Éppen Felséged igazságérzetébe vetem minden bizalmam, épp ezért türelmesen és nyugodtan várom Felséged döntését: tegyen tetszése szerint.	0.397895
- Vậy cứ đợi, ông ạ, cứ đợi - Nhà Vua nói - ta sẽ không để ông phải đợi lâu đâu.	- Helyes, uram, csak várja - mondta a király -, nem váratom sokáig.	0.568571
Quả nhiên, vận may đã xoay chiều, và vì nhà Vua bắt đầu bị thua hết những gì ngài đã được, ngài chẳng nề hà tìm một cái cớ để làm Đại đế Sáclơmanhơ (một thuật ngữ của những tay cờ bạc mà chúng tôi thú thật không rõ xuất xứ). ~~~ Một lát sau, nhà Vua đứng lên và đút túi số bạc ở trước mặt ngài phần lớn do được bạc, rồi bảo:	Épp akkor fordult a kártyaszerencse, és minthogy a király iménti nyeresége egyre fogyott, jó kifogás volt neki Tréville úr érkezése, és azon nyomban - ha szabad egy kártyás szak­kife­jezéssel élnem, melynek, bevallom, nem ismerem az eredetét - Nagy Károlyt játszott, vagyis kisvártatva felállt az asztaltól, zsebébe söpörte az előtte heverő pénzt, melynek javarészét a bíborostól nyerte, és így szólt:	-0.00486486
- La Viơvin, ngồi vào chỗ ta, ta cần nói chuyện với ông De Treville về vấn đề quan trọng.	- La Vieuville, kérem; vegye át a helyem, fontos beszédem van Tréville úrral.	0.631388
À, ta có tám mươi đồng louis trước nặt ta.	Persze, persze!...	-0.183333
Ông hãy đặt cũng số tiền đó, để sao cho những người bị thua khỏi phàn nàn, công bằng trên hết.		-0.3
Rồi quay về phía ông De Treville và đi cùng với ông tới một khung cửa sổ:	nyolcvan arannyal léptem ki, tegyen be ugyanennyit, hogy a vesztesnek ne legyen oka panaszra.	0.284615
- Thế nào ông!	Első az igazság.	0.28125
- Nhà Vua tiếp tục - Ông nói rằng chính là bọn cận vệ Đức ông đã tìm cách gây sự với ngự Iâm quân của ông?	Azután Tréville úr felé fordult, és félrevonta az egyik ablakmélyedésbe: ~~~ - Szóval azt mondja uraságod - szólalt meg -, hogy Őeminenciája gárdistái kötöttek bele a testőreibe?	0.143996
- Vâng, tâu Bệ hạ, luôn luôn như vậy.	- Igen, Felség, akárcsak máskor is.	0.666807
- Thế à, vậy đầu đuôi câu chuyện thế nào?	- De hogyan kezdődött a dolog?	0.503571
Bởi vì, ông biết đấy, ông đại úy thân mến của tôi ạ, cần phải có một phán quan nghe cả hai bên.	Mert tudja, kapitány uram, a bírónak az a dolga, hogy meghallgassa mindkét felet.	0.166216
- Ôi, trời ơi, thì nó xảy ra một cách đơn giản nhất và tự nhiên nhất chứ sao.	- Hogy kezdődött? ~~~ Egészen egyszerű és természetes módon.	-0.0661017
Ba người trong số lính ưu tú nhất của thần, mà Hoàng thượng biết tên và đã nhiều lần đề cao lòng tận tâm của họ và thần có thể khẳng định với Đức Vua họ đã phục vụ hết lòng. ~~~ Ba người lính ưu tú của thần, các ông Athos, Porthos và Aramis đang chơi vui với một chàng thiếu niên người Gátxcông mà thần vừa giới thiệu với họ lúc sáng.	Három legjobb katonám, Felséged ismeri is mind a hármat név szerint, és nemegyszer méltányolta már lelkes hűségüket - mert nyugodtan mondhatom, szívük egyetlen vágya, hogy a királyt szolgálják; - szóval három legjobb katonám Athos, Porthos és Aramis mulatni indultak egy gascogne-i nemes­úrfival, akit épp aznap mutattam be nekik.	0.0121033
Cuộc vui sẽ diễn ra ở Saint-Germain thì phải, và họ hẹn hò nhau ở Cácmơ Đềsô, thì bị ông De Jussac và các ông Cahuxắc, Bicara và hai lính cận vệ khác đến phá rối, chắc hẳn có ý đồ xấu chống lại các sắc lệnh, nếu không đã không kéo đến đông đến thế.	Ha jól tudom, Saint-Germainba lett volna kirándulás, és ők a Sarutlan Karmelitáknál beszéltek meg találkát, amikor megzavarták őket Jussac, Cahusac és Bicarat urak meg két másik gárdista; nyilván nem azért jelentek meg ott ily népes társaságban, hogy a párbajrendeletek csorbítatlanságát védelmezzék.	0.289209
- Ờ, ờ, khanh làm ta nghĩ đến điều đó - Nhà Vua nói - chắc hẳn họ đến để đánh lộn lẫn nhau.	- No lám csak! ~~~ nem is olyan valószínűtlen - mondta a király -, minden bizonnyal párbajozni akartak.	0.0892081
- Tâu Bệ hạ, thần không buộc tội họ, nhưng thần xin để Bệ hạ xét đoán xem, năm người trang bị vũ khí trong một nơi hoang vắng như là vùng phụ cận tu viện Cácmơ, có thể sẽ làm.	- Ezt nem mondom, Felség; Felséged úgyis sejtheti, mit keres öt fegyveres ember a karmeliták kolostorának néptelen vidékén.	0.258757
- Phải, Treville, ông có lý, ông có lý.	- Valóban, Tréville, tökéletesen igaza van.	0.706071
- Thế là, khi họ nhìn thấy lính ngự lâm của thần, họ liền thay đổi ý và họ đã quên mối thù riêng bằng mối thù binh đội. ~~~ Bởi Bệ hạ chẳng lạ gì ngự lâm quân, họ thuộc về Đức Vua, và chỉ của Đức Vua, là kẻ thù tự nhiên của lính cận vệ thuộc Đức Giáo chủ.	- Amint megpillantották testőreimet, gondoltak egyet, a csapatok közti gyűlölet elfeledtette velük egymás közötti gyűlöletüket, mert Felséged bizonyára jól tudja, hogy a testőrök mint a király, és csakis a király emberei, természettől fogva utálják a gárdistákat, a bíboros úr híveit.	-0.00818182
- Phải, Treville, phải - nhà Vua nói một cách rầu rĩ - và thật đáng buồn.		-0.3
tin ta đi, khi thấy hai đảng phái như thế ở nước Pháp, hai nguyên thủ ở vương quyền; nhưng tất cả cái đó sẽ chấm dứt, Treville, tất cả cái đó sẽ chấm dứt.	- Igaza van, Tréville, igaza van - szólt mélabúsan a király -, higgye el, igazán szomorú, hogy Franciaország két pártra szakad, két feje van; de higgye el, Tréville, ez nem tart sokáig.	0.291071
Vậy khanh nói rằng bọn cận vệ đã tìm cách gây sự với ngự lâm quân?	Szóval, azt mondja, hogy a gárdisták kötöttek bele a testőrökbe?	0.238095
- Thần nói có thể mọi việc đã diễn ra như thế, nhưng tâu Bệ hạ, thần không thể như thế.	- Azt mondom, valószínűleg így történtek a dolgok, meg azonban nem esküszöm, Felség.	0.452091
Bệ hạ biết rõ, nhận ra sự thật khó đến chừng nào, và trừ phi được thiên phú cho cái linh khiếu kỳ diệu khiến được mệnh danh là Louis XIII chí công…		-0.3
- Và ông có lý, Treville ạ. Nhưng họ không đơn độc, bọn ngự lâm của ông, họ còn có thêm một đứa trẻ cùng với họ?	Felséged tudja, mily nehezen deríthető ki az igazság, és akiből hiányzik az a csodás ösztön, mely XIII.	0.211224
- Vâng, thưa Bệ hạ.	Lajosra ruházza az Igazságos nevet...	0.109091
và một người bl thương, đến nỗi ba lính ngự lâm của nhà Vua.	- No, jól van, Tréville; de testőrei, ugye nem voltak egyedül: egy gyerek is volt velük?	0.251471
mà một người lại bị thương và một đứa trẻ, không những đã đương đầu với năm trong số cận vệ khủng khiếp nhất của Giáo chủ, mà còn hạ gục bốn người.	- Igen Felség, sőt egyikük sebesülten ment oda, és a király három testőre, köztük egy sebesült meg egy gyerek, nem csupán megállta a sarat a bíboros úr öt legfélelmetesebb gárdistájával szemben, hanem az ötből négyet le is terített.	0.229213
- Nhưng, đó là một chiến thắng!	- Hisz ez valódi győzelem!	0.668
- Nhà Vua reo lên rạng rỡ - một chiến thắng hoàn toàn.	- kiáltott fel örömtől ragyogva a király - teljes győzelem!	0.845455
- Vâng, tâu Bệ hạ, thắng hoàn toàn như chiến thắng ở cầu Xê.	- Úgy van, Felség, olyan, amilyet a céi hídnál arattunk.	0.487822
- Ông nói, bốn người, một bị thương, một trẻ con?	- Azt mondja, négy ember, köztük egy sebesült meg egy gyerek?	0.544643
- Một gã gần là người lớn, nhưng cậu ta lại xử sự thật là tuyệt vời trong trường hợp đó, khiến thần dám mạo muội tiến cử cậu ta lên Bệ hạ.	- Még legénynek sem egészen nevezhető; és oly példásan viselkedett ez alkalommal, hogy bátorkodom Felséged figyelmébe ajánlani.	0.373984
- Hắn tên là gì?	- Mi a neve?	0.66
- Là D artagnan.	- D’Artagnan, Felség.	0.89
Tâu Bệ hạ, đó là con trai một trong những bạn cũ của thần, con trai một người đã đi theo Đức Tiên vương tiến hành chiến tranh du kích, lưu danh rạng rỡ.	Egyik legrégibb barátom fia; apja Felséged dicső emlékezetű atyjával harcolt a vallásháborúkban.	0.0875
- Và ông nói cậu ta xử sự rất chững chạc à?	- És azt mondja, hogy a fiatalember derekasan viselkedett?	0.581633
Kể cho ta nghe nào, Treville, ông biết ta thích những chuyện chiến tranh và chiến đấu mà.	Mesélje csak el, Tréville; tudja mennyire szeretem a háborús históriákat, a csetepatékat. ~~~ Azzal XIII.	-0.00806452
Và Louis XIII tay chống nẹ, kiêu hãnh vểnh tai lên.	Lajos király csípőre tette a kezét, és büszkén megpödörte a bajszát.	0.201923
