Miếng Da Lừa	A SZAMÁRBŐR	0.253846
Kinh Phúc âm được diễn tả bằng cái bình dị của cặp mắt tôn quý kia trong đó những tâm hồn rối loạn vào ẩn náu; sau hết toàn bộ giáo lĩnh của người bộc lộ ở một nụ cười dịu hiền và lộng lẫy.	Maga az Evangélium tükröződött e szerető szem tiszta fényében, melyhez a megbomlott léleknek oly jól esik menekülnie.	0.0185841
Nó dường như nói lên lời huấn thị này thâu tóm cả đạo lý: Hãy thương yêu nhau!	Végre a kereszténység legszebb parancsolata is ott tündöklött csodálatosan szelid mosolyában: Szeressétek egymást!	0.214773
Bức họa đó giục một lời cầu nguyện, khuyên sự khoan dung, dập tắt lòng vi kỷ, thức dậy những đức hạnh còn nằm yên.	Ez a festmény imára késztett, irgalmat igért, elfojtotta az önzést és életre keltett minden szunnyadó erényt.	0.222857
Cũng như âm nhạc dễ làm say mê, tác phẩm của Raphaël nhất thiết lôi cuốn anh vào hứng thú của những hồi tưởng và bị chinh phục hoàn toàn, người ta quên mất họa sĩ.	Ez a festmény elérte azt, amit csak a zene megbüvölő hatalma tud elérni, fölidézte az elmult élet legszebb emlékeit s elfeledtette a müvészt.	0.190909
Uy lực của ánh sáng lại tác động thêm vào tác phẩm kỳ diệu đó; thỉnh thoảng, dường như cái đầu vươn lên cao xa, vừa áng mây nào đó.	A lámpafény még fokozta a csodaszerüséget; egy-egy pillanatra olyan volt, mintha a Krisztus-fej valami távoli felhő meghasadt öléből mosolygott volna le.	0.291667
- Tôi đã đắp lên bức tranh này bao nhiêu tiền vàng - lão bán hàng lạnh lùng nói.	– Az egész vásznat végesvégig raktam aranyakkal – jegyezte meg közönyösen a kalmár.	0.3
- Chà, thế thì phải chết thôi, - chàng trai thốt lên, và bừng khỏi một cơn mê và điều tâm tư cuối cùng đã kẻo anh trở lại cái số mệnh đã định của anh, qua những suy diễn lần lần, rời anh khỏi mối hy vọng cuối cùng mà anh đã bám lấy.	– Ejh, meg kell halni! ~~~ – kiáltott föl hirtelen a fiatal ember, ki hosszu merengésében végül is végzetes balsorsára gondolt.	-0.171429
- Ái chà! ~~~ Té ra ta nghi ngờ anh là có lý!	– No lám, hát mégis csak jó, hogy éltem a gyanupörrel!	-0.0439024
- Lão già vừa đáp vừa nắm lấy hai cổ tay chàng trai, siết chặt bàn tay như một gọng kìm.	– hangzott az öreg ajakáról, ki megragadva a fiatal ember mindkét kezét, ugy fogta át egyik markával, mint a vascsapó.	0.252632
Chàng lạ mặt rầu rĩ mỉm cười vì sự lầm lẫn đó và dịu dàng nói:	Az ismeretlen szomoruan mosolygott e méltatlan bántalomra és szelid hangon mondotta:	0.288
- Ấy!	– Ejh, uram, nincs mitől tartania, a magam életéről van szó, nem az önéről!… Miért ne vallanám be ártatlan csalásomat?	-0.6
Thưa cụ, cụ đừng sợ, đó là nói tôi chết chứ không phải cụ... Sao ta chẳng thú thực một việc giả trá vô tội, - anh lại nói sau khi nhìn lão già lo lắng, - tôi vào xem những bảo vật của cụ là để chờ tối đến sẽ đi trẫm mình cho khỏi tai tiếng.	– folytatta, tekintetét a nyugtalan öregre függesztve. ~~~ – Be akartam várni az éj leszálltát, hogy elkerüljem a föltünést, mikor a vizbe vetem magam, s csak időtöltésül jöttem az ön dus kincseit megtekinteni.	-0.048995
Ai mà chẳng tha thứ cho cái thích thú cuối cùng này ở một con người khoa học và văn thơ?	Ki ne bocsátana meg a tudomány, a költészet emberének ez utolsó gyönyörüségét?	0.243038
Lão bán hàng đa nghi vừa giường mắt sắc sảo ngắm nghía bộ mặt rầu rĩ của người khách hàng giả hiệu vừa lắng nghe anh nói.	A gyanakvó kalmár éles tekintettel vizsgálgatta beszédközben az álvásárló komor arcát.	0.129545
Lập tức yên lòng vì giọng nói đau đớn ấy, hay có lẽ qua những nét mặt nhợt nhạt nhìn thấy cái số mệnh bi thảm vừa nãy đã từng làm cho đám khách đánh bạc rợn mình, lão ta buông tay ra; nhưng vì còn chút nghi ngờ nó để lộ ra cái kinh nghiệm của ít ra hàng trăm năm, lão hờ hừng giơ tay về phía một chiếc tủ bát đưa như đế vịn, và vừa cầm lấy một mũi dao nhọn vừa nói:	Megnyugodva talán e fájdalmasan remegő hang hallatára, vagy kegyetlen balsorsot olvasva ki e szinevesztett, fakó arc vonásaiból, melyek az imént még a játékosokat is megremegtették, elbocsátotta kezét; hanem azért közel évszázados tapasztalata nem engedte a gyanut csak ugy egyszeriben elfojtania, s a lehető legtermészetesebb mozdulattal, mintha csak hozzá akarna támaszkodni, a szomszédos pohárszék felé nyult, hirtelen megragadván a rajta heverő tőrt.	0.280402
- Anh có phải là viên chức ngoại ngạch sở ngân khố đã ba năm nay chẳng được tiền thưởng gì không?	– Mondja csak, ugy-e már vagy három esztendeje számfölötti a kincstár szolgálatában, s nincsen fizetése?	0.279412
Chàng lạ mặt không nhịn được mỉm cười và làm hiệu rằng không.	Az ismeretlen nem állotta meg, hogy el ne mosolyodjék, de tagadó mozdulattal válaszolt.	0.275676
- Cụ thân sinh anh có quá lời mắng nhiếc anh vì anh đã ra đời không, hay anh đã bị nhục điều gì chăng?	– Az apja talán nagyon rossz néven találta venni, hogy a világra jönni merészkedett? ~~~ Vagy valami becstelenséget követett el?	-0.0152778
- Nếu tôi muốn chịu nhục thì tôi đã sống.	– Ha becstelenné tudnék lenni, életben maradnék.	0.29375
- Anh có bị huýt sáo ở nhà hát Funambules không, hay anh đã bắt buộc phải làm ra những bài vè tục tĩu để lấy tiền đưa ma tình nhân anh?	– Kifütyülték a Funambulesben? ~~~ Vagy lárilettókat kellene komponálnia, hogy szeretőjének a temetési költségeit kifizethesse?	-0.0190476
Hoặc giả anh mắc bệnh tham vàng chăng?	Vagy talán a sóvár aranykór lepte meg?	0.259459
Anh muốn trút bỏ ưu phiền đi chăng?	Vagy csak az unalmat akarja lerázni a nyakáról?….	0.230769
Tóm lại điều lầm lạc gì khiến anh phải tự tử?	Mondja, miféle tévedés készti halálra?	0.1875
- Cụ chẳng nên tìm nguyên nhân cái chết của tôi ở những lý do tầm thường, nó xui nên phần lớn các vụ tự sát.	– Ne keresse titkát közönséges okokban, mint a minők legtöbbnyire öngyilkosságra vezetnek.	0.2
Để miễn cho tôi bộc lộ những nỗi đau đớn khôn xiết mà cũng khó diễn tả được bằng tiếng nói con người, tôi chỉ xin nói với cụ rằng tôi đang bị nỗi khổ sâu xa nhất ê chề nhất, cay đắng nhất trong mọi cực khổ.	Részint hogy megkiméljem magam hallatlan szenvedéseim föltárásától, részint azért, mivel emberi nyelven ilyesmi alig is mondható el, csak annyit mondok önnek, hogy a legnagyobb, legmegalázóbb, legelviselhetetlenebb nyomoruságban vagyok.	0.284
Và, - anh nói thêm bằng một giọng kiêu hãnh tàn nhẫn nó cải chính những lời vừa nói xong - tôi chẳng muốn van xin sự cứu giúp cũng như lời an ủi.	És – folytatta szilaj büszkeséggel, ami meghazudtolta előbbi szavait – nem akarok koldulni, sem alamizsnát, sem vigasztalást. ~~~ – Eh! ~~~ eh!	-0.120312
- A ha!- Hai tiếng mà lão già thốt ra đó thay tất cả lời đáp, giống như tiếng kèn kẹt.	Elsőben csak ez a két szótag hangzott válaszul az aggastyán ajakáról, az is olyanféle rekedtes hangon, mint a kereplőé.	0.234783
Rồi lão nói tiếp như sau:	Azután megszólalt:	0.18
- Chẳng bắt anh van xin tôi, chẳng làm cho anh phải xấu hổ, và chẳng cho anh một đồng centime của Pháp, một đồng parat của phương Đông, một đồng tarain của Sicile, một đồng heller của Đức, dù một đồng xu của thế giới cũ, cho đến một đồng bạc của thế giới mới, chẳng tặng anh bất cứ cái gì bằng vàng, bằng bạc, bằng đồng, bằng giấy, bằng phiếu, tôi muốn làm anh trở nên giàu có hơn, quyền thế hơn, và được trọng vọng hơn cả một ông vua lập hiến.	– Anélkül, hogy kérnie kellessék, anélkül, hogy elpiritanám, anélkül, hogy egy francia centime-ot, levantei parát, olasz soldót, német hellert, orosz kopejkát, skót farthingot, az ó világ egyetlen sestertiusát, obolosát, vagy az ujnak egyetlen piaszterét adnám önnek, anélkül, hogy bármi néven nevezendő arany, ezüst, kongó vagy papirpénzt ajánlanék fel: – gazdagabbá, hatalmasabbá, tiszteltebbé teszem, mint aminő a legalkotmányosabb király lehet.	0.254167
Chàng trai tưởng lão già ngớ ngẩn nên đứng đờ ra không dám trả lời.	A fiatal ember meg volt győződve róla, hogy az agg második gyermekkorát éli, s most feljött a hava.	0.249351
Anh hãy quay lại đi, - lão già vừa nói vừa đột nhiên vớ lấy chiếc đèn để chiếu ánh sáng lên bức tường đối diện với bức chân dung, - và hãy nhìn MIẾNG DA LỪA này, - lão nói thêm.	Fásultan nézett rá és nem válaszolt. ~~~ – Forduljon hátra, – szólalt meg ismét a kalmár, hirtelen fölkapva a lámpát, hogy világát a képpel szemközti falra vetitse, – és vegye szemügyre ezt a szamárbőrt.	-0.000769231
Chàng trai vùng dậy tỏ vẻ ngạc nhiên khi thấy bên trên ghế anh ngồi một miếng da lừa treo trên tường, không lớn hơn một tấm da cáo; nhưng, do một hiện tượng thoạt tiên khó hiểu, miếng da đó phóng vào giữa khoảng tối mò ở gian hàng những tia sáng rực rỡ tưởng như của một ngôi sao chổi nhỏ.	VIII. ~~~ A fiatalember felszökött ültéből, s kissé meglepődve vette észre, hogy széke fölött, a falon, róka bőrénél alig nagyobbacska szamárbőr van kifeszitve és csodálatos, első megpillantáskor szinte megfejthetetlen módon oly ragyogó fényességet sugároz ki a körös-körül mindent beburkoló homályba, mint valami fiók-üstökös.	-0.000955414
Chàng trai đa nghi đến gần tấm bùa giả định đó nó sẽ cứu nạn anh, và thầm nói một lời nhạo báng.	Az ifju hirtelen közelebb lépett az állitólagos talizmánhoz, mely föltartóztathatná balsorsában és gondolatban megmosolyogta.	0.264545
Tuy nhiên do một sự tò mò chính đáng thúc đẩy, anh cúi xem lần lượt tất cả các khía cạnh, và chẳng bao lâu khám phá ra nguyên nhân thực tế của cái ánh sáng kỳ lạ đó; những hạt cát của tấm da được mài nhẵn kỹ càng quá và đánh bóng quá, những đường sọc dọc ngang của nó sạch sẽ trơn tru quá đến mức những chỗ lồi lõm của tấm da Đông phương đó, giống như những mặt nhỏ của viên ngọc thạch lựu, tạo thành bấy nhiêu tiêu điểm nhỏ phản chiếu ánh sáng rực rỡ.	Majd a nagyon is érthető kiváncsiságtól sarkalva, egészen közel férkőzött hozzá, s mindenfelől gondosan körülvizsgálva, nemsokára tisztában volt e különös sugárzás természetes okával. ~~~ A szamárbőr szemcséi oly gonddal voltak kisimitva, szinte kicsiszolva, s szeszélyes mintázata minden izében oly tiszta, oly ragyogóan tiszta volt, hogy e keleti irha kidudorodó szemecskéi, mint megannyi csiszolt gránát, apró, tükörsima lapocskáikkal verték vissza a fényt.	-0.0231293
Anh chứng minh bằng toán học nguyên do của hiện tượng đó cho lão già; lão ta, thay lời đáp, mỉm cười một cách hóm hỉnh.	Matematikai következetességgel fejtette ki e jelenség okát az aggastyánnak, ki felelet helyett csufondárosan mosolygott.	0.257895
Cái nụ cười trịch thượng đó làm cho nhà bác học trẻ tuổi tưởng mình đang bị một trò ảo thuật nào mê hoặc.	A felsőbbségnek ez a mosolya olyanféle gondolatokat ébresztett a fiatal emberben, mintha valami szélhámos csalafintáskodnék vele.	0.3
Anh không muốn mang theo xuống mồ thêm một điều bí ẩn nên vội lật tấm da lại như một đứa trẻ nóng muốn biết những bí ẩn của món đồ chơi mới của nó.	Nem volt kedve még egy rejtelemmel többet vinni magával a sirba, azért hirtelen mozdulattal megforditotta a bőrt, mint gyermek az uj játékszerét, melynek még nem sikerült titkát kifürkésznie.	0.284024
- A ha!	– Ah!	0.25
- Anh kêu lên, - đây là dấu ấn mà người phương Đông gọi là ấn của Salomon.	ah! ~~~ – kiáltott fel – itt van a lenyomat, melyet Keleten Salamon pecsétjének neveznek.	0
- Thế ra anh biết nó?	– Ismeri hát?	0.16
- lão già hỏi, lỗ mũi lão phì hơi ra hai ba lần, cái đó diễn tả nhiều ý hơn cả những lời hùng hồn nhất.	– tudakolta a kereskedő és orrcimpái minden beszédnél többet kifejezően remegtek meg.	0.196429
