Alexandre Dumas	﻿ALEXANDRE DUMAS	0.24
- Cậu thiếu niên rất xúc động đáp. ~~~ - A!	- Köszönöm, uram - mondta elérzékenyülten a fiú.	0.156884
Chúng ta đến Saint-Denis rồi! ~~~ - Arthos lẩm bẩm.	- Lám csak, megérkeztünk Saint-Denis-be - suttogta Athos.	0.0236842
Quả thật lúc ấy họ đến cổng thị trấn có hai lính canh. ~~~ Một tên nói với tên kia:	S csakugyan, e percben értek a strázsák őrizte városkapu elé; az egyik így szólt a társához:	-0.00511364
- Hình như lại một nhà quý tộc trẻ tuổi nữa sắp sung vào quân đội.	- Ahol ni, még egy nemesúrfi, ki, amint látom, szintén a táborba tart!	0.462723
Arthos quay đầu lại, bất cứ cái gì liên quan đến Raoul, dù gián tiếp anh đều thích thú.	Athos erre megfordult; minden, ami, ha közvetett módon is, de Raoulra vonatkozott, rend­kívüli érdeklődést keltett benne.	0.232979
- Do đâu mà anh đoán biết được?	- Ezt vajon miből látja?	0.630435
- Arthos hỏi.	- kérdezte az őrtől.	0.9
- Thưa ông, - tên lính canh đáp, - do cái dáng vẻ của cậu nhà.	- Az arcáról, uram.	0.205263
Với lại cậu cũng đến tuổi rồi.	Azonkívül megvan hozzá a kora is.	0.234375
Đó là người thứ hai trong ngày hôm nay.	Ez ma már a második.	-0.0631579
- Thế sáng nay cũng có một người trẻ tuổi như tôi đến đây à?	- Hát már elment itt előttem egy velem egyívású fiú? ~~~ - kérdezte Raoul.	0.136364
- Raoul hỏi.	- De el ám!	0.96
Vâng, thực vậy, một người vẻ mặt cao sang và trang bị ngựa rất oách, ra dáng con nhà gia thế.	Délceg, szép felszereléssel, egyszóval, akin látszott, hogy valami úriházból való.	0.238554
- Đó sẽ là một bạn đồng hành của tôi đó, thưa ông, - Raoul vừa đi vừa nói, - Nhưng than ôi!	- Legalább lesz útitársam, uram - mondta Raoul, továbbléptetve.	0.718033
Anh ta sẽ không làm tôi quên được người mà tôi bị mất.	- De fájdalom, ez még nem tudja elfeledtetni, akit itt hagyok!	0.261818
- Raoul, tôi không chắc anh sẽ đuổi kịp anh ta đâu, - Arthos nói, - bởi vì tôi cần nó, chuyện với anh tại đây, và cái điều tôi nói cũng chiếm khá thời gian, nên nhà quý tộc ấy sẽ đi trước anh đấy.	- Nem hinném, hogy utolérheti, Raoul, mert beszélnivalóm van magával itt, s mondandóm tovább tart majd, semhogy az az ifjú alaposan elébe ne vágjon!	0.376765
- Dạ xin tuỳ ý ông.	- Ahogy parancsolja, uram.	0.857143
Vừa trò chuyện, họ vừa đi qua các phố đông nườm nượp nhân ngày lễ rồi đến trước một giáo đường cổ trong đó đang cầu lễ misa đầu tiên.	Imígy beszélgetve tovább ügettek az utcákon, melyek, ünnepnap lévén, tele voltak néppel, s megérkeztek a régi bazilika elé; odabent még tartott az első mise.	0.281879
- Raoul, ta xuống ngựa đi, - Arthos bảo. ~~~ - Olivain giữ ngựa cho chúng tôi và đưa tôi thanh kiếm.	- Szálljunk le, Raoul - mondta Athos -, Olivain, vigyázzon a lovakra, s adja ide a kardot.	0.16125
Arthos cầm lấy thanh kiếm, rồi hai nhà quý tộc đi vào nhà thờ.	Athos átvette a kardot a csatlóstól, s oldalán Raoullal belépett a templomba.	0.277612
Arthos dâng nước thánh cho Raoul.	Raoulnak szenteltvizet kínált.	0.270968
Trong trái tim người cha có một chút gì như mối yêu thương ân cần của một tình lang đối với tình nương của mình vậy.	Némely apában oly figyelmes szeretet él, mint egy-egy szerelmesben a kedvese iránt.	0.101299
Cậu thiếu niên chạm vào tay Arthos, chào và làm dấu thánh.	Az ifjú megérintette Athos kezét, térdet hajtott és keresztet vetett.	0.280645
Arthos nói một câu gì đó với lnột người canh gác, hắn cúi mình và đi về phía những hầm mộ táng.	Athos valamit mondott egy templomszolgának, az meghajolt, s indult a kripták felé.	0.176
- Lại đây Raoul, - Arthos bảo, - chúng ta đi theo người này.	- Jöjjön, Raoul, kövessük ezt az embert.	0.888462
Người canh mở cổng rào những ngôi mộ vua chúa và đứng ở bậc trên còn Arthos và Raoul đi xuống.	Az őr kinyitotta a királysírok rácsos ajtaját, s ott maradt a lépcső elején, Athos és Raoul pedig lefelé indult.	0.444175
Phía dưới sâu của cầu thang nhà mồ được chiếu sáng bởi một cây đèn bạc đặt ở bậc cuối cùng. ~~~ Ngay bên dưới cây đèn ấy có một nhà táng chân chống bằng gỗ sồi, phủ một tấm mùng lớn bằng gấm tím thêu hoa huệ vàng.	A sírbolt grádicsát a legalsó lépcsőfokokon égő ezüstlámpás világította, s éppen e lépcsőfok fölött nyugodott, széles, aranyliliomos lila bársony takaróba vonva, egy tölgyfa bakra helyezett ravatal.	-0.0367347
Lòng đầy ưu sầu và vẻ uy nghiêm của nhà thờ vừa đi qua chuẩn bị sẵn cho chàng thiếu niên đi đến tình huống này, cậu bước xuống thong thả và trang trọng, rồi bỏ mũ đứng nghiêm trước di hài của vị vua cuối cùng. ~~~ Vị vua ấy chỉ phải đi theo tổ tiên khi kẻ kế vị ông đến nối gót ông, và dường như ông nằm đó để nói với niềm kiêu hãnh của con người đôi khi rất dễ phẩn khich khi ở trên, rằng: "Hỡi cát bụi trần gian, ta đợi người!"	Az ifjú, kit szomorúsággal telő szíve s már a templom áhítatos fensége előkészített e pillanatra, ünnepélyes, lassú léptekkel szállt alá, s fedetlen fővel állt meg az utolsó király földi maradványai előtt, ki is csak akkor kerülhet ősei mellé, mikor majd utódja is őmellé kerül, s most mintegy azért tartózkodik itt, hogy azt mondja az emberi gőgnek, mely a királyi trónon oly gyakran bőszködik: ~~~ "- Földi porhüvely, várlak!"	-0.191823
Một lát im lặng.	Némán álltak egy pillanatig.	0.142105
Rồi Arthos giơ ngón tay chỉ vào cỗ quan tài và nói:	Aztán Athos felemelte a kezét, s a koporsóra mutatott:	0.282
- Cái phần mộ vô định này là của một con người yếu hèn và không quyền thế vậy mà lại có một triều đại đầy những biến cố lớn lao. ~~~ Vì ở trên ông vua, có trí tuệ của một người khác canh giấc, giống như cây đèn kia canh giấc bên trên cỗ quan tài này và chiếu sáng nó.	- Ez ideiglenes koporsó - mondta -, egy gyarló s nagyság nélkül való emberé, kinek uralkodása mégis fontos eseményekben bővelkedett; igen, mert a király felett úgy őrködik egy másik ember szelleme, miként e lámpás őrködik világítón e koporsó felett.	-0.0360759
- Người kia là vua thực sự, Raoul ạ; người này chỉ là một bóng ma và người kia đặt linh hồn mình vào đó.	Ez az ember volt az igazi király, Raoul; a másik csak fantom, akire a lelkét áldozta.	0.144
Song le cái quyền uy quân chủ ở nước ta nó mạnh mẽ biết chừng nào, con người kia chẳng được vinh dự có một nấm mồ dưới chân của kẻ mà vì họ ông ta đã đem cả cuộc đời để tạo nên niềm quang vinh.	De mivelhogy a monarchia fensége oly hatalmas minálunk, ez az ember még sírhelyet sem érdemelt annak lábánál, kinek dicsőségéért életét áldozá, mert ez az ember, s ezt, Raoul, ne felejtse el, ha a királyt kicsinnyé is, a királyságot naggyá tevé, és a Louvre-palotában két dolog lakozik: a király, aki halandó, s a királyság, mely halhatatlan.	0.162385
Bởi vì, Raoul, hãy nhớ lấy điều này, nếu như người ấy đã làm cho nhà vua nhỏ bé thì ông ta đã làm cho vương vị lớn lao hơn, và trong cung điện Louvre cất giữ hai điều: vua thì chết và vương vị không chết, Raoul này, triều đại ấy đã qua đi, vị tể tướng mà ông chúa của mình hết sức kiềng nể, sợ hãi và căm ghét, khi xuống mồ đã kéo theo mình cả nhà vua mà ông không muốn để còn sống một mình, chắc hẳn vì ngại rằng nhà vua sẽ phá hoại sự nghiệp của ông ta, bởi vì nhà vua chỉ có thể kiến thiết khi có ở bên cạnh mình hoặc Chúa trời hoặc anh linh của Chúa.	Ez az uralom elmúlt, Raoul; s a gazdájától annyira gyűlölt és rettegett miniszter sírba dőlt, s maga után rántotta a királyt, nem akarván, hogy nélküle éljen tovább, és tönkretegye művét; mert egy király csak akkor alkot, amikor mellette van Isten vagy Isten szelleme.	-0.126506
Vậy mà trong khi ấy, cả thiên hạ coi cái chết của tể tướng như một giải thoát. ~~~ Những người đương thời thật là mù quáng, và chính tôi, đã có mấy lần ngang nhiên ngăn cản những ý đồ của con người vĩ đại ấy.	S mégis akkoriban mindenki felszabadulásnak érezte a bíboros halálát; s én magam is, lévén a kortársak vakok, keresztülhúztam olykor e nagy ember számítását, ki egész Franciaországot kezében tartá, s aszerint, hogy kinyitotta vagy becsukta markát, fojtogatá vagy juttatá kedvére levegőhöz.	-0.0275641
Ông nắm cả nước Pháp trong tay mình và tuỳ theo ông siết chặt lại hay buông tay ra mà bóp nghẹt nó hoặc cho nó thở thoải mái.	Ha nem zúzott össze engem és barátaimat rettentő dühében, bizonnyal azért volt, hogy ma elmondhassam itt: Raoul, igyekezzék a királyt mindig különválasztani a királyságtól!	0.222727
Nếu như trong cơn giận dữ khủng khiếp của mình, ông đã không nghiền nát tôi ra, tôi và các bạn thân của tôi, chắc hẳn là để hôm nay tôi có thể nói với anh rằng: này Raoul hãy luôn luôn biết phân biệt nhà vua và vương vị; vua chỉ là một con người, vương vị là ý thức của Chúa; khi nào anh hoài nghi không biết cần phải phụng sự ai, thì hãy bỏ đi cái vỏ ngoài vật chất mà giữ lấy cái nguyên lý vô hình, là tất cả.	A király csak ember, a királyság Isten szelleme; ha kétség fogja el, és nem tudja, kit szolgáljon, hagyja ott az anyagi megjelenési formát a láthatatlan elvért, mert minden a láthatatlan elv!	-0.163793
Tuy nhiên Chúa muốn làm cho cái nguyên lý ấy có thể sờ thấy được và cho nó hiện thân vào một con người.	De Isten ezt az elvet foghatóvá akarta tenni azzal, hogy emberben testesítette meg.	0.148
Raoul ơi, tôi nhìn tương lai của anh dường như qua một đám mây.	Raoul, úgy rémlik nekem, mintha valami felhőn át látnám a jövőjét.	0.295455
Tôi tin rằng tương lai anh sẽ sáng sủa hơn của chửng tôi.	Jobb, mint a mienk, azt hiszem.	-0.0888889
Chúng tôi đã có một tể tướng mà không có vua; trái hẳn lại, anh có một ông vua mà không có tể tướng.	Ellentétben a mienkkel, kiknek volt egy minisz­terünk, király nélkül, maguknak egy miniszter nélküli királyuk leend!	0.294545
Vậy thì anh có thể phụng sự, yêu mến và kính trọng đức vua.	Tehát szolgálhatják, szerethetik s tisztelhetik a királyt.	0.247368
Nếu như ông vua ấy là một bạo chúa vì mọi sự toàn năng đều có cái choáng váng thúc đẩy nó đi đến bạo quyền - thì anh hãy phụng sự, yêu mến và kính trọng vương vị, nghĩa là cái điều không bao giờ sai lầm, nghĩa là ý thức của Chúa trên cõi trần này, nghĩa là cái tia lửa trời nó làm cho hạt bụi trở thành lớn lao và thần thánh đến nỗi chúng ta, những nhà quý tộc cũng vào hạng danh gia thế phiệt, cũng thành chẳng có nghĩa lý gì trước cái hình hài nằm ở bậc cuối cùng của cầu thang này, giổng như hình hài ở trước ngai vàng của Đấng cứu thế.	Ha pedig ez a király zsarnok, mert a teljhatalom örvénye vad, mely a zsarnokság felé sodorja: szolgálják, szeressék és tiszteljék a királyságot, vagyis a csalhatatlan elvet, Isten szellemét e földön, amaz égi szikrát, mely a port oly naggyá és szentté teszi, hogy még mi, főrangú emberek is oly semmik vagyunk e lépcső legalsó fokára szegezett tetem előtt, miként ez a tetem az Úr trónusa előtt.	0.115385
- Thưa ông, tôi sẽ tôn thờ Chúa - Raoul nói - Tôi sẽ kính trọng vương vị, tôi sẽ phụng sự Đức vua, và nếu như phải chết, tôi sẽ cố gắng chết hoặc vì Đức vua, hoặc vì vương vị, hoặc vì Chúa.	- Imádni fogom istent, s tisztelni a királyságot, uram - mondta Raoul -; szolgálni fogom a királyt, s igyekezni fogok, hogy ha meg kell halnom, az a királyért, királyságért vagy Istenért legyen.	0.512727
Ông hiểu tôi rõ ràng chứ?	Jól értettem, uram?	0.165
Arthos mỉm cười và nói:	Athos mosolygott.	0.123529
- Anh là một thiên bẩm cao quý.	- Nemes jellem - mondta -, íme, a kardja.	0.605208
Đây là thanh kiếm của anh.		-0.3
Raoul quỳ một chân xuống đất.	Raoul fél térdre ereszkedett.	0.837931
Arthos nói tiếp:		-0.3
- Thanh kiếm này đã được cha tôi, một nhà quý tộc trung hậu mang.	- Atyám viselte volt, egy hű nemes.	0.31875
Đến lượt tôi lại mang nó và đôi lần tôi đã làm rạng rỡ nó khi chuôi kiếm ở trong lòng bàn tay tôi và bao kiếm đeo ở bên sườn tôi.	Én is viseltem, s olykor becsületet szereztem neki, mikor markolata kezemben volt s csak hüvelye az oldalamon.	0.165306
Raoul, nếu như bàn tay anh hãy còn yếu đề sử dụng thanh kiếm này thì càng hay, anh sẽ có thêm thì giờ để tập tành và để chỉ tuốt nó ra khi nào nó cần phải trông thấy ánh mặt trời.	Ha keze még gyenge volna e kard forgatására, Raoul, sebaj; annál több ideje lesz megtanulni, hogy csak akkor rántsa ki, mikor napvilágot kell látnia.	0.288889
Raoul đón nhận thanh kiêm từ tay bá tước và nói: ~~~ - Thưa ông, tôi chịu ơn ông về mọi thứ; tuy nhiên thanh kiếm này là tặng vật quý báu nhất mà ông đã cho tôi.	- Uram - mondta Raoul, s a kardot elvette a gróf kezéből -, mindent magának köszönhetek; ez a kard azonban a legdrágább ajándék minden eddigi közt.	0.0307729
Tôi xin thề với ông rằng tôi sẽ mang nó với tư cách một người biết ơn.	Esküszöm, örökös hálával fogom hordani.	0.0488372
Rồi cậu kính cẩn ghé môi hôn lên chuôi kiếm.	A kardra hajolt, s markolatát áhítattal megcsókolta.	0.294
- Tốt lắm, - Arthos nói, - tử tước hãy đứng lên và chúng ta ôm hôn nhau.	- Jól van - mondta Athos.	0.434416
Raoul đứng dậy và xúc động tràn trề, nhào mình vào cánh tay Arthos.	- Emelkedjék fel, vicomte, s csókoljuk meg egymást.	0.15
