Bà Bô vary	Bovaryné	0.27
Những đứa trẻ đi giày vải chạy ở trên đó như chạy trên sàn nhà làm riêng cho chúng, và người ta thấy tiếng nói lanh lảnh của chúng qua tiếng chuông ngân.	A mezítlábas gyerekek úgy szaladgáltak ezeken a kőlapokon, mint valamely nekik készült és számukra fentartott területen; lármájuk túlharsogta a harang zúgását.	0.278846
Tiếng chuông ấy nhỏ dần cùng với những chấn động của chiếc dây thừng to từ tháp chuông cao rủ xuống quét lê một đầu trên mặt đất.	A harangszó különben nemsokára elhallgatott; a toronyból lelógó nagy harangkötél, melynek a vége lent hempergett a földön, egy darabig még ingott-lengett, aztán a zümmögés is megszünt.	0.244
Chim nhạn vừa bay qua, kêu khẽ, rạch không khí bằng đôi cánh mỏng, rồi lại vội trở về tổ vàng của chúng dưới ngói mái hiên.	Fecskék röppentek tova, csiripelve, csípogva; nagy ívet hasítottak a levegőbe, s aztán sebesen tértek vissza sárga fészkeikbe, a csatornát tova vezető, kiugró födél cserép-zsindelyei alá.	0.206522
Cuối nhà thờ, một ngọn đèn đang đốt, nghĩa là một ngọn bấc đèn nhỏ thả trong một cái cốc treo.	A templom mélyén lámpa égett, vagyis, jobban mondva: egy mécsnek a kanócza, üvegburában, mely a mennyezetről csüngött le, zsinóron.	0.253211
Ánh sáng của nó, từ xa nhìn lại, như một vết trắng mờ rung rinh trên đầu.	Fénye messziről reszkető fehér foltnak látszott, mely ide-oda uszkált az olajban.	0.288462
Một tia nắng dài xuyên qua giữa giáo đường làm cho các gian bên và các góc càng tối hơn.	A napnak egy hosszú sugara végig vonult a templom nagy hajóján és még sötétebbé tette az oldalhajókat és a szögleteket.	0.235484
-Cha xứ đâu?	– Hol van a főtisztelendő úr?	0
- Bà Bôvary hỏi một thằng bé đang nghịch lắc cái cửa xoay trong cái lỗ chân quay quá lỏng.	– kérdezte Bovaryné egy gyerektől, a ki azzal szórakozott, hogy buzgón forgatta, rázta, feszegette a gyalogátjárónál lévő forgókeresztet, melyet amúgy is csak az imádság tartott az alapzatául szolgáló czölöpben, mert ennek az ürege, a hová a forgókereszt be volt erősítve, már igen kitágult.	-0.275
-Cha sắp đến, - đứa trẻ đáp.	– Mindjárt jön – felelt a gyerek.	0.291176
Quả nhiên, cánh cửa nhà cha xứ rít lên, linh mục Buốcniziêng hiện ra; lũ trẻ hỗn độn, chạy trốn vào trong nhà thờ.	És csakugyan, mintha már nyikorgott volna a plébánia ajtaja. ~~~ Néhány pillanat mulva Bournisien abbé megjelent, s a gyerekek, egymás nyakára hágva, ész nélkül szaladtak be a templomba.	-0.0157895
-Những thằng ranh con ấy!	– Akasztófáravalók!	0.25
- Người tu sĩ lẩm bẩm,	– dörmögött a pap.	0.228571
-vẫn chúng nó!	– Nem lehet ezeket megjavítani!	0.0529412
Rồi ông ta nhặt cuốn giáo lý rách bươm mà chân ông vừa đá phải, ông nói:	S fölemelve a földről egy nagyon rongyos katekizmust, a melybe a lába bele ütközött, így morgott tovább:	0.2325
-Ngữ này chẳng còn kính nể gì cả!	– Nem tartanak ezek tiszteletben semmit!… Semmi, de semmi se szent előttük!…	0.0307692
Nhưng, thoạt nhìn thấy Bà Bôvary, ông ta nói:	Hanem, a hogy észrevette Bovarynét:	0.176471
-Bà miễn thứ cho tôi, tôi đã không nhận ra bà.	– Bocsásson meg – szólt – nem vettem észre mindjárt…	0.264
Ông ta nhét cuốn giáo lý vào túi rồi đứng lại, tiếp tục lúc lắc giữa hai ngón tay cái chìa khóa nặng của kho đồ thánh.	A katekizmust bedugta a zsebébe s megállt, tovább is himbálva két ujja közt a sekrestye nehéz kulcsát.	0.192632
Ánh nắng chiều tà rọi vào giữa mặt ông ta làm mờ lần vải len bóng của chiếc áo thầy tu của ông ta, bóng nhoáng ở khuỷu tay rách xơ ở phần dưới.	A lemenő nap fénye, mely arczába verődött, valamivel világosabbnak tüntette fel könyökénél kifényesedett s alul meglehetősen kikoszlott reverendáját.	0.27973
Những vết mỡ và vết thuốc lá chạy trên bộ ngực rộng của ông linh mục theo đường khuy nhỏ, và những vết đó càng ngày càng nhiều khi rời xa miếng vải đeo trước ngực, dưới đó ẩn nhiều nếp nhăn của làn da đỏ của ông ta lấm tấm những vết vàng mà những sợi cứng của bộ râu cằm hoa râm che khuất.	Széles mellén az apró gombok függőleges sorához a zsir- és burnót-foltok hasonlóan hosszú és egyenes sora csatlakozott, de a legtöbb pecsétet mégis fentebb lehetett látni, mindjárt a papi gallér alatt, melyen kövér tokája nyugodott. ~~~ Vörös nyakát sárgás foltok borították, s ezek csak ott tüntek el, a hol már kiütközött a hanyagul beretvált, szürkülő szakál.	-0.00777439
Ông ta vừa ăn xong, thở phì phò.	Éppen most ebédelt és erősen szuszogott.	0.247059
-Sức khỏe của bà thế nào?	– Hogy’ van?	-0.02
- Ông ta nói tiếp.	– kérdezte.	0.192857
-Kém ạ, - Emma đáp, - tôi khó chịu.	– Rosszul – felelt Emma.	0.156
- Này!	– Szenvedek.	0
Tôi cũng vậy, - ông linh mục lại nói.	– Ó, én is! ~~~ – szólt a pap.	-0.0568966
-Những cơn nóng bức đầu tiên này làm bà mệt nhoài ra một cách lạ lùng phải không ạ?	– Mikor kitavaszodik az idő, az első meleg napok csodálatosan elbágyasztják az embert.	0.259756
Nhưng bà tính sao!	Úgy-e, ön is tapasztalta ezt?	0.157895
Chúng ta sinh ra là để chịu khổ như thánh Pôn đã nói.	De hát, kérem, azért születtünk, hogy szenvedjünk, mint Szent Pál mondta.	0.226316
Nhưng ông Bôvary, ông ấy nghĩ thế nào về chuyện này?	Hanem, mondja, mit szól ehhez Bovary úr?	0.12973
-Ông ấy!	– Ő!	0.128571
-Nàng đáp với một dáng điệu khinh miệt.	– fakadt ki Emma, a megvetés egy önkéntelen mozdulatával.	0.234783
-Sao!	– Hogyan?	0.05
-Ông linh mục sửng sốt nói.	– kérdezte a derék ember megütődve.	0.241935
- Ông ấy không cho bà dùng thuốc gì à?	– Nem rendel önnek semmit?	0.138462
- Ôi!	– Ah!	0.25
- Emma đáp, - thuốc thang của trần thế chẳng phải là loại thuốc cần cho tôi.	– mondotta Emma. ~~~ – Nekem nem földi orvosság kell.	-0.099
Nhưng ông linh mục chốc chốc lại nhìn vào nhà thờ, trong đó tất cả lũ trẻ đang quì gối hích nhau bằng vai rồi ngã chồng lên nhau...	De a plébános, időnkint, be-bepillantott a templomba, a hol a térdeplő gyerekek a vállukkal lökdösték egymást, úgy hogy néha egy egész sor fiú olyanformán bukott előre, mint sok, hosszában megtört s egyenesen fölállított kártya, a melyeket valaki lefricskáz.	0.0787234
-Tôi muốn được biết..., - nàng lại nói.	– Szeretném tudni… – kezdte ujra Emma.	0.255
-Đợi đấy, đợi đấy, Ribuđê ạ, -ông linh mục giận dữ	– Várj, várj, Riboudet! ~~~ – kiáltott fel a pap haragosan.	-0.0214286
quát lên, - tao bạt tai mày bây giờ, thằng mất dạy!	– Mindjárt megtépázom a füledet, semmirekellő!	0.263265
Rồi quay về phía Emma:	Aztán, Emma felé fordulva:	0.275
- Nó là con trai anh thợ mộc Buđê, cha mẹ nó sống phong lưu và để mặc cho nó làm theo sở thích.	– Ez Boudet-nak, az ácsnak a fia – szólt. ~~~ – A szülei jómóduak és mindent megengednek neki.	-0.0151685
Tuy nhiên, nó học rất nhanh, nếu nó muốn, vì nó rất thông minh.	Pedig könnyen tanulna, ha akarna, mert nagyon eszes fiú.	0.205882
Còn tôi, đôi khi để đùa, tôi gọi nó là Ribuđê (như con đường bờ biển phải qua để đến Marôm), và thậm chí tôi gọi: Ribuđê của tôi.	Én néha, tréfából, Riboudet-nak hívom, a hogyan azt a hegyoldalt nevezik, a melyen át Maromme-ba ér az ember. ~~~ Sőt néha így szólitom ki: Det-Boudet-Riboudet.	0
Ha! ~~~ ha!	Ah, ah!	-0.0428571
Mông Ribuđê!	Det-Boudet-Riboudet!	0.18
Hôm nọ, tôi kể chuyện này với đức Cha, đức Cha đã cười..., đức Cha đã hạ cố cười.	A multkor elmondtam ezt a kegyelmes úrnak, a ki nagyon nevetett rajta… nevetni méltóztatott rajta.	0.273333
-Thế ông Bôvary, ông ấy có khỏe mạnh không?		-0.3
Lối nói đồng âm dị nghĩa.	– Hát Bovary úr, ő hogy’ van?	0.3
Mông Ribuđê (Mon Riboudet): Ribuđê của tôi và Mông Ribuđê (Mont - Riboudet): núi Ribuđê. ~~~ 169		-0.3
Nàng hình như không nghe thấy.	Bovaryné mintha nem hallotta volna.	0.290625
Ông lại nói tiếp:	A pap folytatta:	0.18
- Ông nhà ta luôn bận lắm, thì phải?	– Persze, nagyon el van foglalva?	0.222581
Vì ông nhà ta và tôi, chúng tôi chắc chắn là hai người có nhiều việc hơn cả trong giáo khu.	Mert kétségtelen, hogy az egész egyházközségben neki meg nekem van a legtöbb dolgunk.	0.244444
Nhưng ông nhà ta, ông ấy là người chữa bệnh phần xác, còn tôi - ông linh mục nói thêm với một cái cười thô lỗ - tôi là người chữa bệnh phần hồn!	Tudniillik ő a test orvosa – magyarázta jóizüen nevetve – én meg a léleké!	-0.0575342
Nàng chòng chọc nhìn tu sĩ bằng cặp mắt van xin:	Emma úgy tekintett a papra, mintha könyörögni akarna neki.	0.276471
-Vâng, - nàng nói, - cha làm khuây mọi nỗi đau khổ. ~~~ -Ôi!	– Igen… – szólt – az ön szava könnyít minden nyomorúságon.	-0.0075
Bà đừng nói điều ấy với tôi, Bà Bôvary!	– Sajnos, nem könnyit, Bovaryné asszony!	0.2475
Ngay sáng nay, tôi phải đi đến Baođiôvin vì một con bò cái bị sưng phù lên; họ cho là tại số.	Ma reggel is el kellett mennem Bas-Diauville-ba, mert ott egy tehén felfuvódott, s az emberek azt hitték, hogy a tehenet megbabonázták.	0.237
Tất cả bò cái của họ, tôi không hiểu sao... Nhưng, xin lỗi bà! ~~~ Lônggơma và Buđê!	Minden tehenük, tudom is én hogyan és miért… De, bocsánatot kérek… Longuemarre és Boudet!… Vigyen el benneteket az ördög!… Nem nyughattok, a míg helyben nem hagylak benneteket?	-0.131667
Đồ ranh!	!…	-0.06
Chúng bay có thôi không nào!	És berohant a templomba.	0.221739
Rồi, ông ta nhảy xổ vào trong nhà thờ. ~~~ Lũ trẻ con, lúc bấy giờ, đang chen nhau quanh một cái giá sách lớn, trèo lên cái ghế đẩu của người hát lễ, mở sách kinh ra; và những đứa khác thì rón rén đi liều đến tận phòng xưng tội.	A fiúk ezalatt a sekrestye nagy, fiókos asztala körül tülekedtek, s előszedték a misekönyvet; néhányan fölmentek a karzatra s rámásztak a kántor karfa és támla nélkül való, mozgó székére; egy páran végül odáig vitték a szemtelenséget, hogy oda lopóztak a gyóntatószékhez és belebujtak.	-0.0195918
Nhưng ông linh mục, bất thình lình, tát chúng như mưa.	De egyszerre megjelent a plébános és a pofonok egész jégesőjét ontotta rájok.	0.205263
Nắm chúng bằng cổ áo, ông ta nhấc bổng chúng lên khỏi mặt đất rồi đặt chúng quì một cách mạnh mẽ trên gạch lát chỗ hát kinh như muốn chôn chân chúng vào đấy.	Megfogta a ruhájuk gallérját, felkapta őket a földről és úgy odateremtette térdeiket a templomkarzat kövezetéhez, mintha leakarta volna czövekelni őket. ~~~ Mikor aztán visszatért Emmához:	-0.00254237
Khi trở lại gần Emma, ông ta vừa nói vừa giở chiếc mùsoa to bằng vải chúc bâu in hoa mà ông ta cắn một góc vào răng:	– Bizony, kérem – szólt, kibontva nagy, karton zsebkendőjét, melynek egyik csücskét a fogai közé vette – a mezőgazdák sajnálatraméltók!	0.265574
- Nào, chúng ta tiếp tục. ~~~ Dân cày thực đáng than phiền!	– Vannak mások is – felelt Emma – a kik sajnálatraméltók…	-0.0025
-Còn những người khác nữa, - nàng đáp.		-0.3
-Hẳn rồi!	– Bizonyára!	0.253846
Dân thợ thành thị, chẳng hạn.	A városi munkások például…	0.25
-Không phải họ...		-0.3
-Bà tha lỗi cho tôi!	– Nem azokra gondolok…	0.257143
Tôi đã biết ở đó có những bà mẹ gia đình đáng thương, những người đàn bà đức hạnh, tôi nói chắc với bà như thế, quả là những bậc thánh, họ thiếu cả bánh mì ăn.	– Bocsánatot kérek!… Ismertem én ott szegény családanyákat… erényes asszonyokat, mondhatom… valóságos szenteket, a kiknek még kenyerük se volt.	0.217241
-Nhưng những phụ nữ, - Emma tiếp lời (và khóe mép nàng nhăn lại khi nói) - những phụ nữ, thưa ông linh mục, có bánh mà chẳng có...	– Azokra gondolok, plébános úr – folytatta Emma és mialatt beszélt, a szája széle vonaglott – a kiknek van kenyerük, de nincs…	0.391091
- Chẳng có gì sưởi lúc mùa đông, -ông linh mục nói.	– Tüzelőjük télen át – szólt a pap.	0.169231
-Ô! ~~~ Thì đã sao?	– Eh, mit tesz az!	-0.0176471
-Thế này!	– Hogyan?	0.272727
Thì đã sao ư?	Mit tesz az?!	0.225
Đối với tôi, tôi thấy hình như khi người ta được ấm áp, được no bụng thì.... vì, cuối cùng....	De hiszen… az én szerény véleményem az, hogy ha az ember nem fázik, s ha jól táplálkozik… mert végre is…	0.279208
-Trời ơi!	– Ó, Istenem!	0.225
Trời ơi!	Istenem!	0.233333
- Nàng thở dài.	– sóhajtozott Emma.	0.229412
- Bà khó ở ư?	– Rosszul van?	0.3
- Ông ta vừa hỏi vừa tiến lại, vẻ lo lắng.	– nyugtalankodott a pap, s közelebb lépett hozzá.	0.3
- Chắc chắn là do tiêu hóa không ổn?	– Bizonyosan egy kis gyomorrontás, nem lehet egyéb!	0.223077
