TRỌNG ĐỨC	﻿HÖLGYEK ÖRÖME	0.192857
Bà ta rất đứng đắn, anh bạn ơi…	Nagyon tisztességes asszony az, kedvesem... Nem, Héloïse-zal vacsoráz­tam, azzal a kicsikével a Folies-ból.	-0.192308
— Không đâu, mình đã ăn tối với Héloïse, con bé ở rạp Folies.	Buta liba, de nagyon mulatságos!	-0.09
Ngốc nghếch như gà tây, nhưng rất ngộ!	Másik csomag utalványt vett elő, és folytatta az aláírást.	0.204545
Anh lấy tập hối phiếu khác và tiếp tục ký… Bourdoncle vẫn đi bước ngắn qua lại.	Bourdoncle tovább járkált.	0.375
Anh ta ra đưa mắt nhìn xuống phố Neuve-Saint-Augustin qua những tấm kính cao cửa sổ, rồi trở lại nói:	A magas ablakon kipillantott az Új Szent Ágoston utcára, aztán visszajött, és így szólt:	0.214286
— Ông biết không, họ sẽ trả thù.	- Tudja-e, hogy egyszer megbosszulják magukat?	0.269231
— Ai kia chứ – Mouret hỏi, anh khuấy quên mất cuộc nói chuyện.	- Kik? ~~~ - kérdezte Mouret, aki már megfeledkezett a beszélgetésükről.	0
— Thì phụ nữ chứ ai.	- Hát a nők!	-0.025
Thế là anh lại nhộn hơn, anh để lộ cái bản chất tàn nhẫn của anh, dưới vẻ sùng bái phụ nữ.	Mouret ezen még jobban felvidult, elárulva lobogó érzékisége mélyén rejtőző lelki durvasá­gát.	0.278351
Anh nhún vai như muốn tuyên bố rằng anh sẽ quẳng tất cả họ xuống đất như những chiếc túi rỗng, ngày mà họ đã giúp anh xây dựng nên cơ đồ.	Vállat vont, mintha azt mondaná, hogy valamennyit úgy dobja a földre, mint holmi üres zsákot, mihelyt a segítségükkel megalapozta a szerencséjét.	0.262774
Bourdoncle bướng bỉnh, nhắc lại với cách lạnh lùng của anh ta:	Bourdoncle csökönyösen ismétel­gette, hideg arccal:	0.709434
— Họ sẽ trả thù… Sẽ có một ả trả thù cho những ả khác, không tránh được.	- Megbosszulják magukat... Akad majd egy, aki bosszút áll a többiért - ez sorsszerű.	0.261538
— Chà! ~~~ Cóc sợ!	- Attú ne félj!	-0.05
– Mouret kêu lên, dằn mạnh cái giọng xứ Provence của anh… – Ả đó chưa ra đời, cu cậu ơi.	- kiáltotta Mouret, túlozva provence-i kiejtését. ~~~ - Az az asszony még nem született meg, öregem.	-0.011413
Mà nếu ả tới, cậu biết không…	És ha eljön, no hát...	0.0818182
Anh giơ cao chiếc quản bút, vung nó lên, và chọc nó vào khoảng không, làm như anh muốn lấy dao đâm vào một trái tim vô hình.	Fölemelte a tollat, megforgatta s a levegőbe szúrt vele, mintha láthatatlan szívet akarna át­döfni késsel.	0.223529
Tay cộng sự lại bước đi, nghiêng mình như vốn dĩ trước uy quyền của ông chủ, mà tài năng đầy sơ hở vẫn làm anh ta ngỡ ngàng.	A társa ismét járkálni kezdett, mint rendesen, most is meghajolt a főnök tekin­télye előtt, ámbár Mouret csapongó lángelméje mindig elképesztette.	0.28913
Bản thân anh ta, rất rành mạch, rất lô-gích, không đam mê, không thể sa ngã, vẫn còn phải tìm hiểu cái mặt nữ giới của sự thành công, Paris sẽ hiến mình trong một chiếc hôn cho kẻ nào táo bạo nhất.	Bourdoncle, ez a világos gondolkozású, logikus, szenvedélytelen, bukástól sosem fenyegetett ember, még mindig nem értette, mennyire hasonlít a siker az utcalányhoz, nem értette Párizst, mely egy csókban a legvakmerőbbnek adja oda magát.	0.290187
Hai người im lặng.	Hallgattak.	0.075
Chỉ còn nghe tiếng ngòi bút của Mouret.	Csak Mouret tollának percegése hallatszott.	0.3
Rồi, đáp lại những câu ngắn gọn anh đặt ra, Bourdoncle cung cấp những tin tức về cuộc đem bán lớn hàng tân phẩm mùa đông sẽ tổ chức vào thứ Hai tới.	Aztán, a főnök kurta kérdéseire, Bourdoncle tájékoztatta arról a nagyszabású téli divatáruvásárról, amelyet következő hétfőn szándékoznak megnyitni.	0.445238
Đây là một áp-phe rất lớn, cửa hàng đặt cả vận mệnh vào nó, vì những lời đồn của khu phố có sự thật về cơ bản. ~~~ Mouret lao mình như nhà thơ vào cuộc đầu cơ, với sự khoa trương cực kỳ, với yêu cầu làm to cực kỳ, đến mức mọi cái dường như sẽ phải sụp đổ dưới chân anh.	Óriási vállalkozás volt ez, kockán forgott benne a cég egész vagyona, mert a környék pletykáiban volt valami igazság, Mouret poéta módjára vetette magát a spekulációba, úgy fitogtatta gazdagságát, olyan nagy szükségét érezte a kolosszális méreteknek, hogy végül is minden recsegett-ropogott alatta.	-0.0109756
Ở trong cái đó có một phương hướng mới về thương nghiệp, một táo tợn rõ rệt trên thương trường, trước kia nó đã làm bà Hédouin lo lắng, và đến hôm nay, mặc dầu những thắng lợi đầu tiên, đôi khi nó vẫn làm bàng hoàng những người hữu quan.	Új értelme támadt itt a kereske­delem szónak, valami kereskedelmi szeszélynek látszott ez, mely valamikor nyugtalanította Hédouinnét, és még ma is, az első sikerek ellenére is, elképesztette olykor az érdekelteket.	0.203941
Người ta khẽ trách ông chủ đi quá mau; người ta kết tội ông đã khuếch trương cửa hàng một cách nguy hiểm, trước khi có thể tính đến một sự gia tăng vừa đủ khách hàng; nhất là người ta run lên khi thấy ông ném hết tiền quỹ vào một nước bài, chất đầy các quầy một đống hàng hóa, mà không giữ lấy một xu dự trữ.	Maguk közt halkan megrótták a gazdájukat, hogy túl gyorsan halad; vádolták, hogy veszedelmes gyorsasággal nagyobbította a raktárakat, mielőtt a vevőközönség kellő növeke­désére számíthatott volna; főképpen azért remegtek, mert látták, hogy egy lapra teszi fel a pénztár egész tartalmát, megtölti a helyiségeket egy halom áruval, és egy fillér tartalékot sem őriz meg.	0.291329
Như về cuộc đem bán này, sau khi phải trả những món tiền lớn cho thợ nề, bao nhiêu vốn liếng nằm ngoài hết: một lần nữa, vấn đề là thắng hay chết.	Így volt ez a szóban forgó vásárral is: tekintélyes summákat fizetett ki a kőműve­sek­nek, az egész tőke ki volt helyezve, s a tét megint csak: győzni vagy meghalni.	0.280519
Thế mà anh thì, giữa mối kinh hoàng đó, anh vẫn giữ một niềm hân hoan đắc thắng, một lòng tin chắc ăn hàng triệu, như anh đàn ông được phụ nữ hâm mộ, và không thể bị phản bội.	És Mouret e rémület közepette megőrizte diadalmas jókedvét, a milliókba vetett rendíthetetlen hitét, akár az a férfi, akit imádnak az asszonyok, és akit nem lehet megcsalni.	0.239264
Khi Bourdoncle dám bày tỏ vài điều lo ngại vì sự phát triển quá đáng những gian hàng mà doanh số còn chưa chắc chắn, anh nở một nụ cười tin tưởng mà kêu lên.	Mikor Bourdoncle kifejezte abbeli aggodalmát, hogy túlságosan nagyra méreteznek egyes osztályokat, melyek­nek üzleti eredményei még kétesek, bizakodóan nevetett és felkiáltott:	0.441092
— Mặc nó, anh bạn ơi, cửa hàng còn nhỏ quá!	- Hagyja csak, barátocskám, még mindig nagyon kicsi a ház.	0.269388
Anh kia có vẻ bàng hoàng, với nỗi sợ hãi mà anh ta không tìm cách giấu giếm nữa.	A másikon látszott a megdöbbenés, nem is próbálta titkolni rémületét.	0.235714
Cửa hàng quá nhỏ!	Nagyon kicsi ez a ház!	0.285
Một cửa hàng tân phẩm có tới mười chín gian hàng, và tính ra bốn trăm linh ba nhân viên.	Egy divatáruház, amelynek tizenkilenc osztálya és négyszázhárom alkalmazottja van! ~~~ - De még mennyire!	-0.0112903
— Thì đúng thế, – Mouret lại nói, – chúng ta bắt buộc phải mở rộng trước mười tám tháng… Tôi nghiêm chỉnh nghĩ tới điều đó.	- folytatta Mouret. ~~~ - Másfél év sem telik bele, és kénytelenek leszünk bővíteni... Komolyan gondolok rá.	-0.0653465
Tối qua bà Desforges hứa với tôi ngày mai sẽ để tôi gặp ở nhà bà ta một người… Nhưng thôi, ta sẽ nói chuyện, khi nào ý kiến chín muồi.	Ma éjszaka Desforges-né megígérte, hogy holnap összehoz valakivel... Egyszóval majd beszélünk a dologról, ha a gondolat megérett.	0.244355
Và, hối phiếu ký xong, anh đứng lên, anh tới thân mật vỗ vai ông bạn hữu quan, anh này khó lòng mà yên tâm được.	És befejezve az utalványok aláírását, felállt, barátságosan vállon veregette érdektársát, aki csak nehezen tért magához.	0.295
Nỗi kinh hãi của kẻ khôn đó, ở xung quanh anh, khiến anh thích thú.	Mouret-t mulattatta, hogy az óvatos emberek úgy rémüldöznek körülötte.	0.295714
Trong một cơn bộc lộ thành thật mà đôi khi anh bắt những người thân cận phải nghe, anh tuyên bố rằng về bản chất anh còn keo kiệt hơn tất cả những kẻ keo kiệt trong thiên hạ: anh có máu của ông bố, mà anh giống cả về thể chất và tinh thần, ông là một tay cũng biết giữ giá trị của từng đồng xu; và nếu anh thừa hưởng được của bà mẹ chút xíu cái ngông tâm thần, thì có lẽ đó là điều may mắn nhất của vận số anh, vì anh cảm thấy sức mạnh vô địch của cái tính khả ái đó là dám làm.	Egy nyers őszinteségi rohamában néha ilyennel is terhelte bizalmasait - kijelentette, hogy ő voltaképpen zsidóbb a világ valamennyi zsidajánál: apja révén, akihez fizikailag és erkölcsileg hasonlít, olyan fickó rejtőzik benne, aki ismeri a pénz értékét; anyjától meg ideges szeszélyességét örökölte, s ez talán a legnagyobb szerencséje, mert érzi, mennyi legyőzhe­tetlen erő van abban, hogy olyan hetykén mer mindennek nekivágni.	0.21198
— Anh phải biết rằng người ta sẽ đi theo anh đến cùng, – rốt cuộc Bourdoncle nói.	- Tudja jól, hogy mi tűzön-vízen át magával tartunk - mondta végül Bourdoncle.	0.24
Bấy giờ, trước khi xuống cửa hàng nhìn một lượt như thường lệ, hai người còn giải quyết mấy việc vặt.	Ekkor, mielőtt lementek volna az áruházba, hogy szokásuk szerint körülnézzenek, egy-két részletkérdést megbeszéltek még.	0.2975
Họ xem xét mẫu một quyển sổ phiếu có cuống mà Mouret vừa có sáng kiến để làm những phiếu bán hàng.	Megvizsgálták egy kis, leszakítható lapokból álló füzet mintáját, melyet Mouret eszelt ki nemrégiben az eladások följegyzésére.	0.430525
Anh đã nhận thấy những hàng không còn hợp thời, những con họa mi, nếu cho nhân viên bán hàng ăn hoa hồng càng cao thì bán càng chạy, dựa vào nhận xét đó anh tạo ra một kiểu buôn bán mới.	Észrevette, hogy a divatjamúlt áruk, a "bóvlik" annál gyorsabban kelnek el, minél nagyobb a segédeknek adott jutalék, s új kereskedelmi rendszert alapított erre a megfigyelésére.	0.244311
Từ nay anh cho nhân viên bán hàng được chia lời trong việc bán ra tất cả mọi thứ hàng hóa, anh cho họ hưởng mấy phần trăm vào từng rẻo vải nhỏ nhất, vào bất cứ món hàng nào mà họ bán ra được: cơ chế đó đã làm đảo lộn ngành tân phẩm, gây ra giữa bọn thư ký bán hàng một cuộc đấu tranh để tồn tại có lợi cho bọn chủ.	Ettől fogva érdekeltté tette az eladókat minden cikk eladásában, százalékot adott nekik a legkisebb szövetmaradék, a legjelentéktelenebb tárgy után is, amit eladtak; ez a rendszer fölforgatta a divatárukereske­del­met: a segédek között megindult a küzdelem a létért, amiből a tulajdonosok húztak hasznot.	0.237931
Vả chăng, cuộc đấu tranh đó trong tay anh trở thành một thể thức được ưa chuộng, nguyên lý tổ chức mà anh thường xuyên áp dụng.	Ez a küzdelem egyébként bevált recept lett a keze között, mint szervezési alapelvet állandóan alkalmazta.	0.178218
Anh buông thả những dục vọng, đặt mọi lực lượng mặt đối mặt, để cho cá lớn nuốt cá bé, và làm giàu trong cuộc vật lộn về quyền lợi đó.	Elszabadította a szenvedélyeket, szembeállította egymással az erőket, hagyta, hadd egyék meg a nagyok a kicsiket, és hízott az érdekek harcán.	0.248889
Mẫu quyển sổ được tán thành: bên trên cuống phiếu và phiếu xé rời có ghi tên gian hàng, số hiệu người bán hàng; rồi cả ở hai bên y như nhau đều có những cột để ghi số thước, tên hàng, giá tiền; và người bán chỉ việc ký vào phiếu trước khi trao cho thủ quỹ.	A szelvénytömb mintáját elfogadták: fönn, a megmaradó tömbön, valamint a blokkon jelezve volt az osztály és az elárusító száma; aztán szintén kétszeresen, vonalozások voltak a méterszám, az áru megjelö­lése és az ár számára; az elárusító pedig egyszerűen aláírta a jegyzéket, mielőtt átadta volna a pénztárosnak.	0.274737
Như thế, việc kiểm soát thật dễ dàng, chỉ việc đối chiếu những phiếu mà quỹ chuyển cho phòng khấu trừ với những cuống phiếu nằm trong tay những viên thư ký.	Ily módon a lehető legkönnyebb volt az ellenőrzés, csupán egybe kellett vetni azokat a blokkokat, amelyeket a pénztár átadott a leszámoló irodának a segédek kezén maradt tömbökkel.	0.289474
Như vậy, mỗi tuần bọn này sẽ lĩnh khoản phần trăm và hoa hồng, không thể nhầm lẫn được.	Ezek aztán minden héten megkapták a százalékukat s a jutalékukat tévedés lehetősége nélkül.	0.267391
— Chúng ta sẽ bớt bị ăn cắp, – Bourdoncle hể hả nhận xét.	- Nem fognak annyit lopni - jegyezte meg elégedetten Bourdoncle.	0.252632
