Alain Fournier	﻿ALAIN-FOURNIER	0.214286
Cỗ xe không còn đấy nữa... Đứng im, đầu bập bùng như có trống đánh, anh giỏng tai nghe cho được mọi tiếng động trong đêm, tưởng lúc nào cũng có thể nghe thấy ngay bên tiếng chuông treo nơi cổ con ngựa của mình.	S amikor ahhoz a sövényhez ért, a kis rétecskén, ahol a kocsiját hagyta, keresni kezdte, de hiába. ~~~ A kocsinak már csak hűlt helyét találta... Mozdulatlanul állt, ide-oda fülelve, megfeszített figyelemmel vigyázta az éjszaka minden parányi neszét.	-0.00196507
Hàng rào chắn bị hé mở và ngã hẳn ra, như đã có một bánh xe trườn qua.	Minden pillanatban azt hitte, hogy ott zörögnek valahol közvetlen közelében a ló szerszámai.	0.257143
Hẳn con vật đã tự thoát qua theo lối này. ~~~ Ngược đường một đoạn, chân anh vướng vào tấm chăn chắc chắn đã tuột từ lưng con ngựa xuống.	De mindannyiszor képzelődött csupán... Körbement a sövény mellett; a kerítés kapuja most sem volt betéve s kicsit meg is volt döntve, mintha egy kocsikerék ment volna rajta keresztül.	-0.0145161
Anh kết luận rằng con vật đã đi theo hướng này và anh bắt đầu chạy.	Most már biztos volt benne, hogy nem lopták el a kancát, csak éppen elkószált valamerre.	0.280263
Anh chạy, không có ý nghĩ nào khác ngoài ý chí sắt đá và điên cuồng đuổi kịp chiếc xe, máu bốc hết lên mặt, làm đà cho nỗi khao khát khủng khiếp giống như nỗi kinh hoàng... Chốc chốc, anh lại vấp phải các dấu bánh xe.		-0.3
Ở các chỗ ngoặt, vì trời tố mịt, anh nhào cả vào rào, và vì quá mệt không dừng kịp, anh ngã sấp xuống, nhưng phải liều chống tay xuống trước, thà rách tay chứ không để xước mặt.	Alig botorkált néhány lépést a sötétben, felkapaszkodva az útra, tüstént belegabalyodott a pokrócba, mely a kanca hátáról csúszott le a földre.	0.173571
Thỉnh thoảng, anh dừng lại lắng nghe, rồi lại chạy.	Tehát mégiscsak ebben az irányban szökött el a ló!	0.238776
Có lúc, anh tưởng nghe tiếng xe lăn.	- villant át rajta a fölfedezés.	0.232258
Nhưng đấy chỉ là một chiếc xe bò lắc lư lê bước rất xa trên con đường khác về tay phải.	Futni kezdett, teljes erejéből.	-0.358065
Đến lúc bên đầu gối va vào bậc xe lúc nãy đau quá, anh phải dừng chân, bắp chân rắn lại như thép.	Görcsösen, eszelősen, semmi másra nem gondolva vágtatott, hogy utolérje a kocsit.	0.188462
Lúc này, anh nghĩ nếu con ngựa cái không phi nước đại, ắt anh đuổi kịp lâu rồi.	Minden csepp vére az arcába szökött.	-0.133333
Anh cũng tự nhủ rằng một cỗ xe không thể lạc kiểu này, hẳn có ai đã bắt gặp nó. ~~~ Cuối cùng, anh quay trở lại, kiệt sức, bực mình gần như nhích từng bước một.	Vágtatott, mert sarkallva űzte valami hihetetlen sóvárgás, valami végtelen vágyakozás, mely már a páni félelemmel volt rokon... Többször majdnem hasra puffant, meg­botolva a keréknyomokban.	-0.00337079
Anh tin rằng dần dà, mình sẽ về đến những nơi mình vừa rời khỏi, và chả mấy chốc, sẽ nhìn thấy ánh lửa trong ngôi nhà ấm áp mà mình tìm kiếm.	Egy-egy kanyarban a vaksötétben, nekirohant a sövényeknek s minthogy már nem volt ura az izmainak, nem tudott megállni idejében; valósággal beleesett a tüskés bozótokba.	0.298101
Một lối đi hun hút mở ra giữa hai bờ rào. ~~~ "Đây là lối đi mà ông lão nói với mình" - Môn tự nhủ.	Annyi lélekjelenléte még volt, hogy karját a feje elé kapja; az arcát megvédte ugyan, de kezét, karját a tüskék összekaszabolták.	-0.0271429
Anh đi vào lối đó, mừng vì không phải nhảy qua hàng rào hay bờ dốc ta-luy.	Néha megállt egy-egy pillanatra, belefülelt az éjszakába s aztán futott megint tovább.	0.28481
Được một lát, lối mòn ngoặt sang trái, ánh lửa như chuyển sang bên phải.	Egyszer már azt hitte, hogy a kocsi zörgését hallja; de mégsem az volt, egy kordé zötyögött csak valahol nagyon messze, balfelé, egy másik úton...	0.0962963
Lê đến một ngã ba đường, vì muốn mau về ngôi nhà thảm hại, Môn đi bừa vào một ngả rẽ tưởng sẽ đưa mình đến nơi mà không đắn đo gì.	Volt egy olyan pillanata, amikor annyira belenyilallott a fájdalom térdébe - melyet még a kocsi hágcsója sebzett fel -, hogy meg kellett állnia, lábát botként megmerevítve.	0.286184
Nhưng chưa được mười bước, ánh lửa đã biến mất, có lẽ nó bị một hàng rào che lấp, mà cũng có thể chờ anh lâu đã mệt, chủ nhà đóng cửa đi ngủ.	S közben rádöbbent, ha csak a kanca nem lóhalálban vágtatott tova, már régen utol kellett volna érnie.	0.0875
Không ngần ngại, chàng học sinh nhảy bừa xuống đồng, cứ nhắm ánh lửa vừa thấy mà tiến.	S azzal is nyugtatgatta magát, hogy egy kocsi mégse tűnhet el úgy szőrén-szálán; valószínűleg valaki közben megtalálta.	0.252475
Sau khi nhảy qua một hàng rào nữa, anh lại rơi vào một lối mòn mới.	Halálosan fáradtan, dúlva-fúlva a dühtől és szinte alig vánszorogva bicegett vissza az úton.	0.225
Thế là đường về của Môn rối dần lên, và mói liên hệ giữa anh và những người anh vừa rời bỏ cũng dứt theo luôn.	Talán órák is elmúltak, amikor egyszerre csak megállt.	-0.113208
Chán chường và thất vọng, gần như hoàn toàn rã rời, anh quyết chí theo lối mòn này tới cùng.	Az volt az érzése, hogy ismét ott van, azon a környéken, ahonnan elindult.	0.154412
Đi được chừng trăm bước, anh đến trước một bãi cỏ lớn màu xám xám trên đó anh có thể phân biệt được đó đây những bóng đen, đấy chắc chắn là những cây đỗ tùng và một ngôi nhà gạch tối mò trên một khu đất không bằng phẳng. ~~~ Mon men đến gần.		-0.3
Đây chẳng qua chỉ là một loại vườn nhốt thú hay một chuồng cừu bỏ hoang.	Még a fény is a szemébe csillant a házból, melyet keresett.	0.147273
Cửa mở ra dễ dàng với một tiếng kêu "két" dài.	Szélesre taposott ösvény vezetett keresztül a sövényen.	0.283019
Khi gió thổi bạt mây, trăng hiện ra và lọt vào nhà qua cac khe phèn ngăn.	- No, végre itt vagyok, erről az ösvényről beszélt az öreg!	0.210526
Trong nhà nồng nặc mùi mốc.	- gondolta magában Augustin.	0.255556
Không tìm kiếm gì thêm phía trước, Môn ngả lưng trên đám rơm ẩm, hai cùi tay chống đất, hai bàn tay đỡ lấy đầu.	Boldogan tért rá az átvezető ösvényre, hogy végre nem kell már a sövények, kerítések akadályain átbukdácsolnia.	0.270536
Tháo dây lưng ra, anh nằm co quắp trong chiếc áo blu của mình.	Alig mehetett pár lépést, amikor az ösvény hirtelen elkanyarodott balra, a fény meg mintha valahová jobbfelé táncolt volna el.	0.0380952
Lúc này, anh nhớ tới tấm chăn phủ ngựa mà anh đã để lại trên đường.	Meaulnes éppen egy ösvény ke­resz­teződéshez ért.	0.15283
Anh cảm thấy khổ sở vô hạn, giận mình vô hạn, đến nỗi muốn khóc òa lên...	Habozás nélkül rátért tehát, mert úgy látszott, hogy az egyenest a házhoz vezet, s Meaulnes már szeretett volna mielőbb bent ülni a pattogó tűznél.	0.105882
Anh cũng gắng nghĩ tới chuyện khác.	Talán tíz lépésnyit ha ment ebben az irányban, amikor hirtelen eltűnt előle a fény.	-0.00769231
Lạnh thấu xương, anh nhớ lại một giấc mơ - đúng hơn là một ảo ảnh, mà anh đã thấy từ hồi còn rất nhỏ và chưa từng nói với ai: một buổi sáng, đáng lẽ thức dậy trong buồng mình, trong đấy có treo áo khoác và quần đùi của bản thân, anh lại thấy mình đang trong một phòng dài thăm thẳm màu xanh lá cây, với giấy dán tường giống như những chiếc lá.	Hogy egy közbebukkant sövény rejtette-e el, vagy hogy elunván a várakozást, ráhajtották az ablakra a zsalukat - el sem tudta képzelni.	-0.178152
Ánh sáng trong phòng này mượt mà và mềm dịu như một dòng mật ong chậm chảy, đến nỗi anh muốn nếm thử.	Meaulnes elszántan vágott keresztül a réten, egyenest előre s egy pillanatra sem térült el abból az irányból, ahonnan az imént eléje csillant a fény.	0.231579
Gần cửa sổ thứ nhất, một cô gái đang khâu, lưng quay ra ngoài, tuồng như đang đợi anh thức dậy... Anh không sao chuồi được xuống giường để bước đi trong căn phòng thần tiên.	Végül, átvetve még egy kerítésen magát, újabb ösvényre bukkant... Így aztán lassankint teljesen áttekinthetetlenek lettek Meaulnes éjszakai bolyongásának nyomai s ezzel az utolsó szál is elszakadt, melynek mentén visszatalált volna oda, ahonnan elindult.	0.220313
Anh lại ngủ thiếp đi... nhưng anh thề lần sau sẽ vùng dậy. ~~~ Có thể sáng mai!.... ~~~ Chương 11	Hihetetlenül elcsüggedve, a végkimerülés határán, minden reményét elveszítve, elhatározta, hogy ha törik, ha szakad, nem tér le már többet erről az ösvényről.	-0.18046
LÂU ĐÀI BÍ ẨN ~~~ Tới rạng sáng, anh đã lại lên đường.	Vagy száz lépést mehetett, amikor végül is kiért egy nagy, szürke legelőre.	-0.0266129
Nhưng đầu gối bị sưng làm anh đau nhói. ~~~ Mỗi khi quá đau, anh phải dừng chân ngồi nghỉ.	Itt-ott sötétebb árnyékfoltok váltak ki a szürkés sötétből, valószínűleg borókabokrok lehettek, s egy lejtő oldalán egy hodályszerű épülettömb állt, elmosódva.	-0.10625
Nơi anh đang đi là hoang vắng nhất vùng Xôlônhơ.	Meaulnes egyenest odatartott.	0.0428571
Cả sáng, anh chỉ nhìn thấy một cô chăn cừu lừa cừu ở tít chân trời. ~~~ Anh gào gọi cô vô ích, cố chạy đuổi theo.	Nem épület volt, csak egy körülkerített karám vagy juhakol, mely pillanatnyilag üresen állott.	-0.0272727
Cô biến mất, nào nghe được tiếng anh.	Az ajtó csikorogva tárult fel előtte.	0.241667
Tuy thế, anh vẫn bước theo hướng cô, nhưng lê chậm đến đau lòng... Không một mái tranh, không cả tiếng kêu của một con chim chắt mỏ trong lau sậy ven ao đầm.		-0.3
Trên cái hoang vu toàn vẹn đó, chói lọi vầng mặt trời tháng 12 sáng rõ và lạnh lẽo.		-0.3
Có lẽ phải ba giờ chiều, anh mới nhận thấy một ngọn tháp nhỏ màu xám hình mũi tên vươn lên bên trên một rừng thông.	A hold fénye időnként, ha a vadul fújó szél elűzte előle a fellegeket, a rekeszfalak nyílásain át bezuhogott a karámba.	0.260177
"Một trang viên cổ bị bỏ hoang - anh tự nhủ - một nhà nhỏ cheo leo bên sườn núi cô liêu..."	Doh és penészszag hatotta át a levegőt. ~~~ Meaulnes egy lépést sem tett tovább.	-0.0445946
Không rảo bước, anh tiếp tục cuộc hành trình.	Végigvágódott az ázott szalmán, feje alá téve a kezét.	0.282692
Đến góc rừng, anh đến trước một lối đi có trồng cây hai bên, anh đi vào lối đó.	Az övét kioldotta s a térdét felhúzva a hasára, összegubódzott, amilyen kicsire csak tudott kabátja alatt.	0.263333
Được vài bước, anh sững lại, kinh ngạc, lòng xúc động một cách khó tả. ~~~ Rồi anh lại bước đi vẫn thất thểu như trước.	Hirtelen felrémlett előtte a lópokróc, amit könnyelműen otthagyott az úton, s olyan hihetetlenül szerencsétlennek érezte magát s olyan éktelen haragra gerjedt önmaga iránt, hogy a legszívesebben bőgött-tombolt volna dühében...	-0.0886861
Gió lạnh thổi khô nẻ môi, lúc lúc lại bạt mất hơi thở.	Tüstént megpróbálta más irányba terelni a gondolatait.	0.256364
Mặc dù thế, một sự mãn nguyện phi thường nâng đỡ anh, một sự thanh thản trọn vẹn và gần như ngây ngất, sự vững tin rằng mục đích của anh đã được đạt tới, và hiện giờ chỉ còn niềm hạnh phúc phải hy vọng mà thôi.	Csontig átfagyva felidézte egy régi álmát; - nem is álom volt talán, látomás inkább -, melyet mint egész kisgyermek élt át s miről soha senkinek nem beszélt.	0.106122
Khác gì ngày xưa, hôm trước những ngày lễ lớn mùa hè, anh cảm thấy như ngất đi, khi đêm xuống, người ta trồng thông trong các phố thị trấn, và cửa sổ buồng anh bị cành thông bịt kín.	Egy reggel nem a megszokott szobájában ébredt fel, ahol rövid nadrágját és kabátját este rárakta a székre, hanem azon vette észre magát, hogy ott volt egy hosszúkás, zöld teremben.	0.24497
"Vui sao - anh tự nhủ - vì mình đi đến cái chuồng bồ câu cũ, nhưng đầy chim cú và gió lùa này..."	A falakon olyan volt a tapéta, mintha valódi lombok kúszták volna keresztül-kasul.	0.206494
Rồi, giận dữ với chính mình, anh dừng lại, tự hỏi có nên rảo gót đi tiếp đến làng sau hay không.	Valami édes, csodás fény lebegett szerteszét, az volt az érzése, hogy a szájába csorgathatja s megízlelheti, mint a mézet.	0.27757
Anh cúi đầu ngẫm nghĩ, được một lát thì chợt nhìn thấy lối đi trước anh được quét dọn sạch thành những ô tròn rộng đều đặn, như ở quê anh bà con hay làm để đón lễ hội.	A legközelebb eső ablaknál egy fiatal lány öltögetett, háttal feléje, mintha arra várt volna csak, hogy felébredjen... Nem volt elég ereje ahhoz, hogy kiugorjék az ágyból és hogy végigcsodálja az elvarázsolt kastély termeit.	0.270466
Hóa ra anh đang đứng trên một con đường tương tự với phố chính của La Phectô, buổi sáng lễ Thánh mẫu thăng thiên.	S aztán újra elnyomta az álom... De meg is fogadta, hogy legközelebb azonnal kipattan ágyából.	0.173864
Anh nhận thấy ở chỗ ngoặt của lối mòn một tốp người vui vẻ đi bụi tung lên, như vào tháng sáu, anh ngạc nhiên, chưa bao giờ ngạc nhiên đến thế.		-0.3
"Có thể có một cuộc lễ ở nơi vắng vẻ này chăng?	Talán már holnap reggel, ha fölébred...	0.169231
- anh tự nhủ"	Tizenegyedik fejezet	0.2
Tiến lên chỗ ngoặt đầu tiên, anh nhe tiếng cười nói lao xao đang đến gần.		-0.3
Anh nhảy nấp vào khoảng tùng non rậm rạp bên cạnh, ngồi xổm, nín thở lắng nghe.		-0.3
Đó là tiếng trẻ con.	A TITOKZATOS BIRTOK	0.2
Một tốp trẻ con đi qua ngay sát anh.	Amint megvirradt, ismét nekivágott az útnak.	0.251351
Một em trong nhóm,. ~~~ Có lẽ là một bé gái, nói bằng giọng khôn ngoan và chín chắn, đến nỗi dù không hiểu hết ý em, Môn cũng không nén được một nụ cười.	Megdagadt térde kegyetlenül fájt; majd minden pillanatban meg kellett állnia, hogy kicsit megpihenjen, mert járás közben annyira bele-belehasított a fájdalom.	-0.00308219
- Tớ chỉ lo một điều thôi - cô ta nói - đó là vấn đề ngựa.		-0.3
