James Joyce	﻿JAMES JOYCE	0.218182
Sẽ có ăn nhẹ, âm nhạc và chơi bài.	Vacsora várt rájuk, zene, kártya.	0.245455
Villona kêu lên một cách thoả mãn:	Villona meggyőződéssel mondta: - Hát ez óriási!	0.585811
- Thật là tuyệt!	Zongora is volt a kabinban.	0.221053
Có một cây đàn piano trên khoang, Villona chơi một bản valse cho Farley và Riviere nhạy Farley làm quý ông còn Riviere là quý bà.	Villona keringőt játszott Farleynak, és Rivičre-nek, Farley lovag volt, Rivičre hölgy.	0.640964
Sau đó là điệu square theo phong cách ngẫu hứng, các chàng trai nhảy với đủ tư thế kỳ quặc.	Ezután rögtönzött össztánc következett, s mind egy-egy eredeti figurát alakítottak.	0.242857
Quả là đã đời!	Micsoda mulatság!	0.266667
Jimmy tham gia vô cùngsôi nổi, đây mới là nếm trải cuộc sống chứ, điều nhất là như vậy.	Jimmy teljes szívvel kivette belőle a részét; itt aztán lehet egy kis életet látni!	0.419231
Rồi Farley thở hổn hển và kêu lên "Dừng thôi!"	Farley nem bírta tovább szusszal és felkiáltott:	0.643085
Một người phục vụ mang ra bữa ăn nhẹ, và các chàng trai ngồi xuống ăn để lấy lại sức.	- Elég! ~~~ - Egy legény könnyű vacsorát hozott be, a fiatalemberek neki is ültek, a forma kedvéért.	-0.0115385
Tuy nhiên họ uống rượu, bởi đây là cuộc sống tự do.	Inkább ittak azonban: igazi kanmuri!	0.0705882
Họ uống mừng Ireland, Anh, Pháp, Hungary và Hợp chủng quốc Hoa kỳ.	Ittak Írországra, Angliára, Franciaországra, Magyarország­ra, az Amerikai Egyesült Államokra.	0.202817
Jimmy phát biểu một bài diễn văn, một bài dài, Villona cứ nhắc lại "Nghe nào! ~~~ Nghe nào!"	Jimmy beszédet tartott, hosszú beszédet, melynek szünetei­ben Villona "Halljuk!	0.288312
mỗi khi bài diễn văn tạm ngừng.	Halljuk!"-ot kiáltott.	0.130435
Tiếng vỗ tay ầm ĩ khi anh ta ngồi xuống.	A tenyerek hatalmasan összecsattantak, mikor leült.	0.25814
Chắc nó đúng phải là một bài nói hay. ~~~ Farley vỗ lên lưng anh ta và cười ầm lên.	Bizonyára nagyon jól beszélt, Farley hátba vágta, és hangosan nevetett.	0.0511364
Những anh chàng mới vui vẻ chứ!	Milyen vidám fickók!	0.1
Họ đúng là những người bạn tốt!	Micsoda rendes társaság!	0.12
Chơi bài!	- Kártyát!	0.272727
Chơi bài!	kártyát!	0.3
Bàn được dẹp sạch.	- Az asztalt leszedték.	0.259091
Villona lẳng lặng quay lại chiếc piano của anh ta chơi những khúc ngẫu hứng cho bọn họ.	Villona nyugodtan visszatért zongorájához, és improvizált a többieknek.	0.540376
Những người khác đánh hết ván này sang ván khác, đắm chìm vào cuộc đỏ đen.	Egyik partit a másik után játszották, merészen fejest ugorva a kaland­ba.	0.235714
Họ nâng ly uống mừng sức khoẻ của Nữ hoàng Q Cơ và Q Nhép.	Ittak a kőr és a káró dáma egészségére.	0.131707
Jimmy thấy hơi tiếc vì không có khán giả tung hô lúc này: trí tuệ của họ đang loé sáng.	Jimmy homályosan valamiféle hallgatóság hiányát érezte: elméje sziporkázott.	0.580169
Những ván bài trở nên căng thẳng và giấy ghi nợ bắt đầu được chuyển qua lại.	Nagy tétekben folyt a játék, és a papír már körbejárt.	0.105556
Jimmy không thật sự biết chính xác ai đang thắng, nhưng anh ta biết mình đang thua.	Jimmy nem tudta pontosan, ki a nyerő, de azt tudta, hogy ő a vesztes.	0.367797
Nhưng đó là lỗi của chính anh ta, bởi anh ta luôn nhầm lẫn bài của mình và những người khác phải tính nợ hộ anh ta.	Ám ez saját hibájából történt, mivel gyakran elnézte a kártyát, és a többieknek kellett helyette kiszámolniok, mennyivel tartozik.	0.292742
Họ là những ông bạn ma quỷ nhưng anh ta muốn dừng lại đã muộn rồi.	Ördöngős fickók voltak, de Jimmy szerette volna, ha már abbahagyják: későre járt.	0.28
Ai đó nâng ly chúc mừng chiếc tàu buồm Kiều nữ vùng Newport rồi một người đề nghị chơi một ván lớn để kết thúc.	Valaki pohár­köszöntőt mondott a The Belle of Newport jacht tiszteletére; aztán valaki nagy, döntő kártya­csatát javasolt.	0.456471
Tiếng đàn piano đã tắt, Villona chắc hắn đã lên boong.	A zongora elhallgatott; Villona biztosan felment a fedélzetre.	0.617544
Ván bài này thật tồi tệ.	Rettenetes játék volt.	0.221739
Họ dừng lại ngay trước khi nó kết thúc để uống lấy may.	Az utolsó pillanat­ban megálltak, hogy igyanak a szerencsére.	0.274576
Jimmy hiểu rằng ván bài này là dành cho Routh và Ségouin.	Jimmy megértette, hogy a játék tulajdon­képpen Routh és Ségouin között folyik.	0.696552
Hồi hộp quá!	Micsoda izgalom!	0.3
Jimmy cũng thấy hồi hộp, anh ta sẽ thua, tất nhiên.	Jimmy is izgatott volt; ő nyilván­valóan veszíteni fog.	0.633333
Anh ta đã ghi bao nhiêu nợ rồi nhỉ?	Mennyit is írtak?	-0.0529412
Những chàng trai trẻ tuổi rướn hắn người lên để ra nước bài cuối cùng, bàn tán và khoa chân múa tay.	Most mindenki felemelkedett, az utolsó ütéseket állva dobták az asztalra, kiáltoztak, hadonásztak.	0.249474
Routh thắng.	Routh nyert.	1.25
Căn phòng rung chuyển tiếng những chàng trai hò reo và đống bài được gom lại.	A kabin rázkódott a fiatalemberek éljeneitől, és a kártyákat egymás tetejére hajigálták.	0.282143
Sau đó họ bắt đầu gộp những gì thu được xem thắng thua bao nhiêu.	Aztán mindenki összeszámolta, mennyit nyert.	0.102273
Farley và Jimmy bị thua nặng nhất.	Farley és Jimmy vesztett a legtöbbet.	1.14857
Anh ta biết anh ta sẽ hối hận vào sáng hôm sau nhưng hiện tại anh ta đang thấy sung sướng vì được nghỉ ngơi, sung sướng với cái trạng thái đê mê tăm tối sẽ che đi sự điên cuồng của mình.	Tudta, hogy reggelre megbánja, de most együtt örült a többiekkel az őrültségét jótékonyan elfedő sötét kábulatnak.	0.0730435
Anh ta tì khuỷu tay lên mặt bàn và lấy hai bàn tay ôm đầu, đếm nhịp đập trên thái dương.	Az asztalra könyökölt, és fejét tenyerébe hajtva számolta, hányat lüktet halántékán az ér.	0.286957
Cánh cửa phòng mở ra và anh ta nhìn thấy người bạn Hungary đứng trong một làn ánh sáng xám mờ.	A kabinajtó kinyílt. ~~~ Látta a magyart, alakja szürke fényoszlopba ékelődött:	-0.0467532
- Bình minh rồi, các ngài!	- Megvirradt, uraim!	0.923684
Hai Chàng Ga Lăng	KÉT ÚRFIAK	0.175
Buổi tối tháng Tám xám nhạt ấm áp phủ lên thành phố, và một làn không khí ấm áp dễ chịu, gợi nhớ về mùa hè, toả ra trên phố.	A városra rászakadt a szürke augusztusi este. ~~~ A nyár még meglengette messziről esti fátylait - langyos szellő suhant az utcákon.	-0.0235537
Những con phố, nhà nào nhà nấy đóng kín cửa nghỉ ngơi ngày Chủ nhật, giờ đầy nghẹt những đám đông màu sắc sặc sỡ.	Zárt redőnyök partjai közt, derűsen színes népével a vasárnap békéjében úszott minden.	0.155056
Như ngọc trai tỏa sáng, những ngọn đèn tỏasa'người từ đỉnh cột cao xuống chuỗi sinh vật bên dưới đang không ngừng thay đổi hình dáng và màu sắc, chuỗi sinh vật thả lên bầu không khí buổi tối xám nhạt ấm áp một tiếng rì rầm không đổi, không dứt.	Mint kivilágított gyöngyszemek, nyurga póznák csúcsáról szórták fényüket a lámpák, alá az elven szőnyegre, amely színeit, alakját szüntelen cserélve, egyhangúan zsongott az ég szürke sátra alatt.	0.173846
Hai người đàn ông trẻ tuổi đi xuôi xuống Rutland Square.	Két fiatalember ereszkedett le a Rutland Square dombjáról.	0.600606
Một người dang chuẩn bị kết thúc cuộc độc thoại dài của mình.	Egyikük éppen egy hosszú monológ végkifejleténél tartott.	0.228814
Người kia, bị đẩy vào sát mép con đường mòn và đôi lúc buộc phải bước ra giữa đường cái, do sự khiếm nhã của người đồng hành, mang một khuôn mặt đang thích thú lắng nghe.	A másik, aki a járdaszegélyen egyensúlyozta magát, és kísé­rőjének goromba­sága miatt időnként az úttestre billent, elbűvölt arccal hallgatta.	0.197917
Anh ta thấp đậm và hồng hào.	Ez a fiatalember zömök volt, élveteg arcú, fejebúbján tengerészsapka.	-0.046875
Chiếc mũ lưỡi trai du thuyền hất tuột về phía sau, và câu chuyện đang nghe chốc chốc lại khiến gương mặt anh ta tách ra những làn biểu cảm, xuất phát từ góc mũi, mắt và miệng.	Arcán a történet fordula­tainál a beleélés valóságos torná­dói kavarogtak, amelynek hullámai orra, szeme, szája sarkaiból viharzottak elő.	0.18777
Những chuỗi cười nghèn nghẹt tiếp nối nhau thoát ra từ cơ thể rung động.	Meg-megújuló nevetőgörcsök asztmatikus rohamai rázkódtak végig rajta.	0.258333
Mắt anh ta, lóe lên những tia vui sướng tinh quái, chốc chốc lại liếc sang khuôn mặt người bạn đồng hành.	Számító örvendezésben hunyorgó szeme pillanatról pillanatra kísérője arcára akaszkodott.	0.225
Một hay hai lần anh ta chỉnh lại chiếc áo khoác vải nhựa vẫn khoác hờ một bên vai theo kiểu dũng sĩ đấu bò tót.	Meg-megigazította esőkabát­ját, amely torreádori könnyedséggel lengedezett egyik vállán.	0.208696
Chiếc quần ống túm, đôi giày cao su trắng, và chiếc áo khoác vắt vai nghịch ngợm của anh ta, tất cả thể hiện tuổi trẻ.	Golfnadrágja, fehér gumicipője és az esőkabát ifjúságról tanúskodott.	0.0616438
Nhưng dáng người anh ta từ hông trở xuống thì tròn xoay, tóc thưa và xám, và mặt anh ta, khi những làn biểu cảm đã tan hết, laị trở lại vẻ nhàu nát.	De alakja a dereka táján már gömbölyded formákba roggyant, haja fakó volt és gyér, és amikor az arcjáték hullámtorlataiból vonásai kiemelkedtek, egy kifosztott arc meredt a világra.	0.273418
Khi khá chắc là câu chuyện đã kết thúc, anh ta cười ầm lên phải đến nửa phút.	Mikor egészen biztosan meggyőződött róla, hogy a történet véget ért, teljes félpercnyi hangtalan nevetéssel adózott.	0.203448
Rồi anh ta nói:	Aztán megszólalt:	0.24375
- Thật, đỉnh thật!	- Igen... Hát ez nagy fogás volt!	0.808696
Giọng anh ta có vẻ hơi thiếu nồng nhiệt và để nhấn mạnh lời mình anh ta thêm vào với vẻ hài hước:	Hangja duzzadt az életerőtől, és hogy szavait még súlyosabbá tegye, kedélyesen hozzátette:	0.232584
- Đỉnh thật, và nếu tớ được phép gọi nó như thế, đây quả là chuyện đỉnh trên cả đinh!	- Igen, ez páratlan, és ha szabad magam így kifejezni, recherché fogás volt!	0.377143
Sau đó anh ta trở nên nghiêm trang và nín lặng.	Mikor ezt ellelkendezte, komoly hallgatásba hervadt.	0.29375
Miệng anh ta mỏi nhừ, bởi anh ta đã nói cả chiều nay trong một quán rượu trên phố Dorset.	Nyelve fáradt volt, egész délután beszélt egy Dorset utcai kocsmában.	0.174627
Hầu như ai cũng coi Lenehan như một thứ đỉa bám, nhưng mặc dù bị tiếng xấu này, tài ngoại giao và hùng biện vẫn luôn cứu anh ta khỏi bị bạn bè tẩy chay.	Bár legtöbben szilárdan hitték, hogy Lenehan egy pióca, mégis, e hírhedtsége ellenére is, ékesszólással és ügyeskedéssel mindig visszatartotta barátait attól, hogy egységesen védekezzenek ellene.	0.36878
Anh ta có một kiểu dạn dĩ là xuất hiện tại các buổi bù khú của họ trong quán rượu, kiên trì đứng ngoài rìa đóng góp cho đến khi được nhập bọn.	Vakmerőn rajtaütött egy-egy mulatóhely társaságán, és addig portyázott körülötte, míg valamelyik körbe be nem vették.	0.196639
Anh ta là một đã lông bông lẻo mép, có vũ khí là một kho truyện, thơ nhại, câu đố.	Kóbor lovag volt, fel­fegy­verkezve történetek, faviccek és találós kérdések kimeríthetetlen tárával.	0.246067
Anh ta miễn dịch với tất cả các trò khiếm nhã.	Az udvariat­lan­ságok ellen rinocérosz­bőr pajzsot viselt.	0.253846
Không ai biết anh ta giải quyết miếng cơm manh áo thế nào, nhưng tên anh ta nghe nói có dính dáng đến mấy tờ lá cải cá cược đua ngựa gì đó.	Senki nem tudta, miképpen oldja meg a megélhetés szigorú feladatát, nevét azonban, kideríthetetlen okokból, a lóversenyzéssel hozták kapcsolatba.	0.282857
- Và cậu nhặt được cô nàng ở đâu thế, Corley?	- Mondd, Corley, végeredményben hol szedted fel?	0.621667
- anh ta hỏi.	- kérdezte.	1.275
Corley đưa lưỡi liếm nhanh môi trên.	Corley nyelve tüneményes gyorsasággal futott végig felsőajkán.	0.5025
- Một đêm, anh bạn ạ - anh ta nói - tớ đang đi trên phố Dame thì tia thấy một em xinh xẻo đứng dưới cột đồng hồ tiệm Waterhouse, thế là tớ tiến lại chúc nàng một buổi tối tốt lành, cậu biết đấy.	- Egyik este a Dáma utcában csavarogtam, öregem, mikor a Waterhouse órája alatt egy csoda kis dögöt vettem észre. ~~~ Persze rögtön leszólítottam.	-0.0850962
Rồi bọn tớ đi dạo dọc kênh (kênh Grand), và nàng nói với tớ nàng giúp việc cho một nhà trên phố Baggot.	El is jött velem, a csatorna környékén kódorogtunk, közben elmesélte, hogy egy Baggot utcai házban szolgál.	0.270588
