Émile Zola	ÉMILE ZOLA	0.3
Hắn ở đường Saint-Victor, đối diện với Cảng Rượu, trong một phòng có sẵn đồ đạc hắn thuê mười tám francs một tháng. ~~~ Căn buồng này ở sân thượng, phía trên có khoét một cửa sổ mái mở hé ra bầu trời, nó được gần sáu mét vuông.	A Saint Victor-utcában lakott, a borkikötővel szemben, egy kis bútorozott szobában, melyért tizennyolc frankot fizetett havonkint; ez a kis padlásszoba, melyen csak egy akkora ablak volt, mint egy tubákos szelence födele s az is egyenesen az égre nyilott, alig hat négyzetméternyi volt.	-0.000581395
Laurent trở về cái ổ chuột này càng muộn càng tốt.	Laurent a lehető legkésőbben járt haza padlásszobájába.	0.675
Trước khi gặp lại Camille, vì không có tiền để lê la trên băng ghế ở các quán nước, hắn rề rà trong quán ăn nơi hắn dùng bữa tối, vừa ngậm tẩu vừa nhấm nháp ly cà phê pha rượu giá ba xu.	Mielőtt Camille-al találkozott, mivel nem volt annyi pénze, hogy a kávéházban töltse el az időt, sokáig a tejcsarnokban maradt, ahol esténként ebédelni szokott s azután rágyujtott a pipára és megivott egy "gloriát" (konyakos feketekávét), mely csak három souba került.	0.227586
Rồi hắn lặng lẽ trở lại đường Saint-Victor, lang thang dọc theo các bến cảng, ngồi trên băng ghế khi khí trời ấm áp.	Aztán csendesen visszament a Saint Victor-utcába, járkált a rakpart hosszában s leült egy padra, ha a levegő langyos volt.	0.254464
Cửa tiệm ở ngõ Cầu Mới đối với hắn trở nên một chỗ náu thân thú vị, ấm áp, yên bình, đầy ắp tiếng nói và sự chăm chút thân tình.	A Pont-Neuf sikátorbeli bolt rá nézve bájos, meleg és nyugodt pihenő volt, ahol csak barátságos szavakat és figyelmességet tapasztalt.	0.248031
Hắn tiết kiệm được ba xu ly cà phê pha rượu và nhấm nháp ngon lành món trà tuyệt vời của bà Raquin.	Megtakarította a gloriára költött három sout és inyenc módjára élvezhette Raquinné kitünő teáját.	0.279
Đến tận mười giờ, hắn còn ở đó, thiu thiu ngủ, tiêu hoá thức ăn, tự xem như ở nhà mình.	Tíz óráig ott szokott maradni, néha szenderegve és emésztve; már szinte azt hitte, hogy otthon van; csak akkor ment el, amikor már Camillenak segített becsukni a boltot.	0.136364
Hắn chỉ ra về sau khi giúp Camille đóng cửa tiệm.	Egy este elhozta a festőállványát és a festékes ládáját.	0.271698
Một tối, hắn mang đến giá vẽ và hộp màu.	Másnap már meg kellett kezdenie Camille arcképét.	0.3
Ngày hôm sau hắn phải bắt đầu thực hiện bức chân dung của Camille.		-0.3
Người ta đã mua một khung vải vẽ và chuẩn bị từng chút một.	Vásznat vettek s gondos előkészületeket végeztek.	0.192
Cuối cùng thì nhà nghệ sĩ bắt tay vào việc, chính tại căn phòng của đôi vợ chồng, hắn bảo ở đó ánh sáng tốt hơn.	A művész végre hozzálátott a munkához, a házaspár szobájában; Laurent azt mondotta, hogy ott több a világosság.	0.250459
Hắn phải mất ba buổi tối để phác hoạ cái đầu.	Három este kellett a fej rajzára.	0.0580645
Hắn thận trọng kẻ than lên mặt vải, từng nét nhỏ, mảnh, nét vẽ của hắn cứng và khô, mô phỏng một cách lố lăng nét vẽ của những bậc thầy trước thời Phục Hưng.	Nagyon gondosan dolgozott a szénnel a vásznon, apró, vékony vonásokkal; durva és száraz rajza furcsán emlékeztetett a primitív mesterekre.	0.180916
Hắn sao chép khuôn mặt của Camille như một đứa học trò sao chép một hình mẫu khoả thân, bằng một bàn tay ngập ngừng, với một sự chính xác vụng về, tạo chỗ khuôn mặt một vẻ cau có.	Úgy másolta Camillenak az arcát, mint ahogy egy akadémiai növendék a feladatát készíti, habozva, bizonyos ferde pontossággal, amitől olyan az arc, mintha a homlokát ráncba szedné.	0.24497
Đến ngày thứ tư, hắn trút cả lô màu lên bảng pha màu và bắt đầu vẽ bằng đầu cọ, hắn chấm chấm những bệt mỏng dơ bẩn lên khung vải, kẻ những nét gạch cụt ngủn và khít rịt như thể hắn sử dụng một cây bút chì.	A negyedik napon apró festékdarabokat tett a palettájára s elkezdett festeni, az ecset hegyével; apró kis piszkos foltokat szurkált a vászonra s rövid, sűrű árnyvonalakat rajzolt, mintha ceruzával dolgoznék.	0.230412
Cuối mỗi buổi làm việc, bà Raquin và Camille sướng mê tơi.	Raquinné és Camille minden ülés végén szinte magánkívül volt az elragadtatástól.	0.465625
Laurent bảo cần phải chờ đợi, rồi sẽ giống như thật.	Laurent csak annyit mondott, hogy még várni kell, még csak ezután lesz meg a hasonlóság.	0.464286
Từ khi bức chân dung được khởi sự, Thérèse không rời khỏi căn phòng biến thành xưởng vẽ nữa.	Amióta belekezdtek az arcképbe, Therese nem ment ki többé a műteremmé változtatott szobából.	0.243333
Nàng để người cô một mình ngồi sau quầy, viện một cớ nhỏ nhặt nhất để trở lên và đắm đuối nhìn Laurent vẽ.	Egyedül hagyta a nagynénjét hátul az irodában; a legkisebb ürügy is elég volt neki, hogy felmenjen a szobába és folyton bámulta, hogyan festi a képet Laurent.	0.255118
Luôn luôn nghiêm trọng và đè nén, xanh xao hơn và câm lặng hơn, nàng ngồi đó và theo dõi thao tác của các cây cọ.	Mindig komolyan, elfogódottan, egyre sápadtabban, némán ült a szobában és nézte, mit csinál Laurent az ecsetjeivel.	0.278182
Cảnh tượng đó dù vậy không gây nhiều thích thú. ~~~ Nàng đến chỗ của mình, như bị hấp dẫn bởi một sức mạnh, và nàng ở đó, như bị đóng đinh.	Különben látszott, hogy nem ez a látványosság mulattatja; azért jött ide fel, mert valamely erő vonzotta s itt maradt, mintha ide szegezték volna.	-0.0277778
Laurent thỉnh thoảng quay lại mỉm cười với nàng, hỏi bức chân dung có làm nàng hài lòng không.	Laurent néha hátrafordult, rámosolygott s megkérdezte hogy a kép tetszik-e neki?	0.447368
Nàng trả lời nhát gừng, rùng mình, rồi trở lại trạng thái trầm mặc như cũ.	Alig felelt, összerezzent s azután magábavonulva megint visszaesett ábrándjaiba.	0.273077
Buổi tối khi trở về phố Saint-Victor, Laurent tự đưa ra những lý lẽ dài dòng. ~~~ Hắn tranh luận với chính mình liệu có hoặc không nên trở thành người tình của Thérèse.	Laurent, mikor este hazament a Saint Victor-utcába, sokáig töprengett; folyton vitatkozott önmagával, hogy a szeretője legyen-e Theresenek vagy ne?	-0.0507353
- Đó là một phụ nữ yếu đuối - hắn tự nhủ - sẽ là tình nhân của mình nếu mình muốn.	- Ime itt van egy kis nő, - mondotta magában - aki akkor lesz a szeretőm, amikor akarom.	0.693684
Cô ta luôn luôn ở đó sau lưng mình, để dò xét, để đo lường, để cân nhắc mình… Cô ta run rẩy, cô ta có một bộ mặt rất lạ thường, câm lặng và đam mê. ~~~ Chắc chắn cô ta cần một người tình, điều đó nhìn thấy trong đôi mắt..Phải nói rằng Camille là một gã vô tích sự tội nghiệp.	Mindig itt van a nyakamon, folyton vizsgálgat, méreget és mérlegel... Remeg, egész furcsán viselkedik, hallgat és csupa szenvedély... Bizonyos, hogy szerető kell neki; látszik a szeméből... Meg kell adni, hogy Camille gyenge legény.	-0.022104
Laurent cười thầm, nhớ đến vẻ gầy yếu nhợt nhạt của người bạn.	Laurent nevetett magában, mikor barátjának sápadt soványságára gondolt.	0.608333
Rồi hắn tiếp tục.	Azután így folytatta:	0.286364
- Cô ta buồn chán sống trong cửa tiệm đó… Mình đến đó, bởi vì mình không biết đi đâu.	- Unatkozik ebben a boltban... Én azért megyek oda, mert nem tudok haza menni.	0.372059
Không thế, ai thường đến ngõ Cầu Mới thường xuyên làm gì.	Enélkül nem sokszor látnának engem a Pont-Neuf sikátorban.	0.247368
Nó ẩm thấp, buồn tẻ… Một phụ nữ chắc chết đi được ở trong đó... Mình làm cô ta vui, chắc chắn như vậy, thế thì tại sao không phải mình mà là một kẻ khác?	Nyirkos, szomorú hely. ~~~ Egy asszonynak ott benn meg kell halnia... Bizonyos, hogy tetszem neki; akkor pedig miért ne inkább én, mint más?	-0.0634146
Hắn dừng lại, cảm thấy hợm mình, nhìn sông Seine lững lờ trôi với vẻ mải mê.	Megállt; bolondságok jutottak az eszébe; gondolataiba egészen elmélyedve nézte a Szajna folyását.	0.276136
- Thực thế, thây kệ - hắn la lên - mình sẽ hôn cô ta ngay cơ hội đầu tiên… Mình… thế là cô ta sẽ ngã quỵ trong vòng tay của mình.	- Szavamra, annál rosszabb rá nézve - mondotta magában; - megölelem a legelső alkalommal... Fogadok, hogy azonnal a karjaimba hull.	0.680672
Hắn lại cất bước, và những nghi ngại xâm chiếm hắn.	Tovább ment és megint nem tudta, hogy mire szánja el magát.	0.261111
- Chung quy, chính vì cô ta xấu xí - hắn suy nghĩ - Cô nàng có chiếc mũi dài thõng, miệng rộng.	- Az bizonyos, hogy mindenesetre csúnya - gondolta magában. ~~~ - Hosszú az orra, nagy a szája.	0.186111
Vả lại, mình chẳng yêu thương gì cô ta.	Különben egyáltalán nem szeretem.	0.222857
Có thể mình sẽ bị lôi cuốn vào chuyện gì đó không hay ho đâu.	Lehet az is, hogy valami kellemetlenséget szerzek magamnak.	0.222222
Cái này cần suy nghĩ lại.	Ezt meg kell gondolni.	0.18
Laurent vốn rất thận trọng, cả tuần hắn suy đi nghĩ lại trong đầu những ý tưởng này.	Laurent, aki nagyon okos volt, egy egész hétig forgatta az agyában ezeket a gondolatokat.	0.24
Hắn tính toán những rắc rối có thể xảy ra nếu liên hệ với Thérèse, hắn chỉ quyết định thử mạo hiểm khi thấy rõ rằng hắn có một mối lợi thực sự khi hành động như vậy.	A Therese-vel való viszonynak minden eshetőségét előre kiszámította; s csak akkor határozta el, hogy megkísérli ezt a kalandot, amikor már bizonyos volt benne, hogy ez a kaland neki valósággal érdeke.	0.28871
Đối với hắn, Thérèse đã đành là xấu và hắn không yêu thương gì nàng, nhưng tóm lại, nàng không gây tốn kém gì cho hắn cả. ~~~ Những phụ nữ mà hắn mua với giá rẻ mạt, tất nhiên không đẹp mà cũng chẳng được yêu thương hơn.	Rá nézve Therese igaz, hogy rút és nem is szereti ezt a nőt; de végre is nem kerül neki semmibe; azok a nők, akiket olcsón vásárolt semmi esetre se voltak szebbek s nem is szerette jobban őket.	-0.0375
Sự dè sẻn đã khuyên hắn chiếm vợ của bạn mình.	Már csak csupa takarékosságból is el kellett vennie a barátjától ezt a nőt.	0.214286
Mặt khác, từ lâu rồi hắn không được thoả mãn những ham muốn của mình, tiền thì ít ỏi, thể xác phải nhịn thèm, và hắn không muốn bỏ lỡ cơ hội được thoả thuê đôi chút.	Különben is már régen nem elégítette ki az étvágyát; pénze alig volt, a húsa nélkülözött és nem akarta elszalasztani azt az alkalmat, amikor egy kissé kielégíthette.	0.24
Sau cùng, một mối dan díu như vậy được cân nhắc kỹ càng không thể gây ra những hậu quả xấu về sau. ~~~ Thérèse có lợi để giấu kỹ, còn hắn thì bỏ rơi nàng dễ dàng khi nào hắn muốn, ngay cả khi chấp nhận rằng Camille khám phá ra mọi chuyện và nổi khùng lên, hắn cũng có thể đập chết gã chỉ bằng một cú đấm nếu gã hung hăng. ~~~ Vấn đề nhìn từ mọi phía đều tỏ ra dễ dàng và mời mọc Laurent.	Végre is jól megfontolva, egy ilyen viszonynak nem lehetnek rossz következményei: Theresenek az lenne az érdeke, hogy mindent titokban tartson és könnyen szakíthatna vele, amikor akarna; feltéve, hogy Camille mindent megtud és feldühösödik: egy ökölcsapással leterítheti, ha Camille veszekedni akar.	-0.090013
Từ lúc đó, hắn sống trong một sự bình thản ngọt ngào trong khi chờ thời vận.	Minden oldaláról megvizsgálva az ügyet, Laurent könnyűnek és csábítónak találta.	0.289157
hắn đã quyết định hành động dứt khoát ngay từ cơ hội đầu tiên.	Ettől kezdve édes nyugalomban élt, várva cselekvésének óráját.	0.253846
Hắn nhìn thấy tương lai những buổi tối ấm áp.	Elhatározta, hogy a legelső alkalommal határozottan fog eljárni.	0.249057
Cả nhà Raquin phục vụ cho lạc thú của hắn.	Már látta a jövendőben a jó meleg estéket.	0.257143
Thérèse làm dịu những cơn hừng hực trong huyết quản hắn, bà Raquin chiêu đãi hắn như một người mẹ, còn Camille, trong khi trò chuyện đã làm hắn bớt đi buồn chán vào những buổi tối trong cửa tiệm.	Raquinék mind azon fáradoznak, hogy ő élvezhessen: Therese le fogja csillapítani vérének lángolását; Raquinné kényeztetni fogja, mintha az anyja lenne; Camille pedig, aki beszélgetni fog vele, gondoskodik majd róla, hogy ne nagyon unatkozzék esténkint a boltban.	0.259535
Bức chân dung hoàn thành mà cơ hội không thấy đến.	Ha az arckép elkészül, nem igen lesz majd alkalma.	0.234783
Thérèse vẫn luôn ở đấy, nặng nề và ưu tư, nhưng Camille thì không hề rời khỏi phòng, và Laurent khổ sở vì không thể tách gã rời ra dù chỉ một giờ.	Therese, aki egészen nyomasztó hangulatban érezte magát és aggódva várta a történendőket, mindig ott volt; de Camille nem ment ki a szobából és Laurent el volt keseredve, hogy nem tudja eltávolítani egy órára se.	0.411656
Thế nhưng đã đến lúc hắn phải tuyên bố hoàn thành bức chân dung vào ngày hôm sau.	Egy napon végre is be kellett jelentenie, hogy másnap befejezi az arcképet.	0.207353
Bà Raquin thông báo cho mọi người cùng dùng bữa tối để ăn mừng tác phẩm của nhà hoạ sĩ.	Raquinné kijelentette, hogy együtt fognak ebédelni, hogy ünnepeljék a festőt művének elkészülte alkalmából.	0.269388
Hôm sau, khi Laurent quét nét cọ cuối cùng lên khung vải, cả gia đình xúm nhau trâm trồ vì sự giống hệt của bức chân dung.	Másnap, amikor Laurent az utolsó ecsetvonásokat végezte a képen, az egész család összegyült és kiabálva beszélt a nagy hasonlóságról.	0.442969
