JULES VERNE	JULES VERNE
Borus Demeter napfelkelte előtt eloldotta a csónak kötelét, vigyázva, nehogy szeretetre méltó utasának mély álmát megzavarja.	Trước lúc mặt trời mọc, Ilya Bruso đã nhổ neo, cố không làm động đến giấc ngủ say sưa của người hành khách đáng mến của anh.
A Duna még csak szerény kis folyó Ulmnál, ahol véget ér a kis württembergi királyság területe, és kezdődik Bajorország.	Ở Unmo, nơi đây sông Anube rời bỏ vương quốc Vuoclembec nhỏ bé để chuyển đến Bavaria, đây là con sông rất khiêm tốn.
A nagyobb mellékfolyók, amelyek később annyira megduzzasztják, csak lejjebb ömlenek belé, és itt még semmi sem sejteti, hogy a Duna alább már Európa egyik legnagyobb folyama lesz.	Dòng Danube chưa tiếp nhận những chi lưu lớn có thể gia tăng sức mạnh của nó ở phía hạ lưu, và không dự báo gì trước rằng nó sẽ là một trong những con sông quan trọng nhất ở Châu u.
Errefelé a folyó sodra már sokkal csendesebb, és a víz óránként körülbelül egymérföldes sebességgel folyik lefelé.	Tốc độ của dòng nước, đã bị kềm lại nhiều, khó lắm mới có thể đạt đến một liê trong một giờ đồng hồ.
A folyón a legkülönbözőbb nagyságú bárkák - köztük színültig megrakott nehéz dereglyék - úsztak lefelé, s egyik-másiknak az útját északnyugati széltől dagadó széles vitorla is elősegítette.	Những chiếc sà lan có đủ loại kích thước, trong đó có vài chiếc tàu hạng nặng, được chất đầy hàng hóa đến khẳm đã thả xuôi theo dòng, đôi lúc được phụ trợ thân bằng những cánh buồm rộng căng gió tây bắc.
Az idő szépnek ígérkezett, s esőtől nem kellett tartani.	Thời tiết hứa hẹn trong sáng, không mưa.
Mihelyt beérkeztek a Duna közepére, Borus Demeter elővette a farevezőt, és azzal lendítette előre csónakját.	Khi đã ở giữa dòng, Ilya bruso bắt đầu sử dụng mai chèo tăng tốc con thuyền nhỏ.
Napközben az útitársak nem sok szót váltottak egymással.	Suốt ngày không ai nói năng gì, Ilya Bruso cứ lo chèo một cách hăng say.
Borus Demeter szaporán evezett, míg Jäger olyan feszült figyelemmel nézte a Dunán sikló hajókat vagy talán azokon túl a partvidéket is, hogy ez bizonyára feltűnt volna társának is, ha nem köti le annyira az evezés.	Còn phần ngài Yêge thì quan sát những con tàu đang rẽ dòng Danube bằng một sự chú tâm đến mức điều ấy sẽ làm cho chủ nhân của ông ta phải ngạc nhiên nếu như anh ta ít quên mình vào công việc.
Mint Borus Demeter már korábban jelezte, estére kellett Neustadtba érkezniök.	Vừa đến chiều ngày ấy, Ilya Bruso đã quy định đến được Nestat.
Kínos lett volna szégyenszemre üres kézzel partra szállniuk a városban.	Phải đến đó với hai bàn tay không thì ngượng mặt lắm.
Minthogy a légköri viszonyok kedvezőek voltak, és aznap korántsem kellett olyan nagy útszakaszt megtenniök, mint az előző napokon, Borus Demeter elhatározta, hogy horgászni fog.	Thời tiết đã tạo điều kiện thuận lợi, chặng đường tỏ ra ngắn hơn chặng đường trước rất nhiều và Ilya Bruso quyết định bắt tay vào câu cá.
Borus Demeter munka közben készségesen elbeszélgetett vele:	Trong lúc làm việc, Ilya Bruso không xem khinh cuộc chuyện trò.
- Amint látja, Jäger úr, ma horgászni akarok, de jól fel kell hozzá készülni, mert a halak bizony nagyon óvatos állatok, és sokat kell bíbelődni, míg horogra akadnak.	- Như ngài Yêge thấy đó, tôi định câu vào ngày hôm nay, và công việc chuẩn bị chẳng lẹ làng gì.
Vannak rendkívül csalafínta halak, ilyen például a cigányhal, és ezeknek az eszén túl kell járni, hogy az ember kifoghassa őket.	Giống cá có tính đa nghi, thế nên phải thận trọng để câu được bọn chúng cũng chẳng phải quá thừa đâu.
- Nem valami ízes hal az a cigányhal - jegyezte meg Jäger.	Câu cá hanh cũng phải tinh ranh như nó mới được.
- Nem nagyon, mert kedveli az iszapos vizeket, és ettől gyakran rossz ízű a húsa.	- Cá hanh không được ngon lắm, theo như tôi nghĩ - ngài Yêge nhận xét.
- Hát a csuka?	- Đúng thế.
- Igazán?	- Còn cá măng?
- szólt Jäger.	- Thật thế chứ, anh Ilya Bruso?
- Így hát az édesvízi cápa, mint elnevezték...	Như vậy, người ta gọi cá mập sống trong nước ngọt...
- Éppen olyan buta állat, mint a tengeri cápa, semmivel sem okosabb a sügérnél vagy az angolnánál.	- Cũng ngu như cá mập sống trong nước mặn thôi ngài Yêge ạ. Cá mập và lươn cũng là một thứ ngu đần thôi.
Csukát fogni kifizetődő dolog, de nem nagy dicsőség... Valaki, aki nagyon jól ismeri ezt a mesterséget, azt írta egyszer, hogy: "A csukát nem fogják, a csuka megfogatja magát."	Câu chúng thì được lợi đấy, nhưng vẻ vang thì không bao giờ... Nên để ý một điểm tế nhị như thế này, đó là loài cá "bị câu" chứ không phải "câu được".
Jäger nagy elismeréssel hallgatta Borus Demeter meggyőző fejtegetéseit, és figyelte aprólékos gonddal végrehajtott előkészületeit.	Ngài Yêge chỉ biết ngạc nhiên trước lý luận khẳng định của Ilya Bruso, rồi ngồi đó mà chăm chăm chú chú nhìn anh ta sửa soạn đồ lề của mình như thế nào.
Mindenekelőtt kezébe vette horgászbotját, amely rugalmas volt és könnyű, s ha az ember a végénél, amennyire csak lehetett, lehajlította, ugyanolyan egyenesre ugrott ki, mint amilyen volt.	Trước hết Ilya Bruso lấy cái cần câu vừa nhẹ vừa cong vòng, mà nếu như bẻ cong nó đến độ muốn gãy nang thì nó cũng thẳng lại được như cũ.
A mogyorófavessző, amelyből a horgászbot készült, csaknem négy méter hosszú volt, úgyhogy a horgász a vízpartról elérte a mélyvízi halakat, a keszeget meg a piros szemű kelét is.	Nó được làm bằng loại cây phi tử, có hơn 4m chiều dài, thế nên nhờ đó người câu có thể ngồi lại bờ sông mà câu cá ở dưới đáng sông sâu - những loại cá mè cũng như cá vây đỏ.
Borus Demeter megmutatta Jägernek, hogy a flórenci lószőrből készült zsinórra előke segítségével milyen horgokat erősített.	Ilya Bruso chỉ cho ngài Yêge xem lưỡi câu đã được nối với đầu cần câu bằng sợ dây gân phrorentin và nói:
- Látja, Jäger úr - magyarázgatta neki -, ezek igen finom, tizenegyes horgok.	- Ngài Yêge thấy đấy, đây là lưỡi câu số 11, với phần trục rất mảnh.
Ami a csalétkeket illeti, a kele legjobban a főtt búzaszemet szereti, de ezt csak az egyik oldalon szabad átszúrni, és jól meg kell puhítani... No, meg is van, hozzá is láthatok, most már csak a szerencse kell.	Dành cho cá dầy món mồi ngon nhất bằng hạt cốc nướng giòn, bị đâm thủng một mặt và được làm mềm đi nhiều.... xong xuôi, thế là chỉ có việc cầu may.
Mialatt Jäger a ladik párkányának támaszkodva figyelte, hogy mi történik, Borus Demeter merítőhálóját maga mellé véve, leült a padkára, és a horgászbotot nagy hozzáértéssel, könnyed mozdulattal meglóbálta, és a horgokat bevetette.	Trong lúc ấy, ngài Yêge tì người vào mái khoang thuyền, người câu cá ngồi trên băng ghế với phần tựa dưới tay, sau đó anh ném cần câu sau động tác đu đưa chừng mục phải nói là rất đẹp.
A halak a legkisebb zajtól is elijednek, s különben is: komoly horgász nem engedi figyelmét üres fecsegéssel elterelni.	Những âm thanh giọng nói lao xao sẽ làm cho lũ cá sợ hãi, và thêm nữa là người câu cá còn có mối bận tâm khác ngoài những lời tán gẫu.
Az úszó minden moccanását szemmel kell tartania, nehogy elszalassza azt a pillanatot, amikor a horgot be kell vágnia.	Anh cần phải hết sức chú ý theo dõi mọi di động của phao và không được bỏ qua giây phút giật cần câu.
Borus Demeter elégedett lehetett a délelőtti horgászat eredményével.	Có thể nói đây là buổi sáng làm cho Ilya Bruso hài lòng.
Kifogott vagy húsz kelét és ezenkívül tizenkét fejes domolykót meg néhány ragadozó őnt.	Ngoài hai chục con cá dầy, anh còn câu được thêm cả chục cá chép và một số cá nhỏ.
Ha Jäger valóban olyan nagy rajongója volt a horgászsportnak, mint ahogyan állította, csodálattal kellett néznie, hogy a ladik gazdája milyen biztosan és gyorsan kapja horogra ezeket a halfajtákat, amelyeket másként nem is lehet kifogni.	Nếu như ngài Yêge thực tế là người rất say mê câu cá, như ông ta đã cố gắng tỏ rõ con người mình, thì ôn gta chỉ việc thán phục sự nhanh nhẹn và chính xác mà chủ nhân của ông ta đã có được khi giật câu, do lẽ loạt cá này cần được thế!
Közben egy percre sem hagyta el rendíthetetlen nyugalma, amely legszebb tulajdonsága minden horgásznak, ki méltóan viseli ezt a nevet.	và Ilya Bruso đã bộc lộ sự lạnh lùng như băng giá - đức tính rất cần thiết cho người đánh cá xứng đáng được mang danh hiệu này.
A horgászat déli tizenegy óra tájt ért véget.	Buổi câu chấm dứt vào khoảng 11 giờ.
A halászzsákmány különben is igen bőséges volt, sőt Borus Demeter szerint túlságosan bőséges is, hiszen Neustadt, ahol a ladik öt óra tájban kikötött, igen kis városka volt.	Ilya Bruso thậm chí đã thấy lo ngại rằng số lượng cá nhiều quá, trong khi thị trấn Nestat - địa điểm mà chiếc sà lan neo lại lúc 5g chiều - lại bé nhỏ.
Minél előbb álomra kellett hajtaniok a fejüket, mert igen rövid éjszaka állott előttük.	Mà thật, cũng cần phải tranh thủ thời gian cho giấc ngủ, bởi lẽ đêm rất ngắn.
A reggeli órákban Borus Demeter körülbelül harminc font halat fogott ki, úgyhogy a regensburgi rakparton tolongó kíváncsiak úgy érezhették, érdemes volt várniok rá.	Gần đến giữa trưa, Ilya Bruso đã câu được 30 fun cá, nhờ thế mà nhữn kẻ vô công rồi nghề ngồi túm tụm trên đường bờ sông ở Katixbon đã không phải chờ đợi uổng công.
A regensburgi sportrajongók a szabad ég alatt valóságos árverést rendeztek, úgyhogy a harminc fontnyi hal nem kevesebb, mint negyvenegy forintot hozott a Dunai Liga díjnyertesének.	Những người ngưỡng mộ đã tổ chức cuộc đấu giá giữa trời, và 30 fun cá đã mang lại không dưới 40 phloring cho người trúng giải của "Hội vùng sông Danube".
Borus Demeter bizony nem is álmodott ekkora sikerről, és most úgy érezte, könnyen lehet, hogy Jäger végeredményben kitűnő üzletet csinált.	Anh đã không dám tưởng một thành công như thế và anh đã nảy ra ý nghĩ là, ngài Yêge đã ký một giao kèo tuyệt diệu.
Erre azonban most nem kerülhetett sor, mert Jäger észrevétlenül eltávozott, és a ladikban feltűnő helyen hátrahagyott pár sorban tudatta útitársával, hogy ne várja őt vacsorára, mert csak késő este szándékszik visszatérni.	Đúng ra, ngài đã khiêm tốn rời sà lan, sau khi đã báo trước cho người bạn đồng hành của mình rằng anh khỏi phải đợi ông ta về ăn chiều, và rằng đến khuya ông ta sẽ trở lại.
Borus Demeter természetesnek találta, hogy Jäger nem akarta elmulasztani az alkalmat, és megtekinti ezt a várost, ahol a birodalmi gyűlés ötven éven át székelt.	Ilya Bruso nghĩ rằng ngài Yêge muốn thăm cảnh một thành phố mà trong suốt nửa thế kỷ đây là nơi cư trú của nghị viện hoàng đế.
"Jäger, Bécs, Leipziger Strasse 45." - ezt a nevet és címet írta rá annak idején a nyugtára a gyanútlan Borus Demeter, mert hívatlan vendége ezt diktálta neki.	"Ngài Yêge, Viên, Laixigecarat, nhà số 43" - Ilya Bruso đã ngoan ngoãn viết theo lời đọc của người khách lạ.
Borus Demeter ezt annak idején elmulasztotta, holott tudhatta, hogy ez az elővigyázatosság igenis jogos.	Ilya Bruso đã xem tường trình thận trọng và điều đó chắc chắn sẽ mang lại kết quả đáng sợ cho anh.
