QUO VADIS?	Quo Vadis
Mindig tisztábban állt előtte, hogy Ligia mindennél kedvesebb neki s az ő szende, tiszta lénye mássá tette őt.	- Tình yêu biến đổi con người, kẻ nhiều người ít, nó làm thay đổi cả cậu nữa.
Megkináltam a szabadsággal - fordult Viniciushoz, miután Eunice távozott - de tudod-e, mit felelt?	- Cậu muốn anh được ngắm kỹ Eunixe, cậu nói với anh về nàng, bởi vì rất có thể cả anh nữa cũng đang tìm kiếm ở đâu xa xôi một thứ vốn rất gần gụi.
Boldogabb vagyok mint rabszolgád, mint ha a császár felesége volnék!	Hãy dán thứ thuốc cao ấy lên những vết thương của anh xem nào!
És mit sem akart róla hallani.	Anh nói rằng Ligia yêu anh?
A praetor abban a kedvezményben részesített, hogy nem követelte az ő jelenlétét.	Phải chăng điều đó không có nghĩa là còn có thứ gì đó mạnh hơn tình ái?
Valamikor mindennél jobban szerettem a verbénák illatát, de mivel Eunice az ibolyát többre becsüli, ezek lettek az én kedvelt virágaim, és mióta a kikelet eljött, csak az ibolyák illatát lélegezzük be.	Thấy cậu hôn vai Eunixe, cháu chợt nghĩ, giá như vì cháu Ligia cũng hé lộ bờ vai như thế, thì xin trời đất cứ hoác miệng nuốt chửng chúng cháu đi cũng thoả.
- A szerelem téged annyiban változtatott meg, hogy most az ibolya-illatot többre becsülöd, mint a verbénák illatát - felelé Vinicius - de nekem a szerelem a lelkemet alakította át és fájdalmaim dacára, a legforróbb vágyakozás ellenére nem kivánhatom, hogy Ligia a többiekhez hasonlítson.	Tình yêu làm biến đổi cái mũi của cậu, nên cậu thích hoa đồng thảo hơn mã tiên, còn tình yêu làm biến đổi linh hồn cháu, nên mặc cho dục vọng và sự đau xót của bản thân, cháu vẫn muốn Ligia hãy cứ là nàng Ligia như cũ, đừng giống những kẻ khác.
Petronius vállat vont.	Ông Petronius nhún vai:
- Ha így gondolkozol, nem is szabad panaszkodnod.	- Nếu vậy thì chẳng hề có chuyện gì xúc phạm tới anh cả.
De én nem tudom ezt semmiképp megérteni.	Vinixius nóng nảy đáp lại:
- Te nagyon is igazat beszélsz!	- Phải!
- A Hades nyelné el a keresztényeidet!	Im lặng một hồi lâu rồi ông Petronius nói:
- kiáltá Petronius rövid hallgatás után.	- Cầu cho Hadex bắt sạch bọn Thiên chúa giáo của anh đi cho rảnh nợ!
- Kedvet­lenséggel töltötték be lelkedet és minden életörömet elraboltak tőled.	Bọn chúng đã làm anh bất an, hủy hoại những giác quan sống của anh.
Azért a Hades nyelné el őket!	Cầu Hadex bắt sạch chúng đi!
Tévedés annak a tanításnak jótékony befolyását magasztalni, mert az a tanítás hat jóté­konyan, mely az embereknek boldogságot ad és őket a szépségért, szerelemért, hatalomért lelkesiti.	Anh đã lầm khi cho rằng đó là một thứ giáo thuyết tốt lành, bởi vì tốt lành là những gì có thể khiến cho con người ta sung sướng, là cái đẹp, tình yêu và sức mạnh, vậy mà bọn chúng lại gọi những cái đó là chuyện phù vân.
Hogyan lehetne olyan embereket becsülni, akik a rosszért és a jóért egyformán fizetnek?	Còn nếu trả giá cho hai thứ ngang nhau, thì con người cần phải tốt để làm gì?
- Reájuk nézve az élet a halállal kezdődik.	- Đối với họ, sự sống bắt đầu cùng lúc với cái chết.
- Ez éppen olyan, mintha azt mondanák: a nappal csak az éjszakával kezdődik.	- Điều đó chẳng khác nào có kẻ bảo rằng, ngày bắt đầu cùng lúc với đêm đen.
- Tehát a keresztény tanítás követője akarsz lenni?	- Vậy ra anh định chấp nhận giáo thuyết của Crixtux ư?
- Szeretnék ugyan, de természetem fölháborodik ellene.	- Cháu muốn lắm, nhưng bản chất của cháu không chịu đựng nổi giáo thuyết ấy.
- Hiszed-e, hogy Ligiát elfelejtheted?	- Anh có thể quên được Ligia không?
- Nem, nem!	- Không!
- Akkor utazzál!	- Thế thì hãy đi du ngoạn vậy!
A rabszolgák ebben a pillanatban jelentették, hogy tálalva van és a trikliniumba menet Petronius, akinek, úgy látszott, jó gondolata támadt, megjegyzé:	Vừa lúc ấy, đám nô lệ báo bữa sáng đã chuẩn bị xong, nhưng ông Petronius nghĩ rằng mình vừa nảy ra được một ý kiến hay, nên trên đường tới phòng tiệc ông nói tiếp:
- Te ugyan nagy részét beutaztad a világnak, de csak mint katona, aki egy helyen se maradhat, mivel rendeltetése helyét mindig gyorsan el kell érnie.	- Anh đã đi qua cả một phần thế giới thật đấy, nhưng chỉ như một người lính vội vã đến nơi được lệnh phải đến, chứ chẳng hề dừng chân dọc đường.
Téged ugyan nem gyűlöl személyesen, de nem is tud szeretni, abból az egyetlen okból, mivel néném fia vagy... Mondjuk tehát, hogy beteg voltál.	Đó thật là một thứ đáng nhìn, bởi lẽ cho tới nay thế gian chưa từng được trông thấy gì tương tự như thế bao giờ.
Legjobb, ha elutasító kézmozdulatot teszesz és azt feleled, nálad volt addig, míg nem untatott.	- Anh đã được trông thấy những gì khi phục vụ dưới trướng tướng Korbulon nào?
Ezt meg fogja érteni.	Chẳng có quái gì hết!
Tedd hozzá, hogy beteg­ség láncolt házadhoz s a lázat még fokozta az a csalódás, hogy nem hallhattad énekét Nápoly­ban és csak az a reménység segítette elő gyógyulásodat, hogy végre mégis meghallod őt.	Liệu anh đã thăm thú kỹ lưỡng các đền miếu Hi Lạp như cậu đã làm hơn hai năm trước, chuyển hết tay hướng đạo này sang tay khác hay chưa?
Tigellinus azt hirdeti, hogy nemcsak valami nagyot, hanem valami rendkívülit gondolt ki a császár részére... Attól tartok, hogy lassankint aláássa befolyásomat.	Anh đã trông thấy Alecxanđria Memphix, các kim tự tháp, sợi tóc của nàng Izix, sợi tóc mà nàng đã tự tay dứt đứt vì thương tiếc chàng Oryzix hay chưa?
És félek indulatos természeted miatt is...	Anh đã được nghe tiếng Memnon rền rĩ hay chưa?
- Tudom, kiket gondolsz.	- Em là kẻ nô tỳ của người!
A keresztényeket. - Igen.	- Eunixe thốt ra.
Nem élünk-e folytonos aggodalomban?	Rồi ông quay sang chàng Vinixius:
- Hagyj békében a keresztényeiddel.	- Anh hãy đi cùng chúng ta ra Sip!
Ők nem félnek a császártól, mivel még talán semmit se hallott felőlük és minden esetre mit se tud róluk.	Tốt nhất, anh cứ phẩy tay bảo rằng anh có gặp nàng, cho tới khi nàng khiến anh phát chán.
Azért annyit törődnek vele, mint a hervadt lombbal.	Cậu cũng lo cho cách cư xử của anh lúc ấy nữa đấy.
És én azt mondom neked, hogy gyöngeelméjűek ők és ezt magad is érzed és tanításuk éppen azért nem felel meg természetednek, mivel belátod ennek a tanításnak gyöngeségét.	- Cậu có biết không - Vinixius nói - có những người không hề e sợ Hoàng đế, họ sống bình thản như Người không hề tồn tại trên đời!
Mi is tudunk élni és meghalni és amit ők tudnak, az még nem ismeretes.	- Hãy để cho cậu yên thân với đám tín đồ Thiên chúa giáo của anh!
Vinicius e szavakkal legbensejében találva érzé magát és haza érkezvén, magában azt fontol­gatta, vajjon a keresztények jósága és irgalma valósággal nem azok szellemi gyengeségének bizonyítéka-e?	Bọn chúng không sợ Hoàng đế, có thể vì Người chưa nghe nói tới bọn chúng hay chưa biết gì về chúng; chẳng qua chúng cũng như những chiếc lá mục đối với Người mà thôi!
Úgy tetszett neki, hogy erős, jellemes emberek nem volnának képesek ily módon felejteni és megbocsátani.	Chàng cảm thấy những người cương nghị và có đầu óc không thể giàu lòng vị tha đến thế.
Az a gondolat villant meg agyában, bizonynyal ez az oka annak az ellenszenvnek, melyet az ő római elméje ama tanítás iránt érzett.	Chàng chợt nghĩ rằng đó rất có thể chính là lý do khiến tâm hồn La Mã của chàng cảm thấy khinh ghét giáo thuyết nọ.
gondolá Vinicius.	Henryk Sienkiewicz
NYOLCADIK FEJEZET.	T1 - Chương 30
A császár Rómába visszatérvén, rosszkedvű volt visszajövetele miatt és újra kedve támadt, hogy Achajába utazzék.	Phải trở về Roma, hoàng đế bực mình vì đã trở về và chỉ vài ngày sau ngài đã lại đùng đùng muốn đi Akhai ngay.
Sőt egy rendeletet adott ki, amelyben kijelenté, hogy távolléte nem sokáig tart és ez által a közügyek nem fognak kárt szenvedni.	Thậm chí ngài còn ra một chỉ dụ khuyến cáo rằng ngài sẽ đi vắng không lâu, nên các quyền lợi của công chúng sẽ không hề bị ảnh hưởng chút nào.
Aztán az augustiánusok társaságában, akik közt volt Vinicius is, fölment a Kapitóliumra, hogy az isteneknek áldozatot mutasson be szerencsés utazásáért.	Sau đó, cùng với đám cận thần, trong đó có cả chàng Vinixius, ngài tới thần miếu Kapiton dâng lễ vật tế hiến các thần, cầu cho chuyến đi được thuận buồm xuôi gió.
Habár Nero alapjában véve nem hitt az istenekben, néha mégis babonás félelem vett rajta erőt, kivált pedig a titokzatos Vesta oly félelmet gerjesztett benne, hogy az istennő és a szent tűz láttára haja hirtelen égnek állt és mintegy eszméletlenül Vinicius karjaiba rogyott, ki véletlenül háta mögött volt.	Nerô vốn không tin thần thánh, nhưng lại sợ họ, đặc biệt là nữ thần Vexta đầy bí ẩn, đến nỗi vừa thoạt trông thấy dung mạo nữ thần và ngọn lửa thiêng, tóc trên đầu ngài dựng đứng cả lên vì kinh hoàng, hai hàm răng ngài dính chặt vào nhau, tứ chi run lẩy bẩy, rồi ngài ngã xỉu vào tay Vinixius, kẻ tình cờ đứng ngay sau lưng ngài.
Azonnal kivitték a szenthelyről és a Palatinusra vitték, ahol legott ismét jobban lett.	Ngài được mang ngay ra khỏi thần miếu và đưa về cung điện Palatyn.
Egy óra mulva egész Rómában közhirré tették, hogy a császár, miután látta a polgárok megszomorodott arcát, mint egy atya, ki gyermekeit mindenek fölött szereti, föltette magában, hogy náluk marad és megoszt velök bánatot és örömet.	Một giờ sau, người ta loan báo cho dân chúng toàn thành Roma được hay rằng vì trông thấy những khuôn mặt buồn đau vì quá yêu hoàng đế của công dân, nên hoàng đế sẽ lưu lại cùng chúng dân như người cha lưu lại cùng đàn con, để chia sẻ niềm vui và nỗi đau cùng chúng dân.
A jövendő korszakokban csak ezekről az emlékekről és rólam beszélnek.	Đời đời cháu con sẽ chỉ nói về pho tượng ấy và nói về ta mà thôi.
- És énekeimmel?	- Ông Petronius nói.
- kérdé Nero.	- Nerô hỏi.
- kérdé Nero.	Tiếc thay!
- Valóban!	- Nerô thốt ra.
Megteszem!	Phải lắm!
- Egiptomban nőül veszem Lunát, aki most özvegy, akkor aztán tényleg isten leszek.	Đó sẽ là món quà của người để lại cho nhân loại.
- És nekünk csillagokat adsz feleségül, mi pedig új constellátiót hozunk létre, melyet Nero constellátiójának neveznek.	Tại Ai Cập ta sẽ cưới nữ thần mặt trăng Lune, nữ thần cũng góa chồng và ta sẽ thực sự trở thành một vị thần.
Tigellinusnak ajándékozd oda a sivatagot, akkor majd a sakálok királya lesz.	Còn Tygelinux thì xin hoàng thượng cho hắn sa mạc, hắn sẽ là vua của lũ lang sói…
- És mit szánsz nekem?	Thế còn tôi thì sao?
- kérdé Vatinius.	- Vatynius hỏi.
- Adja reád Apis az áldását!	Cầu thần Apix ban phước cho ông!
Például Domitius Afer legyen a kincstartó, mivel becsületességéről ismeretes.	Thí dụ như Đominiusxss Apher sẽ làm thủ quỹ, bởi ông ta nức tiếng thật thà.
Én boldog vagyok, ó császár, ha Egiptomról álmodol és szomoru vagyok amiatt, hogy elhalasztottad utazásodat.	Tâu hoàng thượng, thần rất thích những khi hoàng thượng mơ về Ai Cập và rất lấy làm buồn vì người đã hoãn dự định ra đi.
- Mindnyájan megijedtünk - mondá Tigellinus - és Rubria, Vesta papnője, elájult.	Tất thảy chúng thần đều kinh hoảng - Tygelinux nói - Còn ni cô đồng trinh Rubria thì ngất xỉu luôn.
- Rubria!	Rubria!
- ismétlé Nero.	- Nerô nói - Nàng có cái cổ trắng ngần như tuyết:
Mit jelent ez?	Lạ thật!
Ma engem is félelem fogott el, habár én vagyok a legfőbb pap.	Đến đây ngài trầm tư một lúc rồi hỏi:
Csak arra emlékszem, hogy hátra tántorodtam és földre estem volna, ha valaki meg nem támaszt.	Các khanh hãy nói ra hay, tại sao người ta lại sợ nữ thần Vexta hơn các thần?
- felelé Vinicius.	Ai đỡ ta thế?
- Ah, te haragvó Ares!	Chính hạ thần - Vinixius đáp.
- Összezúzott karoddal?	Với một cánh tay bị gẫy ư?
- Egy barbár, aki erősebb volt Crotonnál, segítségemre jött.	Có một tên dân man di đã giúp thần, y khỏe hơn Kroton.
Nero álmélkodva nézett reá.	Nerô nhìn chàng kinh ngạc.
