ALEXANDRE DUMAS	Alexandre Dumas
- Mindhármójuknak engedélyezhetek kétheti szabadságot, ehhez jogom van; Athos még most sem heverte ki múltkori sebesülését, ő elmehet fürdőre, Forges-ba; Porthos meg Aramis pedig elkísérheti jó barátját; miért is hagynák el sanyarú helyzetében?	- Tôi có thể cho họ mỗi người một kỳ phép mười lăm ngày, tất cả là thế này: cho Athos, vì vết thương vẫn luôn luôn nhức nhối, để đến vùng suối nóng ở Foócgiơ, cho Porthos và Aramis để đi theo bạn vì không muốn bỏ mặc bạn trong một tình cảnh đau đớn đến như vậy.
Lakásukra küldetem szabadságos levelüket: ez lesz a bizonyíték, hogy hozzájárulok elutazásukhoz.	Gửi cho họ giấy phép sẽ là bằng chứng tôi cho phép cuộc hành trình của họ.
- Köszönöm, uram, túl kegyes hozzám.	- Xin cám ơn ông, ông thật muôn vàn lần tốt.
- Tehát keresse fel őket azonnal; intézzenek el mindent ma éjszaka. De várjon!	- Vậy anh hãy đi tìm họ ngay lúc này đi và tất cả phải được thi hành ngay đêm nay.
Mindenekelőtt foglalja írásba kérelmét Des Essarts úrhoz.	À, trước hết, hãy viết cho tôi đơn xin ông des Essarts.
Meglehet, hogy idejövet nyomon követte valami spion; akkor pedig a bíboros már régen tudja, hogy idejött; nem árt, ha jelenlétét megindo­kolja.	Có thể anh đã bị một tên do thám theo dõi, và việc anh đến thăm tôi, trong trường hợp Giáo chủ đã biết sẽ được hợp pháp hóa.
D’Artagnan megfogalmazta a kérvényt, Tréville úr átvette, és megnyugtatta, hogy hajnali kettőre mindegyik útitársának lakásán lesz a szabadságos levél.	D Artagnan viết đơn xin, và ông De Treville nhận đơn từ tay chàng, đảm bảo trước hai giờ sáng bốn giấy phép sẽ đến đúng địa chỉ các lữ khách.
- Nagyon kérem, kapitány uram, az enyémet Athos címére küldesse - szólt D’Artagnan. - Attól tartok, hívatlan vendég várhat, amikor hazatérek.	- Làm ơn gửi giấy phép của tôi đến chỗ Athos - D Artagnan nói - Tôi sợ rằng trở về nhà tôi sẽ gặp chuyện chẳng lành.
- Ne féljen semmitől.	- Anh yên tâm.
Szerencsés utat, Isten áldja!	Vĩnh biệt, chúc thượng lộ bình an!
- szólította vissza Tréville úr a fiatalembert.	- Ông De Treville gọi chàng lại.
D’Artagnan visszafordult.	D Artagnan rảo bước quay lại.
- Pénze van?	- Anh có tiền không?
D’Artagnan megzörgette zsebében a pénzeszacskót. - Elég?	- Ba trăm đồng vàng!
- kérdezte Tréville.	- Tốt lắm, với số tiền ấy có thể đi tận cùng thế giới.
- Háromszáz arany.	Thôi đi đi.
- Rendben van, ennyivel akár a világ végéig utazhat; menjen hát.	D Artagnan chào ông De Treville đang chìa tay bắt tay chàng.
D’Artagnan elköszönt a kapitánytól, az meg kezét nyújtotta neki; D’Artagnan tisztelettel és hálával szorította meg.	Chàng siết chặt tay ông với lòng kính trọng xen lẫn sự biết ơn.
Amióta Párizsba érkezett, csak jót mondhatott a jeles férfiúra, aki mindig megbecsülésre méltónak, egyenes, nagy jellemnek mutatkozott.	Từ khi tới Paris, chàng chỉ một mực ca ngợi con người ưu tú ấy con người chàng luôn luôn thấy đáng tôn kính, trung thực và vĩ đại.
Sőt nem is igen találkozott Aramisszal, s valahányszor látta, úgy rémlett neki, mély szomorúság ül vonásain.	Còn thêm điều này nữa: Mới thoạt nhìn chàng ngự lâm trẻ ấy và mỗi lần gặp lại, chàng tưởng như nhận thấy một nỗi buồn sâu sắc in trên gương mặt bạn mình.
Aramis ma este is komoran, mélázva virrasztott.	Tối nay nữa, Aramis vẫn thức, vẻ mặt sầm tối, mơ màng.
D’Artagnan faggatni kezdte, mért olyan mélabús; Aramis bocsánatot kért, s azt mondta, a jövő héten latin nyelvű szövegmagyarázatot kell írnia Szent Ágoston XVIII. fejezetéhez, ez foglalja le minden gondolatát.	Aramis phân trần chàng buộc phải viết bằng tiếng Latinh một bài bình luận về chương thứ 18 kinh Thánh Augustin cho tuần sau, khiến chàng phải bận tâm nhiều.
Alig beszélgetett egymással a két jó barát egy-két pillanatig, Tréville úr egyik szolgája lépett be, pecsétes boríték a kezében.	Đôi bạn chuyện trò được một lát thì một đầy tớ của ông De Treville bước vào cầm theo một gói kín có dấu niêm phong.
- Hát ez mi?	- Cái gì thế này?
- kérdezte Aramis.	- Aramis hỏi.
- Uraságod szabadságot kért, a szabadságos levelet hoztam el - válaszolta a küldönc.	- Giấy phép ngài yêu cầu - người hầu trả lời.
- Én nem kértem semmiféle szabadságot.	- Tôi hả, tôi có xin phép nghỉ đâu.
- Hallgasson és vegye át - mondta D’Artagnan.	- Im đi và cầm lấy.
- Neked meg barátom, nesze egy fél arany a fáradságodért; mondd meg Tréville úrnak, hogy Aramis úr igaz szívvel köszöni jóságát.	- D Artagnan nói - Và anh, anh bạn, đây là nửa đồng vàng thưởng công cho anh, anh về nói với ông Treville là ông Aramis thành thật và rất đỗi cám ơn ông.
Eredj!	Thôi về!
Az inas földig hajolt, és távozott.	Người hầu cúi rạp đất chào và đi ra.
- Mit jelentsen ez?	- Thế nghĩa là thế nào?
- kérdezte Aramis.	- Aramis hỏi.
- Készüljön fel egy kéthetes utazásra, és jöjjön velem. - Most hagyjam el Párizst, most, amikor azt sem tudom...	- Anh hãy cầm lấy cái cần thiết cho một cuộc hành trình mười lăm ngày và đi theo tôi.
Aramis elhallgatott.	- Nhưng tôi không thể rời Paris lúc này mà không biết… - Aramis dừng lại.
- Hogy mi van vele, ugyebár?	- Không biết bây giờ nàng ra sao, có phải không?
- fejezte D’Artagnan.	- D Artagnan tiếp tục.
- Kivel mi van?	- Ai cơ?
- Honnét veszi, hogy egy hölgy járt itt?	- Ai bảo cậu có một người đàn bà ở đây?
- szólt Aramis, és elsápadt, mint a halál.	- Aramis cãi, mặt nhợt như người chết.
- Láttam.	- Tôi đã trông thấy.
- Azt is tudja, kicsoda?	- Và cậu có biết là ai không?
- Úgy hiszem, legalábbis gyanítom.	- Tôi ngờ ngợ thôi, ít ra là như vậy.
- Hát - szólt Aramis -, ha úgyis oly sokat tud, nem tudja véletlenül, mi lett a hölggyel?	- Nghe đây - Aramis nói - một khi cậu nắm được bao nhiêu chuyện như vậy, hẳn cậu phải biết người đàn bà ấy bây giờ ra sao?
- Úgy sejtem, visszatért Tours-ba.	- Tôi cho là nàng đã trở về Tours.
- Tours-ba?	- Về Tours?
Úgy van, ez az: akkor hát ismeri.	Phải, đúng thế, cậu biết nàng rồi.
- Miért nem írt?	- Bởi nàng sợ bị bắt.
- Félt, hogy bajba keveri.	- Làm sao nàng không viết cho tôi?
- Köszönöm, D’Artagnan!	- Bởi vì nàng sợ làm hại anh.
Az életem adja vissza! - kiáltott fel Aramis.	- D Artagnan, cậu cứu sống tôi rồi!
- Azt hittem, semmibe vesz és már el is hagyott.	- Aramis reo lên - Tôi cứ tưởng mình bị khinh bỉ, phản bội.
Micsoda boldogság volt, hogy viszontláthatom!	Tôi đã sung sướng biết mấy khi gặp lại nàng!
Nem hittem, hogy kockára teszi szabadságát a kedvemért; de akkor miért jött mégis Párizsba?	Tôi không thể ngờ rằng nàng đã hy sinh tự dọ của mình vì tôi, tuy nhiên nàng trở lại Paris là vì nguyên cớ gì?
- Amiért mi jelenleg Angliába készülünk.	- Vì cái nguyên cớ mà hôm nay chúng ta phải đi sang nước Anh.
- Éspedig?	- Nhưng nó là gì mới được chứ?
- kérdezte Aramis.	- Aramis hỏi.
- Egyszer megtudja majd, egyelőre azonban, kedves Aramis, hadd legyen példaképem a teológus unokahúgának diszkréciója.	- Rồi có ngày anh sẽ biết, Aramis ạ, nhưng còn lúc này, tôi sẽ bắt chước tính dè dặt của cháu gái ông tiến sĩ.
Aramis elmosolyodott; eszébe jutott, mit mesélt valamelyik este barátainak.	Aramis mỉm cười, vì chàng nhớ lại câu chuyện mình đã bịa ra tối hôm đó cho các bạn nghe.
- Nos, ha bizonyosan tudja, D’Artagnan, hogy a hölgy eltávozott Párizsból, nekem sincs itt semmi keresnivalóm, készségesen követem.	- Thôi được, vậy một khi nàng đã rời Paris, và cậu đã chắc như vậy, D Artagnan, không có gì ngăn tôi được nữa, tôi sẵn sàng đi theo cậu.
Mit mond, hová is megyünk?	Cậu nói chúng ta đi…
- Egyelőre Athoshoz, és ha csakugyan velem jön, arra kérem, siessünk, mert máris sok időt elvesztegettünk.	- Lúc này hãy đến Athos đã, và nếu anh muốn đến cùng thì nhanh nhanh lên, bởi chúng ta đã mất khá nhiều thời gian rồi.
Igaz is, szóljon Bazinnek.	- À mà, anh báo cho Bazin nữa.
- Bazin is velünk jön?	- Bazin đi cùng chúng ta?
- kérdezte Aramis.	- Aramis hỏi.
Aramis beszólította inasát, megparancsolta neki, jöjjön utánuk Athos lakására, aztán így szólt:	Aramis gọi Bazin, và sau khi đã ra lệnh cho y đi theo đến nhà Athos, chàng vơ áo choàng, cầm lấy gươm và ba khẩu súng ngắn, rồi mở đi mở lại ba bốn cái ngăn kéo xem có sót một đồng vàng nào không, chẳng thấy, chàng nói:
- Mehetünk.	- Vậy ta đi thôi.
Amint kiléptek a házból, D’Artagnan vállára tette a kezét, és merőn rátekintett.	Chỉ đến lúc ra khỏi nhà, Aramis mới đặt tay lên cánh tay D Artagnan, và nhìn thẳng vào mặt bạn và nói:
- Ugye nem szólt senkinek arról a hölgyről?	- Cậu không nói về người đàn bà ấy với ai chứ?
- kérdezte.	- Không một ai hết.
- Senkinek a világon.	- Không cả với Athos và Porthos chứ?
- Athosnak és Porthosnak sem?	- Không hé một nửa lời.
- Akkor jó.	- Khá lắm!
Miután ebben a fontos kérdésben így dűlőre jutottak, folytatták útjukat, és csakhamar megérkeztek Athos lakására.	Yên tâm về cái điều quan trọng ấy, Aramis tiếp tục lên đường cùng D Artagnan, chẳng mấy chốc cả hai đã đến nhà Athos.
Amikor betoppantak, Athos egyik kezében éppen szabadságos levelét tartotta, a másikban Tréville úr levelét.	Họ thấy Athos đang cầm một giấy phép trong tay và tay kia là bức thư của ông De Treville.
- kérdezte csodálkozva.	"Athos thân mến của tôi.
Kedves Athos, mivel egészségi állapota feltétlenül megköveteli, hozzájárulok, hogy két hetet pihenjen.	Vì sức khỏe của anh tuyệt đối đòi hỏi phải như vậy, tôi rất muốn anh phải nghỉ ngơ mười lăm ngày.
őszinte híve	Thân ái
Tréville	Treville"
- Megmondom, Athos: a szabadság és a levél azt jelenti, hogy velem kell jönnie.	- Anh Athos ơi, cái giấy phép và bức thư đó có nghĩa là phải đi theo tôi đấy.
- Fürdőre, Forges-ba?	- Đến suối nóng Foócgiơ?
- Oda vagy máshová.	- Đấy hoặc chỗ khác.
- A király kívánja így?	- Để phục vụ nhà Vua ư?
- A király vagy a királyné; vagy talán, nem Őfelségeik szolgái vagyunk?	Nhà Vua hoặc Hoàng hậu, chả phải chúng ta là bầy tôi của hai vị sao?
E pillanatban lépett be Porthos.	Đúng lúc ấy thì Porthos vào.
- Amióta jó barátjuk kér helyettük is.	- Từ khi họ có những người bạn xin hộ họ.
- Hohó!	- Chà chà!
- szólt Porthos - valami meglepetést szimatolok!	- Porthos nói - Hình như có chuyện gì mới ở đây chăng?
- Úgy van, utazunk - mondta Aramis.	- Phải, chúng ta ra đi - Aramis nói.
- Mi tájra?	- Đến nước nào?
- kérdezte Porthos.	- Porthos hỏi.
- Bizisten, magam sem nagyon tudom - szólt Athos -, kérdezd meg D’Artagnant.	- Thật tình, tôi chẳng biết gì lắm - Athos nói - hỏi D Artagnan ấy.
- Londonba, urak - mondta D’Artagnan.	- Đến London, thưa các vị.
- Londonba!	Đến London?
- kiáltott fel Porthos - mi keresnivalónk van Londonban?	- Porthos kêu lên - Và chúng ta sẽ làm gì ở London đây?
- Erről nem beszélhetek, uraim, csak annyit kérek, bízzanak bennem.	- Đó lại là điều tôi không thể nói với các vị được.
- Az ám - szólt közbe Porthos -, csakhogy a londoni útra pénz is kell, nekem pedig egy vasam sincs.	- Nhưng để đi đến London - Porthos thêm - Cần phải có tiền, mà tôi thì chẳng có một xu nào cả.
- Nekem sincs - szólt Aramis.	- Tôi cũng vậy - Aramis nói.
- Nekem sincs - szólt Athos.	- Tôi cũng thế - Athos nói.
- Van nekem - mondta D’Artagnan, azzal előhúzta a vagyont érő zacskót a zsebéből, és az asztalra tette.	- Tôi có - D Artagnan vừa nói vừa rút kho báu từ trong túi mình ra và đặt lên bàn - Trong túi này có ba trăm đồng vàng.
- Háromszáz arany van benne, mindegyikünknek jut belőle hetvenöt: épp ennyi kell jövet-menet a londoni útra.	Mỗi người hãy cầm lấy, thế là đủ để đi đến London và cho lúc trở về.
Különben sincs miért aggódnunk, úgysem érünk oda vala­mennyien.	Vả lại, cứ yên tâm, chúng ta sẽ không đến London tất cả đâu?
- Miért ne érnénk?	- Tại sao thế?
- Mivel útközben minden valószínűség szerint lemarad majd egyik-másikunk.	- Bởi vì rất có thể, có một vài người trong chúng ta sẽ ở lại dọc đường.
- Csak nem hadba indulunk?	- Nhưng như vậy phải chăng chúng ta đang tiến hành một chiến dịch?
- De bizony hadba, és utunk, meg kell mondanom, csöppet sem lesz veszélytelen.	- Và nguy hiểm nhất, tôi xin báo trước như vậy.
- Hohó!	- Ra thế!
Ha már vásárra viszem a bőröm - szólt Porthos -, talán csak megtudhatom kiért?	Porthos nói - Nhưng một khi nhỡ ra chúng ta bị giết chết, ít ra tôi cũng muốn biết tại sao chứ?
- Sokra mégy vele!	- Cậu vội quá đấy!
- mondta Athos.	- Athos nói.
- Nem azért mondom - szólalt meg Aramis -, de én is helyeslem Porthos kérdését.	- Tuy nhiên tôi đồng ý với Porthos! - Aramis nói.
- Talán számadással tartozik nekünk a király?	- Nhà Vua phải chăng có lệ phải trình bày với cái vị?
Hogy miért?	Tại sao ư?
Bánja az ördög.	Các vị chẳng áy náy gì đâu.
- D’Artagnannak igaza van - szólt Athos -, itt van Tréville úrtól három szabadságos levél, s itt van háromszáz arany, fene bánja, kitől.	- D Artagnan nói đúng - Athos nói - Đây là ba giấy phép của chúng ta do ông De Treville cấp, và đây là ba trăm đồng vàng chẳng biết từ đâu ra.
Ott kaszaboltassuk le magunkat, ahová küldenek.	Vậy ta đi thôi, và sẵn sàng chết ở nơi người ta bảo ta đi.
Az élet fabatkát sem ér, nem érdemes annyit kérdezősködni.	Cuộc đời có đáng đặt ra bao nhiêu câu hỏi như vậy không?
D’Artagnan, követlek, parancsolj velem.	D Artagnan, tôi sẵn sàng đi theo cậu.
- Velem is - szólt Porthos.	- Cả tôi nữa - Porthos nói.
- Velem is - mondta Aramis.	- Tôi cũng vậy - Aramis nói - Tôi cũng chẳng buồn bực phải rời khỏi Paris đâu.
- Nem is bánom, hogy kimozdulhatok Párizsból.	Tôi đang cần tiêu khiển.
Jó lesz egy kis változatosság.	D Artagnan nói:
- Változatosságban éppen nem lesz hiány, ne féljenek, urak!	- Yên trí, các vị sẽ được tiêu khiển.
- mondta D’Artagnan. - No jó, és mikor indulunk?	- Còn bây giờ, khi nào chúng ta đi đây?
