ELSŐ RÉSZ	PHẦN THỨ NHẤT
A mérleg két serpenyője	TRÊN CÁN CN CÔNG VÀ TỘI
A harminc ágyú közül húsz összetörve hevert kerekei között.	Mạn tàu thủng năm lỗ, một lỗ phía trước thủng khá lớn.
Maga a bűnös is, megfékezve, láncai közé verve, használhatatlanná lett.	Trong số ba chục khẩu pháo thì hai chục nằm sóng soài trong khung.
A hajófenékbe beszivárgott a víz.	Cả khẩu đội còn lại chín khẩu.
Azonnal a roncsolt részek javításához kellett kezdeni, üzembe kellett helyezni a szivattyúkat.	Nước chảy vào hầm tàu, phải cấp tốc sửa ngay những chỗ hư hỏng và bơm nước ra.
Nagyobb volt ott a dúlás, mint egy megvadult elefánt ketrecében.	Một cái chuồng nhốt voi dữ cũng không thể bị tàn phá đến thế.
Akármennyire fontos volt is, hogy a korvettet senki meg ne lássa, most egy még parancsolóbb szükségesség lépett előtérbe: az, hogy azonnal megmentsék.	Việc giấu tung tích con tàu vẫn là điều cần thiết, nhưng bây giờ điều khẩn cấp hơn là cứu vãn cho nó khỏi đắm.
Micso­da félelmetes csókok!	Biển chao động thật đáng sợ.
A tenger ijesztően hánykolódott.	Gió nồm chuyển sang gió bấc.
A negyedik hullámsoron túl már semmi sem volt látható.	Mắt không còn nhìn được quá tầm bốn đợt sóng trước mặt.
Mialatt a legénység sietve, csak a legszükségesebb javításokra szorítkozva tatarozgatta a fedél­közt, eltömték a réseket, és felállították a még ép ágyúkat, az öreg utas fölment a fedélzetre.	Trong lúc thủy thủ sửa chữa vội vã và sơ sài những chỗ bị phá hủy ở tầng giữa, bịt những chỗ nước ùa vào, sắp đặt những khẩu pháo thoát khỏi tai nạn thành khẩu đội, thì lão già lại trở lên boong tàu.
Nekitámaszkodott a nagyárbocnak.	Lão tựa lưng vào cột buồm lớn.
Boisberthelot gróf az utashoz sietett.	Bá tước Boisberthelot tiến lại gần người hành khách.
A kapitány mögött egy ember lépkedett, zavaros tekintettel, lihegve, rendetlen ruhában, de mégis elégedetten.	Theo sau thuyền trưởng là một người dữ tợn thở hổn hển, áo quần xốc xếch, nhưng nét mặt vẫn có vẻ khoái trá.
A tűzmester volt, aki az utolsó pillanatban fenevadszelídítőnek bizonyult, és úrrá lett az ágyún.	Đó là người pháo thủ vừa tỏ tài chinh phục quái vật rất đúng lúc và đã chặn được khẩu pháo.
- Generális úrnak jelentem, itt van az az ember!	— Thưa tướng quân, người ấy đây.
Boisberthelot gróf most újra megszólalt:	Bá tước Boisberthelot tiếp:
- Generális úr, nem gondolja, hogy ez az ember olyasmit vitt véghez, ami miatt feljebb­valóinak foglalkozniuk kell vele?	— Thưa tướng quân, trước việc người này đã làm, ngài có nghĩ rằng cấp chỉ huy cần phải làm gì?
- Úgy gondolom - mondta az aggastyán.	— Tôi cũng nghĩ thế - Lão già trả lời.
- Méltóztassék hát parancsot adni - felelte Boisberthelot.	— Xin tướng quân ra lệnh - Boisberthelot tiếp.
- De ön a mi generálisunk - válaszolta Boisberthelot.	— Nhưng ngài là tướng lĩnh - Boisberthelot nói.
Az öregember végigmérte a tüzért.	Lão già nhìn người pháo thủ bảo:
Az aggastyán most Boisberthelot grófhoz fordult, levette a kapitány Szent Lajos-keresztjét, és a tűzmester zubbonyára tűzte.	Lão già quay lại phía bá tước Boisberthelot, gỡ tấm huy chương Thánh Louis của thuyền trưởng, gắn vào áo ngoài anh pháo thủ.
- Éljen!	— Hoan hô!
- kiáltották a matrózok.	- Các thủy thủ reo lên.
És a tengerészkatonák tisztelegtek.	Thủy quân bồng súng chào.
Az öreg utas most ujjával a boldogságtól ragyogó tüzérre mutatott, és hozzátette:	Và lão già chỉ vào anh pháo thủ lúc bấy giờ đang mặt mày rạng rỡ, ra lệnh:
- Most pedig lőjétek agyon ezt az embert.	— Bây giờ hãy đem bắn tên này.
Talán máris megpecsételte a sorsát.	Rất có thể vào giờ này, con tàu đã bị nguy.
Tengeren lenni, az annyit jelent, mint ellenséggel szembeszállni.	Ở trên biển khơi tức là ở trước mặt kẻ thù.
Ha egy vitorlás tengeri útra megy, ugyanaz, mintha egy sereg harcba száll.	Một con tàu vượt biển là một đội quân đang xung trận.
A vihar most hallgat, de újra ránk törhet.	Bão táp ẩn nấp, nhưng không vắng mặt.
Halállal bűnhődik az, aki ellenséges támadás idején hibát követ el.	Phải xử tử hình mọi tội lỗi vi phạm trước quân thù.
A bátorság jutalmat érdemel, a hanyagság pedig méltó büntetést kíván.	Lòng dũng cảm phải được khen thưởng, tính cẩu thả phải bị trừng trị.
A szavak csattogtak egymás után, lassan, komoran, kérlelhetetlen szabályossággal, mint a fejsze­csapások a tölgyfa derekán.	Từng lời hạ xuống chậm rãi, nghiêm khắc, không gì lay chuyển nổi, như những nhát rìu bổ xuống cây sồi.
Az aggastyán végigmérte a katonákat, és hozzátette:	Rồi lão già nhìn đám binh sĩ, tiếp lệnh:
- Végrehajtani!	— Thi hành ngay.
Az ember, akinek zubbonyán ott ragyogott a Szent Lajos-kereszt, most lehajtotta a fejét.	Người kia, trên áo khoác long lanh chiếc huân chương Thánh Louis, gục đầu xuống.
Az őrmester a sorkatonaságból kiválasztott tizenkét katonát.	Cha tuyên úy tay cầm thánh giá đến bên cạnh anh ta.
Az osztag lassú léptekkel a hajó orra felé ment.	Tiểu đội hành hình bước lên chậm chạp.
Komor csend volt a korvett fedélzetén.	Hai thủy thủ mang võng liệm đi theo.
A távolban zúgott a vihar.	Cả tàu lặng lẽ, não nề.
Boisberthelot bal kezével feléje intve halkan csak ennyit mondott La Vieuville-nek:	Boisberthelot giơ ngón tay trỏ bên trái về phía lão, nói nhỏ với La Vieuville:
VII	VII
Milyen sors várt a hajóra?	Nhưng rồi con tàu sẽ ra sao?
Az ég mint súlyos takaró borult a tengerre.	Chỉ thấy toàn là sương mù.
A viharos tenger összefogott a köddel.	Đã sương mù lại thêm sóng dữ.
Egyre nehezebben birkóztak meg a tengerrel.	Mặt biển bắt đầu chuyển dữ dội.
Gacquoil elgondolkozva állt a kormánykerék mellett.	Gacquoil vẫn đứng đăm chiêu ở tay lái.
La Vieuville, aki szintén nem veszítette el jókedvét a veszedelem idején, megszólította Gacquoilt:	La Vieuville, người vốn vui tính ngay trong hoàn cảnh bi đát nhất, đến bên Gacquoil. Ông ta bảo:
- No, kormányos - mondotta neki -, az orkán félrecsúszott.	— Này, bác hoa tiêu, bão chuyển hướng khác rồi.
Kissé erős a széljárás.	Gió sẽ mạnh lên.
Ennyi az egész.	Thế thôi.
Gacquoil komolyan válaszolta:	Gacquoil nghiêm nghị, đáp:
- Aki széllel küzd, az árral küzd.	— Còn gió là còn sóng.
Tudta, hogy egy hajó, amelybe beszivárog a víz, ha az árral kell küzdenie, hamar megtelik vízzel.	Với một con tàu đã ngấm nước, nói "còn sóng" tức là "chóng ngập nước".
Gacquoil a jóslatát szemöldöke bizonytalanságot kifejező rángásával hangsúlyozta.	Gacquoil hơi chau mày lại để nhấn mạnh thêm điều tiên đoán của mình.
Talán az ágyúk és a tüzér tragikus esete után La Vieuville korán kezdett könnyed és mókás hangon beszélni.	Có lẽ sau câu chuyện tai hại về khẩu pháo và người pháo thủ, La Vieuville đã bông lơn quá sớm.
Van úgy, hogy az ilyesmi bajt hoz arra, aki a nyílt tengeren jár.	Còn ở ngoài khơi, còn nhiều điều gieo tai họa.
Vigyázni kell.	Phải đề phòng.
La Vieuville úgy érezte, hogy komolyabban illik beszélnie.	La Vieuville thấy cần trở lại nghiêm túc.
- Hol vagyunk most, kormányos?	— Chúng ta đang ở đâu hoa tiêu?
- kérdezte.	- La Vieuville hỏi.
Gacquoil ezt válaszolta:	Người hoa tiêu trả lời:
A kormányosnak hatalom van a kezében; mindig engedni kell, tegye, amit akar, és gyakran hagyni kell, mondjon, amit akar.	Hoa tiêu là một người làm chủ; thường phải để mặc anh ta làm và đôi khi để mặc anh ta nói.
Az effajta ember különben nagyon szófukar.	Vả chăng, hạng người ấy ít nói.
La Vieuville otthagyta.	La Vieuville bèn bỏ đi chỗ khác.
La Vieuville a kormányost kérdezte, de a látóhatártól kapott választ.	La Vieuville vừa hỏi người hoa tiêu xong, chân trời như trả lời ông ta.
A tenger hirtelen föltárult.	Biển bỗng nhiên hiện rõ.
Nyugaton, a hold által megvilágított égből, három hatalmas szikla vált ki, mint holmi kelta pölván.15	Phía đông, nơi chân trời tái nhạt ban mai, in hình tám chiếc tàu buồm dàn thành tuyến tiếp cận nhau một cách đáng sợ.
A három szikla zátonyt jelentett, a nyolc vitorla hajórajt.	Tám chiếc tàu buồm kia là một hạm đội.
A korvett mögött a Minquier hírhedt sziklái meredeztek, előtte pedig a francia cirkálóhajók.	Như vậy, đằng sau họ là dãy Minquiers nổi tiếng nguy hiểm, và đằng trước họ là hạm đội tuần tiễu Pháp.
Vagy megbirkóznak a zátonnyal, a korvett orrán tátongó rés, a vitorlák lazasága és az inga­dozó árbocok ellenére, vagy felveszik a harcot, bár harminc ágyújuk közül huszonegy haszna­vehetetlenné vált, és legjobb tüzéreik elpusztultak.	Đối phó với đá ngầm, con tàu chỉ có một cái vỏ thủng, những khí cụ rã rời, những cột buồm lung lay tận gốc; còn để giao chiến, một khẩu đội ba chục pháo thì hai mươi mốt khẩu đã bị xộc xệch và những pháo thủ thiện chiến nhất đã chết rồi.
A szél, amely szétszórta a tenger páráit, a Minquier-sziklák felé hajtotta a korvettet.	Cuối cùng gió đã cuốn hết những đám sương mù thấp là là và đang đẩy con tàu đến dãy Minquiers.
A Minquier-sziklák végzetes zátonya abban az időben még veszélyesebb volt, mint napjaink­ban.	Minquiers, một dãy đá ngầm ghê rợn, thời đó còn gập ghềnh hơn ngày nay nhiều lắm.
A cirkálók pedig az azóta híressé vált cancale-i hajórajhoz tartoztak, annak a Duchesne kapitánynak a parancsnoksága alatt, akit Lequinio16 Duchęne papának nevezett el.	Về phía hạm đội tuần tiễu, đó là hạm đội Cancale, nổi tiếng từ khi thuyền trưởng Duchesne chỉ huy, người mà Leskinio gọi là "bố Duchêne" .
A helyzet válságosra fordult.	Hoàn cảnh thật nguy ngập.
Észre sem vették, hogy a korvett, a hajóágyú tombolása idején, eltért útjától, és Granville felé sodródott, ahelyett, hogy Saint-Malónak tartott volna.	Con tàu, trong khi xảy ra vụ tuột xích pháo, đã đi chệch hướng về phía Granville chứ không phải về Saint-Malo mà không biết.
Azt mondhatnánk, a tengernek szinte játékszabályai vannak.	Biển cả chẳng bao giờ chịu nói ngay cái mà nó muốn.
Más formában, de ugyanazt a sorsot dobta elébük: a hajótörést.	Rốt cuộc cũng là nạn đắm tàu, dưới một hình thức khác.
A sziklákon való összeroncsolódás lehetőségét még megtetézte a csata pusztítása.	Con tàu có thể vừa bị đắm vì đá ngầm, vừa bị tiêu diệt trong chiến đấu.
Az egyik ellenség segítette a másikat.	Kẻ địch nọ tiếp tay cho kẻ địch kia.
La Vieuville rettenthetetlenül, kacagva kiáltotta:	La Vieuville cười dũng cảm, kêu lên:
Mindkét oldalon kihúztuk a lutrit.	Ở cả hai phía chúng ta đang chơi xổ số.
VIII	VIII
9 = 380	9 = 380
A sápadt, gyér világosságban, a felhők sötét borongásában, a látóhatár zavaros mozgalmassá­gában, a hullámok titokzatos redőződésében volt valami síri ünnepélyesség.	Trong cái cảnh ánh sáng ban mai tản mát, nhợt nhạt, mây đen thẫm, trong những chuyển động lờ mờ của chân trời, trong những lớp sóng nhăn nhó, bí ẩn, có một vẻ trang nghiêm như trong nhà mồ.
Az ellenségesen fúvó szél kivételével minden hallgatott.	Mọi vật im lặng, ngoài tiếng gió vù vù, hằn học.
Nem is támadó ellenséghez, inkább valami jelenéshez hasonlított.	Nó giống như ma quỷ hiện hình chứ không giống như một cuộc công kích.
Valóságos volt ez a csend?	Một thứ im lặng mênh mông.
Vagy álom szállt át a tengeren?	Trước mặt là cảnh thật chăng?
Boisberthelot gróf félhangon parancsokat adott La Vieuville-nek, aki lement az ütegfedélzetre, a kapitány pedig messzelátóval a hajó tatjába ment, és megállt a kormányos mellett.	Bá tước Boisberthelot ra lệnh khẽ cho La Vieuville và ông này xuống khoang pháo ngay, rồi viên thuyền trưởng mang ống nhòm tới đứng bên cạnh người hoa tiêu ở phía cuối tàu.
Gacquoil minden igyekezete oda irányult, hogy egyenesen tartsa a korvettet a hullámokon; mert ha a szél és az ár oldalba kapja, menthetetlenül elsüllyed.	Gacquoil chỉ còn biết cố giữ cho con tàu đứng vững trong sóng gió, bởi vì gió và sóng biển cùng đập vào sườn tàu, con tàu khó mà tránh khỏi bị lật nhào.
- A Minquier-sziklák előtt.	- Thuyền trưởng hỏi.
- Melyik oldalon?	— Dãy Minquiers.
- A rosszabbikon.	— Về phía nào?
- Milyen a tengerfenék?	— Phía nguy hiểm.
- Csupa éles szikla.	— Bề sâu ra sao?
- Horgonyt vethetünk?	— Đầy mỏm đá.
A kapitány nyugat felé fordította messzelátóját, a Minquier-sziklákat vizsgálta.	— Lúc nào cũng có thể chết được - Người hoa tiêu trả lời.
Nyolc, szabályosan felvonuló hajó harcias éle emelkedett ki a tengerből.	Trong lúc đó, viên thuyền trưởng đã đếm đủ các tàu buồm.
- Hogyne ismerném - válaszolta Gacquoil.	Viên thuyền trưởng hỏi hoa tiêu:
- Ez a hajóhad.	— Biết chứ!
- Franciaországé?	- Gacquoil trả lời.
- Az ördögé.	— Gì vậy?
Most ez is eszébe jutott a kapitánynak.	Viên thuyền trưởng tiếp:
- Csakugyan - mondotta -, a flotta tizenhat egységből áll.	— Tất cả hạm đội tuần tiễu ở đó phải không?
Itt pedig csak nyolcat látunk.	— Không phải tất cả.
