ALEXANDRE DUMAS	Alexandre Dumas
- Induljon, Laporte - mondta a királyné.	- Thôi đi đi, Laporter, - Hoàng hậu bảo.
Az ifjú király odament az anyjához.	Cậu vua nhỏ sán đến gần mẹ và hỏi:
- Miért tegyük azt, amit ezek az emberek kívánnak?	- Tại sa phải làm những điều họ đòi hỏi.
- Mert muszáj, fiam - mondta Ausztriai Anna.	- Cần phải thế, con trai ạ, - Anne d Autriche đáp.
- Akkor hát, ha nekem muszájt mondanak, talán nem vagyok többé király?	- Nhưng nếu người ta bảo con phải thế này phải thế nọ, thì con không còn là vua nữa rồi.
A királyné meg se mukkant.	Hoàng hậu im lặng.
- Felség - mondta D’Artagnan -, megengedi, hogy kérdezzek valamit? XIV.	- Thưa Hoàng thượng, - D Artagnan nói, ngài có cho phép tôi hỏi ngài một câu không?
- Meg, uram - mondta.	- Được, ông ạ, - cậu nói.
- Felséged emlékszik rá, ugyebár, hogy amikor a fontainebleau-i parkban, a versailles-i palota udvarán játszadozott, egyszer csak látta, beborul az ég, s hallotta a mennydörgés moraját...	- Hoàng thượng có nhớ khi chơi ở khu vườn Fontainebleau hoặc trong cung điện Versailles, bỗng nhiên trông thấy mây kéo đầy trời và nghe tiếng sấm vang rền không?
- Igen, kétségtelenül.	- Chắc chắn là có chứ.
- Nos hát, ez a mennydörgés, bármily kedve is lett volna felségednek még játszani, arra figyelmeztette: "Haza kell menni, király uram!"	- Thế thì Hoàng thượng có còn muốn chơi mấy đi chăng nữa, tiếng sấm ấy nói với ngài rằng: "Ngài hãy về đi, cần phải như vậy".
- Kétségtelen, uram; és még azt is mondták nekem, hogy a mennydörgés moraja az Isten hangja!	- Hẳn là thế, ông ạ; nhưng người ta cũng đã nói với tôi rằng, tiếng sấm, đó là tiếng của Chúa Trời.
- Nos, felség - mondta D’Artagnan -, hallgassa csak a nép moraját, s mindjárt észreveszi, mennyire hasonlatos a mennydörgés morajához!	- Ấy đấy, - D Artagnan nói, - Ngài hãy nghe tiếng của dân chúng xem, và ngài sẽ thấy nó giống tiếng sấm.
- Tessék, felség - mondta D’Artagnan -, most mondták meg a népnek, hogy felséged alszik; ebből látva látható, hogy még felséged a király.	- Thưa ngài, - D Artagnan nói, - người ta vừa mới nói với dân chúng rằng ngài đang ngủ: ngài thấy rõ rằng ngài vẫn là vua đấy chứ?
Laporte betoppant.	Laporter vào.
- Nos hát, Laporte?	- Nào, Laporter?
- kérdezte a királyné.	- Hoàng hậu hỏi.
- Asszonyom, D’Artagnan úr jóslata teljesült; úgy elhallgattak, mint valami varázsütésre.	- Thưa Lệnh bà, - Ông đáp - Điều tiên đoán của ông d Artagnan đã thực hiện: họ dịu yên đi như bởi phép mầu.
A kapukat már nyitják is nekik, s öt perc múlva itt lesznek.	Người ta sắp mở cổng cho họ và năm phút nữa họ sẽ tới đây.
- Laporte - mondta a királyné -, ha valamelyik fiát a király ágyába tenné, azalatt mi elindulhatnánk.	- Laporter, - Hoàng hậu nói, - Nếu ông đặt một con trai của ông vào chỗ vua thì ta có thể đi trong lúc này.
- Ha felséged parancsolja - mondta Laporte -, fiaim, akárcsak magam, a királynét szolgáljuk.	- Nếu hoàng thượng ra lệnh, - Laporter đáp, - Thì các con trai tôi cũng như tôi đều sẵn sàng phục vụ hoàng hậu.
- Azt már nem - mondta D’Artagnan -, mert ha valamelyikük ismeri őfelségét, s észreveszi a suskust, minden elveszne.	- Không được, - D Artagnan nói, - Bởi vì nếu một người trong bọn họ biết mặt Hoàng thượng và nhận ra mưu gian, thì mọi sự sẽ thất bại thôi.
- Igaza van, uram, mindig igaza - mondta Ausztriai Anna.	- Ông nói có lý đấy, ông ạ, và bao giờ cũng có lý, - Anne d Autriche nói.
- Laporte, fektesse le a királyt!	- Laporter cho vua đi nằm.
Laporte a királyt ruhástul, ahogy volt, ágyába fektette, majd vállig a takarójába bugyolálta.	Laporter đặt vua ăn vận, nguyên như thế vào trong giường, rồi phủ một tấm mền lên tận vai.
A királyné feléje hajolt, és megcsókolta homlokát.	Hoàng hậu cúi xuống và hôn lên trán con.
- Színleljen alvást, Lajos - mondta.	- Giả vờ ngủ đi, Louis, - Bà bảo.
- Igen, de nem akarom, hogy ez emberek közül bár egy is hozzám érjen!	- Vâng, - Vua đáp, - Nhưng con không muốn bất cứ người nào trong số họ đụng chạm vào con.
- Felség, én itt vagyok - mondta D’Artagnan -, s esküszöm, ha valamelyik ilyesmire ragadtatja magát, az életével fizet!	- Thưa hoàng thượng, - D Artagnan nói, - Tôi đứng đây và tôi cam đoan rằng nếu một kẻ nào đó dám cả gan như vậy, hắn sẽ trả giá bằng tính mạng hắn.
Én magam a király ágyfejénél állok, készen meghalni érte.	Hoàng hậu tự mình vén thảm lên và đặt một ngón tay lên miệng.
Laporte kiment, a királyné az ajtószőnyeghez állt, D’Artagnan besurrant az ágyfüggöny mögé.	Trông thấy hoàng hậu, đám người đứng lại với thái độ cung kính.
- Jöjjenek, uraim, jöjjenek - mondta a királyné.	- Thế là trong đám dân chúng ấy có một cử chỉ do dự giống như là nỗi hổ thẹn.
Erre az egész népségen oly tétovaság mutatkozott, amely már-már hasonlított a szégyenke­zéshez: ellenállásra, tiltakozásra számítottak, s hogy rácsokat kell szétzúzniuk, őrszemeket letiporniuk; de a rácsok maguktól megnyíltak, s a királynak, legalábbis látszatra, nem volt más őrzője, csak az anyja.	Họ sẵn sàng chờ đợi sự kháng cự, họ chờ đợi sự phản đối, họ sẵn sàng phá cổng và quật ngã lính thị vệ; nhưng cổng mở sẵn, và nhà vua thì rõ ràng không có người canh gác nào khác ngoài bà mẹ đứng ở bên giường.
Akik az élen álltak, dadogtak, s igyekeztek hátrahúzódni.	Những người đi đầu lắp bắp gì đó toan rút lui.
- Lépjenek hát be, uraim - mondta Laporte -, ha már a királyné megengedi.	- Các ông cứ vào, - Laporter nói, - Vì hoàng hậu đã cho phép.
Ekkor a legmerészebbikük elszánta magát, átlépte a küszöböt, s lábujjhegyen beljebb indult.	Một người bạo dạn hơn mấy người kia, bèn đánh liều vượt qua ngưỡng cửa và rón rén đi vào.
A többiek utánozták, s a szoba, mintha ezek az emberek valamennyien a legalázatosabb és hűségesebb udvaroncok volnának, csendesen megtelt.	Những người khác làm theo và căn phòng đông ùn lên một cách lặng lẽ, cứ như là tất cả những kẻ đó đã là những cận thần cung kính nhất và tận tâm nhất.
Az ajtón kívül fel-felbukkant egy-egy fej, azoké, akik be nem férvén, csipeszkedve kukucskáltak.	Phía bên ngoài cửa, những người không vào được kiễng chân, nhô đầu lên xem.
D’Artagnan, egy résen át, amit a függönyön nyitott, mindent látott; abban az emberben, aki elsőül lépett be, Planchet-ra ismert.	Qua một kẽ hở của tấm rèm, d Artagnan trông thấy hết và nhận ra người vào trước tiên là Planchet.
Jöjjön közelebb, nézze meg őt, s mondja meg, úgy festünk-e mi, mint akik menekülni szándékoznak?	Lại gần đây, nhìn kỹ xem và hãy nói xem chúng tôi có vẻ là những ngươi định đi trốn hay không?
- Semmiképp sem - felelte Planchet, egy kissé hökkenten a váratlanul kapott megtisztelte­téstől.	- Chắc là không phải thế, - Planchet đáp, hơi ngạc nhiên về vinh dự bất ngờ mà anh được nhận.
- Ugyebár elmondja az én derék és hűséges párizsi népemnek - folytatta Ausztriai Anna, olyan mosollyal, melynek kifejezése D’Artagnant nem tévesztette meg -, hogy látta a királyt ágyában s aludtában, úgyszintén a királynét is, amint ő maga is éppen éji nyugovóra készül.	- Vậy ông hãy nói với những người Paris trung thành của tôi, - Anne d Autriche nói tiếp với một nụ cười mà d Artagnan không lầm về cái vẻ biểu hiện của nó, - Rằng ông đã nhìn thấy vua đang nằm ngủ, cũng như hoàng hậu sắp sửa đi nằm.
- Elmondom, asszonyom, s akik ide elkísértek, azok is éppúgy mondják majd el, ahogy én, csak...	- Thưa Lệnh bà, tôi sẽ nói như vậy và những người đi cùng tôi cũng sẽ nói như tôi, nhưng…
- Csak?	- Nhưng sao?
- kérdezte Ausztriai Anna.	- Anne d Autriche hỏi.
- Már megbocsásson felséged - mondta Planchet -, csak éppen az a kérdés, vajon a király fekszik-e ebben az ágyban?	- Xin Hoàng thượng thứ lỗi, - Planchet nói, nhưng có đúng là đức vua đang nằm trong giường không?
Ausztriai Anna összerezzent.	Anne d Autriche rùng mình.
Egy köpenybe burkolózott ember, az arcát eltakarva közeledett, s az ágy fölé hajolt.	Một người khoác áo choàng che cả mặt bước đến, cúi xuống giường và nhìn.
D’Artagnan egy pillanatra azt hitte, hogy a fickónak valami rossz szándéka van, s a kardjához kapott; de a mozdulattól, ahogy a köpenyeges lehajolt, az arcának egy része felfedődött, és D’Artagnan a koadjutorra ismert.	D Artagnan đã tưởng là người đó có ý đồ xấu, anh đặt tay vào thanh kiếm; nhưng khi người đó cúi xuống đề lộ một phần mặt, d Artagnan nhận ra ông chủ giáo.
- Ez bizony a király - mondta a köpenyeges, és kihúzta magát.	- Đúng là vua rồi, - Người đó nói và đứng lên.
- Isten áldása legyen őfelségén!	- Cầu Chúa ban phước lành cho Hoàng thượng.
- Igen - mondta halkan a parancsnok -, igen, Isten áldása legyen őfelségén!	- Phải, - Người chỉ huy khẽ nói, - Phải cầu Chúa ban phước lành cho Hoàng thượng.
- Most pedig - mondta Planchet - mondjunk köszönetet a királynénak és vonuljunk el.	- Bây giờ các bạn ơi, - Planchet nói, - Chúng ta hãy cảm ơn hoàng hậu và rút lui thôi.
Mindnyájan meghajoltak, s egyenként és zajtalanul távoztak, ahogyan beléptek.	Tất cả mọi người cúi chào và đi ra dần dần không gây tiếng động như lúc họ vào.
Az elsőnek belépett Planchet ment ki utoljára.	Planchet vào đầu tiên ra cuối cùng.
A királyné megállította.	Hoàng hậu ngăn anh lại và nói:
- Hogy hívják, barátom?	- Ông bạn ơi, tên ông là gì?
Planchet a kérdéstől megriadva fordult vissza.	Planchet quay lại rất đỗi ngạc nhiên về câu hỏi.
- Bizony - mondta a királyné -, ha herceg volna, sem tartanám nagyobb megtiszteltetésnek, hogy ma éjjel fogadhattam, tudni szeretném hát a nevét.	- Phải, - Hoàng hậu nói, - Được tiếp ông tối hôm nay, tôi cũng rất vinh dự như tiếp một ông hoàng, và tôi mong muốn biết tên ông.
"Ejha - gondolta Planchet -, hogy úgy bánjék velem, mint valami herceggel, köszönöm szépen!"	"Phải - Planchet nghĩ, - Để rồi đối xử với tôi như một ông hoàng chứ gì, xin cảm ơn!".
- Asszonyom - felelte Planchet tisztelettel -, nevem Dulaurier, szolgálatjára.	- Planchet cung kính trả lời, - tôi tên là Dulaurier sẵn sàng hầu hạ Lệnh bà.
- Köszönöm, Dulaurier úr - mondta a királyné -, és mi a foglalkozása?	- Cảm ơn ông Dulaurier, - Hoàng hậu nói, - Ông làm nghề gì thế?
- Asszonyom, posztókereskedő vagyok a Bourdonnais utcában.	- Thưa Lệnh bà, tôi làm nghề buôn bán đồ dạ ở phố Bourdonnais.
E furcsa jelenet különböző szereplői egy pillanatig szótlanul álltak egymással szemben, a királyné az ajtónál, D’Artagnan rejtekhelyéről félig előbújva, a király könyökére támaszkodva, ágyába visszaesni készen a legkisebb zajra, mely a sokaság visszatértét jelentené; a lábdobo­gás azonban nemcsak hogy nem közeledett, de mindjobban távolodott, s végül teljesen elült.	Các diễn viên khác nhau của màn kịch lạ lùng này còn đứng nhìn nhau một lát mà chẳng nói một lời, hoàng hậu đứng gần cửa, d Artagnan nửa người thò ra khỏi nơi ẩn nấp nhà vua chống khuỷu tay nhổm dậy và sẵn sàng lại nằm kềnh xuống, nếu có một tiếng động nào chứng tỏ đám dân chúng quay trở lại.
- Induljunk!	- Ta đi thôi.
E pillanatban Laporte visszatért.	Lúc đó Laporter xuất hiện.
- Nos?	- Thế nào?
- kérdezte a királyné.	- Hoàng hậu hỏi.
- Jaj, a nyomorultak - sziszegte a királyné -, drágán fizetnek majd vakmerőségükért, ezt én ígérem nekik!	- Hoàng hậu lẩm bầm, - Chúng sẽ phải trả giá về tội mạo muội của chúng, chính ta hẹn với chúng đấy?
Aztán D’Artagnan felé fordult, és így szólt:	Rồi quay về phía d Artagnan, bà nói:
- Uram, ma éjjel olyan jó tanácsokat adott, amilyeneket soha életemben nem kaptam.	- Này ông, tối nay ông đã cho tôi những lời khuyên hay nhất mà tôi nhận được trong đời mình.
Folytassa: most pedig mit kell tennünk?	Hãy tiếp tục đi: chúng ta phải làm gì?
- Laporte úr - mondta D’Artagnan -, fejezze be őfelsége öltöztetését.	- Ông Laporter, - D Artagnan nói, - Mặc nốt quần áo cho Hoàng thượng.
- Akkor aztán indulhatunk?	- Chúng ta có thể đi rồi à?
- kérdezte a királyné.	- Hoàng hậu hỏi.
- Menjen, uram - mondta a királyné -, követem.	- Ông đi đi, - Hoàng hậu nói, - Tôi sẽ theo ông.
D’Artagnan lement, a hintó a helyén volt, a testőr fent ült a bakon.	D Artagnan cầm lấy cái bọc mà anh đã dặn Bernouin để ở trong xe.
A kabátot a vállára vetette, a kalapot a fejébe húzta.	Anh khoác áo lên vai và đội mũ lên đầu.
A testőr leszállt a bakról.	Người lính ngự lâm xuống xe.
- Uram - szólt D’Artagnan -, menjen, s adja vissza a szabadságát a bajtársnak, aki a kocsisra vigyáz.	- Này ông, - D Artagnan nói, - Ông đi trả lại tự do cho bạn đồng ngũ của ông đang canh giữ tên xà ích.
Aztán kapjanak lóra, menjenek a Tiquetonne utcabeli Gödölye fogadóba a lovamért meg a Du Vallon úr lováért, nyergeljék és szerszámozzák fel őket hadi módra, aztán hagyják el Párizst, a lovakat kantárszáron vezetve, s igyekezzenek a Cours-la-Reine-re.	Các ông đi ngựa của mình đến phố Tiquetonne khách sạn "La Chevrette" và lấy con ngựa của tôi và ngựa của ông Du Vallon, đem thắng yên cương theo kiểu chiến trận, rồi các ông dắt ra khỏi Paris và đến khu Cours-la-Reine.
Ha a Cours-la-Reine-en kit sem találnak, folytassák az utat Saint-Germainig.	Nếu không thấy ai ở đấy thì các ông đi tiếp đến tận Saint-Germain.
Királyi szolgálat!	Công vụ của nhà vua!
A királyné megjelent; mögötte jött a király és öccse, az anjoui herceg.	Hoàng hậu xuất hiện, đằng sau bà có vua và quận công d Anjou, em trai vua.
- A koadjutor úr kocsija!	- Cỗ xe của ông chủ giáo?
- sikoltott fel a királyné, s egy lépést hátrált.	- Hoàng hậu kêu lên và lùi lại một bước.
- Igen, asszonyom, de csak szálljon be bátran: én vagyok a kocsisa!	- Phải đó thưa Lệnh bà, nhưng xin cứ mạnh dạn trèo lên; chính tôi sẽ đánh xe.
A királyné újabb meglepődésében is kiáltott valamit, s beszállt a kocsiba.	Hoàng hậu thốt lên một tiếng kinh ngạc và leo lên xe.
- Jöjjön, Laporte - szólt a királyné.	- Lại đây, Laporter, - Hoàng hậu bảo.
