1	CHƯƠNG 1
Aztán az élet elsodorta őket egymás mellől - és most, tíz esztendő múlva találkoztak ismét, megváltozva, megöregedve.	Rồi, cuộc sống lôi cuốn họ, và sau mười năm bây giờ gặp lại nhau, cả hai đều thay đổi và già đi.
- Semmit - felelte.	– Anh ta đáp.
Octave elnevette magát.	Octave ngả ra cười.
Aztán apránként megtudta Paul történetét; az ő élete is csak olyan volt, mint a többi szegénysorsú fiúé, akik származásuknál fogva helye­sebbnek vélik, hogy szabad pályán működjenek, aztán eltemetkeznek cifra nyomorúságukban, és jó szerencséjüknek mondhatják, ha éhen nem halnak, bár a fiókjuk tele van diplomával.	Lân la từ câu này sang câu khác, cuối cùng anh biết được chuyện của Paul, chuyện chung của những chàng trai nghèo, họ tưởng vì xuất thân như thế mà phải làm nghề tự do, và họ tự vùi sâu trong cảnh hèn kém kiêu hãnh, may mà chưa chết đói, với bằng cấp xếp đầy ngăn kéo.
Paul családi hagyományból végezte el a jogot, aztán ott maradt özvegy édesanyja nyakán, aki amúgy sem tudta, két leányától hogyan szabaduljon meg.	Anh ta đã vì truyền thống gia đình mà học luật; rồi anh ăn nhờ vào bà mẹ góa, bà cũng đã không biết đặt hai con gái bà vào chỗ nào.
Végre is elszégyellte magát, és otthagyva a három nőt, hogy tengődjenek a vagyonuk romjaiból, elfoglalt egy jelentéktelen állást a belügyminisztériumban, s itt aztán meghúzódott, mint vakond a lyukában.	Anh đâm xấu hổ, và, để cho ba người đàn bà sống lay lất bằng ít tài sản còn lại của họ, anh kiếm một chỗ làm nhỏ ở Bộ Nội vụ, và anh sống náu mình ở đó như con chuột chũi trong hang.
- kérdezte Mourel.	– Mouret lại hỏi.
- Háromezer frankot.	— Ba nghìn phrăng.
- De hisz ez szánalmasan kevés!	— Thế thì thảm hại quá.
Abbahagyta ezt, magára terelte a szót:	Anh ngừng lời, tự ngẫm về mình.
- Tudom - felelte Vallagnosc - mondták, hogy kereskedőnek mentél.	— Có – Vallagnosc đáp – Nghe nói câu buôn bán.
A tied az a nagyáruház a Gaillon téren, ugye?	Cậu có cái cửa hiệu lớn ở quảng trường Gaillon phải không?
- Az ám... Rőfös lett belőlem, öregem.	— Đúng đấy… Tạp hóa, cậu ơi.
Mouret fölemelte a fejét, újra rácsapott a barátja térdére, és megismételte, zavartalan vidám­sággal, mint aki nem szégyelli a mesterségét, melyből meggazdagszik.	Mouret ngẩng đầu lên, và lại vỗ đùi bạn, anh nhắc lại với niềm vui thật sự của một con người không hổ thẹn vì cái nghề đem lại giàu có cho mình.
Vallagnosc zavartan mosolygott.	Vallagnosc mỉm cười lúng túng.
Végül ezt mormogta:	Cuối cùng anh nói khẽ:
- Annyi bizonyos, hogy az érettségi bizonyítványodnak nem sok hasznát veszed, mikor szövetet árulsz.	— Sự thật là cái bằng tú tài của cậu chẳng giúp đỡ gì cho cậu trong cái nghề bán vải.
Úgy cammogunk vele az életben, mint a teknősbéka, akiknek pedig szabad a lábuk, azok fürgék, mint a csík.	Anh sẽ cứ bước đi như rùa khi mà người khác, những kẻ đi chân không chạy như bay.
A hangja átforrósodott; Henriette, aki a teát töltögette, odanézett.	Anh nói hăng lên; Henriette đang mời trà, quay đầu lại.
Mouret, észrevéve, hogy az asszony mosolyog a nagy szalonban, s hogy két másik hölgy is hegyezi a fülét, elsőnek nevetett a saját szavain.	Khi anh thấy bà ta mỉm cười từ cuối phòng khách lớn, và anh bắt gặp hai bà khác lắng tai nghe, thì chính anh lại hào hứng trước tiên vì những lời mình nói.
Vallagnosc lagymatagon dűlt hátra a díványon.	Vallagnosc thờ thẫn ngả mình xuống chiếc trường kỷ.
És hogy Mouret, felháborodva, meglepett arccal nézett rá, hozzátette:	Và, thấy Mouret, bất bình, nhìn anh với vẻ ngạc nhiên, anh ta nói thêm:
- Minden megtörténik, és semmi sem történik meg.	— Mọi sự đều có thể đến và có thể không đến.
Volt idő, hogy irodalomról ábrándozott, s a költőkkel való érintkezéséből megmaradt benne valami általános reménytelenség.	Có lúc anh đã mơ tưởng văn chương, và, qua tiếp xúc với các nhà thơ, anh chỉ còn giữ lại một mối tuyệt vọng phổ quát.
Végül is mindig csak arra jutott, hogy hasztalan minden erőfeszítés, az órák egyformán üresek, unalmasok, a világ végelhülyülésben szenved.	Bao giờ anh cũng đi tới kết luận sự vô bổ của cố gắng, nỗi chán chường của những giờ trống rỗng đều đều, cái ngu xuẩn chung cục của cõi đời.
Az élvezetek megkesered­nek, még a bűnben sem lehet gyönyörűséget találni.	Mọi hưởng thụ đều lỡ dở, thậm chí chẳng thấy vui để làm bậy.
- kérdezte végül.	– Cuối cùng anh hỏi.
Mouret most már elképedt méltatlankodásában.	Mouret đi tới chỗ sờ sững vì bất bình.
Felkiáltott:	Anh la lên:
- Micsoda, hogy tudok-e szórakozni?	— Sao, tớ thì tớ vui nhộn!… A ha!
De mennyire, hogy szórakozom, még akkor is, ha minden recseg-ropog körülöttem, mert akkor dühös vagyok, hogy a recsegést hallom.	Cậu đến mức thế ư, cậu cả!… Cố nhiên là tớ vui nhộn, cả khi mọi sự tan vỡ, là vì lúc đó tớ hăm hở nghe nó tan vỡ.
Én szenvedélyes ember vagyok, nem fogadom el nyugodtan az életet, és talán éppen ezért találom érdekesnek.	Tớ, tớ là thằng hăng máu, tớ không xem cuộc đời một cách bình thản, có lẽ chính cái đó làm tớ quan tâm đến nó.
De ha egyet a kezemben tartok, azt aztán fogom, a teremtésit!	Nhưng khi tớ đã nắm được một ả, mẹ kiếp, tớ nắm ra trò!
S az ilyesmi nem is üt ki mindig balul; de nem is cserélnék én senkivel, elhiheted... Persze, nemcsak a nőkről van szó, végeredményben fütyülök rájuk.	Và ít khi chệch, mà tớ chẳng chia phần với ai, tớ nói thật… Mà rồi, cũng chẳng phải là phụ nữ, mà tựu trung tớ xem thường.
Látod: akarni, cselekedni, egyszóval teremteni... az embernek van egy eszméje, verekszik érte, kalapáccsal veri belé az emberek fejébe, látja növekedni és diadalmaskodni!...	Cậu thấy không, vấn đề là muốn và hành động, cuối cùng là sáng tạo… Cậu có một ý kiến, cậu đấu tranh vì nó, cậu lấy búa mà trốt nó vào đầu kẻ khác, cậu thấy nó lớn lên và toàn thắng… A ha!
Bizony, öregem, így szóra­kozom én!	Phải rồi, cậu cả ơi, tớ vui nhộn!
Valóban, gyenge szervezetű, hibbant agyú, beteg testű ember az, aki nem akar dolgozni, most, amikor oly nagyszerű lehetőség nyílik a munkára, amikor az egész század beleveti magát a jövőbe.	Thật sự, phải là con người có bệnh tật, phải có bộ óc và tay chân bị tổn thương mới khước từ công việc, ở một thời kỳ lao động mở rộng đến thế, khi mà cả thời đại lao về phía tương lai.
Szép szerep, méltó és értelmes szerep, unottan ásítozni, míg mások dolgoznak!	— Chính cái thích thú duy nhất của mình là ngáp trước kẻ khác.
- Az az egyetlen örömöm, ha mások szeme láttára ásítozhatok - mondta Vallagnosc hidegen mosolyogva.	– Vallagnosc vừa mỉm cười vừa nói với vẻ lạnh lùng của anh.
Mouret szenvedélye egyszerre lehűlt.	Lập tức Mouret hết hăng.
Újra baráti hangon kezdett beszélni.	Anh trở lại thái độ trìu mến:
No de nem azért találkoztunk össze, hogy veszekedjünk.	Bọn mình gặp lại nhau chẳng phải để cãi nhau, hả?
Szerencsére ki-ki a maga módján gondolkozik.	May thay, người nào có ý kiến của người đó.
Meg kell mutatnom egyszer neked, hogyan működik az én masinám, majd meglátod, hogy nem is olyan ostoba dolog az... De mondd, mi van veletek?	Nhưng rồi mình phải cho cậu xem cỗ máy đang chuyển động của mình, cậu sẽ thấy nó chẳng đần độn đến thế… Thôi, cho mình hỏi thăm.
Anyád és nővéreid jól vannak, remélem?	Bà cụ và các chị nhà ta khỏe chứ, mình mong vậy!
Mintha te megházasodtál volna Plassans-ban fél évvel ezelőtt, nem?	Và chắc cậu đã lấy vợ ở Plassans, cách đây sáu tháng?
Vallagnosc egy hirtelen mozdulattal elhallgattatta, és nyugtalan pillantással kutatta végig a szalont, mire Mouret is megfordult, és észrevette, hogy de Boves kisasszony le nem veszi róluk a szemét.	Vallagnosc bật dậy khiến anh ngừng nói; và thấy anh này đưa mắt ngơ ngác nhìn sang phòng khách anh cũng quay lại, anh nhận thấy cô De Boves không rời mắt nhìn họ.
Blanche nagy, erős lány volt, hasonlított az anyjához, csakhogy az ő arca máris hízni kezdett, az elnagyolt arcvonásokat egészségtelen kövérség duzzasztotta.	Người cao lớn và khỏe mạnh, cô Blanche giống mẹ cô; nhưng ở cô, mặt đã sệ, những nét thô, phì ra vì béo bệu.
Paul azt felelte egy halk kérdésre, hogy még semmi sem történt, talán nem is fog történni semmi.	Trả lời một câu hỏi kín đáo Paul nói chưa có chuyện gì, mà có lẽ sẽ chẳng có chuyện gì.
Anya és leánya nagyon szűkiben vannak a pénznek, mert a gróf most is futó kalandokra költi a pénzét; akárhányszor maguknak kell a régi ruháikat átalakítaniuk.	Ông ta siết chặt tiền nong, vì những chuyện trai gái bên ngoài của ông vẫn ngốn vào đó, đến mức hai mẹ con bà bá tước đôi khi phải tự tay sửa lại áo để mặc.
- Hát akkor, miért?	— Thế thì tại sao?
- kérdezte kertelés nélkül Mouret.	– Mouret đơn giản hỏi.
Eközben Mouret nem vette le többé a szemét de Boves-ról, aki Guibalné mellett ült, s az ostromra induló férfi szerelmes nevetésével tette a szépet neki - visszafordult a barátja felé, és sokatmondón hunyorított, mire Paul hozzátette:	Trong lúc đó, Mouret mắt không rời ông De Boves nữa, ông ta ngồi bên cạnh bà Guibal, ân cần, với cái cười đằm thắm của gã đàn ông đi dã ngoại; anh liền quay lại phía bạn, nháy mắt một cách ngụ ý ra mặt, nhưng anh này nói:
- Nem, ez nem... Legalábbis még nem... Az a baj, hogy a szolgálata Franciaország legkülön­bözőbb részeibe szólítja a méntelepek látogatására, és így mindig megvan az ürügye, hogy eltűnjék.	— Không, không phải bà này… ít ra cũng là chưa phải… Ác cái là công tác của ông ta gọi ông từ bốn phương của nước Pháp, những trạm ngựa giống, và thế là ông ta luôn luôn có cớ để biến mất.
Aztán a fiatalember, aki most maga is a Guibalné körül legyeskedő grófot figyelte, egészen halkan folytatta:	Rồi, đến lượt anh ta giám sát trò tán tỉnh của ông bá tước bên cạnh bà Guibal, thì anh nói nhỏ:
Mouret kacagott, mulattatta a dolog.	Mouret cười, rất lấy làm thú vị.
Tovább vallatta Vallagnoscot, és mikor megtudta, hogy tervezett házasságának első gondolata Desforges-nétól származott, még pompásabbnak találta a históriát.	Anh lại hỏi Vallagnosc, và khi được biết rằng cái ý kiến đầu tiên về chuyện cưới xin giữa anh này với cô Blanche là ở bà Desforges thì anh thấy câu chuyện càng thêm thú vị.
Ez a jó Henriette, mint az özvegyasszonyok rendesen, örömét találta a mások összeházasításában; annyira, hogy mikor a lányokról már gondoskodott, néha az apáknak is megengedte, hogy barátnőket válasszanak a társaságából; és mindezt természetesen, szívesen, anélkül hogy a világ kivetnivalót találhatott volna benne.	Cái bà Henriette phúc hậu ấy có cái thích thú của bà góa là se duyên cho người ta; đến mức khi bà đã cung cấp cho các cô gái rồi thì bà để cho các ông bố tuyển lựa bạn gái trong cái xã hội của bà, mà như thế tất nhiên là vui vẻ cả, thiên hạ không tìm ra ở đó điều gì để dị nghị.
És Mouret, aki - hozzá lévén szokva, hogy érzelmeit számokkal fejezze ki - a tevékeny és mindig siető emberek módján szerette az asszonyt, most megfeledkezett minden csábítási tervről, és valami pajtáskodó barátságot érzett iránta.	Và thế là Mouret, yêu bà ta với tư cách là con người hoạt động và tất cả, quen đánh số những chuyện ái ân, lúc đó anh quên đi mọi tính toán quyến rũ và cảm thấy một tinh thần bạn bè đối với bà.
Ebben a pillanatban az asszony megjelent a kis szalon ajtajában; nyomában egy körülbelül hatvanéves úr, akinek érkezését a két barát nem is vette észre.	Vừa lúc đó, bà ta xuất hiện ở cửa phòng khách nhỏ, cùng đi với một ông già khoảng sáu mươi tuổi, đôi bạn đã không trông thấy lúc ông ta vào.
A hölgyek hangja fel-felcsa­pott, a kínai porcelán csészékben forgatott kanalak halk csengésétől kísérve; olykor rövidebb csönd állt be, ilyenkor hallani lehetett, mint koccannak a csészealjak az asztalka márványán.	Các bà kia thỉnh thoảng lại lên tiếng the thé, hòa theo là tiếng thìa lanh tanh chạm nhẹ vào những chén Trung Quốc; và chốc chốc, giữa một chầu im lặng ngắn, có tiếng một bộ đĩa chén dằn mạnh xuống mặt đá chiếc bàn tròn.
A lenyugvó napnak egy sugara, mely váratlanul tűnt elő egy nagy felhő széle mögül, meg­aranyozta a kert gesztenyefáinak tetejét, vöröslő aranypora behatolt az ablakon, s tüzes fénye felgyújtotta a bútorok brokátját és rézdíszeit.	Một tia nắng đột ngột của mặt trời tà vừa ló ra bên rìa một đám mây lớn, nhuộm vàng những ngọn hạt dẻ trong vườn, qua cửa sổ rải vào một đám bụi vàng đỏ làm sáng rực bức trướng giả gấm và đồ đồng trong buồng.
