ELSŐ RÉSZ	PHẦN THỨ NHẤT
Haza szállnak a gondolataim, hazánkba, amelytől oly távol kerültünk.	Đại úy mắng nhiếc anh ta thậm tệ, và chuyện kết thúc ở đó.
(Még Conakrytól is hatszázötven kilométerre vagyunk, legalábbis a csalhatatlan Tassin úr szerint.)	Tôi sẽ không nhắc đến sự kiện này nếu như SaintBérain không định phóng đại nó lên.
Elképzelhetetlen sóvárgással gondolok a hóval borított mezőkre, és annyi esztendő után először fogott el valami nagy-nagy vágyakozás, hogy a cipőimet a kandalló sarkára felrakjam, s íme: ezzel elárultam, hogy odahaza kandallóm is van.	Đêm ấy SaintBérain bị mất ngủ, anh ta như có trông thấy người dẫn đường của chúng tôi trở về, và hết sức bí mật, anh báo cho đại úy Marcenay biết rằng Moriliré đã trở về không phải từ hướng Tây, mà là từ hướng Đông, hướng Kankan, hướng chúng tôi đang đi tới, thế nên anh ta không thể tìm đồ gì bị bỏ quên ở đó được.
De ne lágyuljunk el, inkább folytassuk, ahol abbahagytuk a Barsac-expedíció krónikáját.	Như vậy người dẫn đường của chúng tôi đã nói dối.
Előző tudósításomban elmondtam, hogy miközben a dauherikói főnök és az ottani benn­szülöttek oly barátságosan invitálgattak, Malik, a maga sajátos módján, így szólt Mornas kisasszonyhoz:	Loại tin như thế có lẽ đã được lưu ý nếu như nó không phát ra từ cửa miệng của Saint-Bérain.
Miután pár szót váltott Malikkal, Marcenay kapitány megtette a szükséges intézke­déseket, és felszólította a bennszülötteket, hogy távozzanak.	Chúng tôi, gồm cô Mornas, Barsac, Saint-Bérain và tôi, dưới sự hướng dẫn của Tchoumouki và Moriliré đã đi dạo chơi ở Kankan.
Holott azok biztosítottak, hogy a legjobb szándékkal viseltetnek irányunkban, de a kapitány nem tágított, ismét felszólította a falubelieket, hogy térjenek haza, és a tábort ötszáz méter körzeten belül meg ne közelítsék.	Mấy ngày trước đó, Moriliré không ngừng làm cho chúng tôi phát ngán lên khi anh ta tán dương tài nghệ của một pháp sư có cái tên Kéniélala đang sống ở Kankan.
Nemsokára kitűnt, hogy ezek az óvintézkedések nem bizonyultak feleslegesnek.	Chúng tôi chỉ cười và cùng nhau khước từ lời mời đến thăm ông ta.
Baudrières úr, a bizalmatlanság bajnoka, lelkesen helyeselt minden intézkedést, bár azok okát nem is ismerte.	Thế rồi, khi chúng tôi đang dạo chơi ở Kankan, Moriliré và Tchoumouki đã dừng chân ngay trước căn nhà của Kéniélala nổi tiếng.
Barsac úr viszont - aki már látta magát a diadalmenetben a nemzetiszínű sza­la­gocskákkal ékesített, kizöldágazott diadalkapu alatt - sehogy sem tudta leplezni a haragját.	Họ lại khuyên chúng tôi nên ghé thăm vị pháp sư và nài nỉ cho đến lúc chúng tôi không thể không làm cho họ vui lòng được.
- Ki parancsol itt, kapitány?	Chúng tôi bước vào căn nhà xấu xí, bẩn thỉu.
- Ön, képviselő úr - válaszolta a tiszt fagyos udvariassággal.	Kéniélala đang đứng giữa nhà.
A kapitány rövid, mondhatnánk hatásszünet után nyugodtan válaszolt:	Lão bốc một nhúm cát mịn, dùng phất trần rắc xuống theo hình rẻ quạt.
- Képviselő úr, ön mint az expedíció vezetője olyan útvonalat választhat, amilyet akar, úgy szabályozhatja a menetütemet, ahogyan akarja; viszont nekem is megvan a magam köteles­sége, aminek eleget kell tennem: vigyáznom kell az ön biztonságára.	Lão hỏi xin chúng tôi mười hai hạt hồ đào – sáu hạt đỏ, sáu hạt trắng – và nói lầm bầm mấy câu thật khó hiểu vừa quẳng chúng lên lớp cát như quăng bài, sau đó lão làm mấy động tác rất kỳ quái như thể phù phép cho chúng.
Igaz, hogy figyelmeztet­nem kellett volna önt, és tájékoztatnom kellett volna viselkedésem okáról, de előbb megtettem a leghalaszthatatlanabb intézkedéseket.	Cuối cùng, lão thận trọng nhặt mấy hạt hồ đào lên và chìa bàn tay dơ dáy ra để chúng tôi đặt tiền công vào đó.
Kérem tehát, bocsássa meg a mulasztásomat...	Bây giờ chúng tôi chỉ việc hỏi.
Eddig rendben is volna.	Lão khoái chí và sẵn sàng phán bảo.
Marcenay kapitány bocsánatot kért a mulasztásért, és Barsac úr úgy tekinthette, hogy megkapta az elégtételt.	Lão bắt đầu từ tôi, tôi hỏi lão về số phận của thứ tôi quý nhất trên đời – Những bài báo tôi gởi cho các bạn.
- csattant fel Barsac úr dühtől vörösen.	Kéniélala quay sang Saint-Bérain.
Barsac úr délfrancia, és Franciaország déli részének lakóiról azt beszélik, hogy tűz folyik az ereikben.	— Thân chủ, – lão đoán cho anh, – sẽ bị thương, vết thương làm cho thân chủ không thể ngồi được.
Barsac úr hangja remegett a visszafojtott indulattól:	— Thân chủ sẽ bị giáng một đòn vào tim, – Kéniélala nói.
Na, mit mondtam?	Ái chà!
Most már a kapitányon a sor, hogy sértve érezze magát.	Các bạn thấy đấy, lão không nói rõ vết thương về thể chất hay tinh thần.
És íme, mily szárazon válaszolt:	Tôi thiên về giả thiết thứ hai.
- Értesüléseim szerint valami összeesküvést szőttek ellenünk.	Chắc cô Mornas cũng hiểu nhà tiên tri như tôi, bởi vì mặt cô đỏ lên.
- kiáltott fel gúnyosan Barsac úr.	Lão già im lặng rồi nhìn Barsac với vẻ hăm dọa.
Nahát!...	Lão phán:
Te úristen!	Lão vui ra mặt.
Milyen igazi marseilles-i ilyenkor!	— Người da trắng?
- Malik - válaszolta röviden a kapitány.	– Cô Mornas nhắc lại.
Az a kicsi rabszolgalány, akiért én fizettem ki azt a huszonöt pénzecskét...	— Tôi nói: người da trắng, – Kéniélala trịnh trọng khẳng định.
Ennek ellenére Barsac úr csak úgy folytatta:	Nhưng tôi vẫn cứ nghĩ và nghĩ rất nghiêm túc.
A "megijedni" szóra elsötétült az arca.	Ai thì tôi không biết.
Most már ő is remegett a dühtől, de azért uralkodott magán:	Còn vì sao thì hẳn để buộc chúng tôi phải từ bỏ chuyến đi của mình.
- Engedje meg, hogy ne osszam az aggodalmát - folytatta Barsac úr, s közben egyre inkább beletüzelte magát.	Chúng tôi đang làm cho ai đó phải bận tâm và người đó không muốn chúng tôi đi quá Sikasso.
- Én ragaszkodom ahhoz, hogy hős legyek.	Moriliré đồng lõa với bọn định cản đường chúng tôi.
Ezért bemegyek a faluba, és ott alszom, és egy szál egyedül beveszem azt a sárkányfészket...	Việc hắn cứ khăng khăng muốn dẫn chúng tôi đến chỗ Kéniélala rất đáng ngờ và có thể nghĩ rằng hắn đã bị mua chuộc.
Nos, eljutottunk az ostobaságok ostobaságáig.	Kết luận của tôi là thế.
Előre láttam, hogy így lesz.	Đúng hay sai, hồi sau sẽ rõ.
Amint megmondtam, az ön biztonságáért én felelek.	TRONG RỪNG RẬM, CÁCH KANKAN MỘT NGÀY ĐƯỜNG.
- Akaratom ellenére!...	NGÀY 26 THÁNG MƯỜI HAI.
- Ha a katonai parancsnok rendelkezéseit megszegi, és kimegy a táborból, sajnálom, de vissza­vezettetem, és a sátrában őrizet alá helyezem.	Tôi viết thêm mấy dòng này vào bức thư đã viết ngày hôm kia.
Most pedig ellenőriznem kell a táborverést, és nincs időm tovább vitatkozni.	Tchoumouki có nhiệm vụ chuyển nó đến cho các bạn.
Az igazat megvallva, nekem sem tetszett ez az ügy...	Chuyện xảy ra hồi hôm rất lạ.
Barsac úr annál inkább nekidühödött, mert mindez a Mornas kisasszony szeme láttára és füle hallatára zajlott le.	Rời Kankan sáng qua và sau hai chặng đường dài, tính chung khoảng ba mươi km, chúng tôi hạ trại ngoài đồng.
- Álljon csak meg, Barsac úr - mondta.	Cả trại đã ngủ.
- Igaz, hogy a kapitány úr hibázott, mivel önt előzetesen nem tájékoztatta, de ezért elnézést is kért; mire ön megsértette őt.	Giữa đêm, thình lình chúng tôi bị đánh thức dậy bởi một thứ tiếng động rất lạ mà không ai trong chúng tôi có thể giải thích nổi.
Máskülönben, amikor akarata ellenére is védelmezi önt, csak a kötelességét teljesíti, mégpedig azzal a kockázattal, hogy ön megneheztelhet rá, és emiatt esetleg hátrányt szenvedhet az előléptetések alkalmával.	Nó giống như tiếng ù ù khủng khiếp của máy hơi nước hay đúng hơn là tiếng vo vo của côn trùng, nhưng là thứ côn trùng khổng lồ, to bằng con voi.
Ha csak egy kicsit is nagylelkű volna, meg kellene köszönnie, amit a kapitány tett.	Theo lời của lính gác thì tiếng động khác thường ấy bắt đầu nổi lên ở hướng Tây.
- Hát azért ez túlzás!...	Đầu tiên nó rất yếu, sau lớn dần.
Valóban ő keltette a riadalmat, mert ő szólt Marcenay kapitány úrnak, hogy összeesküvés készül ellenünk.	Lạ nhất là nó vọng đến chỗ chúng tôi từ trên không trung, từ trên trời xuống.
Hallott ön valamit a dung-konóról?	Chúng tôi giương mắt nhìn một cách vô ích.
- Az bizony gyilkos méreg, amelynek az a sajátossága, hogy csak körül­belül nyolc nap múlva öli meg az áldozatát.	Giống như lần trước, nó lớn dần, đạt tới mức tối đa rồi nhỏ dần và mất hút ở hướng Đông.
Tudják, hogyan készítik?	Cả trại khiếp sợ.
Bizonyos szempontból elég érdekesen.	Phu khuân vác nằm úp mặt xuống đất.
Barsac úr úgy tett, mint aki oda sem figyel.	Tất cả chúng tôi quây quần bên đại úy Marcenay.
A kialudt vulkán még füstölgött.	Tchoumouki và Tongané cũng có mặt ở đấy.
Mornas kisasszony azonban helyette is válaszolt:	Tôi không thấy Moriliré đâu cả.
Húsz nap után a kásafűtövet kiveszik, s száradni teszik, aztán finom porrá törik.	Tiếng ầm ầm khủng khiếp nổi lên, gia tăng rồi tắt lịm năm lần.
Ez a por tejbe, levesbe, borba vagy bármilyen italba keverhető, mert nem lévén íze, aki lenyeli, nem veszi észre.	Sau đó đêm khuya đã trở lại với vẻ tĩnh mịch thường khi của nó và trôi qua bình yên.
- Látja, ez az a cselszövés, amelyet a falubeliek kifundáltak - mondta Mornas kisasszony.	Mãi sau, đại úy Marcenay mới khuyên bảo được họ và chúng tôi lên đường, chậm mất ba tiếng đồng hồ.
- Amikor ide érkeztünk, Malik meghallotta, hogy a helybeli főnök néhány szomszédos főnökkel mit tárgyal.	Sự kiện huyền bí đêm đó dĩ nhiên đã choán hết tâm trí của mọi người, nhưng không một ai có thể giải thích được.
Közben a katonáknak is adtak volna némi innivalót.	Dần dần họ chuyển sang nói những chuyện khác.
Természetesen a környékbeli négerek ott leskelődtek volna a közelben, s amint észreveszik, hogy a karaván kezd meg­bomlani, nekünk esnek, kirabolnak, a hajcsárainkat elhurcolják rabszolgának, a lovakat, sza­ma­rakat pedig elrabolják.	Chúng tôi đã đi được gần hai mươi km thì bỗng nhiên đại úy Marcenay đang đi phía trước, nhìn thấy mặt đất bị rạch thành những đường như vết bánh xe dài khoảng năm trăm mét, chạy từ Tây sang Đông.
Malik leleplezte az aljas tervet, figyelmeztette Marcenay kapitányt, s a többit már ön is tudja.	Các vết ấy sâu gần một tấc ở hướng Tây rồi nông dần về hướng Đông.
Elképzelhetik, hogy engem is mennyire felkavart ez a történet.	Có chừng mười vết, chia làm năm cặp.
- Nem tudok magamhoz térni - sóhajtozott Barsac úr.	Đầu tiên chúng tôi định trả lời là không.
Na de megállj!	Vậy là sao?
Csak óvatosan...	Tôi không biết.
Megkérdezte:	Ở Sikasso
- De vajon kell-e még makacskodni, s meg kell-e még tennünk azt a töméntelen utat?	Đoàn thị sát Barsac đến Sikasso ngày 12 tháng Giêng.
Az volt a kérdés: "A Niger-kanyar törzsei eléggé civilizáltak-e ahhoz, hogy meg lehessen nekik adni a szavazati jogot?" A választ, azt hiszem, megkaptuk.	Trong sáu tuần lễ, tính trung bình mỗi ngày đi được hai mươi lăm km, đoàn đã vượt qua chặng đường dài một nghìn một trăm km, từ bờ biển tới thủ đô Keneduga cổ kính này.
- Baudrières úr, elégedjen meg kevesebbel is - mondotta -, és ne tegyen úgy, mint az az angol, aki azt tartotta, hogy minden francia nő vörös hajú, mert amikor Calais-ban kiszállt a hajóból, egy vörös hajú lányt pillantott meg; Baudrières úr is néhány rabló után ítél meg egy egész népet.	Một nhóm, dưới sự lãnh đạo của chính Barsac, sẽ đi về hướng Đông, qua Ouagadougou – thủ đô của Mossi và quay ra biển, qua Borgou đến Dahomey, nhóm thứ hai, do Baudrières dẫn đầu sẽ xuống miền Nam và tiến thẳng đến GrandBassam.
- kiáltott fel -, de uraim, a kérdésnek van egy más vonatkozása is.	Quân đồn trú của Pháp ở Sikasso gồm ba đại đội.
- ...hagyják magukat megfélemlíteni, mint valami beijedt gyerkőcök?	Các sĩ quan trẻ đã hân hoan chào đón đoàn thị sát Barsac.
Ez egy valódi szónoklat!...	Hôm sau, đoàn tiến hành chia hai.
Elmosolyodott, és hogy véget vessen a szóáradatnak, lelkesen tapsolni kezdett.	Poncin và bác sĩ Châtonnay gia nhập nhóm của Barsac.
Példáját követve mindnyájan tapsba törtünk ki, természetesen Baudrières úr kivételével.	Amédée Florence cùng đi với họ vì hành trình của nhóm này dài hơn nên anh sẽ có nhiều tài liệu để viết.
- Az ügy tisztázódott, és folytatjuk az utat - jelentette ki Mornas kisasszony a nagy zajban -, de ismétlem, az óvatosság azt parancsolja, hogy kerüljünk minden vérontást, amely a benn­szülöttek bosszújára vezethet.	Đại úy Marcenay được lệnh chuyển một trăm chiến sĩ của mình sang cho đội bảo vệ Baudrières, đặt dưới quyền chỉ huy của một viên trung úy lấy từ đội quân trú phòng Sikasso, còn anh và số binh lính còn lại phải đi cùng với Barsac.
Barsac úr könnyen felfortyanó, de alapjában véve rendes ember volt, sőt kifejezetten jó ember.	Mười con lừa, năm mục phu và mười phu khuân vác của Jane Mornas và Saint-Bérain dĩ nhiên là phải theo chủ của chúng.
Ezért aztán csak annyit tétovázott, amennyit elégségesnek tartott, hogy az általa hozott áldozatot mindenki észrevegye és kellően értékelje: s azzal már meg is indult egyenesen Marcenay kapitány felé, aki éppen befejezte táborszervezői teendőit.	Số mục phu, phu khuân vác và súc vật thồ hàng còn lại được chia ra thành hai phần không đều nhau: số nhiều hơn sẽ đi với nhóm có chặng đường dài hơn, tức là với nhóm của Barsac và anh chàng Moriliré cũng cùng đi với nhóm này.
