HUGO VICTOR	Victor Hugo
A southwarki börtön, az ördögüzések és kinzások e régi szinhelye eleinte különösen boszor­kányok számára szolgált, amint a börtönajtó fölött egy kopott kövön ez a bevésett vers elárulja:	Nhà ngục Xaothuak, nơi chuyên diệt trừ tà ma và hành hạ ngày xưa, lúc đầu có các tay phù thủy, như hai câu thơ khắc trên tảng đá gần mờ hết bên trên cửa tò vò:
Sutit arreptitii vexati doemone multo.	Sunt arreptitu vexati doemone multo
Est energumenus quem doemon possidet unus.21	Est energumenus quem doemon possidet unus
E fölirat fölött, a legmagasabb igazságszolgáltatás jelvényéül, egy kőlétrát szegeztek a falhoz, mely egykor fából volt, de kővé vált, miután elásták a Woburn apátság közelében levő Aspley-Govis nevü helység kövesitő földjébe.	Trên dòng ghi ký này, dấu hiệu của công lý tối cao, có một cái thang bằng đá đóng áp vào tường, xưa kia thang bằng gỗ, nhưng sau hoá thành đá vì bị chôn trong lớp đất hoá đá của nơi gọi là Axpli Gôvix, cạnh tu viện Vôboc.
És a halottak számára is; mert ha egy fogoly meghalt, arra vitték el a hulláját.	Và cũng dành cho cả người chết; vì khi nào có tù chết trong ngục thì xác đi theo cửa ấy.
Ez egyik módja a szaba­dulásnak.	u cũng là một sự giải thoát.
A halál kiszabadulás a végtelenbe.	Chết tức là phóng thích cõi vô biên.
Gwynplainet a szenvedések kapuján vezették be a fogházba.	Guynplên vừa được đưa vào nhà tù qua cái cửa xép.
Bruxellesben van egy ilyesfajta köz, melyet ugy neveznek: Utca egy személynek.	Loại phố như vậy ở Bruyexen có nơi gọi là phố một người.
Ez az alacsony fal, mely mögött a börtön halottai porladtak, alig haladta meg egy ember magasságát.	Bức tường thấp này bao quanh bãi xác chết của nhà ngục, không cao hơn đầu người mấy tí.
A halottaknak csak az utcán kellett keresztül menniük.	Người chết chỉ phải chịu khó bước qua con đường thôi.
VI.	6.
Milyen tisztviselők voltak a hajdani parókák alatt.	DƯỚI NHỮNG BỘ TÓC GIẢ NGÀY XƯA LÀ NHỮNG PHÁP QUAN NÀO?
Kiváncsiak gyürüje vette körül a kocsit.	Một vòng người tò mò vây quanh cỗ xe.
Franciaországban a cimer és a talár majdnem kizárták egymást; Saint-Simon herceg, mint "olyan rendü emberek"-ről beszélt a hivatalnokokról.	Ở Pháp thì hầu như huy hiệu và áo thụng loại trừ nhau; công tước Xanh Ximông khi nói về pháp quan vẫn bảo: "những hạng người ấy".
Angliában voltak vándor tisztviselők, akiket kerületi biráknak neveztek és semmi sem egyszerübb, minthogy ebben a kocsiban a körutját végző biró alkalmatosságát látták.	Ở nước Anh vẫn có pháp quan lưu động gọi là quan tuần du, và việc trông thấy một pháp quan đi công cán ngồi trong cỗ xe đó là chuyện bình thường.
De az már nem volt egyszerü, hogy az a személyiség, akit tisztviselőnek tartottak, nem magából a kocsiból, hanem az elején levő páholyféléből szállt ki, ami nem az urak helye szokott lenni.	Nhưng kém bình thường hơn là nhân vật được xem như pháp quan lại bước xuống, không phải từ trong xe, mà từ khoang phía trước, vị trí không phải thường dành cho chủ nhân.
Egyszóval, nem látszott, hogy lett volna valaki a kocsiban.	Hơn nữa chẳng có người nào trong xe cả.
Miután Southwark Surreyben volt, a southwarki fogház a Surrey grófság sheriffjéhez tartozott.	Xaothuak nằm trong phạm vi Xơrê, nên nhà tù Xaothuak thuộc quyền quận trưởng Xơrê.
Az ilyen különálló igazságszolgáltatás igen gyakori volt Angliában.	Những quyền quản hạt riêng biệt như thế rất thường thấy ở nước Anh.
Igy például a londoni Tower semmiféle grófsághoz sem tartozott, jogi szempontból azt lehetne mondani, a levegőben függött.	Cho nên, chẳng hạn, tháp Luân Đôn xem như chẳng nằm trong lãnh địa nào cả, nghĩa là về mặt pháp lý nó đứng chơ vơ giữa trời.
A Tower más igazságügyi hatóságot el nem ismert, csak a saját constable­jét, a custos turrist.	Tháp chỉ công nhận quyền xét xử của quan cảnh sát của nó, gọi là custos turris.
A custos, vagy másképen constable hatásköre Londo­non kivül huszonegy hamletre, vagyis tanyára terjedt ki.	Quyền hạn của custos hay quan cảnh sát lan ra ngoài Luân Đôn đến hai mươi mốt hamlet, tạm dịch là thôn ấp.
Minthogy Nagy-Britanniában a törvényes különlegességeket egymásba ojtják, Anglia főágyumesteri hivatalát a londoni Tower alá rendelték.	Vì ở nước Anh những đặc điểm pháp định thường dẫm đạp lên nhau nên chức vụ của người bắn đại bác nước Anh lại do Tháp Luân Đôn quyết định.
Igy az angol admiralitás törvényszéke rhodusi és oleroni (francia sziget, egykor angol birtok) törvényeket alkalmazott és azok szerint itélt.	Cho nên toà án bộ tư lệnh hải quân nước Anh lại tham khảo và áp dụng luật pháp của Rôđơ và Ôlêrông (đảo của Pháp đã trở thành của Anh).
A kerület sheriffje nagyon jelentékeny ember volt.	Quận trưởng một tỉnh rất quan trọng.
Ez a cim középhelyet foglal el az illustris és clarissimus között, több volt, mint az első, kevesebb, mint a második.	Tước vị trung gian, giữa illustris và clarissimus, kém chức trước, hơn chức sau.
Valamennyien őfelségétől kapták megbizatásukat, kivéve a westmorlandi sheriffet, mert ez a tisztség örökölhető volt, a londoni és a middlesexi sheriffet pedig a céhek választották meg a Commonhallban.	Tất cả đều do nhà vua bổ nhiệm; từ quận trưởng Oextmorolen vốn cha truyền con nối, và các quận trưởng Luân Đôn và Mitdonxêc do phường hội trong Comonhôn bầu.
A walesi és chesteri sheriffeknek bizonyos ügyészi előjogaik voltak.	Các quận trưởng xứ Galơ và xứ Sextơ được một số đặc quyền về thuế má.
Mindezen tisztségek máig is fönnállanak Angliában, de az eszmékkel és erkölcsökkel való folytonos surlódásban lassanként elkoptak és ma már egészen más alakjuk van, mint egykor.	Tất cả những chức vụ ấy vẫn còn ở nước Anh nhưng bị suy tàn dần do cọ xát với các phong tục và tư tưởng, chúng không còn giữ bộ mặt như ngày xưa.
A megye sheriffjének föladata volt az "utazó birót" támogatni és kiséretéről gondoskodni.	Quận trưởng lãnh địa có nhiệm vụ hộ tống bảo vệ các "tuần du".
Mint ahogy két karja van az embernek, neki is két tisztje volt, balkarja az alsheriff, jobbkarja a justice-quorum.	Như con người có hai tay, ông ta cũng có hai viên chức, cánh tay phải, viên phó quận, và cánh tay trái, viên pháp quan định túc số.
Az utóbbi a század parancsnokának, a wapentakenek közremüködésével letartóztatta, kihallgatta és a sheriff felelősségére bebörtönözte a tolvajokat, a gyilkosokat, lázitókat, csavargókat és mindenféle gazembereket, hogy aztán a kerületi biró itéljen fölöttük.	Viên pháp quan định túc số, được viên pháp quan trong đoàn một trăm người gọi là thiết trượng quan giúp việc, có trách nhiệm bắt giữ, xét hỏi và mọi trách nhiệm thuộc về quận trưởng, giam cầm bọn trộm cắp, giết người, làm loạn, du thủ du thực, và mọi kẻ phản nghịch, để chờ các quan tuần du xét xử.
A sheriffnek kétféle törvényszéke volt, a központi, állandó törvényszék, a County-court és a vándortörvényszék, a Sheriff-turn.	Quận trưởng nắm giữ hai toà án, một toà án cố định và trung ương, toà contri-cortơ và toà án lưu động, toà Sêrip-tocn.
Igy képviselte az egységet és a mindenütt jelenvalóságot.	Như vậy ông ta tượng trưng cho thống nhất và chia cắt.
Birói minőségében segitséget és fölvilágositásokat követelhetett vitás esetekben a sapkás hivatalnoktól - sergens coiffae -, aki jogász volt és aki fekete süvege alatt cambraii fehér vászonból való sapkát viselt.	Với tư cách quan toà, trong các vấn đề tranh chấp ông ta được sự giúp đỡ và hướng dẫn của một viên đình lại đội mũ, gọi là sergens coi foe, vốn là một đình lại luật sư đội mũ vải trắng Cambrai, ngoài đội thêm mũ chỏm đen.
A sheriff üritette ki a fogházakat; ha egy városba érkezett, joga volt sommásan itélkezni a foglyok fölött és azokat akár szabadon bocsájtani, akár fölakasztatni; ezt ugy hivták: "fölszabaditani a börtönt", gaol delivery.	Quận trưởng thanh lý các nhà tù ; lúc đến một thành phố của tỉnh, ông ta có quyền sơ bộ thải bớt tù nhân, điều này dẫn đến chỗ hoặc tha hẳn, hoặc treo cổ, tức là "giải toả nhà ngục"gaol deliver.
A sheriff mutatta be a vád alá helyezésről szóló billt a vád huszonnégy esküdtjének; ha jóváhagyták, alája irták: billa vera; ha nem hagyták jóvá, azt irták: ignoramus; akkor a vádat elejtették és a sheriffnek szabadságában állt összetépni a billt.	Quận trưởng xuất trình giấy cáo tố cho hai mươi bốn vị bồi thẩm buộc tội, nếu tán thành họ phê lên trên billa vera; nếu không tán thành họ phê ignoramus ; thế là buộc tội bị huỷ bỏ và quận trưởng có đặc quyền xé giấy cáo tố.
Ha a tanácskozás alatt valamelyik esküdt meghalt, ez törvény szerint fölmentette és ártatlanná tette a vádlottat és a sheriff, akinek joga volt őt letartóztatni, jogot nyert szabadlábra helyezni.	Nếu trong thời gian luận tội, một bồi thẩm chết, thế là theo pháp định bị can được trắng án và trở thành vô tội; quận trưởng đã có đặc quyền bắt giữ bị can hay có quyền tha bị can.
De ami különös tiszteletet és félelmet gerjesztett a sheriff iránt, az volt, hogy az ő tiszte volt végrehajtani ő felsége összes rendeleteit; félelmes hatáskör!	Điều khiến ngươi ta đặc biệt quí trọng và sợ hãi quận trưởng là ông ta có nhiệm vụ thi hành tất cả mọi mệnh lệnh của nhà vua; phạm vi thật đáng sợ.
Az önkény lakott ebben a fogalmazásban.	Mặt chuyên chế nằm trong mấy chữ đó.
A sheriff, mint Chamberlayne mondja, "az igazság­szolgáltatás, a törvény és a grófság élete".	Sembơclên nói quận trưởng là "linh hồn của công lý, của Luật pháp và của Lãnh địa".
Angliában valami észrevehetetlen rombolás porlasztja és mállasztja szakadatlanul a törvé­nyeket és a szokásokat.	Ở nước Anh có một sức phá hoại kín đáo không ngừng nghiền nát, làm tan rã luật pháp và phong tục.
A régi Angliában valami zürzavar volt a hatalom gyakorlásában és a rosszul meghatározott illetékesség olyan beavat­ko­­zásokra vezetett, melyek ma lehetetlenek volnának.	Ở nước Anh cũ, thường có đôi chút lẫn lộn về quyền hạn, và những chức năng không rõ rệt thường được giải quyết dẫm đạp lên nhau, một việc mà ngày nay không hề có.
A rendőrség és a törvénykezés közössé­ge megszünt.	Tình trạng lẫn lộn giữa cảnh sát và công lý không còn nữa.
A neveket meghagyták, a tisztségeket módositották.	Danh từ vẫn còn nhưng chức vụ đã thay đổi.
Akkor hivatalt jelentett, most területi fölosztást jelent, akkor századot jeleztek vele (centenier), most pedig cantont (centum).	Trước kia nó có nghĩa một pháp quan, ngày nay có nghĩa một đơn vị lãnh thổ; trước kia nó chỉ rõ người trong đoàn một trăm, ngày nay nó chỉ rõ đơn vị tổng (centum).
Különben abban a korban a megye sheriffje az ő királyi és községi hatáskörében egyesitette - többé-kevésbé összesüritve - azt a két hatóságot, melyet egykor Franciaországban Polgári helytartónak és Rendőri helytartónak neveztek.	Vả lại thời ấy quận trưởng lãnh địa bao gồm, hơn một tí kém một tí, và cô đúc trong quyền hạn của mình, vừa của nhà vua vừa của thành phố, cả hai pháp quan ngày xưa ở nước Pháp gọi là trung uý dân sự và trung uý cảnh sát.
A párisi polgári helytartót elég jól jellemzi ez a rendőri följegyzés: "A polgári helytartó ur nem gyülöli a belviszályokat, mert a fosztogatás mindig hasznára válik." (1704 julius 22.)	Tính chất trung uý dân sự của Pari được qui định khá rõ trong chỉ thị cảnh sát sau đây: "Người trung uý dân sự không bỏ qua những vụ cãi cọ gia đình vì việc cướp bóc luôn luôn thuộc về ông ta" (22 tháng bảy 1704).
Ami a rendőri helytartót illeti, ezt a félelmes, sokoldalu és bizonytalan tipust legjobban René d’Argenson képviseli, akiről Saint-Simon azt mondja, hogy az arcán a három alvilági biró egyesült.	Còn trung uý cảnh sát, nhân vật gây lo ngại, vừa phức tạp vừa mơ hồ, được tóm tắt lại ở những điển hình tốt nhất là Ronê Acghenxân; theo lời Xanh Ximông, trên mặt ông này có đủ ba diêm thần một lúc.
Ezzel a három alvilági biróval találkoztunk Londonban, a Bishopsgateben.	Ba vị diêm thần này đã thấy tại Bisopghêt Luân Đôn.
Remegés.	RUN SỢ
Mikor Gwynplaine a börtönajtót csikorogva becsukódni hallotta, összerezzent.	Nghe tiếng cửa tò vò ken két đóng lại, Guynplên rùng cả mình.
Ugy látta, hogy a világosság a sötétséggel ezen a bezáródó ajtón érintkezett, mely egyik oldalon a földi zsibongásra, másikon a holtak világára szolgált és hogy most mindazok a dolgok mögötte vannak, melyekre a nap süt, hogy átlépte az élet határát és most kivül van rajta, összeszorult a szive.	Nó cảm thấy cái cửa vừa đóng kín đó là cánh cửa giữa ánh sáng với u minh, một bên nhìn ra cảnh nhộn nhịp trần gian, một bên dần vào cõi chết, giờ đây tất cả mọi thứ được mặt trời soi sáng đều ở sau lưng, nó đã vượt qua biên giới của cái gọi là cuộc đời và đang đứng bên ngoài.
A kémlelőlyukat épp ugy bezárták, mint az ajtót.	Cửa thông gió cũng sập kín như cửa ra vào.
Sehol szelelőnyilás, sehol egy lámpa.	Chẳng có cửa hầm, chẳng có đèn đóm.
Tilos volt a börtönök belsejét kivilágitani, nehogy az ujonnan érkezettek valamit megjegyezhessenek.	Có lệnh cấm thắp sáng bên trong nhà ngục để kẻ mới đến khỏi nhận thấy gì cả.
