Eugénie Grandet	Nguyên tác tiếng Pháp: Eugénie Grandet
Testvérem!	"Thưa anh
Idestova huszonhárom éve nem láttuk egymást.	Thấm thoắt thế mà đã ngót hai mươi ba năm nay chúng ta không gặp nhau.
Az utolsó találkozásunkra az esküvőm adott okot, s utána vidáman vettünk búcsút egymástól.	Lễ cưới của tôi là dịp gặp nhau lần cuối và khi chúng ta chia tay, anh với tôi đều vui vẻ.
Akkor természetesen nem tudhattam előre, hogy egy nap te leszel a család egyetlen támasza, azé a családé, amely a te örömödre is jólétben élt.	Thật lúc ấy tôi không ngờ là một ngày kia anh sẽ trở thành trụ cột độc nhất của gia đình ta; tôi nhớ lúc bấy giờ anh đã tỏ vẻ hết sức vui mừng khi biết nhà ta đang hồi phát đạt.
Amidőn e levelet kézhez veszed, én már nem élek.	Anh ơi, khi anh đọc bức thư này thì tôi không còn ở trên cõi đời này nữa.
Az én társadalmi helyzetemben nem akartam túlélni a csőd szégyenét.	Ở địa vị tôi, tôi không thể sống với cái nhục vỡ nợ.
Az utolsó pillanatig ott álltam a szakadék szélén, reméltem, hogy megkapaszkodhatom.	Tôi đã cố gắng bíu trên miệng vực đến phút cuối cùng, hy vọng bám được mãi ở đấy.
Le kell zuhannom a mélységbe.	Nhưng rồi cũng phải buông tay cho rơi xuống đáy.
Tőzsdeügynökömnek és Raguin közjegyzőmnek a páros csődje utolsó pénz­forrá­saimtól is megfoszt, semmim sem marad.	Hai vụ phá sản của người trung gian thương mại và người chưởng khế của tôi đã cuốn đi những món tiền cuối cùng, và làm cho tôi bây giờ hoàn toàn tay trắng.
Fájdalom, csaknem négymillióval tarto­zom, és felajánlható tényleges vagyonom nem több, mint ennek a huszonöt százaléka.	Tôi đau đớn nhận thấy rằng mình mắc nợ bốn triệu phorang mà đối lại, số dự thu chỉ đến hai mươi lăm phần trăm số kia thôi.
Raktáron tartott holmim ára jelenleg a mélypontra zuhant, ennek épp az az oka, hogy ti bőséges és jó minőségű termést szüreteltetek.	Lô rượu ang của tôi trữ sụt giá một cách tai hại vì nho của các ông quá được mùa, cả về lượng lẫn chất.
Három nap múlva egész Párizs azt mondja: "Grandet csaló volt!" Rám, feddhetetlenre, a gyalázat szemfedője borul.	Suốt đời tôi, tôi ngay thật là thế mà không ngờ lại chết với danh nhơ là tên bịp bợm.
Elra­bo­lom, bemocskolom fiam nevét, elrabolom tőle anyai vagyonát.	Tôi đã làm cho con tôi không còn tên họ, vì tên họ ấy đã vì tôi mà ô nhục, tôi lại đoạt mất của cải của mẹ nó.
A szerencsétlen gyer­mek - ó, mennyire imádom őt - még semmit se tud.	Tuy vậy, cái thằng bé mà tôi tôn thờ ấy nó không hay biết gì cả.
Gyengéden búcsút vettünk egymástól.	Cha con tôi từ biệt nhau rất âu yếm.
Istennek hála, nem sejtette, hogy e búcsú volt szívem utolsó fellángolása.	May mà nó không biết rằng tôi đã dốc cạn nguồn sinh lực cuối cùng của tôi trong giờ phút chia tay.
Vajon nem átkoz-e meg majd egyszer?	Một ngày kia nó có nguyền rủa oán hận tôi không?
Ők meg­fellebbezhetik a mi átkunkat, de az övék visszavonhatatlan.	Chúng ta nguyền rủa con cái thì chúng còn yêu cầu xét lại được, dến chúng mà nguyền rủa thì chúng ta vô phương.
Grandet, a bátyám vagy, nem hagyhatsz oltalom nélkül: ne engedd, hogy Charles keserű szóval illessen sírom fölött!	Anh Grangde ơi, anh là anh cả, anh phải che chở cho tôi: anh làm thế nào cho Saclo đừng buông lời oán hận trước mồ tôi.
Te lettél hát Charles apja!	Ngày nay anh là cha của Saclo!
Anyai ágon egyetlen rokona sincs, jól tudod, miért.	Nó không còn bà con bên ngoại, anh đã rõ vì sao.
Miért is nem engedelmeskedtem a társadalmi előítéleteknek?	Tại sao tôi bất chấp lễ giáo?
Miért is engedtem a szerelem szavának?	Tại sao tôi đã để cho tình yêu lôi cuốn?
Miért is vettem feleségül egy nagy úr házasságon kívüli leányát?	Tại sao tôi đã cưới người con gái ngoại tình của một ông đại quý tộc?
Charles-nak nincs többé családja.	Saclo không còn gia đình!
Tudd meg, bátyám, rimánkodva kulcsolom össze a kezemet, midőn rád gondolok.	Anh nên biết rằng vì nó, tôi đã chắp hai tay lại để nghĩ đến anh.
Most végre fájdalom nélkül nézem a piszto­lyaimat, bízom benne, hogy apja helyett apja leszel.	Giờ đây tôi nhìn cái súng lục không thấy giày vò nữa vì tôi đã nghĩ rằng có anh thay thế tôi làm cha Saclo.
Különben majd meglátod: szelíd, az anyjára ütött, sohasem fog bánatot okozni neked.	Nó hiền lành lắm, để rồi anh xem, nó giống tính mẹ nó, nó sẽ không làm phiền lòng anh đâu.
Szegény gyermek!	Tội nghiệp thằng bé!
A fényűzés örömeihez szokott, nem ismeri az olyan nélkü­lözéseket, amelyekre téged és engem kárhoztattak egykor a szűk esztendők... És most itt áll magára hagyotton, tönkrejutottan.	Quen sống cảnh xa hoa sung túc, nó chưa từng trải những nỗi túng nghèo thiếu thốn mà anh và tôi đã từng chịu lúc thiếu thời.
Igen, minden barátja elfordul majd tőle, és én leszek megaláztatásainak okozója.	Thế mà đùng một cái, nó phải lâm vào cảnh suy sụp, cô đơn.
Ó, bárcsak oly erős volna a karom, hogy egyszeriben anyja közelébe küldjem, az égbe.	Phải, cô đơn vì bạn bè của nó sẽ bỏ nó, mà chính tôi là người đã gây ra sự bẽ bàng tủi nhục ấy.
Téboly!	Ôi!
Azért küldtem tehát hozzád őt, hogy kíméletesen tudasd vele a halálomat és azt, hogy milyen sors vár rá.	Tôi chỉ ước sao có cánh tay hết sức khỏe để tung một cái cho nó lên trời ở với mẹ nó.
Légy apja, jó apja!	Nhưng tôi hóa điên rồi!
Ne ragadd ki hirtelen a dologtalan életből, meg­ölnéd vele.	Tôi phải trở về với cái tai biến của cha con tôi.
Térden állva kérem őt, ne éljen követelési jogával, ami anyja örököse­ként megillethetné őt.	Tôi gửi nó đến cho anh để anh báo cho nó biết một cách khéo léo cái tin tôi chết và tình cảnh tôi.
De hisz fölöslegesen könyörgök, van benne becsület, érezni fogja, hogy nem szabad csatlakoznia hitelezőimhez.	Tôi muốn quỳ xuống cầu xin nó đừng lấy tư cách thừa tự của mẹ nó mà áp dụng pháp quyền chủ nợ đối với tôi.
Alkalmas időpontban bírd rá, hogy le­mond­jon a hagyatékról.	Khi nào thấy cần thì anh bảo nó từ bỏ quyền thừa kế gia sản.
Világosítsd fel, milyen nehéz életkörülmények közé juttatom; és ha mégis szeretettel gondol vissza rám, magyarázd meg neki a nevemben, hogy még nincs minden veszve a számára.	Thật thế, anh em ta do làm ăn cần cù mà trở nên khá giả thì nó, nếu nó chịu thương chịu khó, nó cũng có thể thu hồi lại những của cải mà tôi đánh mất.
Igen, a munka, amely mindkettőnket megmentett, vissza­adhatja neki a vagyont, amelytől én fosztottam meg őt; és ha meghallja apja szavát, az apjáét, aki érette holtából is feltámadna egy percre, utazzon el, menjen Indiába!	Nếu nó muốn nghe lời cha nó, thì vì con, tiếng nói của cha nó cũng sẽ từ đáy mồ vọng lên để mà khuyên nó đi xa, đi Ấn Độ.
Ó, ha a gyermekem sem segítségre, sem gyengédségre nem lelne nálad, örökkön-örökké azért fohászkodnék Istenhez, hogy bosszulja meg szívtelenségedet.	Thật thế, nếu con tôi mà không được anh thương yêu, giúp đỡ thì tôi sẽ đời đời kiếp kiếp van xin Chúa vì tôi mà trừng phạt cái lòng dạ gỗ đá của anh.
Nem akar­tam úgy meghalni, hogy nem tudok biztosat fiam sorsa felől; kezed melegéből szerettem volna érezni szent esküvésedet, az megmelengetett volna, de nincs már idő.	Tôi cũng chưa đành lòng nhắm mắt khi số phận của con tôi còn chưa yên, tôi còn muốn bắt tay anh để cảm thấy trong hơi nóng của bàn tay anh một sự hứa hẹn thiêng liêng làm ấm lòng tôi, nhưng giờ thì gấp quá rồi.
Amíg Charles úton van, el kell készítenem a mérlegemet.	Khi Saclo lên đường thì tôi phải làm bản tổng kết toán.
Az üzleti ügyeimet irányító jóhisze­műségemre hivatkozva azon leszek, hogy bebizonyítsam, összeomlásomban nem volt része hanyagságnak vagy becstelenségnek.	Tôi sẽ cố gắng làm để tỏ rõ lòng ngay thẳng của tôi trong mọi việc kinh doanh để chứng minh rằng cái tai họa phá sản này xảy ra không phải vì tôi lỗi lầm hay gian xảo.
Nemde ez is Charles-ról való gondoskodás?	Như thế là lo cho Saclo đấy, phải không anh?
- Isten veled, bátyám!	Xin vĩnh biệt anh.
Isten áldása kísérje minden lépésedet, amiért nagylelkűen vállalod a gyámságot, amelyet rád bízok, és amelyet elfogadsz, efelől nincs kétségem.	Tôi cầu Chúa ban mọi phúc lành cho anh vì anh đỡ đầu con tôi một cách hào hiệp: tôi tin chắc là anh vui lòng nhận đỡ đầu cho nó, phải không anh?
Lesz egy hang, amely szüntelenül csak érted imádkozik abban a világban, ahová egyszer mind­annyiunkat elszólít az Isten, és ahová én már megtértem.	Anh nên tin rằng sẽ có một người luôn luôn cầu nguyện cho anh ở cái thế giới mà ai ai rồi cũng sẽ tựu về và riêng tôi thì hầu như đã đến ở.
Victor-Ange-Guillaume GRANDET	VICHTO ANGGIO GUYOM GRANGDE".
- Beszélgetnek? - kérdezte Grandet apó, és pontosan visszahajtogatva a papirost, mellény­zsebébe tette a levelet.	- Các ông các bà đang nói chuyện đấy à?
Alázatos és félénk arckifejezéssel leplezve felindulását és számításait, unokaöccsére nézett:	Ông nhìn người cháu với một vẻ nhũn nhặn e dè, che giấu niềm xúc động và những sự tính toán bên trong.
- Átmelegedett?	- Anh đã đỡ rét chưa?
- Remekül, kedves bácsikám.	- Thưa bác, đỡ nhiều rồi ạ.
- Hát a nők hol vannak?	- Ơ kìa! Bọn đàn bà nhà tôi đâu nhỉ?
- mondta a bácsi, máris megfeledkezve róla, hogy unokaöccse náluk alszik.	- ông ta hỏi thế vì đã quên mất rằng Saclo sẽ ngủ ở nhà mình.
Ebben a pillanatban lépett be Eugénie és Grandet-né.	Lúc ấy mẹ con Ogieni trỏ lại.
- Minden rendben van odafent?	Ông Grangde cũng vừa trấn tĩnh.
- kérdezte a jóember, visszanyerve a nyugalmát.	Ông hỏi: - Ở trên ấy đã xếp đặt yên cả chưa?
- Igen, apám.	- Thưa cha đã ạ.
- Na, hát akkor, öcsém, ha fáradt volna, Nanon felvezeti a szobájába.	- Này cháu ạ, nếu cháu thấy mệt thì mụ Nanong sẽ đưa cháu về buồng nghỉ.
Nem valami firlefáncos legénylakosztály, de hát megbocsát a magamfajta szegény szőlősgazdának, akinek mindig üres a zsebe.	Ôi chao, chẳng phải buồng công tử công tôn gì, cháu nên miễn thứ cho cái bọn giồng nho này, cả đời không có một xu dính túi.
Mindenünk rámegy az adóra.	Thuế má nuốt ráo, có còn gì đâu!
- Bizonyára csevegni akar még az öccsével, mi elbúcsúzunk.	- Chúng tôi không muốn tọc mạch, bác Grangde ạ. Có lẽ bác cần trò chuyện với ông cháu, chúng tôi xin cáo về.
A holnapi viszontlátásra.	Đến mai lại gặp nhau.
E szavakra a társaság felkerekedett, és ki-ki a maga modorában elköszönt.	Thế là các vị khách đứng dậy, nghiêng mình cáo biệt, mỗi người mỗi cách, tùy tâm tùy tính từng người.
Az öreg közjegyző kiment a kapuhoz a lámpásáért, visszajött, meggyújtotta, majd felajánlotta des Grassins-éknak, hogy hazakíséri őket.	Ông cụ chưởng khế đi lấy chiếc đèn lồng để sau cửa, thắp lên và ngỏ ý muốn đưa gia đình họ Đe Gratxanh về tận nhà.
Des Grassins-né nem tudhatta előre, hogy egy váratlan esemény időnek előtte véget vet a vendégeskedésnek, az inasa még nem jött értük.	Bà Đe Gratxanh không ngờ có việc xảy ra làm cuộc họp giải tán trước giờ nên người nhà không biết để đến đón sớm hơn mọi khi.
- Köszönöm, abbé úr.	- Cảm ơn ông linh mục.
Itt a fiam - válaszolta az asszony szárazon.	Tôi đã có cháu dắt.
- A hölgyek nem hozhatják rossz hírbe magukat velem - mondta az abbé.	- Các quý phu nhân mà đi với tôi thì không sợ tai tiếng gì hết.
- Nyújtsd már a karodat Cruchot úrnak - szólt rá des Grassins-néra a férje.	Đê Gratxanh bảo vợ: - Mình khoác tay ông Cruyso đi nào.
Az abbé fürgén vezette a csinos hölgyet, s néhány lépéssel a karaván elé került vele.	Ông linh mục khoác tay bà phu nhân xinh đẹp thoăn thoắt đi lên trước, bỏ đoàn người lại sau.
- Ez a Charles remek fiatalember - mondta, és megszorította az asszony karját.	Ông siết chặt cánh tay bà, thủ thỉ:
- Befellegzett a szép reményeknek!	- Thưa bà, chàng thanh niên ấy kháu đấy chứ!
Mert ebben az unokafivérben, hacsak nem szerelmesedett bele valami párizsi nőbe, olyan vetélytársra talál az ön Adolphe fia, hogy...	Trừ phi cậu ta say mê một cô gái thủ đô nào rồi thì không nói, nhược bằng không thì cậu Adon của bà sẽ gặp một tình địch cực kỳ...
Nem figyelte meg?	Ông đã nhìn kỹ nó chưa?
Olyan sárga volt ma este, mint a birsalma.	Trông tối hôm nay vàng ệch như một quả thị.
- Talán már fel is hívta erre a párizsi rokon figyelmét?	- Có lẽ bà đã mách cho cậu em họ chú ý rồi đấy nhỉ?
- Nem is szégyelltem magam...	- Vâng, tôi chẳng câu nệ gì...
- Álljon mindig Eugénie mellé, asszonyom, és akkor nem kell telebeszélnie a fiatalúr fejét, magától is olyan összehasonlítást tesz, amely...	- Bà cứ nên luôn luôn đứng bên cạnh Ogieni, như thế là bà chẳng cần gì phải nói xấu cô ta với Saclo nhiều. Tự Saclo sẽ so sánh và...
