A SZAMÁRBŐR	Miếng Da Lừa
Ó, micsoda érzés tudni, hogy szerelemre születtünk, hogy boldoggá tudnánk tenni a nőt és mégsem találni senkire, senkire, még csak egy bátor és nemes Marcelinára sem, még csak egy vén marquise-ra sem!	Cảm thấy mình sinh ra để mà yêu đương, để làm cho một người đàn bà thật sung sướng, thế mà chẳng tìm thấy chỉ một nàng Marceline can đảm và cao thượng hay một bà hầu tước già nào.
Kincset cipelni a tarisznyában és nem találni gyermekre, nem találni valami kandi kislányra, akivel megbámultathatnánk!	Mang bao nhiêu của báu trong bị mà chẳng gặp một ai, ngay cả một cô gái nhỏ, cô thiếu nữ tò mò nào, để khoe cho họ hâm mộ.
Kétségbeesésemben sokszor voltam közel az öngyilkossághoz.	Tôi thường muốn tự tử vì thất vọng.
– Fenemód tragikus vagy ma este!	- Cậu khá bi đát tối nay!
– Ejh, hadd keseregjek az életemen! – válaszolt Raphael.	Để cho tôi kết án cuộc đời của tôi, Raphaël đáp.
– Ha nincs benned annyi baráti érzés, hogy meghallgasd elégiáimat, ha egy félórai unalmat sem tudsz elviselni a kedvemért, hát aludj, bánom is én!	Nếu tình bạn của cậu không đủ sức để nghe những khúc bi ca của tôi, nếu cậu không cho tôi được nửa giờ làm phiền cậu thì cậu cứ ngủ đi!
Hanem akkor ne is kérd tőlem számon a halált, melynek ujra belém költözik a képe, mely ujra megkisért s melyet szivesen köszöntök.	Nhưng mà đừng có hỏi tôi nữa lý do việc tự tử của tôi, nó gầm thét, nó ngóc dậy, nó kêu gọi tôi và tôi chào đón nó.
Émile-t annyira meghökkentette ez a keserü hang, melylyel Raphael e néhány szót mondotta, hogy azonnal egész lelkével odafigyelt, zavart tekintetét a beszélőre függesztve.	Giọng cay đắng trong những lời nói đó làm Emile rất xúc động cho nên từ đó anh chăm chú nghe Raphaël, mắt thờ thẫn nhìn bạn.
Lehet, hogy a dolgoknak éppen az a rendje váltotta ki belőlem a később megannyi büszkeségemnek vallott képességeket, melyeket akkoriban szerencsétlenségnek tartottam.	Cái sự thể mà xưa kia tôi coi như một bất hạnh có lẽ đã tạo nên những năng lực tốt đẹp mà về sau tôi lấy làm kiêu hãnh.
És hogy nem merültem bele a hiu világi örömökbe, melyek eltörpitik, bemocskolják a legnagyobb lelket is: nem arra volt-e jó, hogy még fogékonyabbá lett szenzibilitásom valamelyes, a szenvedély hatalmánál magasabb hatalom tökéletes közvetitőjévé legyen?	Không để ngập mình vào những kích động xã giao làm nhỏ bé tâm hồn thanh cao nhất và biến nó thành vật vô giá trị, nhuệ cảm của tôi chẳng đã tập trung để trở thành cơ quan hoàn hảo của một ý chí cao hơn ý muốn của dục vọng đó sao?
Az asszonyok nem láttak belém, de jól emlékszem, hogy én, a visszautasitott szerelem éleslátásával annál mélyebben figyeltem meg őket.	Không được phụ nữ chú ý, tôi nhớ lại đã quan sát họ với sự minh mẫn của mối tình bị hắt hủi.
Most már világosan látom, hogy jellemem egyenessége volt az, ami nem tetszett nekik bennem.	Bây giờ thì tôi đã thấy rõ, tính thành thật của tôi hẳn đã làm mất lòng họ!
Az asszonyféle, ugy látszik, megkiván egy kis kétszinüséget.	Có lẽ họ ưa một chút giả mạo?
Tudásom untatta őket, sóvárgásom asszonyosnak tetszett s gyengeségre magyarázták.	Kiến thức đối với họ là chán ngán, tính ủy mị đàn bà là nhu nhược.
Képzeletem szertelen csapongása, a költőknek ez átka, olyanféle itéletre késztette őket, hogy gondolataimban állhatatlan s minden energia nélkül való vagyok, s mint ilyen furcsa teremtése az Istennek, képtelen a szerelemre.	Cái óc tưởng tượng linh hoạt thái quá, điều bất hạnh của những nhà thơ, chắc hẳn làm cho tôi bị coi như một kẻ không có khả năng yêu đương, ý kiến không kiên định, thiếu nghị lực.
Ha pedig hallgattam, hallgatásom afféle bárgyu szótlanság volt, melylyel akkor riasztottam vissza őket a legjobban, mikor tetszeni akartam nekik.	Ngây ngô khi nín lặng, có lẽ tôi làm cho họ hoảng sợ khi tôi định làm đẹp lòng họ.
Igy azután kutyába se vettek.	Phụ nữ đã kết án tôi!
A könnyekig nekibusulva fogadtam a világnak ez itéletét.	Với nước mắt và ưu phiền, tôi đã tiếp nhận bản nghị án của xã hội.
De még ennek a bánatnak is megtermett a maga gyümölcse.	Nỗi đau lòng đó đã sinh hoa kết quả.
Meg akartam magam bosszulni a társaságon, azt akartam, hogy minden asszonyi lélek meghódoljon előttem, minden szellemi kiválóságot tulszárnyaljak s minden szempár rajtam függjön, mikor a lakáj valamely szalón küszöbén a nevemet kiejti.	Tôi muốn trả thù xã hội, tôi muốn chiếm đoạt tâm hồn của hết thảy phụ nữ bằng cách khuất phục trí tuệ họ, và muốn nhìn thấy họ phải dán mắt vào tôi khi tên tôi được một kẻ hầu xướng lên ở cửa một phòng khách.
Ó, hadd számoljak be csak neked az én bolondságaimról, kedves Émilem, ma, mikor alig huszonhat esztendős koromban oly bizonyos vagyok a felől, hogy ismeretlenül halok meg, anélkül, hogy valaha enyém lett volna a nő, kiről álmodoztam!	Chao ôi, Emile thân mến ạ. Ngày nay tôi mới ngót hai mươi sáu tuổi đầu, chắc chắn rằng tôi sẽ chết không tăm tiếng, chưa bao giờ được yêu đàn bà mà tôi mơ ước, cậu có để cho tôi kể những điều điên rồ của tôi không?
Nem esett-e meg többé-kevésbbé mindenikünkkel, hogy vágyainkat kész valóságnak láttuk?	Phải chăng, không nhiều thì ít, tất cả chúng ta đều đã coi những ý nguyện của chúng ta như sự thật?
Én gyakran voltam álmaimban generális, császár; voltam Byron is; azután… semmi.	Bản thân tôi tôi đã thường làm đại tướng, làm hoàng đế, tôi đã là Byron, rồi chẳng là gì hết.
Mikor minden emberi dolgok fölibe röppentem, odafönn a csucson vettem észre, hogy még egész megmászni való hegységek s mindennemü akadályok vannak hátra a valóságban.	Sau khi đã đùa giỡn trên đỉnh cao của mọi vật ở đời, và tôi nhận thấy còn bao nhiêu ngọn núi, bao nhiêu khó khăn phải vượt qua.
Dicsőséget akartam kivivni s csöndben munkálkodni érte, a szeretőm kedvéért, akinek hittem eljövetelében.	Tôi muốn được vinh quang và làm việc âm thầm vì người tình nương mà tôi hy vọng một ngày kia sẽ gặp!
Ó, ha igy lépett volna elibém valamelyik, csordulásig megtelt volna a szivem háladatossággal és imádni tudtam volna utolsó lehelletemig.	Đối với người đàn bà nào ái ngại cho tôi thì ngoài tình yêu, trong lòng tôi còn biết ơn họ đến mức tôi sẽ kính yêu họ suốt đời.
Később nagyon kegyetlen igazságokra tanitottak a megfigyeléseim.	Về sau, việc quan sát đã mách bảo tôi những sự thật tàn nhẫn.
Ilyenformán, édes Émilem, könnyen megeshetett, hogy egész életemre magam maradok.	Như vậy, Emile thân mến ạ, tôi có cơ sống một mình mãi mãi.
Mindenkor jó szivvel viseltetnek az ostobák iránt, mivelhogy ilyetén minőségükben az ő saját gyarlóságaikat legyezgetik, mig a kiváló ember jelenléte csak még szembeszökőbbekké teszi tökéletlenségeiket.	Tài năng là một bệnh sốt cơn, chẳng có người đàn bà nào lại ưng chỉ chia sẻ những điều khó chịu của nó; hết thảy họ đều muốn tìm thấy ở tình nhân của họ những lý do để làm thỏa mãn tính tự cao của họ; chính là họ yêu bản thân họ trong con người chúng ta!
A gondolatok hatalmas áradata kavarog körülötte, mely magába nyel mindent, még a kedvesét is, kinek vele kellene usznia.	Một người đàn bà quen được xiểm nịnh có thể tin ở tình yêu của người đàn ông như thế chăng?
Ugyan melyik bókoláshoz szokott nő hinne ilyen ember szerelmében?	Họ có tìm đến người đó chăng?
Munkára amugy is kevés idejét hogyan vesztegetné el azzal, hogy önmagát kicsinyitse, cicomásan udvarolva?	Thì giờ còn không đủ cho những công trình của họ, họ còn có lúc nào để thu nhỏ mình lại, để tô điểm cho mình?
Kész lettem volna életemet habozás nélkül odaadni, de lealacsonyitani nem.	Tôi sẵn sàng hiến cả cuộc đời một lúc, nhưng tôi không thể tự xé lẻ để hạ mình.
A filiszter szolgálatkészségében, melylyel a kacér asszony szeszélyes megbizatásai után lót-fut, van valami kifejezhetetlen kicsinyesség, amitől a müvészember undorodik.	Nghĩa là trong cung cách một tay trọng mãi làm những việc mà một người đàn bà tầm thường và õng ẹo nhờ cậy, có cái gì là nhỏ nhen mà người nghệ sĩ ghê tởm.
Maga a tiszta szerelem nem egésziti ki a szegény, de nagy embert; annak önfeláldozás kell.	Tình yêu trừu tượng không đủ cho một người đàn ông nghèo mà ưu việt, họ đòi hỏi tất cả mọi sự hy sinh của nó.
Ez pedig nincsen meg azokban a kis teremtésekben, akiknek egész élete azzal telik el, hogy kasmirokat válogatnak, köpenykéket szabatnak, meg a divatot kisérik figyelemmel.	Những nhân vật nhỏ mọn suốt đời chỉ những thử áo cachemire hay làm chiếc giá áo của thời trang, họ không biết hy sinh mà đòi hỏi tình nhân hy sinh, họ xem tình yêu như cái thú được chỉ huy chứ không phải được tuân theo.
Inkább követelik az önfeláldozást s a szerelemben nem az engedelmességet, hanem a parancsolást tartják gyönyörüségnek.	Người bạn lòng thật sự bằng xương bằng thịt, sẵn sàng đi theo kẻ mà họ gửi gắm cuộc đời của họ, sức lực, vinh quang, hạnh phúc của họ.
Számukra az az egyedüli szerencsétlenség, ha e kivánságok megvalósitása nincsen módjukban.	Bản thân tôi, ngỡ mình là thiên tài, chính tôi lại ưa những tình nương bé nhỏ đó!
Mintha önmagammal kötöttem volna fogadást; magam voltam az ajánló és magam, aki fölcsapott.	Dường như là tôi đánh một ván bài với bản thân mình, mà tôi vừa là kẻ đánh vừa là tiền đặt.
Gyönyörüség volt arra gondolnom, hogy thebaidai remeteként kenyéren és tejen fogok élni s belemerülve a könyvek és eszmék világába, a nyüzsgő Páris közepette olyan megközelithetetlen szférákban gubózom be magam, hol csupán csak munka és csend honol, hogy muló siromból ragyogva, diadalmasan szülessem ujjá.	Tôi hớn hở nghĩ rằng tôi sắp sống bằng bánh và sửa như một ẩn sĩ ở Thébaïde, đắm mình trong thế giới sách vở và tư tưởng, trong một khu vực không ai vào được, ở giữa cái thành phố Paris rất mực ồn ào này, khu vực cần lao và im lặng, ở đó, như một con nhộng, tôi tự xây cho mình một ngôi mộ để rồi tái sinh rực rỡ và vinh quang.
Az életért megkockáztattam a halált.	Tôi định liều chết để sống.
Csupán az elkerülhetetlen, legszorosabban vett szükségletekre szoritkozva, megállapitottam, hogy fentartásomra háromszázhatvanöt frank éppen elegendő lesz évente.	Thu hẹp cuộc sống lại với những nhu cầu thật sự, với cái tối thiểu cần thiết, tôi thấy mỗi năm chỉ ba trăm sáu mươi lăm quan là đủ cho cuộc sống nghèo nàn của tôi!
– kiáltott föl Émile.	- Không thể thế được!
– Pedig ugy van.	Emile kêu lên.
– Számitsunk csak!	- Hãy tính xem!
– folytatta.	Anh nói tiếp:
– Három sou kenyérre, kettő tejre, három valamelyes felvágottra már megmentett az éhenhalástól s szellemi képességeimet csodálatos éberségben tartotta.	- Ba xu bánh, hai xu sữa, ba xu thịt thà khiến cho tôi khỏi chết đói và giữ cho đầu óc tôi ở tình trạng minh mẫn lạ thường.
Megfigyeltem s magad is tudhatod, mekkora befolyása van a diétának képzelőerőnkre.	Tôi đã từng quan sát, cậu biết đấy, việc tiết chế ăn uống có tác dụng kỳ lạ tới trí tưởng tượng.
Ezek a kiadások össze-vissza nem rugtak magasabbra tizennyolc sounál, maradt tehát még kettő az előre nem látott kiadásokra.	Tất cả những chi tiêu đó gộp lại chỉ mất mười tám xu, tôi còn hai xu để chi những việc bất thường.
Büszkén viseltem a szegénységet.	Tôi chịu đựng cảnh nghèo một cách kiêu hãnh.
Az, aki nagy hivatását érzi, ugy halad végig a nyomoruságon, mint az ártatlanul elitélt a vesztőhelyig vezető uton, fölemelt fővel.	Một người linh cảm thấy có một tiền đồ tốt đẹp tiến lên trong cuộc sống khổ cực như một kẻ vô tội bị dẫn đi hành hình, họ chẳng hổ thẹn gì.
Pillanatra sem kételkedtem egészségem állandóságában.	Không một lúc nào tôi nghi ngờ sức khỏe của tôi.
A szegénynek különben sem szabad lefeküdnie, csak ha már halálát érzi.	Vả lại, kẻ nghèo đã nằm xuống là chỉ để mà chết.
A hajamat tövig nyirva hordtam, mindaddig, mig csak az a jóságos angyal… De nem akarok elébe vágni a dolgok rendjének.	Tôi tự cắt tóc tôi, cho tới khi một thiên thần của yêu đương và hiền hậu... Nhưng tôi chẳng muốn nói trước về cái hoàn cảnh mà tôi sắp trải qua.
