CHARLES DICKENS	CHARLES DICKENS
- De hiszen ez amúgy sem tartozik rád, tudhatod - mondta Biddy halkan.	"Nhưng điều đó cũng chẳng có gì khác với anh cả, anh biết mà," Biddy bình thản nói.
- Nem, Biddy, nem tartozik rám; de nem tetszik, nekem, nem helyeselhetem.	"Không, Biddy, với anh không có gì khác cả; có điều anh không thích chuyện đó; anh không thể tán thành chuyện đó."
- Én sem - mondta Biddy -, ámbár ez sem tartozik rád.	"Cả em cũng vậy," Biddy nói. "Cho dù chuyện đó với anh cũng chẳng có gì khác biệt."
- Igaz - válaszoltam -, de meg kell mondanom neked, hogy nem lehetne jó véleményem rólad, ha az az ember úgy táncolna a te beleegyezéseddel feléd.	"Phải," tôi nói, "nhưng anh phải nói với em anh sẽ không có ý kiến gì hết, Biddy, nếu anh ta bày tỏ tình cảm với em và được em ưng thuận."
Jobban szemmel tartottam Orlickot ez után az este után, és valahányszor a körülmények rá nézve oly kedvezővé alakultak, hogy táncra lendült Biddy felé, elébe álltam, s meghiúsítottam törekvését.	Đến hết buổi tối đó tôi luôn để mắt tới Orlick, và mỗi khi hoàn cảnh thuận lợi cho anh ta thể hiện tình cảm với Biddy, tôi lại đứng ra trước anh ta để che khuất màn trình diễn.
Ez az Orlick nagyon megotthonosodott Joe házában, még pedig nénémnek róla való hirtelen támadt jó véleménye révén, máskülönben mindenesetre igyekeztem volna rábírni Joe-t, hogy menessze.	Orlick đã bám rễ tại lò rèn của Joe vì chị tôi đột nhiên lại quan tâm tới anh ta, nếu không ắt hẳn tôi đã cố làm anh ta bị thôi việc.
Joe megértette és méltányolta is jószándékaimat, erről eléggé meggyő­ződhettem a későbbi események során.	Orlick biết quá rõ và cũng đáp lại ý định tốt lành của tôi, như sau này tôi có lý do để thấy rõ.
Most pedig, mintha lelkem már eddig is nem lett volna eléggé zavart, ezerszeressé gaba­lyí­tottam zavarát, mert oly napjaim s oly állapotaim voltak, amelyek idején világossá vált előttem, hogy Biddy mérhetetlenül jobb Estellánál és, hogy abban az egyszerű mesterember­életben, amelyre születtem, semmi sincs olyasmi, amit szégyelnem kellene, ellenkezőleg, hogy ez a fajta élet önbecsülésre és boldogságra bőséges alkalmat ad nekem.	Và đến lúc này, vì trước đó tâm trí tôi vẫn còn chưa đủ bối rối, tôi đã làm cho nó rối tung lên thêm năm mươi nghìn lần vào những thời điểm khi tôi thấy rõ Biddy tốt đẹp hơn không biết bao nhiêu lần so với Estella, và cuộc sống lao động chân chất trung thực nơi tôi được sinh ra chẳng có gì đáng để phải xấu hổ, ngược lại còn đem tới cho tôi đủ cơ hội để được tự trọng và hạnh phúc.
Ily időszakokban aztán megállapíthattam, hogy a kedves öreg Joe-tól s a kovácsműhelytől való idegenkedésem eltűnt, és hogy azon a jó úton haladok, amelyen majd Joe társává érkezem és Biddyt majd eljegyezhetem; ámde egy-egy közbevillanó visszaemlékezés Havisham kisasszonynál töltött napjaimra valósággal szétroncsoló lövésként ért hirtelen és teljesen kivetett a kerékvágá­somból.	Vào những lúc như thế, tôi luôn quyết định dứt khoát rằng sự bất mãn của tôi với Joe thân mến và lò rèn đã biến mất, và tôi đang dần trưởng thành một cách đàng hoàng để trở thành đồng nghiệp với Joe và làm bạn cùng Biddy - thế rồi chỉ trong khoảnh khắc một hồi ức lẫn lộn về những ngày tại nhà cô Havisham lại ập xuống tôi như một tảng đá khổng lồ hủy diệt, làm lý trí tôi tan tành thêm một lần nữa.
Ilyenkor aztán jó sokáig tartott, míg újra visszazökkenhettem ebbe a kerékvágásba, s bizony gyakran akasztotta meg ezt a törekvésemet is az a gondolat, hogy Havisham kis­asszony, mihelyt inassoromból felszabadulok, talán mégis tesz majd boldogulásomért valamit.	Lý trí bị đập tan tành cần khá nhiều thời gian để hồi phục; và thường thì trước khi tôi ghép được đủ các mảnh vỡ lại với nhau, chúng sẽ thêm một lần nữa bị đánh văng đi tứ tán bởi một ý nghĩ lạc loài rằng có lẽ cuối cùng cô Havisham sẽ tạo dựng vận hội cho tôi khi thời gian học việc của tôi kết thúc.
Csakhogy inaskodásom idejének kitöltésekor ő engem még mindig zavaraim csúcspontján találhatott volna, mondhatom.	Nếu thời gian thử việc của tôi đi đến hồi kết, hẳn nó sẽ để tôi lại vẫn trong tình trạng bối rối tột độ, tôi tin chắc là vậy.
Ámde én ezt az időt nem töltöttem ki, hirtelen korai véget ért az, ahogy mindjárt el fogom mondani.	Thế nhưng quãng thời gian học việc này đã chẳng bao giờ hoàn tất mà bị kết thúc dở dang theo cách tôi sắp sửa thuật lại sau đây.
Joe-nál való inaskodásom negyedik esztendejében történt, egy szombat estén.	Đã sang năm thứ tư tôi học nghề với Joe, và lúc đó là tối thứ Bảy.
A Három Vidám Hajósok kályhájának tüze körül kis társaság tanyázott, s hallgatta Wopsle urat, aki az újságot olvasta föl.	Có một nhóm người tụ tập lại quanh lò sưởi trong quán Ba Thủy Thủ Vui Vẻ, chăm chú lắng nghe ông Wopsle đọc to tờ báo lên thành tiếng.
Ennek a társaságnak én is egyik tagja voltam.	Tôi là một người trong nhóm này.
Valami nagy feltűnést keltő gyilkosság esett és Wopsle úr vérben tobzódott, amely elárasz­totta a szemöldökéig.	Đã xảy ra một vụ giết người được nhiều người biết, và ông Wopsle bị nhuốm máu tới tận lông mày.
Csak úgy kéjelgett a közlemény minden egyes borzalmas jelzőjében, és a halotti szemle minden egyes tanujával azonosította magát.	Ông này hả hê đọc qua tất cả tính từ đáng ghê tởm trong phần mô tả, nhập vai vào từng nhân chứng trong cuộc thẩm tra.
És bágyadtan nyöszörgött: "Végem... végem!" az áldozat módján és rettenetest üvöltött: "Majd adok én neked!" a gyilkosén.	Ông quản khẽ rên lên, "Tôi tiêu rồi," khi vào vai nạn nhân rồi man rợ gầm lên, "Tao sẽ trả thù," lúc sang vai tên sát nhân.
Elmondta az orvosi leletet, pompásan utánozva a mi helyi orvosunk hangját; és hebegett meg remegett annak a sorompóőrnek a mondókájában, aki hallotta a gyilkos csapásokat s akinek szavai most oly fölöttébb eszelősen hangzottak, hogy hatásuk alatt szinte lehetetlen volt nem kétkedni ennek a tanunak elmebeli beszámíthatóságában.	Ông đưa ra lời chứng pháp y, bắt chước không sai một li ông bác sĩ hành nghề ở vùng chúng tôi; rồi ông rít tẩu thuốc và lắc đầu, khi vào vai ông già gác trạm đã nghe thấy cuộc ẩu đả, với bộ dạng thể hiện sự kém tỉnh táo như thể muốn tỏ ý nghi ngờ tình trạng thần trí của nhân chứng nọ.
A halottkém Wopsle úr megszemélyesítésében valósággal athéni Timon-ná magasztosult; a törvényszéki szolga Coriolanus-szá.	Người nhân viên điều tra án mạng, qua tay ông Wopsle, trở thành Timon thành Athens; ông thầy tế trở thành Coriolanus.
Wopsle úr nagyszerűen mulatott és mi is valamennyien jól mulattunk és pompásan kellemes hangulatban éreztük magunkat.	Ông quản có vẻ rất hào hứng, tất cả chúng tôi cũng vậy, và đều cảm thấy cực kỳ vui vẻ thoải mái.
Ebben a dicső lelkiállapotban aztán kimondtuk a minősítő ítéletet: szándékos emberölés.	Thế rồi trong tâm trạng thân tình hứng khởi này, chúng tôi cùng đi tới lời buộc tội Giết người có chủ ý.
Ekkor és nem előbb, észrevettem, hogy valami idegen úriember áll átellenben, nekitámasz­kodva az egyik pad támlájának és néz bennünket.	Chỉ đến lúc ấy, trước đó thì không, tôi bắt đầu nhận ra sự có mặt của một người đàn ông xa lạ đang chồm người trên lưng chiếc ghế đối diện với tôi, chăm chú dõi theo.
Arcán különös megvető kifejezés volt, hatalmas mutatóujjának oldalát pedig egyre harapdálta, miközben a mi ábrázatcsoportunkon révedezett a szeme.	Trên khuôn mặt ông ta hiện rõ vẻ coi thường, và ông ta tỉ mẩn cắn rìa ngón trỏ to tướng trong khi nhìn nhóm người kia.
- Nos! - szólt az idegen úriember Wopsle úrhoz, midőn a fölolvasásnak vége volt -, maguk kétségtelenül valamennyiük teljes megelégedésére hozták meg ítéletüket?	"Được lắm!" người lạ mặt nói với ông Wopsle sau khi màn đọc báo đã xong, "ông đã phân xử tất cả để bản thân cảm thấy hài lòng, tôi chắc là vậy phải không?"
Valamennyien megijedtek s fölpillantottak, mintha a gyilkos toppant volna közéjük.	Tất cả mọi người cùng giật mình ngước lên nhìn, như thể đó chính là kẻ sát nhân.
Az úriember sorra végignézett mindegyiken, ridegen, gúnyosan.	Người lạ mặt lạnh lùng nhìn chúng tôi đầy châm biếm.
- Csak bátran ki a szóval!	"Thử nói ra xem nào.
Nosza csak!	Nào!"
- Uram - válaszolt Wopsle úr -, bár nincs szerencsém ismerni uraságodat, valóban azt mon­dom: vétkes!	"Thưa ông" ông Wopsle đáp lại, "dù không có hân hạnh được quen biết ông, tôi xin nói là có tội." Đến đây, tất cả chúng tôi đều lấy can đảm đồng thanh lầm rầm xác nhận.
E kijelentésre valamennyien úgy éreztük, helyeslést kell mormolnunk s ezt egyesült erővel meg is cselekedtük.	"Tôi biết là thế," người lạ mặt nói, "tôi biết thể nào ông cũng nói vậy.
- Tudtam, hogy azt akarja mondani.	Tôi đã nói với ông thế mà.
Tudják-e, vagy nem tudják, hogy Anglia törvénye mindenkit ártatlannak tételez föl mindaddig, amíg bizonyítékok - bizonyí­tékok - nem bélyegzik vétkessé.	Ông biết, hay ông không biết, là luật pháp nước Anh giả định mọi người đều vô tội cho tới khi anh ta bị chứng minh - chứng minh - là có tội?"
- Uram - kezdte rá Wopsle úr -, mivelhogy magam is angol vagyok, hát... - Nosza csak!	"Thưa ông," ông Wopsle mở miệng đáp lại, "vì là người Anh, tôi…"
- mondta az idegen, a mutatóujját harapdálva -, a kérdés elől ne térjen ki.	"Nào!" người lạ mặt nói, vừa nói vừa cắn ngón trỏ.
Vagy tudja a dolgot, vagy nem tudja.	"Đừng né tránh câu hỏi.
Melyik hát az eset?	Là có hay không nào?"
Testét féloldalt hajlítva s fejét féloldalt előre hajtva megfélemlítően kérdő helyzetben állt ott s mutatóujját ellendítette Wopsle úr felé, mintha ezt különösképen akarná megjelölni s aztán az ujját újra harapdálni kezdte.	Ông ta đứng nghiêng đầu sang một bên, người ngả sang bên còn lại, bộ dạng như thể đang hoạnh họe hỏi cung, và ông ta vung ngón trỏ về phía ông Wopsle - như thể để vạch riêng ông này ra - rồi lại cắn ngón tay.
- Természetesen, tudom - válaszolt Wopsle úr csendesen.	"Đương nhiên là tôi biết," ông Wopsle đáp.
- Természetesen, tudja.	"Đương nhiên ông biết.
- és lefoglalta magának Wopsle urat, mintha ez jogosan csakis őt illetné -, tudja-e maga azt, hogy ennek az ügynek még egyetlen tanujához sem intéztek keresztkérdéseket?	Nào, tôi sẽ hỏi ông một câu nữa," người lạ tiếp tục tấn công ông Wopsle như thể có quyền làm thế.
- Mit?	"Cái gì?
- Idehallgasson.	"Chú ý vào tôi này.
Értesült-e vagy nem értesült arról, hogy még egyetlen tanuhoz sem intéztek keresztkérdéseket?	Ông có biết, hay không biết, là chưa có ai trong số những nhân chứng này được thẩm vấn?
Nosza, csak egyetlen szót várok magától.	Nào, tôi chỉ muốn một lời từ ông thôi.
Igen vagy nem?	Có hay không?"
Wopsle úr késlekedett válaszolni s mi valamennyien kevesebbre kezdtük becsülni őt.	Ông Wopsle do dự, và tất cả chúng tôi bắt đầu có cảm giác khá khó chịu về ông ta.
- Hogy mi az?	Có gì nào?"
- ismételte Wopsle úr, nagyon megrőkönyödötten bámulva a papirosra.	"Có gì cơ?" ông Wopsle hỏi lại, đưa mắt ngơ ngác nhìn tờ báo.
- Az az újság az - firtatta az idegen a maga gúnyos és gyanusító módján -, az-e, amelyikből imént fölolvasott?	"Có phải," người lạ mặt nói tiếp đầy vẻ mỉa mai ngờ vực, "đó là tờ báo ông vừa đọc không?"
- Kétségtelenül.	"Không nghi ngờ gì nữa."
- Kétségtelenül!	"Không nghi ngờ gì nữa.
Most hát nézzen bele az újságba és mondja meg nekem, nincs-e benne az a határozott közlés, miszerint a fogoly kifejezetten kijelentette, hogy az ügyvédje azt tanácsolta neki, tartsa fönn védekezési jogát.	Nào, quay sang tờ báo, và hãy cho tôi biết liệu trong đó có viết rành rọt là người tù đã nói rõ ràng là các luật sư của anh ta đã khuyên anh ta bảo lưu hoàn toàn quyền được bào chữa không?"
- Nos, hiszen ezt épp imént olvastam - mondta Wopsle úr.	"Tôi vừa mới đọc điều đó," ông Wopsle biện hộ.
- Nem arról van szó, hogy uraságod mit olvasott imént; nem ezt kérdeztem én magától.	"Đừng bận tâm chuyện ông vừa mới đọc cái gì, thưa ông; tôi không hỏi ông vừa đọc cái gì.
Tőlem ugyan olvashatja akár a miatyánkot, még pedig akár visszafelé is, ha akarja... s valószínűleg meg is cselekedte már.	Ông có thể vừa đọc ngược Kinh Cầu nguyện nếu ông muốn - và có thể hôm nay ông đã làm vậy.
Az újságjába nézzen!	Trở lại với tờ báo nào.
Megtalálta!	"Thế nào?
- Itt van, ni!	Ông tìm ra chưa?"
- mondta Wopsle úr.	"Đây rồi," ông Wopsle nói.
- Most hát olvassa el azt a részt és mondja meg nekem, nem áll-e ott határozottan, miszerint a fogoly kifejezetten kijelentette, hogy ügyvédje azt tanácsolta neki, tartsa fönn teljes mérték­ben védekezési jogát?	"Nào, hãy đưa mắt đọc theo đoạn đó, và nói cho tôi biết xem liệu trong đó có viết rành rọt là người tù đã nói rõ ràng các luật sư của anh ta khuyên anh ta bảo lưu hoàn toàn quyền được bào chữa không?
Nosza!	Nào!
Az van-e hát ott, amit maga mondott?	Ông có thể luận ra vậy được không?"
