ALAIN-FOURNIER	Alain Fournier
S a meghívottak közt sok volt az ifjú s a gyerek is...	Trên bờ, mọi việc diễn ra như trong một giấc mơ.
- No csak jól figyelj!	- bạn rất đẹp!
- sápítozott újra az öregebb, cseppet sem jőve ki béketűréséből.	- anh thốt ra giản dị.
- Bourges-ból Vierzonba másfél óra az út vonaton.	Cô rảo bước, và không trả lời, đi sang hướng khác.
Onnan idáig még vagy harminc kilométert kell jönniük kocsin...	Các du khách đi dạo trên các đường lớn, ai muốn đi đâu, làm gì là tùy.
Így fecsegett a két jó öreg vitatkozva, Meaulnes alaposan odafülelt, egyetlen szó sem kerülte el a figyelmét.	Chàng trai hết sức ân hận về cái mà anh gọi là sự ngu dốt, thô bỉ và dại dột của mình.
S így aztán ebből a szelíd kötődésből lassan kihámozta a történteket.	Anh lang thang vô định, tin rằng không bao giờ còn gặp được người con gái kiều diễm.
Azt akarta, hogy a ház, ahová ifjú meny­asszo­nyával megérkezik, olyan legyen, mint valami örömmámorban úszó mesebeli kastély.	Da ở mắt cá mịn màng đến nỗi như gợn lên theo từng bước đi và Môn sợ nó sắp rách đến nơi.
Az egyikük váltig erősítgette, hogy már holnap reggel itt lesznek, a másik kitartott amellett, hogy délután érkeznek.	Anh nói ngượng nghịu, nhưng giọng đầy xúc động và bối rối, khiến cô chậm bước lại và lắng nghe.
- Szegény kis Moinelle-em, semmit sem változtál.	- Thậm chí tôi chưa biết anh là ai - cuối cùng cô nói.
- No, ami azt illeti, szegény kis Adéle-em, te is éppolyan makacs vagy.	- Tôi cũng chưa biết tên bạn - Môn đáp.
Négy éve nem láttalak, de igazán semmit sem változtál - vonta meg a vállát az idősebbik, de hangjában árnya sem volt a dühnek vagy a haragnak.	Bây giờ hai người theo một con đường trụi cây và trông xa xa các du khách đang chen chúc quanh một ngôi nhà đơn độc giữa cánh đồng.
- Igazán olyan szép Frantz menyasszonya, amilyennek mondják?	- tên tôi ấy à?...
Meghökkenve néztek Meaulnes-ra.	Tôi là cô Yvon de Gale...
Kívüle senki még a színét se látta.	Ăn xong, mọi người đi ra.
Frantz, Toulonból jövet találkozott vele egy este, amint a lány szomorúan bolyongott Bourges kertvárosában, a Mocsaras-ban.	Vừa thấy tiểu thư Gale trên ngưỡng cửa, Môn sáp lại ngay, và đáp lại điều mà cô cho mình biết lúc nãy.
Ruhája hosszú ujjai úgy csapkodtak a levegőben, mintha benne se lettek volna a karjai.	Bớt nghiêm khắc và kiêu sa, giờ đây cô cũng tỏ vẻ lo lắng hơn.
A folyosókon megkezdődött a tánc, farandolt jártak s körtáncokba verődtek.	Nhưng cuối cùng, khi anh dám xin phép một ngày kia trở lại lãnh địa đẹp đẽ này.
Meaulnes kíváncsian kukkantott be az ajtón.	Hay có thể cô muốn nói gì ới anh nữa?...
A fal mellett a kanapén kisfiúk és kislányok ültek, hatan vagy heten, nagyság szerint, mint valami csoportképen.	Theo dự kiến, cô dâu chú rể phải về kịp để tham gia và chính Phrăng sẽ điều khiển toàn bộ.
Olykor-olykor egyikük-másikuk öklére támaszkodva lecsúszott a földre és átsomfordált az ebédlőbe: onnan meg az, aki már kedvére kijátszotta magát a képekkel, átsettenkedett a fogadószobába s elfoglalta helyét a kanapén...	Giữa tiếng la cười của trẻ thơ, tiếng cá cược và tiếng chuông gióng giả đổ hồi, người ta tưởng như dưới chân mình đang là một bãi đua thu nhỏ như trong truyện cổ, với lớp cỏ xanh rờn xén phẳng.
Oly elbűvölő volt ez a színes kavargás-forgatag, de annyi lázas izgalmat, annyi bolondozást is rejtett magában; hiszen ő maga is milyen vadul vágtatott a bohóc nyomában; hogy most félrevonulva tőle, Meaulnes valami véghetetlenül nyugalmas, könnyű boldogságban lebegett.	Môn nhận ra Đanien với mấy cô bé đội mũ lông chim mà anh đã nghe tiếng nói chuyện hôm qua trên lối đi trong rừng... Sau đấy, anh không nhìn thấy gì nữa, vì đau đáu tìm kiếm khắp nơi trong đám đông người xem chiếc mũ cắm hoa hồng duyên dáng và chiếc áo măng-tô màu hạt dẻ.
Másnap kora reggel Meaulnes az elsők között volt, aki felkelt.	Sáng hôm sau, Môn là một trong những người sẵn sàng đầu tiên.
A kabát szorosan simult a testéhez, s ujjai vállban kissé buggyosak voltak, mellényén rézsút futottak végig a gombok, s nadrágja alul annyira kiszélesedett, hogy eltűntek alatta finom cipellői; fejébe pedig egy cilindert nyomott.	Như người ta khuyên, anh mặc một bộ quần áo đen giản dị, theo một áo cũ, một áo dài thắt ngang lưng, ống tay phồng ở vai, một gi-lê chéo go, một quần loe, loe đến mức trùm kín đôi giày xinh xắn, và một cái mũ thành cao.
Pár lépés után az volt az érzése, mintha egy tavaszi reggelben sétálna.	Đi vài bước, anh bỗng cảm thấy bồi hồi như đang ngày xuân.
Annak a télnek valóban ez volt a legenyhébb, szinte már tavaszias reggele.	Quả thật, đây là buổi sáng ấm áp nhất của ngày đông năm ấy.
A fák lombjain kis dalos madarak fütyörésztek, s olykor-olykor langyos, cirógató szellő bizsergette meg Meaulnes arcát.	Chim nhỏ hót líu ríu đó đây trên cành, và thỉnh thoảng gió ấm hiu hiu mơn man trên mặt chàng trai đang đi dạo.
Az ablakok s a tornyocska álmosan álldogáltak, semmi nem mozdult mögöttük.	Tuy thế, người ta đã mở hai cánh cửa cái ra vào bằng gỗ tròn xoay ở phía trên.
És az egyik emeleti ablakból visszaverődött csillogva a nap, akárcsak nyáron, a hajnali órákban.	Lần đầu tiên, Môn ngước nhìn thấy giữa ban ngày phần bên trong của lâu đài.
Az udvaron még látszott, hogy csak az imént hintették föl homokkal, s hogy nemrégiben gereblyézték föl.	Vì vậy, ở đó có vô số ngóc ngách mọc đầy nho hoang và các loại cây dại nhỏ.
Azoknak a melléképületeknek a végénél, ahol lakott, voltak az istállók, mulatságos össze­visszaságban; s így csak még nagyobb volt a szeszélyes cserjékkel benőtt, vadszőlővel befutott rejtekhelyek, zugok száma.	Gần khắp xung quanh lâu đài là những rừng thông nhấp nhô như sóng che khuất nó trước cả một vùng bằng phẳng lân cận trừ phía đông, nơi có thể thoáng thấy những quả đồi xanh lam phủ đá hộc và cả cây thông.
Ott ringott a saját alakja is a víz tükörén, akárcsak ha az égre rajzolódott volna, romantikus diáköltönyében.	Anh thấy mình trong nước, như nghiêng xuống bầu trời, trong bộ trang phục sinh viên lãng mạn.
S ahogy nézte magát, az volt az érzése, hogy valamiféle teljesen ismeretlen Meaulnes ring előtte a habokon; ó, nem az az iskolásfiú, aki elkószált egy parasztkocsival, hanem valamilyen mesebeli, regényes teremtés, egy díszes metszésű könyv lapjairól.	Và anh tưởng như nhìn thấy một thằng Môn khác, không phải cữu học sinh lỉnh mất trong một chiếc xe ngựa nông dân có mui, mà là một nhân vật tuấn tú và lãng mạn, trung tâm của một cuốn sách hay quý giá...
A főépülethez sietett, mert hirtelen éhes lett.	Anh đi vội về ngôi chính vì đã đói bụng.
Abban a teremben, ahol előző este vacsorázott, egy parasztasszony éppen a terítékeket rakta az asztalokra.	Ở gian lớn mà anh đã ăn tối qua, một chị nông dân đã thay bộ đồ ăn.
- Maga jött le elsőnek, uram - mondta, miközben kávét töltött a csészéjébe.	Anh không muốn trả lời, vì sợ đột nhiên bị phát giác là người lạ.
Meaulnes nem akart beszédbe elegyedni vele, mert félt, hogy egyszer csak valaki felfedezi, hogy idegen itt, hogy senki sem hívta.	Anh chỉ hỏi mấy giờ thì chuyến tàu đi chơi sáng sớm như đã thông báo sẽ khởi hành.
- Beletelik abba még egy jó félóra is, uram - jelentette ki az asszony -, hiszen még le sem jöttek reggelizni.	Anh tiếp tục lang thang xung quanh tòa lâu đài với những cánh không đều nhau như một nhà thờ để tìm nơi tàu cập bến.
Meaulnes ismét kószálni kezdett a hosszúkás kastélyszerű épület körül, mely egyenlőtlen szárnyaival olyan volt, mint egy templom; a mólót keresve.	Khi vòng quanh cánh phía nam, anh chợt nhìn thấy lau mọc lít lấp, tạo thành như một bức tường sừng sững đến nơi vô tận.
Alighogy megkerülte a déli szárnyat, ameddig csak ellátott, hatalmas nádas tűnt a szemébe, nem is volt más ezen a részen.	Từ phía ấy, nước các ao đầm dâng đến đây làm ướt các chân tường gạch.
A tó vize itten a falak alját nyaldosta, s az épület több ajtaja kicsi faerkélyre nyílott, melyek kinyúltak a fel-felcsapó hullámok fölé.	Trước nhiều cửa ra vào, có những ban công nhỏ bằng gỗ vươn ra bên trên sóng nước vỗ oàm oạp.
Tétlenül csellengett-ténfergett egy ideig a homokos fövenyen, melyen vontatások nyomai látszottak.	Chẳng có việc gì làm, chàng trai dạo tiếp hồi lâu trên bờ nước đầy cát như đường kẻ cho tàu thuyền cập vào.
Meaulnes csodálkozva állapította meg (ó, később hányszor szégyellte magát ezért a nyers és durva megfogalma­zásért!)	Hai người dừng lại một lát ngắm phong cảnh, trong lúc Môn tự nhủ với sự kinh ngạc về sau anh mới thấy là lố bịch:
- az ilyen teremtéseket hívják minden bizonnyal különcködő lányoknak, ez itt talán egy kis színésznőcske, akit idekértek, amíg az ünnepségek tartanak...	"Đây chắc chắn là một cô gái mà thiên hạ cho là lập dị - có lẽ một nữ nghệ sĩ được triệu đến cho cuộc lễ".
Meaulnes-nak még volt annyi ideje, hogy megfigyelje nehéz szőke tincsei alatt kissé kurta vonásait: oly törékeny rajzolatú volt az arca, hogy már majdnem fájdalmasnak látszott.	Môn kịp nhận thấy dưới bộ tóc dày vàng hoe một bộ mặt hơi ngắn, nhưng các đường nét được vẽ ra với sự tinh tế gần nhu đau khổ.
S mint­hogy éppen előtte suhant el, alaposan megnézte ruháját, melynél még nem látott egyszerűbbet, szemérmesebbet.	Vì loáng cái cô đã lên phía trước, anh ngắm phục sức của cô và nhận thấy đó là cách phục sức khéo léo giản dị nhất...
- Gondolom, ezúttal nem fog késni a hajó...	- Chắc tàu đến ngay giờ chứ ạ?...
Meaulnes a nyomukba eredt.	Và Môn đi theo liền.
- Ki vagy te?	- Ông là ai?
Ki vagy s mit keresel itt?	Ông làm gì nơi này?
S mégis úgy tűnik, mintha ismernélek.	Thế nhưng, hình như tôi có biết.
Más vendégek is ácsorogtak ott a fák közt, a hajóra várva.	Khách mời bây giờ đã tản mác dưới các gốc cây, chờ đợi.
S milyen furcsa a kirándulás!	các cô gái thì ngiêng mình.
Meaulnes maga sem tudta hogyan, egyszerre csak azon vette észre magát, hogy ugyanabba a jachtba került, mint a kastély ifjú úrnője.	Các bà các cô quấn quanh cổ những chiếc khăn bằng lông chim như những con trăn vốn là mốt lúc bấy giờ.
Lassan siklott tova a hajó, csendesen dohogtak a gépek s álmatagon csobogott a víz.	Con thuyền êm trôi trong tiếng máy và tiếng sóng đều đều nhỏ nhẹ.
Biztosan valami nyárilak előtt kötnek majd ki, egy illatos, virággal teli kertben.	Tưởng như sắp cặp thuyền vào một khu vươn nông thôn nào đó.
Az ismeretlen lány majd a virágok közt sétál fehér napernyőjével.	Thiếu nữ sẽ bước lên, giương chiếc ô trắng che mình và đi dạo.
És késő estig hallgatják majd a turbékoló gerlicéket... De hirtelen metszőn, vadul arcukba csapott a szél, s a furcsán összeverődött vendégeket rádöbbentette arra, hogy mindez csalóka ábránd csupán, hiszen még itt a tél, a december!	Cho đến chiều, sẽ nghe chim cu gáy hoài bốn bên như than thở... Nhưng đột nhiên, một cơn gió lạnh ào ạt thổi về, nhắc du khách của ngày hội kỳ lạ này rằng bây giờ đang là tháng 12.
Egy kis fenyőerdőcske szélén kötöttek ki.	Thuyền ghé vao trước một rừng thông.
Pár percig ott kellett ácsorogniuk az utasoknak a mólón, egymás hegyén-hátán szorongva, amíg a kormányos ki nem nyitotta a korlát nyílását... Micsoda izgalom fogta el Augustint még később is, amikor visszaidézte emlékezetébe ezt a pillanatot!	Trên bến, du ngoạn phải chen chúc nhau, chờ cho người lái thuyền mở khóa ba-ri-e... Sau đó, Môn đã vô cùng xúc động nhớ lại phút giây, trong đó, bên bờ ao, anh đã có ngay bên mình khuôn mặt từ đó biến đi của thiếu nữ.
Ott állt a tó partján s közvetlenül a feje mellett volt az ismeretlen lány arca, mely aztán meddig, de meddig nem került elé!	Anh đã được ngắm nhìn khuôn mặt trông nghiêng vô cùng trong trắng của cô, bằng cả hai mắt của mình, cho đến luc nước mắt sắp trào ra.
S aztán, ahogy partot értek, mintha csak egy csodás álomba suhant volna át.	Trên bờ, mọi việc diễn ra như trong một giấc mơ.
A gyerekek üdvrivalgással vágtattak szanaszét a parton, az ifjak meg kisebb-nagyobb csoportokba verődve szétszóródtak az erdő fái között.	Trong khi trẻ con chạy vù đi với những tiếng kêu la hoan hỉ, du khách kết thành nhóm và tản ra trong rừng.
Meaulnes egy fasorba kanyarodott be, ahol alig pár lépésnyivel előtte ott sétált az ismeretlen leány.	Môn dấn vào một lối đi có cây ở hai bên, ở đó tiểu thư đang đi phía trước, cách anh mươi bước.
Egy pillanat múlva már ő is ott poroszkált az oldalán.	Anh đến sát bên cô, chưa kịp nghĩ ngợi gì:
Csak ennyit mondott:	- bạn rất đẹp!
- Hogy maga milyen szép!	- anh thốt ra giản dị.
A kirándulók egy része itt futkosott-kergetőzött az utakon.	Cô rảo bước, và không trả lời, đi sang hướng khác.
Mindenki arra ment, amerre kedve szottyant, amerre pillanatnyi szeszélye vezérelte.	Các du khách đi dạo trên các đường lớn, ai muốn đi đâu, làm gì là tùy.
Hősünk komoly szemrehányásokat tett magának, hogy ennyire bárdolatlan, ennyire ostoba volt, hogy ennyire melléfogott az előbb.	Chàng trai hết sức ân hận về cái mà anh gọi là sự ngu dốt, thô bỉ và dại dột của mình.
