Bovaryné	Bà Bô vary
Emma az ablakhoz ment, hogy lássa, amint az ura elindul hazulról, s fésülő-köpenyében, melyet alig-alig hogy összehúzott magán, rákönyökölt az ablak párkányára, két cserép geránium-virág közé.	Nàng chạy ra cửa sổ nhìn theo, khuỷu tay tỳ trên thành cửa, giữa khoảng hai chậu phong lữ thảo, mình bọc trong chiếc áo choàng lùng thùng.
Károly, a lóról, egy csókot intett neki; Emma visszaintett, becsukta az ablakot, s Károly elindult.	Sáclơ, trên mình ngựa, gửi nàng một cái hôn; nàng làm hiệu đáp lại và khép cửa sổ vào, còn hắn ra đi.
És a nagy országuton, melynek hosszu por-szalagja oly végtelennek tünt fel előtte – a mély uton, a falombok boltozata alatt – a szántóföldek mellett vezető szűk ösvényen, ahol a gabona itt-ott a térdéig ért – mindenütt csak egy gondolat foglalkoztatta.	Thế là trên con đường cái quan thăm thẳm rải bụi, qua những chỗ trũng có cây cối hai bên ngả xuống thành vòm, trong những đường ruộng lúa mì vươn cao tới đầu gối, hắn tiếp bước, vai đầy ánh nắng, mũi thở không khí ban mai, lòng tràn ngập những vui thú đêm qua, trí não thanh thản, nhục dục thỏa mãn.
A nap a vállára tűzött, orrlyukai kéjjel szivták a reggeli levegőt, szive tele volt az éj gyönyörüségeivel, feje nyugodt, teste elégedett volt, s vigan haladt tova, kérődzve boldogságán, mint aki pazar lakoma után még folyton érzi szájában a szarvasgomba ízét.	Hắn vừa đi vừa nghiền ngẫm cái hạnh phúc của mình như những người sau bữa tiệc còn nhá cái dư vị của món nấm đang tiêu.
Micsoda öröme volt eddig az életben?	Cho tới nay, hắn đã được cái tốt đẹp trong cuộc đời?
Később, orvosnövendék korában, sohase volt egy garasa sem; s nem volt rá eset, hogy azt a kis munkásleányt, aki a szeretőjévé lett, el tudta volna vinni tánczolni, valamelyik nyilvános helyiségbe.	Phải chăng là cái thời gian sau, hồi hắn học trường thuốc, túi bao giờ cũng lép kẹp, chẳng đủ tiền để trả một cuộc đối vũ với một cô thợ nào đó đã trở thành tình nhân của mình?
Aztán tizennégy hónapot töltött az özvegygyel, akinek a lába, az ágyban, olyan hideg volt, mint a jégcsap.	Rồi hắn đã phải chung sống mười bốn tháng với mụ góa mà chân cẳng trong giường cứ lạnh toát như nước đá.
És most, most az egész életre övé ez a szép asszony, akit imád.	Nhưng nay, hắn đã có đến suốt đời một người vợ đẹp mà hắn yêu quý.
Nesztelen léptekkel sompolygott feléje, s mikor odaért, hirtelen megcsókolta a hátát; Emma felsikoltott.	Emma, ở trong buồng, đang điểm trang; hắn khẽ bước vào, hôn lưng vợ, nàng thốt kêu lên.
Folyvást czirógatta volna, s nem tudta megállani, hogy minduntalan hozzá ne érjen a fésüjéhez, a gyürüihez, s a vállán lévő kendőhöz; néha czuppanó csókokat nyomott az arczára, máskor meg végig csókolta egész meztelen karját az ujjai hegyétől egészen a válláig; Emma ilyenkor egy kicsit mosolyogva s egy kicsit boszankodva tolta el magától, mint a hogy egy gyermekkel szoktunk tenni, aki ránk csütörködött s akit nem tudunk lerázni a nyakunkról.	Hắn không thể kiềm chế được mình, hắn luôn luôn sờ mó chiếc lược, chiếc nhẫn và khăn choàng của nàng; đôi khi hắn còn hôn chùn chụt lên má nàng, hoặc hôn nhè nhẹ suốt cánh tay để trần của nàng từ đầu ngón cho đến vai; vừa cười mỉm vừa bực mình nàng đẩy hắn ra, như người ta đẩy một đứa trẻ bám vào mình.
Mielőtt férjhez ment, azt hitte, hogy szerelmet érez; de minthogy a boldogság, melyet ettől a szerelemtől várt, sehogy se akart megérkezni, arra gondolt, hogy: ugy látszik, csalódott.	Trước ngày cưới, nàng tưởng nàng đã có tình yêu; nhưng niềm hạnh phúc, đáng lẽ nảy sinh từ tình yêu đó, chẳng đến thì, theo như nàng nghĩ, chắc chắn là nàng đã nhầm.
És nagyon szerette volna tudni, hogy tulajdonképpen mit értenek az életben e szavak alatt, hogy: boldogitó érzés, szenvedély és szerelmi mámor, amelyekről a könyvekben olyan sok szépet olvasott.	Rồi Emma tìm cho biết ở đời người ta thực sự hiểu những tiếng diễm phúc, ái tình và say đắm như thế nào, những tiếng mà trong các sách nàng thấy đẹp đẽ xiết bao.
VI.	VI
Mikor tizenhárom esztendős lett, apja bevitte a városba, hogy kolostorba adja.	Khi nàng mười ba tuổi, cha nàng thân hành đưa nàng ra tỉnh, học tại tu viện.
A Saint-Gervais negyed egy vendéglőjében szállottak meg, a hol a vacsorához festett tányérokat tettek elébük, amelyek képei La Valličre kisasszony történetét ábrázolták.	Hai cha con tạt vào một hàng cơm trong khu phố Xanh Giecve để ăn tối, ở đó hai cha con đã được dùng những chiếc đĩa hoa trình bày sự tích Công nương Đờ La Valie.
A képek alá irt rövid magyarázatok, melyek egyes betüit a sok kés és villa már régen elkoptatta, mindannyian a vallást, a sziv nemes érzelmeit és az udvar pompáját dicsőitették.	Những lời chú giải trên đĩa, sây sát từng chỗ bởi những vết dao ăn, đều ca ngợi tôn giáo, cái tế nhị của trái tim và những cảnh tráng lệ ở cung đình.
A kolostorban eleinte nemcsak hogy nem unatkozott, hanem ellenkezőleg, igen kellemes otthont talált; a kedves testvérek, hogy szórakoztassák, gyakran átvitték a kápolnába, a hová a refektóriumból hosszu folyosó vezetett.	Trong tu viện, hồi đầu, nàng chẳng những không cảm thấy buồn chán lại còn thích gần gụi các bà xơ hiền từ; họ dẫn nàng đến giáo đường cho nàng khuây khỏa, từ nhà ăn đến đó phải qua một hàng hiên dài.
A szünetek alatt nem igen játszogatott, de annál jobban tudta a katekizmust, s mindig ő volt az, aki a leghamarább tudott megfelelni a főtisztelendő ur fogasabb kérdéseire.	Suốt giờ chơi, nàng nô đùa, nàng hiểu kỹ giáo lý đại cương, gặp những câu hỏi khó, chính nàng bao giờ cũng trả lời được ông trợ tá.
Mivel soha se hagyta el a kolostor langyos levegő-körét, s csakis ezekkel a fehér arczbőrü nőkkel érintkezett, akik rézkeresztes nagy olvasót hordanak: lassankint nagyon megszokta a zárda életét s valami misztikus gyönyörüséget talált a tömjén illatában, a szenteltviz frissitő cseppjeiben s a viaszgyertyák ragyogásában.	Cứ sống mãi không rời cái không khí ấm áp của các buổi học, giữa những phụ nữ trắng trẻo đeo tràng hạt có thánh giá bằng đồng nàng thấy lòng khuây dịu trong cái ủy mị thần bí toát ra từ hương thờ, từ bình nước thánh mát rượi và từ ánh sáng của những ngọn bạch lạp.
A misére nem igen figyelt, ellenben annál gyakrabban nézegette imádságos könyvében a kék keretü szentképeket; s a bárány, ki elveszi e világ büneit, az éles nyilakkal átvert vérző sziv és a kereszt terhe alatt már-már összeroskadó Jézus rajongó érzésekkel töltötték el.	Đáng lẽ theo dõi buổi lễ, nàng lại ngắm những ảnh nhỏ viền màu lam trong sách kinh, và nàng thấy yêu con chiên ốm, yêu trái tim thần thánh bị những mũi tên nhọn xuyên qua, yêu chúa Jêxu tội nghiệp ngã xuống khi bước lên cây thánh giá.
S törte a fejét, hogy milyen fogadalmat tegyen, minő önkinzásnak szentelje az életét.	Khi nàng đi xưng tội, nàng bịa ra những tội nhỏ, để ở lại đó lâu hơn.
Az égi vőlegényről, férjről és örök házasságról szóló hasonlatok, melyek a prédikácziókban oly sűrűn ismétlődnek, váratlanul édes érzéseket keltettek a szivében.	Những sự so sánh về vị hôn phu, về người chồng và người yêu trên thượng giới, về cuộc hôn nhân vĩnh cửu được lặp đi lặp lại trong lời thuyết pháp khiến nàng thấy tự đáy lòng dâng lên những dịu cảm đột ngột.
Esti imádság előtt, a dolgozó-szobában, vallásos könyvek egyes részeinek felolvasásával töltötték az időt.	Buổi tối, trước lúc cầu kinh, người ta đọc sách đạo trong phòng học.
Hétköznap a bibliát vagy Frayssinous abbé Előadásai-t olvasgatták, vasárnap, szórakozásul, a Kereszténység szellemé-t. Mily gyönyörüséggel hallgatta a romantikus mélabú e zengzetes megnyilatkozását, az örökkévalóság és a földi dolgok nagy kérdéseivel vivódó lélek panaszait!	Sách đọc để giải trí trong tuần là ít trang tóm tắt thánh sử hoặc những bài giảng của cha Phrâyxinu, và ngày chủ nhật là những đoạn trong cuốn Tinh thần Thiên chúa giáo.
Talán mert hozzá szokott, hogy csupa nyugalmas dolgot lásson maga körül, lelke a rendkivülit, az izgatót kereste.	Nhưng nàng lại quá biết rõ nông thôn, biết rõ tiếng cừu be be, biết rõ việc vắt sữa, cách cày bừa.
A tenger csak vihar idején érdekelte; a növény csak akkor tetszett neki, ha romok között zöldelt.	Nàng vốn quen cảnh yên tĩnh, ngược lại nàng cũng hướng tới cảnh sóng gió.
Több volt benne az érzelgősség, mint a művészi érzék; az izgalmat kereste s nem a látnivalót.	Nàng chỉ thích biển cả qua những cơn dông tố, chỉ thích cỏ cây khi rải rác giữa cảnh vật hoang tàn.
Az érsekség volt a pártfogója, mert régi, nemesi családból származott, amelyet a forradalom tett tönkre.	Trong tu viện có một gái lỡ thì tháng tháng đến làm việc tám ngày ở nơi may vá quần áo.
E tekintetek azt a kedvezményt szerezték meg neki, hogy a refektóriumban evett, a kedves testvérek asztalánál, s ebéd után egy kicsit elbeszélgetett velök, mielőtt ujra munkájához látott.	Được tòa tổng Giám mục che chở, vì cô ta thuộc dòng dõi quý tộc phá sản dưới thời cách mạng, cô ta được ngồi ăn cùng bàn với các bà phước, và sau bữa, cô ta còn kề cà trò chuyện một lúc rồi mới đi lên chỗ làm việc.
A növendékek közt nagy népszerüségnek örvendett, s mialatt a zárdában dolgozgatott, sokan kiszökdöstek a tanuló-szobából, hogy egy kicsit hallgassák.	Thường các nữ sinh ký túc cũng trốn khỏi buồng học để đến thăm cô ta.
Könyv nélkül tudta a mult század összes szerelmi dalait, s mig varrótűje járt, halkan danolgatott.	Cô ta thuộc lòng lắm bài tình ca của thế kỷ trước, cô ta vừa khe khẽ hát vừa đẩy mũi kim.
Emma, tizenöt éves korában, vagy egy félesztendeig piszkolgatta a kezét ennek az ócska kölcsönkönyvtári limlomnak a porával.	Năm mười lăm tuổi, suốt sáu tháng trời, Emma đã vấy tay trong bụi bậm của những phòng đọc sách cổ lỗ đó.
Később, megismerkedvén Walter Scott munkáival, a történelem regényes eseményei ragadták meg érdeklődését, s várormokról, lovagtermekről s hegedősökről álmodozott.	Với Uôntơ Xcôt sau này, nàng ham mê những chuyện lịch sử, mơ màng rương sập, phòng cảnh vệ và những người hát rong.
Szeretett volna valamely régi várkastélyban élni, mint azok a hosszu ruhaderekat viselő, sápadt várkisasszonyok, akik lóherealaku kereszttel diszitett, csúcsives ablakok alatt a kőpárkányra könyökölve, s állukat a jobbkezükre támasztva töltötték napjaikat, egy életen át lesvén, hogy mikor kerül elő a messzeségből az a fehértollu lovag, aki fekete lovon vágtat feléjök.	Nàng ước ao được sống trong một trang viện cổ kính nào đó như các nữ chúa lâu đài, tấm thân cao mảnh, cứ suốt tháng ngày, dưới hình tam điệp của vòm cửa nhọn, tỳ khuỷu tay trên phiến đá, tựa cằm vào lòng bàn tay, đăm đăm mong chờ một chàng kị sĩ áo lông trắng, cưỡi ngựa đen, phi từ cánh đồng xa thẳm tới.
Társai közül többen magukkal hozták a zárdába azokat a keepsake-eket, képes emlékkönyveket, amelyeket ujévi ajándékul kaptak.	Vài cô bạn đã mang vào tu viện những cuốn sách lưu niệm ủy mị.
Ezeket a könyveket el kellett rejteni, ami nem volt könnyü dolog; csak titokban olvashatták, éjjel, a hálóteremben.	Phải giấu chúng đi, đó là một việc hệ trọng; chỉ xem chúng ở phòng ngủ thôi.
Emma alig mert hozzányulni szép, selyem kötésükhöz, s káprázó szemmel nézte az emléksorok iróinak nevét; többnyire grófok és vicomte-ok voltak.	Nâng niu những bìa sách đẹp bọc sa tanh, Emma hoa mắt, chăm chăm nhìn tên các tác giả chưa từng quen biết, hầu tước hoặc tử tước, thường hay ký ngay bên dưới.
Szinte remegett, mialatt tova fujta a metszetekről a selyempapirt, mely egy kissé meghajolva lágyan omlott a könyv másik oldalára.	Nàng hồi hộp; hơi thở của nàng làm lật tung mảnh giấy lụa phủ các tranh ảnh, mảnh giấy gập lại nửa chừng rồi lại nhẹ nhàng rơi xuống trong sách.
Az egyik metszet kurta köpenyü fiatal embert ábrázolt, amint egy erkély oszlopos korlátjához támaszkodva gyöngéden ölel egy fehérruhás leányt, akinek övezsinórján picziny, alamizsnás táska csüng; majd szőke fürtü, ismeretlen angol ladyk következtek, akik kerek szalmakalapjok alól derüs, nyilt tekintetet vetnek rád nagy, világos szemökkel.	Đó là ảnh một chàng mặc áo choàng ngắn, đứng sau lan can một hiên gác, đang ôm chặt một cô gái vận áo dài trắng, đeo một túi tiền làm phúc ở dây lưng; hoặc đó là những chân dung vô danh của mấy phu nhân nước Anh, tóc xoắn vàng hoe dưới cái mũ rơm tròn, cứ nhìn người bằng cặp mắt to sáng.
Egy más kép kocsin mutatta a ladyket, amint hanyagul hátra dőlve fogatukban, egy park közepén hajtatnak tova, remek lovakkal, amelyek előtt egy agár ugrándozik, s amelyeket két, térdigérő fehér nadrágba öltöztetett kis postakocsis kormányoz.	Người ta còn thấy có những bà ngồi trưng trong những xe lướt giữa công viên, một con chó săn chạy trước cỗ ngựa, hai xà ích thấp bé vận quần đùi trắng hướng ngựa đi nước kiệu.
