ÉMILE ZOLA	Émile Zola
Raquinné szeliden kinyitotta az ajtót s lépteinek zaját lehetőleg elnyomva közeledett az ágyához.	Bà Raquin nhẹ nhàng mở cửa, đến gần giường trong khi cố nén tiếng động của bước chân.
A fiatal nő tetette magát, mintha aludnék.	Thiếu phụ giả vờ ngủ.
Laurent izzadt a fehér alsószoknya alatt.	Laurent toát mồ hôi dưới lớp váy trắng.
- Therese, - kérdezte az öregasszony aggódva - beteg vagy, leányom?	- Thérèse này - bà hàng xén ân cần hỏi - Con bệnh hả, con gái mẹ?
Therese kinyitotta a szemeit, ásított, megfordult és fájdalmas hangon azt felelte, hogy borzasztóan fáj a feje.	Thérèse mở mắt ra ngáp, quay lại và trả lời với giọng rên rỉ là nàng đang nhức đầu ghê gớm.
Kérte a nénjét, hogy hagyja aludni.	Nàng năn nỉ bà cô để yên cho mình ngủ.
Az öreg nő elment, amint jött, zajtalanul.	Bà già đi khỏi như lúc đến, không một tiếng động.
A két szerelmes, csöndesen nevetve, szenvedélyes hevességgel ölelkezett össze.	Đôi tình nhân cười trong im lặng, ôm lấy nhau trong cuồng nhiệt mê đắm.
- No látod úgy-e, - szólt Therese diadalmaskodva - hogy nem félünk itt semmitől... Ezek az emberek mind vakok: ők nem szeretnek.	- Anh thấy rõ nhé - Thérèse đắc thắng bảo - là ở đây không phải sợ sệt gì cả..Tất cả bọn người đó toàn đui mù, họ không yêu thương gì đâu.
Egy más alkalommal a fiatal nőnek furcsa ötlete támadt.	Một ngày khác, thiếu phụ có một ý nghĩ kỳ quặc.
Néha olyan volt, mint a bolond, nem volt magánál.	Đôi lúc nàng như điên rồi, nàng mê sảng.
François, a cirmos macska, a szoba közepén ült.	Con mèo vằn Francois ngồi xổm ngay giữa phòng.
Komolyan, mozdulatlanul nézte nagy kerek szemeivel a két szerelmest.	Trịnh trọng bất động, nó đưa cặp mắt tròn xoe nhìn đôi tình nhân.
Úgy látszott, mintha gondosan vizsgálgatná őket, szemhunyorítás nélkül, mintha valami ördögi varázslat tartaná fogva.	Tưởng chừng như nó xét nét họ một cách cẩn thận, không chớp mắt, chìm đắm trong một kiểu xuất thần ma quỷ.
- Nézd csak Françoist - szólt Therese Laurenthez. - Az ember azt hinné, hogy ért mindent és ma este mindent elmond Camillenak... Úgy-e furcsa volna, ha egy szép napon elkezdene beszélni lenn a boltban; szép históriákat tud rólunk!	- Nhìn con Francois kìa - Thérèse nói với Laurent - giống như nó hiểu và tối nay nó sẽ kể tất cả cho Camille… Này, thật buồn cười, nếu nó bật lên kể cho cả nhà nghe một trong những ngày như thế này, nó biết lắm chuyện hay ho của riêng mình..
Ez a gondolat, hogy François mindent elmesélhetne, nagyon mulattatta az asszonyt.	Cái ý tưởng con Francois có thể nói lên khiến thiếu phụ vui thích lạ thường.
Laurent a macska nagy zöld szemeibe nézett, s érezte, hogy hideg borzongás fut végig a hátán.	Laurent nhìn cặp mắt to màu xanh ve của con mèo, cảm thấy một cơn rùng mình nổi gai ốc.
- Ime, így cselekednék - folytatta Therese. - A két hátulsó lábára állna, s egyik első mancsával reám, a másikkal pedig reád mutatva így kiáltana fel: "Ez az úr és ez a hölgy nagyon erősen csókolódzik a szobában; nem bizalmatlanok ugyan irántam, de mivel bűnös szerelmük nincs ínyemre, kérem önöket, hogy vessék börtönbe mindkettőjüket; akkor legalább nem zavarják meg a nyugalmamat."	- Nó sẽ làm như thế này - Thérèse tiếp tục - Nó đứng dậy, và một chân chỉ vào em, chân kia chỉ anh, nó la lên "Ông và bà đây ôm nhau rất chặt trong phòng, họ không dè chừng gì tôi cả, nhưng vì mối tình tội lỗi của họ làm tôi ghê tởm, tôi cầu xin các vị tống cả hai vào ngục, họ sẽ không quấy rầy giấc ngủ trưa của tôi nữa."
Therese tréfált, mint valami gyermek, utánozta a macskát, úgy hajlította a kezét, hogy olyan legyen, mint a macska körme, s a válla is oly hullámosan mozgott, mint a macskáé.	Thérèse đùa cợt như một đứa trẻ con, nàng nhại điệu bộ con mèo, duỗi bàn tay thành như móng vuốt, lượn lờ đôi tay như loài mèo.
François mozdulatlanul maradt, mintha kőből lett volna, s mindig rá nézett; csak a szeme látszott elevennek; s a szája szögleténél látszottak csak mély ráncok, mintha nevetni akart volna ez a szalmával kitömött állatfej.	Con Francois vẫn trơ như đá, luôn lặng nhìn nàng, chỉ cặp mắt nó có vẻ sống động, và trong khóe mõm của nó hằn sâu hai nếp nhăn làm vỡ oà tiếng cười của chiếc đầu như thú nhồi rơm đó.
Laurent összeborzadt.	Laurent có cảm giác ớn lạnh thấu xương.
Nevetségesnek tartotta Therese tréfáját.	Hắn thấy trò đùa của Thérèse lố bịch.
Felkelt és kidobta a macskát az ajtón.	hắn đứng lên đuổi con mèo ra cửa.
Valójában félt.	Thực tế, hắn sợ.
Még nem volt egészen a szeretőjéé, - még maradt benne valami abból a kellemetlen érzésből, melyet a fiatal nő legelső csókjai alkalmával érzett.	Người tình của hắn chưa sở hữu hắn hoàn toàn, thâm tâm hắn vẫn còn chút gì đó khó chịu mà hắn đã cảm nhận được của những nụ hôn đầu tiên của thiếu phụ.
VIII.	Chương 8
Esténkint a boltban Laurent tökéletesen boldog volt.	Buổi tối, Laurent hoàn toàn hạnh phúc.
Rendesen a hivatalból jött Camille-al.	Thông thường, hắn trở về từ sở làm cùng với Camille.
Raquinné valami anyai barátságot érzett iránta; tudta róla, hogy zavarban van, hogy rosszul étkezik és padlásszobában hál, s egyszersmindenkorra megmondta neki, hogy az ő számára is mindig terítenek az asztaluknál.	Bà Raquin đối xử với hắn bằng mối thân tình mẫu tử, bà biết hắn túng bấn, ăn uống kham khổ, ngủ trên một gian buồng tít tầng áp mái, và một lần dứt khoát bà bảo hắn rằng bộ đồ ăn của hắn sẽ luôn luôn được đặt trên bàn ăn của họ.
Azzal a fecsegő gyengédséggel szerette ezt a fiút, amelyet az öreg asszonyok éreznek a szülőföldjükről jövő emberek iránt, akik a multak emlékeit hozzák magukkal.	Bà yêu gã trai trẻ này bằng tấm lòng ân cần đa sự mà những phụ nữ luống tuổi đối xử với những người đồng hương, khi mang đến cho họ những kỷ niệm của quá khứ.
A fiatalember bőségesen élt is ezzel a vendégszeretettel.	Gã thanh niên thoải mái lợi dụng lòng hiếu khách đó.
Mikor kijött a hivatalból, mielőtt hazament volna, Camille-al sétálgatott a rakodóparton; mind a kettőjüknek javára vált ez a bizalmas együttlét, - kevesebbet unatkoztak azzal, hogy beszélgetve csavarogtak.	Lúc rời sở làm trước khi về nhà, hắn cùng Camille thực hiện cuộc dạo chơi trên các bến cảng, cả hai tìm thấy cái lợi của mình trong mối thâm thình này, họ đỡ buồn chán hơn.
Laurent úgy nyitott be a boltba, mintha ő volna a házigazda, úgy ült a székre, mintha nyeregbe ülne, szivarozott és köpködött, mintha otthon lett volna.	Laurent đường hoàng mở cánh cửa tiệm, hắn ngồi dạng chân trên ghế dựa, vừa hút thuốc vừa khạc nhổ, cứ như là ở nhà mình.
Therese jelenléte egyáltalán nem hozta zavarba.	Sự hiện diện của Thérèse không làm hắn mảy may bối rối.
Bizonyos baráti kedélyességet tanusított a fiatal nővel szemben, tréfálkozott vele, ócska udvariassági frázisokat mondott neki anélkül, hogy csak egy arcizma is megrándult volna.	Hắn đối xử với thiếu phụ với sự thẳng thắn bạn bè, hắn đùa cợt, nói với nàng những lời tán tỉnh vô vị mà không một nếp nhăn nào trên mặt hắn động đậy.
Camille ezen nevetett és mivel a felesége alig válaszolt egy-egy szóval a barátjának, szentül azt hitte, hogy utálják egymást.	Camille cười, và vì vợ gã chỉ trả lời bạn mình bằng những lời nhát gừng, gã tin chắc rằng cả hai không ưa gì nhau.
Egyszer még szemrehányásokat is tett neki, amiért, mint mondotta, olyan hideg Laurent iránt.	Thậm chí có hôm gã trách móc Thérèse về cái mà gã gọi là sự lạnh nhạt đối với Laurent.
Laurent éppen eltalálta, hogy mit kell tennie: az asszonynak a szeretője, a férjnek barátja, s az anyának kényeztetett gyermeke lett.	Laurent đã tiên đoán chính xác: hắn đã trở thành người tình của vợ, bạn thân của chồng, đứa con được nuông chiều của bà mẹ.
Még soha sem volt olyan jó módja, hogy így kielégíthette az étvágyát.	Chưa bao giờ hắn sống trong một sự thoả thuê những ham muốn như thế.
Egészen beleélte magát azokba a végtelen élvezetekbe, amelyekben a Raquin-család részesítette.	Hắn ngủ vùi trong tận cùng những hưởng thụ bất tận mà gia đình Raquin đã ban phát.
Különben egészen természetesnek tartotta a helyzetét ebben a családban.	Vả lại, vị thế của hắn trong gia đình Raquin với hắn có vẻ hoàn toàn tự nhiên.
Harag és lelkiismeretfurdalás nélkül tegezte Camillet.	Hắn xưng hô thân mật với Camille không giận hờn mà cũng chẳng hôi tiếc.
Még csak meg se figyelte a saját mozdulatait és szavait, annyira biztos volt okosságában és nyugalmában; az az önzés, amellyel élvezte szerencséjét, megvédelmezte minden hiba ellen.	Hắn thậm chí không giữ gìn cả cử chỉ lẫn lời nói, chừng nào hắn vẫn vững tin vào sự thận trọng và bình tĩnh của mình, tính ích kỷ thích hưởng thụ sự hạnh phúc của kẻ khác che chở hắn trước mọi sai lầm.
A boltban a szeretője olyan volt rá nézve, mint minden más nő, akit nem szabad megölelni és aki rá nézve nem létezett.	Trước mọi người trong cửa hiệu, người tình của hắn trở thành người đàn bà như mọi người đàn bà khác, hắn không cần phải ôm hôn, và nàng cũng không tồn tại vì hắn.
Csak azért nem csókolta meg Thereset mindenki előtt, mert attól félt, hogy akkor nem térhet ide többé vissza.	nếu hắn không ôm hôn nàng trước mặt mọi người, đó chỉ vì hắn sợ rằng không thể quay trở lại.
Egyáltalán nem volt lelkiismereti kérdés rá nézve az, hogy mi lehet abból, ha rájönnek a viszonyára?	Hắn không hề ý thức được những gì sẽ xảy đến một khi mối dan díu của hắn bị phát hiện.
Egyszerűen azt hitte, hogy ő is csak úgy cselekszik, mint ahogyan minden szegény és kiéhezett ember cselekednék az ő helyében.	Hắn chỉ nghĩ mình hành động như bao nhiêu người khác sẽ hành động nếu ở địa vị của hắn, một con người cùng khổ và đói khát.
Ez volt a magyarázata boldog nyugalmának, okos vakmerőségének, s érdektelennek látszó, tréfálkozó magatartásának.	Từ đây là sự bình thản khoái hoạt, sự táo tợn thận trọng, những thái độ vô tư và nhạo báng.
Therese, aki idegesebb és félénkebb volt mint ő, kénytelen volt szinészkedni.	Thérèse dễ kích động, dễ xúc cảm hơn hắn, buộc lòng phải đóng một vai trò.
Szerepét tökéletesen játszotta, mert már kicsiny korában ránevelték a tudatos álszenteskedésre.	Nàng diễn xuất hoàn hảo, nhờ vào thói đạo đức giả khôn ngoan đã được rèn luyện.
Csaknem tizenöt éven át hazudozott, elfojtva lázait, s kérlelhetetlen energiával igyekezett komornak és érzéketlennek látszani.	Trong gần mười lăm năm trời, nàng đã nói dối, đã bóp nghẹt những say mê, dùng ý chí bền bỉ để tỏ vẻ ủ ê uể oải.
Nem nagy fáradságába került a testére ráerőszakolni azt a halotti maszkot, amely az arcáról tükröződött.	Nàng không tốn công là mấy để mang trên thân xác chiếc mặt nạ chết khiến khuôn mặt lạnh giá.
Mikor Laurent belépett hozzá, komolynak és mogorvának látta, az arca hosszabb, az ajka vékonyabb lett.	Khi Laurent đến, hắn thấy nàng nghiêm trang, cau có, chiếc mũi dài ra hơn và cặp môi mỏng lại hơn.
Csunya, barátságtalan, megközelíthetetlen volt.	Nàng xấu xí, quàu quạu, khó gần gũi.
Különben nem túlozott a szinészkedésében, a régi egyéniségét játszotta, anélkül, hogy a kelleténél nagyobb nyerseséggel magára vonta volna a figyelmet.	Vả chăng, nàng phóng đại điệu bộ, đóng lại vai trò cũ mà không gợi chú ý bởi một cung cách thô lỗ hơn nhiều.
Néha jóleső meleg érzés futott a fejébe; bármily jó komédiás volt is, ilyenkor nem tudta magát visszatartani attól, hogy énekeljen, ha a szeretője nem volt ott és ha nem kellett attól félnie, hogy elárulja magát.	Thỉnh thoảng, niềm vui sôi nổi bốc lên đầu, vở hài kịch nàng đóng hoàn hảo quá, và vì thế nàng không thể kiềm chế cất tiếng hát lên, khi người tình không có mặt ở đó và nàng không sợ bị lộ tẩy.
Ez a hirtelen támadt jókedv nagyon tetszett Raquinnénak, aki úgyis panaszkodott az unokahugára, hogy nagyon komoly nő.	Những cơn vui bất chợt đó làm vui lòng bà Raquin luôn buộc tội cô cháu gái quá nghiêm trang.
