Tác giả : Jane Austen	Jane Austen	2.02727
Dưới mắt tôi, cô có thể kém dễ thương nếu cô đã không tỏ ra ngượng ngùng như thế, nhưng tôi xin nói cho cô an tâm rằng bà mẹ đáng kính của cô đã cho phép tôi tiếp chuyện với cô như thế này.	E kis vo­na­ko­dás nél­kül ke­vés­bé len­ne sze­re­tet­re mél­tó sze­mem­ben: de nyug­tas­sa meg az a tu­dat, hogy e pil­la­nat­ban nagy­ra be­csült édes­any­ja en­ge­del­mé­vel szó­lok ön­höz.	0.291304
Hẳn cô không hồ nghi gì về ý định của tôi, tuy tính tế nhị bẩm sinh của cô có thể khiến cô phải lờ đi; những ý tình của tôi đã quá rõ nên không thể nhầm lẫn được.	Sza­va­im irá­nyát és cél­ját il­le­tő­leg alig­ha táp­lál­hat ké­telyt, bár­mennyi­re is szín­le­lés­re csá­bít­ja a ter­mé­sze­tes női sze­mé­rem; fi­gyel­mes­sé­gem oly fel­tű­nő volt, hogy nem ért­het­te fél­re.	0.197283
Ngay sau khi tôi bước vào ngôi nhà này, tôi đã chọn cô là người đồng hành trong cuộc đời tương lai của tôi.	Alig­hogy be­lép­tem a ház­ba, önt sze­mel­tem ki jö­ven­dő élet­tár­sa­mul.	0.196552
Nhưng trước khi tôi đi xa khỏi chủ đề do những cảm xúc của tôi trong việc này, có lẽ tôi nên nêu những lý do về hôn nhân khi tôi đến Hertfordshire với ý định tìm một người vợ, vì đúng là tôi có ý định này.	Mi­e­lőtt azon­ban ér­zé­se­im el­ra­gad­ná­nak, ta­lán ta­ná­csos lesz elő­ad­nom, mi­nő okok kész­tet­nek en­gem a há­zas­ság­ra, s hogy mi­ért jöt­tem ép­pen Hert­ford­shire-be, hogy fe­le­sé­get vá­lasszak.	0.285333
Ý tưởng của anh Collins, trong tất cả vẻ điềm tĩnh trang trọng, về việc đi xa khỏi chủ đề do những cảm xúc của anh, khiến Elizabeth gần như bật cười đến nỗi cô không thể nhân cơ hội anh ngưng nói để chặn anh lại.	Elizabeth alig bír­ta el­foj­ta­ni a ne­ve­tést, annyi­ra kép­te­len­nek lát­szott, hogy a tisz­te­le­test, aki ün­ne­pé­lyes nyu­ga­lom­mal be­szélt, el­ra­gad­hat­ják az ér­zé­sek. ~~~ A kis szü­ne­tet nem is tud­ta ar­ra fel­hasz­nál­ni, hogy el­hall­gat­tas­sa Collinst, aki így foly­tat­ta:	0.0497525
Anh tiếp tục. ~~~ - Các lý do của tôi về hôn nhân là, thứ nhất, tôi nghĩ mỗi giáo sĩ khi có hoàn cảnh thuận lợi (như hoàn cảnh của chính tôi) nên nêu tấm gương tốt về đời sống vợ chồng trong giáo xứ của mình.	 ~~~ – El­ső okom a há­za­so­dás­ra az, hogy fel­fo­gá­som sze­rint min­den lel­kész­nek, aki ked­ve­ző vi­szo­nyok kö­zött él, mint jó­ma­gam, pél­dát kell ad­ni a há­zas­ság­ra egy­ház­köz­ség­ében.	-0.153394
Thứ hai, tôi tin rằng đời sống vợ chồng sẽ đem đến cho tôi hạnh phúc vô biên; và thứ ba, mà đáng lẽ tôi phải đề cập trước, do lời khuyên nhủ của vị phu nhân cao quý mà tôi có vinh dự gọi là người đỡ đầu.	Má­sod­szor, meg va­gyok ró­la győ­ződ­ve, hogy je­len­tő­sen elő fog­ja moz­dí­ta­ni bol­dog­sá­go­mat. ~~~ Har­mad­szor – s ezt ta­lán előbb kel­lett vol­na em­lí­te­nem –, ez a ki­mon­dott óha­ja és kí­ván­sá­ga an­nak a ne­mes hölgy­nek, akit párt­fo­góm­ként tisz­tel­he­tek.	-0.031746
Đã hai lần bà hạ mình cho tôi ý kiến về việc này (mà tôi không hỏi!	Már két íz­ben ke­gyes­ke­dett vé­le­mé­nyét ki­fe­jez­ni er­ről a tárgy­ról, még­hoz­zá sa­ját jó­szán­tá­ból!	0.0527027
), và chỉ mới ngày thứ bảy trước khi tôi rời Hunsford, bà nói: “Ông Collins, ông phải lập gia đình.	Az utol­só szom­bat es­te is, mi­e­lőtt Huns­ford­ból el­utaz­tam, két kár­tya­par­ti kö­zött, ép­pen mi­kor Mrs. Jenkinson meg­iga­zí­tot­ta Miss de Bourgh zsá­mo­lyát, egy­szer­re csak meg­szó­lalt: „Mr. ~~~ Collins, meg kell há­za­sod­nia.	-0.0264706
Một giáo sĩ như ông phải lập gia đình.	Ha egy lel­kész olyan hely­zet­ben van, mint ön, fe­le­ség kell ne­ki.	0.111628
Hãy lựa chọn cẩn thận, chọn một người phụ nữ tốt vì tôi, và vì ông; cô ấy phải là người năng động và hữu dụng, không cần phải cao sang nhưng nên có khả năng thu vén kinh tế gia đình.	Vá­lasszon jól, vá­lasszon úri­lányt az én ked­ve­mért; a sa­ját ked­vé­ért pe­dig egy dol­gos, szor­gal­mas le­ányt, akit nem nagy­zo­lás­ra ne­vel­tek, ha­nem ar­ra, hogy jól be­ossza a sze­rény jö­ve­del­met.	0.26601
Đấy là lời khuyên của tôi.	Ezt a ta­ná­csot ad­ha­tom ön­nek.	0.24375
	Ke­res­sen ilyen asszonyt mi­nél ha­ma­rabb, hoz­za el Huns­ford­ba, s én ígé­rem, hogy meg fo­gom őt lá­to­gat­ni.” En­ged­je meg, szép hú­gom, hogy mel­les­leg meg­je­gyez­zem: La­dy Cathe­rine ked­ves­sé­ge és fi­gyel­me nem a leg­ki­sebb előny, amit ön­nek nyúj­ta­ni tu­dok.	-0.3
Hãy tìm một người phụ nữ như thế càng sớm càng tốt, đưa cô đến Hunsford, rồi tôi sẽ thăm cô ấy”.	Meg fog­ja lát­ni, a mo­do­ra fe­lül­múl min­den le­írást.	0.0784615
Nhân tiện, cô em xinh ạ, cho phép tôi nhận xét rằng tôi cho lòng quan tâm và lời khuyên của phu nhân Catherine de Bourgh nằm trong số những yếu tố thuận lợi của tôi.	Bi­zo­nyá­ra mél­tá­nyol­ni fog­ja az ön el­més­sé­gét és élénk ke­dé­lyét, ki­vált ha az­zal a hall­ga­tás­sal és tisz­te­let­tel mér­sé­ke­li, ame­lyet La­dy Cathe­rine de Bourgh rang­ja min­den­ki­ben szük­sé­ges­kép­pen fel­éb­reszt.	0.348538
Cô sẽ thấy tư cách của bà còn vượt trội hơn những gì tôi đã kể; tính dí dỏm và hoạt bát của cô sẽ làm phu nhân vừa lòng, nhất là khi được làm dịu xuống trong im lặng và nể trọng mà vị thế của phu nhân không khỏi tạo ra.	Ennyit ál­ta­lá­ban há­za­su­lá­si szán­dé­kom­ról; most még azt kí­vá­nom el­mon­da­ni, mi­ért irá­nyult te­kin­te­tem Long­bourn­ra s nem a sa­ját vi­dé­kem­re, ahol, biz­to­sít­ha­tom önt, sok a sze­re­tet­re mél­tó fi­a­tal le­ány.	0.271605
Trong khi tôi có ý định về hôn nhân, tôi cũng xin nói cho cô rõ do đâu tôi hướng về Longbourn thay vì vùng tôi đang cư ngụ, nơi cũng có nhiều thiếu nữ dễ thương.	De a hely­zet az, hogy ezt a bir­to­kot én örök­löm nagy­ra be­csült aty­já­nak ha­lá­la után (akit azon­ban még so­ká­ig él­tes­sen az ég!	0.25274
Tôi sẽ thừa kế bất động sản này sau khi người bố kính yêu của cô qua đời (nhưng tôi tin ông sẽ còn sống nhiều năm nữa), tôi sẽ không an tâm nếu tôi không chọn một trong số các cô con gái của ông làm người hôn phối, để các cô ít chịu thiệt thòi khi thảm cảnh xảy ra tuy rằng, như tôi đã nói, sẽ còn nhiều năm nữa mới xảy ra.	), s nem len­ne nyu­godt a lel­ki­is­me­re­tem, ha nem az ő le­á­nyai kö­zül vá­lasz­ta­nék fe­le­sé­get, mert így szen­ved­nek majd leg­ke­ve­sebb kárt, ami­kor ez a szo­mo­rú ese­mény be­kö­vet­ke­zik – bár, mint mond­tam, ad­dig még sok esz­ten­dő tel­het el.	0.217986
Cô em xinh ạ, đấy là động lực của tôi, mà tôi mong nó sẽ không làm tôi quý mến cô kém đi.	Ez volt cse­lek­vé­sem­nek in­dí­tó­oka, szép hú­gom, s bí­zom ben­ne, hogy emi­att nem fog en­gem ke­ve­sebb­re be­csül­ni.	0.185567
Bây giờ, tôi không còn gì để nói ngoại trừ xác nhận với cô, bằng ngôn từ sinh động nhất, niềm thương mến mãnh liệt của tôi.	Most még az van szá­mom­ra hát­ra, hogy a leg­lel­ke­sebb sza­vak­kal biz­to­sít­sam önt ér­zel­me­im he­vé­ről.	0.258871
Tôi hoàn toàn dửng dưng với tiền của, sẽ không yêu cầu bố cô gì cả về chuyện này vì tôi biết rõ rằng ông không thể đáp ứng được, và rằng cô chỉ được thừa kế một khoản tiền một nghìn bảng với bốn phần trăm mà cô chỉ được nhận sau khi mẹ cô qua đời.	Az én sze­mem­ben a va­gyon tel­je­sen kö­zöm­bös, ilyen igé­nye­ket nem tá­masz­tok aty­já­val szem­ben, jól tud­ván azt, hogy úgy­is hi­á­ba ten­ném, s hogy ön­nek csak a négy­szá­za­lé­kos ka­ma­to­zó köt­vény­be be­fek­te­tett ezer font­ra le­het jog­cí­me, ame­lyet édes­any­ja el­huny­ta után fog örö­köl­ni.	0.239373
Vì thế, về chuyện này, tôi sẽ nhất mực im lặng. ~~~ Cô có thể tin rằng tôi sẽ không hẹp hòi mà mở miệng trách cứ gì khi chúng ta đã cưới nhau.	Er­ről a kér­dés­ről te­hát min­dig hall­gat­ni fo­gok, s le­gyen meg­győ­ződ­ve, hogy egy­be­ke­lé­sünk után so­ha egyet­len mél­tat­lan, szem­re­há­nyó szó sem fog­ja el­hagy­ni aj­ka­mat.	-0.0564935
Tuyệt đối cần thiết phải ngắt lời anh chàng bây giờ. ~~~ Cô thốt lên:	Elizabeth most már kö­te­les­sé­gé­nek érez­te, hogy sza­vá­ba vág­jon.	-0.00576923
 ~~~ - Thưa anh, anh đã quá vội vàng.	– Ön na­gyon el­ha­mar­ko­dott, tisz­te­le­tes úr!	-0.0985714
Anh đã quên rằng tôi chưa trả lời.	– ki­ál­tot­ta.	0.0428571
Tôi xin trả lời ngay để khỏi làm mất thời giờ thêm.		-0.3
Tôi xin cảm ơn về những lời khen của anh.	– El­fe­lej­ti, hogy még nem ad­tam vá­laszt.	0.273333
Tôi rất cảm kích với lời cầu hôn của anh, nhưng tôi không thể làm gì khác hơn là khước từ. ~~~ Anh Collins trả lời, với điệu bộ khoát tay trịnh trọng:	Nem aka­rok több időt vesz­te­get­ni… kö­szö­nöm ki­tün­te­tő fi­gyel­mét, tel­je­sen át­ér­zem, mennyi­re meg­tisz­tel ve­le… de saj­nos, a leg­ha­tá­ro­zot­tab­ban ne­met kell mon­da­nom.	-0.0466463
 ~~~ - Cho đến giờ tôi vẫn biết rằng, khi được một người thanh niên cầu hôn lần đầu, các cô thiếu nữ thường khước từ trong khi thâm tâm họ có ý chấp thuận, và rằng họ có thể khước từ hai hoặc ngay cả ba lần.	– Nem elő­ször hal­lom – fe­lel­te Collins szer­tar­tá­sos kéz­moz­du­lat­tal –, hogy fi­a­tal höl­gyek az el­ső meg­ké­rés al­kal­má­val rend­sze­rint el­uta­sít­ják azt a fér­fit, akit ti­tok­ban vő­le­gény­nek sze­ret­né­nek, s a vissza­uta­sí­tást né­ha két­szer, sőt há­rom­szor is meg­is­mét­lik.	-0.0704741
Vì thế, tôi không hề nản lòng vì lời cô vừa nói, mà còn hy vọng sẽ sớm được thành hôn với cô. ~~~ Elizabeth thốt lên:	Ne­kem ezért egy­ál­ta­lán nem szeg­ték ked­ve­met az ön sza­vai, s szív­ből re­mé­lem, hogy ha­ma­ro­san ol­tár elé sza­bad ve­zet­nem.	-0.0234375
 ~~~ - Thưa anh, tôi có thể nói hy vọng của anh thật là khác thường sau khi tôi đã nói cho anh rõ.	– Sza­vam­ra, uram – ki­ál­tott Elizabeth –, az ön re­mény­ke­dé­se elég kü­lö­nös­nek lát­szik azu­tán, amit mond­tam!	-0.0609375
Xin anh tin rằng tôi không phải trong số những thiếu nữ (nếu có thật những thiếu nữ như thế) dám đánh đố hạnh phúc của mình qua cơ may được cầu hôn lần thứ hai.	Biz­to­sít­ha­tom, hogy nem tar­to­zom ama fi­a­tal höl­gyek kö­zé (ha van­nak ilye­nek), akik vak­me­rő­en koc­ká­ra te­szik bol­dog­sá­gu­kat, ab­ban bíz­va, hogy eset­leg má­sod­szor is meg­ké­rik őket.	0.224157
Tôi hoàn toàn nghiêm túc trong lời khước từ của tôi.	A vissza­uta­sí­tást egé­szen ko­mo­lyan gon­dol­tam.	0.284483
Anh không thể mang lại hạnh phúc đến cho tôi, và tôi tin chắc tôi không phải là người phụ nữ cuối cùng trên thế gian này có thể tạo hạnh phúc cho anh.	Ön en­gem nem ten­ne bol­dog­gá, s meg va­gyok ró­la győ­ződ­ve, én va­gyok az utol­só nő a vi­lá­gon, aki önt bol­dog­gá tud­ná ten­ni.	0.264583
Không được, nếu phu nhân Catherine hiểu rõ tôi, tôi tin rằng bà sẽ thấy tôi không đáp ứng tiêu chuẩn nào cả. ~~~ Anh Collins noí, rất trịnh trọng:	Töb­bet mon­dok: ha párt­fo­gó­ja, La­dy Cathe­rine meg­is­mer­ne en­gem, fel­tét­le­nül az vol­na a vé­le­mé­nye, hogy sem­mi­fé­le te­kin­tet­ben nem fe­le­lek meg kö­ve­tel­mé­nye­i­nek.	-0.0548077
 ~~~ - Nếu quả thật phu nhân Catherine có ý nghĩ như thế, tôi không thể tưởng tượng rằng bà ấy sẽ hoàn toàn không chấp nhận cô.	– Hi­szen ha bi­zo­nyos vol­na, hogy La­dy Cathe­rine va­ló­ban így vé­le­ked­nék… – mond­ta a tisz­te­le­tes ko­moly arc­cal – de nem… nem tu­dom el­kép­zel­ni, hogy bár­mi te­kin­tet­ben ki­fo­gá­sa le­gyen ön el­len.	-0.111679
Và xin cô tin rằng khi tôi có vinh dự được gặp lại bà ấy, tôi sẽ kể cho bà nghe với ngôn từ đẹp đẽ nhất về tính khiêm tốn, khả năng kinh tế gia đình, cộng thêm những đức tính khả ái khác của cô.	Le­gyen nyu­godt, ha új­ból tisz­te­le­te­met te­he­tem ná­la, a leg­ékes­szó­lób­ban fo­gom előt­te di­csér­ni az ön sze­rény­sé­gét, ta­ka­ré­kos­sá­gát és egyéb meg­nye­rő tu­laj­don­sá­ga­it.	0.281944
- Anh Collins, thật ra mọi lời anh ca tụng tôi sẽ là không cần thiết.	– Kár a fá­rad­sá­gért, Mr. Collins, nem kell en­gem di­csér­nie.	0.564156
Anh nên để tôi tự phán xét về con người tôi, nên coi trọng tôi bằng cách tin vào điều tôi nói.	En­ged­je meg, hogy eb­ben a do­log­ban én ítél­jek, s az­zal tisz­tel­jen meg, hogy el­hi­szi, amit mon­dok.	0.276471
Tôi mong anh được nhiều hạnh phúc và được giàu có; qua việc tôi khước từ anh, tôi đã làm hết sức mình để ngăn anh sa vào hoàn cảnh ngược lại.	Sok bol­dog­sá­got, nagy gaz­dag­sá­got kí­vá­nok ön­nek, s ami­kor vissza­uta­sí­tom a ke­zét, ez­zel min­den tő­lem tel­he­tőt meg­te­szek, hogy más sors­ra ne jus­son.	0.250633
Khi anh cầu hôn với tôi, hẳn anh đã thoả mãn tâm tư tế nhị của anh đối với gia đình tôi, nên anh có thể chiếm hữu sự sản Longbourn bất cứ lúc nào có thể được mà không phải chịu tự dằn vặt.	Ön meg­kér­te a ke­ze­met, s így meg­nyug­tat­ta lel­ki­is­me­ret­ét csa­lá­dom irá­nyá­ban – most már nem kell szem­re­há­nyást ten­nie ön­ma­gá­nak, ami­kor majd el­fog­lal­ja a longbourni bir­to­kot.	0.282938
Vì thế, có thể xem vụ việc kết thúc ở đây.	A dol­got te­hát vég­leg el­in­té­zett­nek te­kint­het­jük.	0.186
Vừa nói cô vừa đứng dậy, và có thể bước ra khỏi phòng nếu anh Collins không nói tiếp: ~~~ 	– Elizabeth e sza­vak­kal fel­állt, s ki akart men­ni a szo­bá­ból, de Collins meg­ál­lí­tot­ta.	0.0905263
- Khi tôi có hân hạnh được tiếp chuyện với cô lần nữa về việc này, tôi hy vọng sẽ nhận được câu trả lời thoả đáng hơn là bây giờ; mặc dù tôi không hề có ý gì kết án cô là tàn nhẫn vì tôi biết thói quen của các cô là từ chối người đàn ông trong lần đầu tiên, như thế có lẽ; đúng như tính tế nhị của nữ giới, ngay bây giờ cô đã có ý khích lệ tôi phải van nài.	– Ha leg­kö­ze­lebb sze­ren­csém lesz ön­nel is­mét e tárgy­ról be­szél­ni, re­mél­he­tő­leg ked­ve­zőbb vá­laszt fo­gok kap­ni a mos­ta­ni­nál, bár most is tá­vol áll tő­lem, hogy ke­gyet­len­ség­gel vá­dol­jam. ~~~ Tisz­tá­ban va­gyok a női nem azon el­fo­ga­dott szo­ká­sá­val, hogy el­ső al­ka­lom­mal el­uta­sít­ják a ké­rőt, s ta­lán imén­ti sza­va­i­ban is ta­lál­ha­tok annyi bá­to­rí­tást, amennyi össze­egyez­tet­he­tő a női ter­mé­szet­re jel­lem­ző fi­nom ér­zés­sel.	-0.050625
Elizabeth thốt lên, với ít dịu dàng:	– Mond­ha­tom, Mr. Collins, én egy­ál­ta­lán nem ér­tem önt – ki­ál­tot­ta Elizabeth kis­sé fel­in­dul­tan.	0.0825
 ~~~ - Anh Collins, quả là anh đã làm tôi khó xử hết mức.	– Ha ed­di­gi sza­va­im­ból bá­to­rí­tást ol­vas ki, ak­kor iga­zán nem tu­dom, mi­kép­pen fe­jez­zem ki a vissza­uta­sí­tást, hogy ön is an­nak tart­sa.	-0.286842
Nếu những gì tôi đã nói cho đến giờ có ngụ ý rằng tôi khích lệ anh, thì tôi không biết phải nói lời khước từ như thế nào để cho anh tin rằng thật.	– En­ged­je meg, ked­ves hú­gom, hogy hí­ze­leg­jek ma­gam­nak, s aján­la­tom vissza­uta­sí­tá­sát csu­pán fi­nom­ko­dás­nak te­kint­sem.	0.288535
